id,source_edge_id,doc_id,sentence_id,sentence_text,subj_canonical_id,subj_canonical_term,rel_text,obj_canonical_id,obj_canonical_term,rel_len,has_prep,is_generic_rel,rel_support_total,rel_support_subj,rel_support_obj,accept,normalized_relation,reason,evidence,model_name,created_at
83,456,doc_5755,doc_5755_sent_00081,"Yes, Slurm is free and open source:
Slurm is free as defined by the Free Software Foundation
Slurmâs source code and documentation are publicly available under the GNU GPL v2
Slurm can be downloaded, used, modified, and redistributed at no monetary cost
Why should I use Slurm or other free software?
Free software, as with proprietary software, varies widely in quality, but the mechanism itself has proven to be capable of producing high-quality software that is trusted by companies around the world. The Linux kernel is a prominent example, which is often trusted on web servers, infrastructure servers, supercomputers, and mobile devices.",5067,i,use,4798,free software,3,0,1,63,35,45,1,uses,The sentence states that Slurm can be 'used' and is 'free software',"Slurm can be downloaded, used, modified, and redistributed at no monetary cost",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
84,464,doc_5755,doc_5755_sent_00107,"If you specify that a batch job should use an existing allocation, that job allocation will be released upon the termination of that batch job.",1753,batch job,use,1757,allocation,3,0,1,63,35,45,1,uses,The sentence states that a batch job 'uses' an existing allocation.,"If you specify that a batch job should use an existing allocation, that job allocation will be released upon the termination of that batch job.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
85,473,doc_5755,doc_5755_sent_00118,How do I run specific tasks on certain nodes in my allocation?,5067,i,run,506,task,3,0,1,31,17,11,1,runs_on,"The sentence explicitly asks about running tasks on nodes, which implies a 'runs_on' relation.",How do I run specific tasks on certain nodes in my allocation?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
86,475,doc_5755,doc_5755_sent_00120,This means you can tell Slurm to layout your tasks in any fashion you want. For instance if I had an allocation of 2 nodes and wanted to run 4 tasks on the first node and 1 task on the second and my nodes allocated from SLURM_JOB_NODELIST where tux[0-1] my srun line would look like this:,5067,i,have,1757,allocation,4,0,1,130,52,72,1,allocates,The sentence states that the user can allocate resources (2 nodes) to tasks using Slurm.,This means you can tell Slurm to layout your tasks in any fashion you want. For instance if I had an allocation of 2 nodes,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
87,480,doc_5755,doc_5755_sent_00141,"For GNU make version 4.0 you can use the patch in the file contribs/make-4.0.slurm.patch. This patch will use Slurm to launch tasks across a job's current resource allocation. Depending upon the size of modules to be compiled, this may or may not improve performance. If most modules are thousands of lines long, the use of additional resources should more than compensate for the overhead of Slurm's task launch. Use with make's -j option within an existing Slurm allocation. Outside of a Slurm allocation, make's behavior will be unchanged.",2933,patch,use,50,slurm,3,0,1,63,35,45,1,uses,The sentence explicitly states 'This patch will use Slurm to launch tasks' and 'Use with make's -j option within an existing Slurm allocation'.,For GNU make version 4.0 you can use the patch in the file contribs/make-4.0.slurm.patch. This patch will use Slurm to launch tasks across a job's,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
88,481,doc_5755,doc_5755_sent_00142,How can I run an Ansys program with Slurm?,5067,i,run,1780,program,3,0,1,31,17,11,1,runs_on,"The sentence explicitly states 'run an Ansys program with Slurm', which implies the 'runs_on' relation.",How can I run an Ansys program with Slurm?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
89,509,doc_5755,doc_5755_sent_00202,"The most common problem is failing to set job time limits. If all jobs have the same time limit (for example the partition's time limit), then backfill will not be effective. Note that partitions can have both default and maximum time limits, which can be helpful in configuring a system for effective backfill scheduling.",24,job,have,64,limit,4,0,1,130,52,72,1,sets,The sentence mentions 'configuring a system for effective backfill scheduling' which implies a setting relationship.,"The most common problem is failing to set job time limits...Note that partitions can have both default and maximum time limits,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
90,510,doc_5755,doc_5755_sent_00202,"The most common problem is failing to set job time limits. If all jobs have the same time limit (for example the partition's time limit), then backfill will not be effective. Note that partitions can have both default and maximum time limits, which can be helpful in configuring a system for effective backfill scheduling.",291,partition,have,65,default,4,0,1,130,52,72,1,unknown,The sentence states that partitions can 'have' both default and maximum time limits.,The sentence states 'partitions can have both default and maximum time limits'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
91,512,doc_5755,doc_5755_sent_00206,"Slurm has a job purging mechanism to remove inactive jobs (resource allocations) before reaching its time limit, which could be infinite. This inactivity time limit is configurable by the system administrator. You can check its value with the command
scontrol show config | grep InactiveLimit
The value of InactiveLimit is in seconds. A zero value indicates that job purging is disabled. A job is considered inactive if it has no active job steps or if the srun command creating the job is not responding. In the case of a batch job, the srun command terminates after the job script is submitted. Therefore batch job pre- and post-processing is limited to the InactiveLimit. Contact your system administrator if you believe the InactiveLimit value should be changed.",50,slurm,have,2762,mechanism,4,0,1,130,52,72,1,unknown,The sentence clearly states that Slurm 'has' a'mechanism' for job purging.,Slurm has a job purging mechanism to remove inactive jobs (resource allocations) before reaching its time limit.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
92,513,doc_5755,doc_5755_sent_00207,"Why is my batch job that launches no job steps being killed?
Slurm has a configuration parameter InactiveLimit intended to kill jobs that do not spawn any job steps for a configurable period of time. Your system administrator may modify the InactiveLimit to satisfy your needs.",50,slurm,have,4047,configuration parameter,4,0,1,130,52,72,1,unknown,The sentence states that Slurm 'has' a configuration parameter.,Your system administrator may modify the InactiveLimit to satisfy your needs.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
93,526,doc_5755,doc_5755_sent_00283,A simple way to control this is to ensure that user root has a sufficiently large resource limit and ensuring that slurmd takes full advantage of this limit.,718,user root,have,64,limit,4,0,1,130,52,72,1,sets,The sentence states that 'user root has a sufficiently large resource limit' and 'ensuring that slurmd takes full advantage of this limit'. This implies that the user root sets the limit for slurmd.,A simple way to control this is to ensure that user root has a sufficiently large resource limit and ensuring that slurmd takes full advantage,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
94,528,doc_5755,doc_5755_sent_00309,Slurm will use the resource specification for each node that is given in slurm.conf and will not check these specifications against those actually found on the node.,50,slurm,use,496,specification,3,0,1,63,35,45,1,uses,The sentence states that Slurm 'uses' the resource specification.,Slurm will use the resource specification for each node that is given in slurm.conf and will not check these specifications against those actually found on,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
95,538,doc_5755,doc_5755_sent_00340,"In both cases, there should be no loss of any pending jobs. Ensure that any nodes added to the cluster have a current slurm.conf file installed.",285,node,have,59,file,4,0,1,130,52,72,1,unknown,"The sentence states that nodes should have a current slurm.conf file installed, which is a file.",Ensure that any nodes added to the cluster have a current slurm.conf file installed.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
96,541,doc_5755,doc_5755_sent_00341,"If two nodes are simultaneously configured as the primary controller (two nodes on which SlurmctldHost specify the local host and the slurmctld daemon is executing on each), system behavior will be destructive. If a compute node has an incorrect SlurmctldHost parameter, that node may be rendered unusable, but no other harm will result.",1015,compute node,have,205,parameter,4,0,1,130,52,72,1,unknown,The sentence states that a compute node 'has' an incorrect SlurmctldHost parameter.,"If a compute node has an incorrect SlurmctldHost parameter, that node may be rendered unusable.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
97,542,doc_5755,doc_5755_sent_00346,How can I stop Slurm from scheduling jobs?,5067,i,stop,50,slurm,4,0,1,3,2,2,1,unknown,"The sentence explicitly asks for stopping Slurm, which implies a'stops' relation.",How can I stop Slurm from scheduling jobs?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
98,548,doc_5755,doc_5755_sent_00378,"Slurm also includes a SPANK plugin that will set all of the PBS environment variables based upon the Slurm environment (e.g. PBS_JOBID, PBS_JOBNAME, PBS_WORKDIR, etc.). One environment not set by PBS_ENVIRONMENT, which if set would result in the failure of some MPI implementations.",50,slurm,include,1345,spank plugin,7,0,1,52,24,24,1,unknown,The sentence states that Slurm 'includes' the SPANK plugin.,Slurm also includes a SPANK plugin that will set all of the PBS environment variables based upon the Slurm environment.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
99,553,doc_5755,doc_5755_sent_00395,"Parameters that previously had a ""none"" plugin are:
AccountingStorageType
AcctGatherEnergyType
AcctGatherInterconnectType
AcctGatherFilesystemType
AcctGatherProfileType
CliFilterPlugins
CoreSpecPlugin
ExtSensorsType
JobAcctGatherType
JobCompType
JobContainerType
MCSPlugin
MpiDefault
PowerParameters
PreemptType
PrioritySiteFactorPlugin
SwitchType
TaskPlugin
TopologyPlugin
Accounting Database
Why should I use the slurmdbd instead of the regular database plugins?",5067,i,use,919,slurmdbd,3,0,1,63,35,45,1,uses,The sentence states that the'slurmdbd' is used instead of other database plugins.,Why should I use the slurmdbd instead of the regular database plugins?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
100,554,doc_5755,doc_5755_sent_00395,"Parameters that previously had a ""none"" plugin are:
AccountingStorageType
AcctGatherEnergyType
AcctGatherInterconnectType
AcctGatherFilesystemType
AcctGatherProfileType
CliFilterPlugins
CoreSpecPlugin
ExtSensorsType
JobAcctGatherType
JobCompType
JobContainerType
MCSPlugin
MpiDefault
PowerParameters
PreemptType
PrioritySiteFactorPlugin
SwitchType
TaskPlugin
TopologyPlugin
Accounting Database
Why should I use the slurmdbd instead of the regular database plugins?",5067,i,use,4850,regular database plugin,3,0,1,63,35,45,1,uses,The sentence states that the'slurmdbd' is used instead of the'regular database plugins'.,Why should I use the slurmdbd instead of the regular database plugins?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
101,556,doc_5755,doc_5755_sent_00405,"If you see errors of this sort:
error: Can't find parent id 3358 for assoc 1504, this should never happen.",253,error,find,9776,parent,4,0,1,6,3,5,1,reports,The sentence states that 'this should never happen' implying that the error is reporting the absence of a parent id.,"If you see errors of this sort: error: Can't find parent id 3358 for assoc 1504, this should never happen.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
102,557,doc_5755,doc_5755_sent_00405,"If you see errors of this sort:
error: Can't find parent id 3358 for assoc 1504, this should never happen.",253,error,find,5067,i,4,0,1,6,3,5,1,reports,The sentence states that 'this should never happen' implying that the error is reporting an issue.,"If you see errors of this sort: error: Can't find parent id 3358 for assoc 1504, this should never happen.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
103,558,doc_5755,doc_5755_sent_00405,"If you see errors of this sort:
error: Can't find parent id 3358 for assoc 1504, this should never happen.",253,error,find,1476,d,4,0,1,6,3,5,1,reports,The sentence states that 'this should never happen' implying that the error is reporting an issue.,"If you see errors of this sort: error: Can't find parent id 3358 for assoc 1504, this should never happen.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
104,560,doc_5755,doc_5755_sent_00411,"You cannot use NDB, since SlurmDBD's MySQL implementation uses keys on BLOB values (and potentially other features on the incompatibility list).",2398,implementation,use,3937,key,3,0,1,63,35,45,1,uses,"The sentence states that 'You cannot use NDB, since SlurmDBD's MySQL implementation uses keys on BLOB values'. This implies that the implementation uses keys.","You cannot use NDB, since SlurmDBD's MySQL implementation uses keys on BLOB values.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
105,583,doc_5755,doc_5755_sent_00475,"Yes, here is a description of Slurm use with Amazon's EC2 courtesy of Ashley Pittman:
I do this regularly and have no problem with it, the approach I take is to start as many instances as I want and have a wrapper around ec2-describe-instances that builds a /etc/hosts file with fixed hostnames and the actual IP addresses that have been allocated. The only other step then is to generate a slurm.conf based on how many node you've chosen to boot that day. I run this wrapper script on my laptop and it generates the files and they rsyncs them to all the instances automatically.",5067,i,run,115,script,3,0,1,31,17,11,1,runs_on,The sentence states that the script runs on the instances.,I run this wrapper script on my laptop and it generates the files and they rsyncs them to all the instances automatically.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
106,588,doc_5755,doc_5755_sent_00478,"This contains a /usr/local which has my software like Slurm, pdsh and MPI installed which I then copy over the /usr/local on the first instance and NFS export to all other instances. This way I have persistent home directories and a very simple first-login script that configures the virtual cluster for me.",5067,i,have,1068,directory,4,0,1,130,52,72,1,unknown,The sentence states that the 'This' (implicitly 'i') 'has' a directory.,"This contains a /usr/local which has my software like Slurm, pdsh and MPI installed",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
107,590,doc_5755,doc_5755_sent_00505,How do I get the new UID to take effect?,5582,uid,take,144,effect,4,0,1,12,10,7,1,unknown,The sentence asks for the new UID to take effect.,How do I get the new UID to take effect?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
108,591,doc_5755,doc_5755_sent_00509,"How can I get SSSD to work with Slurm?
SSSD or System Security Services Daemon does not allow enumeration of group members by default. Note that enabling enumeration in large environments might not be feasible.",5067,i,get,4871,sssd,3,0,1,27,11,15,1,requires,"The sentence asks how to make SSSD work with Slurm, which implies a requirement.",How can I get SSSD to work with Slurm?,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
109,592,doc_5755,doc_5755_sent_00516,"The script would stop the other partitions, suspend running jobs in those partitions, and start the full-system partition.",115,script,stop,291,partition,4,0,1,3,2,2,1,unknown,The script stops other partitions,The script would stop the other partitions,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
110,594,doc_5755,doc_5755_sent_00539,It's also possible that a job could have multiple output files (see filename pattern in the srun man page).,24,job,have,59,file,4,0,1,130,52,72,1,unknown,The sentence states that a job can 'have' multiple output files.,It's also possible that a job could have multiple output files,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
111,598,doc_5755,doc_5755_sent_00574,The plugin also provides an optional initialization script that is invoked before the job's namespace is constructed.,106,plugin,provide,115,script,7,0,1,42,27,28,1,unknown,The sentence states that the plugin 'provides' an optional initialization script.,The plugin also provides an optional initialization script that is invoked before the job's namespace is constructed.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
112,600,doc_5755,doc_5755_sent_00583,"Hence in ssh sessions, user has the same view of /tmp",98,user,have,7318,view,4,0,1,130,52,72,1,unknown,"The sentence states that 'user has the same view' of a directory, which is a clear instance of the 'has' relation.","Hence in ssh sessions, user has the same view of /tmp",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
113,602,doc_5755,doc_5755_sent_00592,"Most Linux distributions set the default to what is effectively unlimited, which can cause the OOM killer to activate for unrelated new jobs or even for the slurmd process. If any processes use sysv memory mechanisms, the Linux kernel OOM killer will never be able to free the used memory.",1569,distribution,set,65,default,3,0,1,10,10,9,1,sets,The sentence states that Linux distributions'set' the default.,Most Linux distributions set the default to what is effectively unlimited,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
114,613,doc_5755,doc_5755_sent_00624,"On a SELinux enabled system, or on a distribution with similar security system, get sure it is allowing to dump cores:
$ getsebool allow_daemons_dump_corecoredumpctl can also give valuable information:
$ coredumpctl infoHow can I get a backtrace from a core file?",5067,i,get,5787,backtrace,3,0,1,27,11,15,1,reads_from,"The sentence mentions 'get a backtrace from a core file', which implies that the 'get' action is used to read the backtrace data from the core file.","On a SELinux enabled system, or on a distribution with similar security system, get sure it is allowing to dump cores: $ getsebool allow_daemons_dump_core coredumpctl",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
115,615,doc_5755,doc_5755_sent_00627,Compile time differences make it almost impossible for SchedMD to use a core file from a different system.,1354,schedmd,use,4885,core file,3,0,1,63,35,45,1,uses,The sentence states that SchedMD 'uses' a core file.,Compile time differences make it almost impossible for SchedMD to use a core file from a different system.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
116,616,doc_5755,doc_5755_sent_00644,All nodes in the cluster must have the matching public and private keys as defined by JobCredPrivateKey and JobCredPublicKey in the Slurm configuration file slurm.conf.,285,node,have,3937,key,4,0,1,130,52,72,1,unknown,"The sentence states that 'All nodes in the cluster must have' the keys, indicating a possession relationship.",All nodes in the cluster must have the matching public and private keys as defined by JobCredPrivateKey and JobCredPublicKey in the Slurm configuration file slurm.conf.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
117,622,doc_5755,doc_5755_sent_00652,"Multi-Instance GPU not working with Slurm and PMIx; GPUs are ""In use by another client""
PMIx uses the hwloc API for different purposes, including OS device features like querying sysfs folders (such as /sys/class/net and /sys/class/infiniband) to get the names of Infiniband HCAs.",2164,pmix,use,254,api,3,0,1,63,35,45,1,uses,The sentence states that PMIx uses the hwloc API.,"Multi-Instance GPU not working with Slurm and PMIx; GPUs are 'In use by another client'; PMIx uses the hwloc API for different purposes, including OS",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
118,625,doc_5755,doc_5755_sent_00669,"--with-json=PATH --with-yaml=PATH $@
Most distributions include packages to make installation relatively easy.",1569,distribution,include,8356,package,7,0,1,52,24,24,1,unknown,The sentence states that 'Most distributions include packages'.,Most distributions include packages to make installation relatively easy.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
119,628,doc_7940,doc_7940_sent_00001,Slurm includes support for creating a federation of clusters and scheduling jobs in a peer-to-peer fashion between them.,50,slurm,include,2122,support,7,0,1,52,24,24,1,unknown,The sentence states that 'Slurm includes support for...' which implies a 'includes' relation.,Slurm includes support for creating a federation of clusters and scheduling jobs in a peer-to-peer fashion between them.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
120,650,doc_7940,doc_7940_sent_00060,"squeue
squeue also has a new --sibling option that will show each sibling job rather than merge them into one.",1740,squeue,have,150,option,4,0,1,130,52,72,1,unknown,The sentence explicitly states that squeue 'has' a new option.,squeue also has a new --sibling option,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
121,671,doc_1988,doc_1988_sent_00023,PreemptMode: set the GANG option. See the slurm.conf manpage for other options that may be specified to enable job preemption in addition to GANG.,1995,preemptmode,set,9932,gang option,3,0,1,10,10,9,1,sets,The sentence explicitly states'set the GANG option'.,PreemptMode: set the GANG option.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
122,680,doc_1988,doc_1988_sent_00038,"Timeslicer Design and Operation
When enabled, the gang scheduler keeps track of the resources allocated to all jobs.",10066,design,keep,2030,track,4,0,1,3,3,2,1,unknown,"The sentence states that the gang scheduler 'keeps track' of resources, which implies a 'keeps_track_of' relation between the subject and object.","When enabled, the gang scheduler keeps track of the resources allocated to all jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
123,681,doc_1988,doc_1988_sent_00038,"Timeslicer Design and Operation
When enabled, the gang scheduler keeps track of the resources allocated to all jobs.",1957,gang scheduler,keep,2030,track,4,0,1,3,3,2,1,unknown,"The sentence states that the gang scheduler 'keeps track' of resources, which can be normalized to 'keeps_track_of'.","When enabled, the gang scheduler keeps track of the resources allocated to all jobs.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
124,687,doc_1988,doc_1988_sent_00062,"More examples
The following example shows how the timeslicer algorithm keeps the resources busy.",3273,algorithm,keep,1749,resource,4,0,1,3,3,2,1,unknown,The sentence states that the algorithm 'keeps' the resources busy.,The following example shows how the timeslicer algorithm keeps the resources busy.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
125,712,doc_b2f9,doc_b2f9_sent_00050,"Gres=gpu:geforce_rtx_2060:1 ...
Found gpu:geforce_rtx_2060:1 with Autodetect=nvml (Substring of gpu name may be used instead)
UpTime=...",8674,gres,find,1826,gpu,4,0,1,6,3,5,1,unknown,The sentence states that 'gres' finds 'gpu:geforce_rtx_2060:1'.,Found gpu:geforce_rtx_2060:1 with Autodetect=nvml,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
126,718,doc_b2f9,doc_b2f9_sent_00070,CUDA version 3.1 (or higher) uses this environment variable in order to run multiple jobs or job steps on a node with GPUs and ensure that the resources assigned to each are unique.,1418,version,use,1472,environment,3,0,1,63,35,45,1,uses,The sentence explicitly states that the CUDA version 'uses' the environment variable.,CUDA version 3.1 (or higher) uses this environment variable in order to run multiple jobs or job steps on a node with GPUs and ensure,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
127,719,doc_b2f9,doc_b2f9_sent_00070,CUDA version 3.1 (or higher) uses this environment variable in order to run multiple jobs or job steps on a node with GPUs and ensure that the resources assigned to each are unique.,1418,version,use,79,variable,3,0,1,63,35,45,1,uses,The sentence explicitly states that the CUDA version 'uses' the environment variable.,CUDA version 3.1 (or higher) uses this environment variable in order to run multiple jobs or job steps on a node with GPUs and ensure,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
128,742,doc_b2f9,doc_b2f9_sent_00110,"Its mode of operation is if a job is allocated gres/mps resources then the Prolog will have the CUDA_VISIBLE_DEVICES, CUDA_MPS_ACTIVE_THREAD_PERCENTAGE, and SLURM_JOB_UID environment variables set.",2796,prolog,have,7775,cuda_visible_device,4,0,1,130,52,72,1,unknown,The sentence states that Prolog 'has' the CUDA_VISIBLE_DEVICES when it is allocated gres/mps resources.,"Its mode of operation is if a job is allocated gres/mps resources then the Prolog will have the CUDA_VISIBLE_DEVICES,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
129,746,doc_b2f9,doc_b2f9_sent_00116,The job will also have the CUDA_MPS_ACTIVE_THREAD_PERCENTAGE environment variable set to that job's percentage of MPS resources available on the assigned GPU.,24,job,have,79,variable,4,0,1,130,52,72,1,unknown,The sentence explicitly states that the job 'has' the variable.,The job will also have the CUDA_MPS_ACTIVE_THREAD_PERCENTAGE environment variable set to that job's percentage of MPS resources available on the assigned GPU.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
130,747,doc_b2f9,doc_b2f9_sent_00125,"Only one user on a system may have an active MPS server, and the MPS control daemon will queue MPS server activation requests from separate users, leading to serialized exclusive access of the GPU between users (see Section 2.3.1.1 - Limitations in the MPS docs).",98,user,have,7622,server,4,0,1,130,52,72,1,unknown,The sentence states that 'Only one user may have an active MPS server' and 'the MPS control daemon will queue MPS server activation requests from separate users'. This implies that each user has exactly one active MPS server.,"Only one user may have an active MPS server, and the MPS control daemon will queue MPS server activation requests from separate users.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
131,749,doc_b2f9,doc_b2f9_sent_00136,"Sharding
Sharding provides a generic mechanism where GPUs can be shared by multiple jobs. While it does permit multiple jobs to run on a given GPU it does not fence the processes running on the GPU, it only allows the GPU to be shared.",9636,sharding,provide,2762,mechanism,7,0,1,42,27,28,1,unknown,"The sentence states that sharding 'provides' a mechanism, which matches the 'provides' relation.",Sharding provides a generic mechanism where GPUs can be shared by multiple jobs.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
132,762,doc_b2f9,doc_b2f9_sent_00161,"Jobs requesting shards resources will have the CUDA_VISIBLE_DEVICES, ROCR_VISIBLE_DEVICES, or GPU_DEVICE_ORDINAL environment variable set which would be the same as if it were a GPU.
Steps with shards haveSLURM_SHARDS_ON_NODE set indicating the number of shards allocated.",24,job,have,7775,cuda_visible_device,4,0,1,130,52,72,1,unknown,"The sentence states that jobs 'have' the CUDA_VISIBLE_DEVICE, which matches the 'has' relation.",Jobs requesting shards will have the CUDA_VISIBLE_DEVICES...,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
133,764,doc_16b3,doc_16b3_sent_00009,"Each element in the list gres_list provides information about a specific GRES type (e.g. one data structure for ""gpu"" and a second structure with information about ""nic"").",11378,element,provide,275,information,7,0,1,42,27,28,1,unknown,Each element provides information about a specific GRES type,Each element in the list gres_list provides information about a specific GRES type,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
134,765,doc_16b3,doc_16b3_sent_00010,The structures on gres_list contain an ID number (which is faster to compare than a string) plus a pointer to another structure.,1815,structure,contain,68,number,7,0,1,22,16,15,1,unknown,"The sentence states that structures contain an ID number, which is a clear instance of containment.",The structures on gres_list contain an ID number,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
135,772,doc_16b3,doc_16b3_sent_00027,"In that case, the array indexed by node index must be rebuilt, with records shifting as appropriate. Note that the current software is not compatible with having different GRES counts by node (a job can not have 2 GPUs on one node and 1 GPU on a second node), although that might be addressed at a later time.",24,job,have,3345,gpus,4,0,1,130,52,72,1,unknown,"The sentence states that a job can not have different number of GPUs on different nodes, but does not specify that a job can have 0 GPUs. Therefore, it is safe to assume that a job can have GPUs.",a job can not have 2 GPUs on one node and 1 GPU on a second node,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
136,773,doc_16b3,doc_16b3_sent_00028,"When a job or step is initiated, its credential includes allocated GRES information.",1857,credential,include,275,information,7,0,1,52,24,24,1,unknown,The sentence states that 'its credential includes allocated GRES information'.,"When a job or step is initiated, its credential includes allocated GRES information.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
137,779,doc_e541,doc_e541_sent_00012,Each user will have their own directory created in the ProfileHDF5Dir which contains the HDF5 files.,98,user,have,1068,directory,4,0,1,130,52,72,1,unknown,The sentence states that each user 'has their own directory'.,Each user will have their own directory created in the ProfileHDF5Dir which contains the HDF5 files.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
138,780,doc_e541,doc_e541_sent_00015,Each user that creates a profile will have a subdirectory in the profile directory that has read/write permission only for the user.,98,user,have,838,subdirectory,4,0,1,130,52,72,1,unknown,The sentence states that each user 'has' a subdirectory.,Each user that creates a profile will have a subdirectory,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
139,792,doc_e541,doc_e541_sent_00068,Each data sample in the Energy Time Series contains the following data items.,5257,sample,contain,6695,item,7,0,1,22,16,15,1,unknown,The sentence explicitly states that each data sample contains data items.,Each data sample in the Energy Time Series contains the following data items.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
140,793,doc_e541,doc_e541_sent_00076,Each data sample in the Filesystem Time Series contains the following data items.,5257,sample,contain,6695,item,7,0,1,22,16,15,1,unknown,The sentence explicitly states that each data sample contains data items.,Each data sample in the Filesystem Time Series contains the following data items.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
141,795,doc_e541,doc_e541_sent_00086,Each data sample in the Network Time Series contains the following data items.,5257,sample,contain,6695,item,7,0,1,22,16,15,1,unknown,The sentence explicitly states that each data sample contains data items.,Each data sample in the Network Time Series contains the following data items.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
142,797,doc_e541,doc_e541_sent_00096,Each data sample in the Task Time Series contains the following data items.,5257,sample,contain,6695,item,7,0,1,22,16,15,1,unknown,The sentence explicitly states that each data sample contains data items.,Each data sample in the Task Time Series contains the following data items.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
143,805,doc_5d35,doc_5d35_sent_00030,"Each component can have its own burst buffer directives, and they are processed separately. Only a persistent burst buffer can be accessed by all components of a heterogeneous job.",907,component,have,1470,directive,4,0,1,130,52,72,1,unknown,The sentence states that 'each component can have its own burst buffer directives'.,"Each component can have its own burst buffer directives,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
