head_text,head_canonical_id,frequency,example_terms_json
run,1138,29,"[""script ~ .slurm oci run"", ""slurm oci slurm oci run default"", ""slurm oci run"", ""slurm oci slurm oci run defaultonce user"", ""run slurm conf"", ""run systemctl edit slurmrestd"", ""podman run alpine"", ""opt slurm oci run"", ""Run systemctl edit slurmrestd"", ""opt slurm oci slurm oci run default"", ""slurm oci slurm oci run defaultOnce users"", ""podman run"", ""slurm config file run slurm conf"", ""root= run"", ""script ~/.slurm oci run""]"
key,3937,28,"[""JWT key StateSaveLocation example /var spool slurm"", ""TrackWCKey option"", ""key pair"", ""String WCKey"", ""key file"", ""cluster workload manager slurm key function"", ""key files"", ""JWT key controller slurmdbd"", ""cluster workload manager Slurm key functions"", ""WCKey"", ""jwt key use slurm"", ""jwt key use Slurm"", ""jwt key statesavelocation example /var spool slurm"", ""key pairs"", ""jwt key controller slurmdbd""]"
socket,551,28,"[""socket slurm"", ""socket Slurm"", ""cores socket"", ""CPUs CoresPerSocket"", ""UNIX socket"", ""Socket Core Thread"", ""core socket"", ""socket corespersocket"", ""socket core thread"", ""case slurmdbd alternate socket use munge daemon"", ""Sockets CoresPerSocket"", ""unix socket"", ""socket node"", ""socket slurmrestd"", ""log output slurmrestd path socket""]"
parameters,,27,"[""important configuration parameters"", ""Path parameters"", ""slurm.conf parameters"", ""LaunchParameters"", ""MCSParameters"", ""man slurm.conf information parameters"", ""JobAcctGatherType JobAcctGatherFrequency parameters"", ""SelectTypeParameters"", ""configuration parameters"", ""system configuration parameters"", ""important parameters"", ""Query parameters"", ""Slurm configuration parameters"", ""SlurmctldParameters"", ""parameters slurm.conf""]"
buffer,4160,27,"[""burst buffer resource"", ""burst buffer"", ""burst buffer directive"", ""Burst Buffer request"", ""burst buffer APIs"", ""burst buffer plugin"", ""persistent burst buffer"", ""burst buffer request"", ""BurstBufferType slurm.conf"", ""burst buffer api"", ""slurm burst buffer plugin"", ""Slurm burst buffer plugins"", ""BurstBufferType"", ""Burst Buffer Resources"", ""aggregate burst buffer""]"
communication,183,26,"[""communication slurm release schedmd"", ""data communication cli_filter_p_pre_submit"", ""authentication slurm communication"", ""communication slurmd daemon compute node slurmctld daemon"", ""node address registration slurm communication"", ""hierarchical communication slurmd daemon order"", ""datum communication cli_filter_p_pre_submit"", ""ephemeral port available slurm communication"", ""CLI option processing communication slurmctld"", ""node slurm hierarchical communication"", ""slurm communication"", ""communication slurmdbd"", ""authentication method communication slurm component"", ""cli option processing communication slurmctld"", ""communication slurm component""]"
source,2157,26,"[""patch slurm source"", ""source code header files slurm subdirectory"", ""patch Slurm source"", ""level Slurm source directory"", ""Slurm source directory"", ""source slurm 23.11."", ""source code"", ""source code header file slurm subdirectory"", ""source Slurm 23.11."", ""Slurmâs source code documentation"", ""Slurm free open source"", ""level slurm source directory"", ""slurm free open source"", ""slurmâ source code documentation"", ""slurm source directory""]"
client,1883,26,"[""slurm daemon client command"", ""client commands"", ""client slurmrestd"", ""slurm client command"", ""proxy slurmrestd client"", ""slurmd pmix client hardware topology information"", ""client command"", ""Slurm PMIx GPUs use client"", ""Slurm client commands"", ""client Slurmrestd"", ""slurmrestd web client"", ""slurm job submission client"", ""slurm pmix gpu use client"", ""slurmd PMIx client hardware topology information"", ""Slurm daemons client commands""]"
root,3265,25,"[""lsf sleep root pd"", ""slurmd root job step"", ""lsf sleep root r"", ""lsf sleep root r 0:"", ""slurmd root job steps"", ""lsf sleep root R 0:"", ""lsf sleep root PD"", ""user different set slurmctld root"", ""slurmd root step job"", ""served slurmctld slurm user root"", ""user root"", ""served slurmctld slurmuser root"", ""lsf sleep root R"", ""DisableRootJobs"", ""served slurmctld SlurmUser root""]"
function,841,25,"[""init fini function"", ""function pointers slurmctld"", ""function change slurm function plugin"", ""exit function"", ""pmi 1 slurm api function"", ""cluster workload manager slurm key function"", ""function pointer slurmctld"", ""slurm_bb_job_process slurm_bb_pool slurm_bb_path function"", ""slurm function"", ""function burst_buffer.lua"", ""api function"", ""slurm daemon command api function"", ""function slurmscriptd"", ""result function"", ""purpose function widespread use slurm""]"
scheduler,1625,24,"[""Gang scheduler"", ""SchedulerType"", ""slurm backfill scheduler"", ""job QOS Slurm scheduler"", ""job qos slurm scheduler"", ""lot factors main scheduler Slurm"", ""backfill scheduler"", ""lot factor main scheduler slurm"", ""slurm gang scheduler"", ""gang scheduler"", ""SchedulerTimeSlice"", ""Slurm gang scheduler"", ""SchedulerTimeslice interval"", ""Slurm backfill scheduler"", ""job scheduler""]"
qos,324,24,"[""job qos"", ""job qos slurm scheduler"", ""set job qos"", ""qos slurmctld"", ""list qos v0.0.43_openapi_slurmdbd_qos_resp"", ""preempt qos slurm.conf file limit"", ""list qos"", ""normal qos"", ""partition qos"", ""list Qos"", ""preempt qos slurm.conf file Limits"", ""partition qos limit"", ""relative qos"", ""qos information v0.0.43_openapi_slurmdbd_qos_resp"", ""qos option""]"
distribution,1569,24,"[""slurm distribution file contrib make 3.81.slurm.patch"", ""slurm distribution contrib perlapi directory"", ""linux distribution"", ""Distribution Tasks"", ""Slurm distribution contribs perlapi directory"", ""Slurm distribution"", ""Slurm distribution location"", ""sample slurm distribution"", ""Slurm distribution file contribs make-3.81.slurm.patch"", ""samples Slurm distribution"", ""commands contribs torque distribution slurm torque RPM"", ""slurm distribution location"", ""command contrib torque distribution slurm torque rpm"", ""distribution task"", ""slurm distribution""]"
library,2207,24,"[""slurm library"", ""Slurm library"", ""Slurm PMI-1 PMI-2 library licensing reasons"", ""PMI library"", ""library development header available slurm"", ""json c library"", ""system library c"", ""pmi library"", ""pmi 2 library api"", ""JSON C library"", ""nodes Slurm PMI-2 library"", ""run time slurm library"", ""system library C"", ""slurm pmi 1 pmi 2 library licensing reason"", ""node slurm pmi 2 library""]"
control,2728,24,"[""control machine"", ""Slurm monitoring control"", ""Slurm user control machine backup controller"", ""slurm control"", ""Slurm control"", ""Control Machines"", ""slurm control daemon"", ""control node"", ""Slurm control daemon"", ""jobs job steps control Slurm"", ""slurm monitoring control"", ""job job step control slurm"", ""MPI jobs control Slurm job manager"", ""slurm user control machine backup controller"", ""mpi job control slurm job manager""]"
prolog,2796,23,"[""task prolog"", ""Prolog Epilog"", ""Prolog Epilog PrologSlurmctld EpilogSlurmctld scripts"", ""TaskProlog"", ""prolog epilog"", ""srun --task prologCompute nodeslurmstepd"", ""prolog epilog prologslurmctld epilogslurmctld script"", ""SrunProlog"", ""PrologSlurmctld EpilogSlurmctld"", ""PrologFlags"", ""PrologSlurmctld"", ""SchedulerParameters PrologSlurmctld"", ""Prolog Epilog PrologSlurmctld"", ""prolog epilog prologslurmctld"", ""set prolog epilog slurm""]"
storage,846,23,"[""StorageLoc"", ""AccountingStorageEnforce"", ""accounting storage plugin"", ""AccountingStoragePort network port SlurmDBD"", ""AccountingStoragePort"", ""local storage"", ""Job Accounting Storage"", ""StorageUser"", ""AccountingStorageType"", ""job accounting storage"", ""AccountingStorageBackupHost"", ""command db_name Slurm database StorageLoc"", ""slurmctld local storage shutdown"", ""site storage configuration"", ""equal AccountingStoragePort parameter slurm.conf file""]"
license,279,23,"[""v0.0.43 license slurm"", ""integer number license"", ""remote license"", ""license configuration parameter slurm.conf file"", ""local license local license local cluster slurm.conf"", ""License request"", ""list license"", ""aggregate license limit"", ""license request"", ""license job"", ""remote license slurm"", ""slurm.conf license option"", ""license slurm"", ""license information"", ""aggregate license""]"
service,1432,23,"[""Inet Service Mode"", ""slurm ship slurmrestd service unit systemd"", ""string quality service"", ""service slurmd daemon registers valid node configuration"", ""Slurmrestd daemon acts Inet Service"", ""service slurmd daemon register valid node configuration"", ""slurmrestd service permissions parent directory"", ""slurmrestd daemon act inet service"", ""inet service mode"", ""local service account group slurmrestd"", ""slurmrestd service permission parent directory"", ""Slurm ships slurmrestd service unit systemd"", ""String Quality Service"", ""service administrator"", ""ReturnToService""]"
resources,,23,"[""resources TaskPluginParam SlurmdOffSpec"", ""Slurm emulate nodes resources"", ""track resources"", ""jobs Resources"", ""resources cluster"", ""Job resources node"", ""AllowSpecResourcesUsage"", ""Burst Buffer Resources"", ""Consumable Resources Slurm details configuration"", ""resources node"", ""resources exclusive use default policy Slurm"", ""contention resources"", ""resources partition"", ""resources job"", ""resources resources""]"
component,907,23,"[""late component"", ""latest component"", ""slurm component"", ""component schema v0.0.41_openapi_slurmdbd_jobs_resp"", ""hetjob component"", ""component heterogeneous job"", ""component slurmrestd"", ""heterogeneous jobs component"", ""component slurm"", ""component job"", ""pam_slurm.so auth_none.so component slurm rpm"", ""job component"", ""component het_job_offset"", ""authentication method communication slurm component"", ""heterogeneous job component""]"
documentation,3489,23,"[""selinux pam_slurm_adopt documentation hint working"", ""official documentation"", ""slurm multi core multi thread support documentation"", ""documentation Slurm version"", ""Slurm Refer official documentation initial setup"", ""Slurm multi core multi thread support documentation"", ""Documentation older versions Slurm"", ""Slurm documentation"", ""documentation slurm version"", ""documentation old version slurm"", ""Slurmâs source code documentation"", ""slurm refer official documentation initial setup"", ""slurm documentation"", ""SELinux pam_slurm_adopt documentation hints working"", ""slurmâ source code documentation""]"
variable,79,23,"[""SLURM_JOB_ID environment variable order srun command"", ""addition SLURM_JOB_ID environment variable"", ""job job array environment variable slurm_array_task_id"", ""slurmstepd_oom_adj environment variable"", ""resource allocation environment variable slurm_job_id"", ""resource allocation environment variable SLURM_JOB_ID"", ""slurm environment variable"", ""variable systemd unit file slurmd"", ""slurm_dir variable correct"", ""slurm_job_id environment variable order srun command"", ""slurm_conf_server environment variable"", ""addition slurm_job_id environment variable"", ""Jobs job array environment variable SLURM_ARRAY_TASK_ID"", ""SLURM_CONF_SERVER environment variable"", ""environment variable""]"
record,127,22,"[""job record kafka server slurm"", ""slurm job record"", ""record database"", ""record job"", ""job slurmctld daemon record point time"", ""job step record"", ""dns srv record"", ""accounting information slurmdbd job completion record"", ""Slurm job record"", ""additional job record"", ""exit code job record slurm database"", ""accounting record"", ""record jobs"", ""job record Kafka server Slurm"", ""job record""]"
reservation,642,22,"[""ReservationName"", ""string reservation"", ""reservation information"", ""slurm resource reservation guide"", ""magnetic reservation"", ""reservation starttime"", ""SLURM_JOB_RESERVATION Reservation"", ""job reservation"", ""reservation description v0.0.43_openapi_reservation_mod_resp"", ""resource reservation"", ""job advanced reservation"", ""String reservation"", ""advanced reservation"", ""slurm_job_reservation reservation"", ""Slurm Resource Reservation Guide""]"
group,651,22,"[""count leaf switch dragonfly group slurm"", ""process group ID"", ""nodes compute resource Slurm partitions group"", ""control host slurmctldhost user group resolvable host"", ""root slurmuser user primary group"", ""slurm_job_gid group id job owner"", ""groupB"", ""process group id"", ""SLURM_JOB_GID Group ID job owner"", ""specific count leaf switches Dragonfly group Slurm"", ""local service account group slurmrestd"", ""groupC"", ""http: groups.google.com group slurm user"", ""root SlurmUser user primary group"", ""node compute resource slurm partition group""]"
manager,7610,22,"[""slurm way hydra process manager"", ""architecture slurm workload manager"", ""Slurm central manager daemon code"", ""slurmstepdthe job step manager slurm"", ""Slurm way Hydra Process Manager"", ""cluster workload manager slurm key function"", ""Architecture Slurm Workload Manager"", ""cluster workload manager Slurm key functions"", ""slurm central manager daemon code"", ""slurm information central manager"", ""MPI jobs control Slurm job manager"", ""Slurm information central manager"", ""integration slurm torque resource manager"", ""mpi job control slurm job manager"", ""commercial workload manager slurm""]"
usage,27,21,"[""usage factor"", ""usage ratio ancestors"", ""completion UsageFactor"", ""memory usage slurmctld DBD Agent queue size"", ""Basic Usage"", ""AllowSpecResourcesUsage"", ""usage job"", ""UsageFactorSafe flag"", ""job tre usage"", ""memory usage slurmctld dbd agent queue size"", ""usage ratio ancestor"", ""job TRES usage"", ""RawUsage TRESMins TRESRunMins"", ""basic usage"", ""usage default null""]"
machine,4125,21,"[""control machine"", ""Slurm user control machine backup controller"", ""machine Slurm Database Daemon"", ""slurmctld machine"", ""memory machine"", ""machine slurm database daemon"", ""machine user application"", ""machine SlurmDBD"", ""shm jobs machine"", ""compute machine"", ""key machine"", ""shm job machine"", ""portion machine"", ""slurm user control machine backup controller"", ""machine slurmdbd""]"
slurmdbd.conf,3922,21,"[""trackwckey option slurm.conf slurmdbd.conf file"", ""CommitDelay option slurmdbd.conf"", ""TrackWCKey option slurm.conf slurmdbd.conf files"", ""purge option slurmdbd.conf"", ""dbdport slurmdbd.conf parameter"", ""storageport slurmdbd.conf parameter"", ""Purge options slurmdbd.conf"", ""slurmdbd.conf slurm.conf slurmdbd section"", ""commitdelay option slurmdbd.conf"", ""slurm slurmdbd configuration file slurm.conf slurmdbd.conf"", ""slurmdbd.conf file"", ""DbdPort slurmdbd.conf parameter"", ""slurm.conf slurmdbd.conf slurmrestd"", ""slurm.conf slurmdbd.conf"", ""Slurm SlurmDBD configuration files slurm.conf slurmdbd.conf""]"
page,1372,21,"[""memory page"", ""Submit button page"", ""submit button page"", ""man page detail"", ""man page information"", ""Refer page overview Slurm"", ""refer page overview slurm"", ""man page slurm.conf detail new syntax"", ""slurm.conf man page specific detail"", ""slurm.conf srun man page information"", ""information slurm.conf man page"", ""man page details"", ""slurm.conf man page specific details"", ""slurmrestd man page"", ""man page""]"
format,573,21,"[""slurmd joule format int"", ""format int"", ""job format int"", ""information interest format"", ""default output file format job array slurm %a_%a.out"", ""integer tcp port number slurmd format int"", ""default row format"", ""Integer Slurm numeric error identifier format int"", ""default output file format job array slurm-%A_%a.out"", ""output format"", ""file text format slurm.conf use Slurm"", ""file text format slurm.conf use slurm"", ""slurmd joules format int"", ""integer slurm numeric error identifier format int"", ""Integer TCP port number slurmd format int""]"
tasks,,21,"[""Slurm nodes cpus tasks"", ""tasks job step"", ""tasks specific processors"", ""tasks nodes SLURM_JOB_NODELIST"", ""tasks authentication"", ""Number tasks"", ""tasks CPUs"", ""parallel tasks"", ""tasks job allocation"", ""launches tasks mechanism Slurm SSH RSH"", ""launches tasks Slurm infrastructure older versions OpenMPI"", ""tasks job array"", ""tasks request slurmd initiates"", ""launches tasks Slurm infrastructure srun"", ""parallel tasks job""]"
factor,7687,20,"[""usage factor"", ""age factor"", ""completion UsageFactor"", ""job size factor"", ""partition factor"", ""lot factor main scheduler slurm"", ""slurm priority site factor plugin api"", ""Slurm Priority Site Factor Plugin API"", ""slurm fair share factor"", ""fair share factor"", ""UsageFactorSafe flag"", ""Job Size Factor"", ""Partition Factor"", ""priority factor"", ""PrioritySiteFactorPlugin""]"
server,7622,20,"[""job record kafka server slurm"", ""server suffers overload"", ""slurmd conf server option"", ""slurmd conf server"", ""slurm slurm slurmdbd RPMs server SlurmDBD"", ""slurm slurm slurmdbd rpm server slurmdbd"", ""slurmdbd time mysql mariadb server setting"", ""job record Kafka server Slurm"", ""slurmdbd time MySQL MariaDB server settings"", ""server slurm controller"", ""slurmd --conf server"", ""database server"", ""slurmd --conf server option"", ""server suffer overload"", ""slurmdbd server""]"
level,2809,20,"[""Slurm high level flag users"", ""major slurm release maintenance release level"", ""high level flags"", ""single mask nodes Slurm high level flags"", ""level Slurm source directory"", ""cluster level"", ""single mask node slurm high level flag"", ""level detail"", ""high level flag"", ""slurm level directory"", ""level slurm source directory"", ""slurm high level flag user"", ""Slurm level directory"", ""debug level second program slurmstepd"", ""AdminLevel""]"
mechanism,2762,20,"[""Slurm authentication mechanism"", ""slurm authentication mechanism"", ""authentication mechanism available slurm"", ""launch task mechanism slurm ssh rsh"", ""authentication mechanism components Slurm"", ""authentication mechanism component slurm"", ""slurm bootstrap mechanism srun"", ""slurmd autodetect mechanism"", ""slurm job purging mechanism"", ""authentication mechanism"", ""preemptmode mechanism"", ""launches tasks mechanism Slurm SSH RSH"", ""PreemptMode Mechanism"", ""Slurm job purging mechanism"", ""Slurm bootstrap mechanism srun""]"
mpi,2129,20,"[""type mpi"", ""mpi pmi2 pmi"", ""intel mpi"", ""type mpi default"", ""mpi plugin type"", ""mpi type"", ""default mpi type"", ""MpiDefault"", ""open mpi"", ""link instruction variety mpi pmi slurm"", ""mpi implementation appropriate slurm plugin"", ""mpi implementation"", ""link instruction variety mpi slurm"", ""mpi job control slurm job manager"", ""suitable slurm mpi plugin""]"
set,5749,20,"[""parallel job set"", ""default slurm priority multifactor plugin set"", ""option set job"", ""set jobs QOS"", ""set job qos"", ""set Prolog Epilog Slurm"", ""option set jobs"", ""set priority"", ""row set"", ""user different set slurmctld root"", ""default Slurm priority multifactor plugin set"", ""sallocobtain slurm job allocation set node"", ""sallocObtain Slurm job allocation set nodes"", ""set priorities"", ""set prolog epilog slurm""]"
program,1780,20,"[""ansy program slurm"", ""program slurmd daemon executing compute node"", ""program node"", ""DAKOTA program"", ""api application program interface slurm code"", ""api Application Program Interfaces Slurm code"", ""slurmctld program"", ""prolog epilog program"", ""prolog program"", ""Ansys program Slurm"", ""python program manipulation slurm hostlist"", ""dakota program"", ""debug level second program slurmstepd"", ""slurmstepd program"", ""HealthCheckProgram""]"
account,334,19,"[""slurm account information"", ""user brian account"", ""root account SlurmUser account"", ""invalid account"", ""string account"", ""user account"", ""local service account group slurmrestd"", ""Job account"", ""String Account"", ""user brian Account"", ""root account slurmuser account"", ""list account v0.0.43_openapi_accounts_resp"", ""account entry pam_slurm_adopt"", ""unrelated account"", ""job account""]"
change,56,19,"[""function change slurm function plugin"", ""change slurm"", ""change optional slurm component"", ""change configuration file scontrol reconfig slurmd restart"", ""failure change argument"", ""configuration change"", ""Change Slurm"", ""SlurmDBD change effect"", ""slurmctld change effect"", ""change container filesystem"", ""change plugin setting slurm"", ""state change"", ""slurmdbd change effect"", ""slurmctld change"", ""change plugin settings Slurm""]"
structure,1815,19,"[""function access slurmctld global datum structure"", ""minimal dependency slurm data structure"", ""option input slurm option datum structure"", ""contents Slurm directory structure"", ""slurm data structure node"", ""slurmctld daemon maintain gre information data structure"", ""datum structure slurmctld daemon"", ""slurm_job_info_t job_info_t data structure"", ""slurm_step_layout_t Data Structure"", ""access data structure function slurmctld daemon"", ""slurm_job_info_t job_info_t Data Structure"", ""data structure"", ""options input slurm option data structure"", ""content slurm directory structure"", ""slurm_step_layout_t data structure""]"
datum,958,19,"[""accounting datum"", ""archive instance slurmdbd datum"", ""random datum"", ""datum slurm"", ""option input slurm option datum structure"", ""datum slurm control daemon rpc"", ""datum structure slurmctld daemon"", ""job accounting datum"", ""datum slurmdbd daemon"", ""datum slurm controller slurmctld"", ""historical datum job slurmdbd slurm database daemon"", ""slurm_rlimit_memlock resource limit byte datum"", ""datum type"", ""datum communication cli_filter_p_pre_submit"", ""sreportgenerate report slurm accounting datum""]"
location,2882,19,"[""JWT key StateSaveLocation example /var spool slurm"", ""StateSaveLocation"", ""test version different location different slurm.conf"", ""location slurm configuration file default value prefix"", ""location directory slurmd"", ""location directory slurmctld daemon"", ""plugin state file Slurm StateSaveLocation messages"", ""previous location slurm configure script"", ""location script"", ""parameter location"", ""slurm specific macro unconventional file location"", ""grep StateSaveLocationEntire slurm configuration directory"", ""Slurm distribution location"", ""slurm distribution location"", ""Parameter Location""]"
container,1003,19,"[""container job step"", ""OCI Container bundle"", ""limitation slurm oci container implementation"", ""oci container bundle"", ""container jobs steps"", ""PMIx v4 container"", ""container support plugin"", ""change container filesystem"", ""container slurm"", ""container Slurm"", ""job container"", ""limitations Slurm OCI container implementation"", ""Container support Plugin"", ""container job"", ""pmix v4 container""]"
build,5273,19,"[""Slurm build directory"", ""build time"", ""environments Slurm build process"", ""slurmrestd build time"", ""build install"", ""environment slurm build process"", ""Build Slurm packages"", ""slurm build"", ""slurm accounting configuration build"", ""Slurm Accounting Configuration Build"", ""Build Install"", ""slurm build directory"", ""Slurm build time"", ""build slurm package"", ""slurm build time""]"
package,8356,19,"[""Slurm package dependencies"", ""slurmrestd deb rpm package"", ""dependency external package general slurm package"", ""slurm package"", ""slurm rpm slurm libpmi package"", ""Slurm 24.11.0 rpmbuild patched package"", ""general slurm package"", ""slurm package automatic update"", ""slurm 24.11.0 rpmbuild patched package"", ""slurm smd libpam slurm adopt package"", ""build slurm package"", ""package data.conf"", ""slurm package repository"", ""slurm package dependency"", ""Slurm RPMs slurm libpmi package""]"
name,,19,"[""ReservationName"", ""NodeName slurmd"", ""ClusterName"", ""PartitionName"", ""NodeName slurm.conf host"", ""SwitchName"", ""list name slurm_topology_addr"", ""Slurm UserName POSIX."", ""PartitionName partition"", ""NodeName lines"", ""slurmd daemon proper NodeName"", ""scontrol update PartitionName"", ""LicenseName"", ""Slurm ClusterName"", ""NodeName""]"
limits,,19,"[""Slurm forwarding limits session srun"", ""Resource Limits"", ""reasonable time limits"", ""partition QOS limits"", ""Max limits"", ""aggregate limits"", ""preempt qos slurm.conf file Limits"", ""time limits jobs"", ""results limits"", ""propagation specific limits slurm.conf file"", ""qos limits"", ""User Limits"", ""current limits"", ""memory limits"", ""limits limits""]"
users,,18,"[""List users"", ""Slurm high level flag users"", ""users accounts"", ""slurmctld users"", ""effective usage users"", ""SlurmDBD users"", ""job users"", ""multiple users"", ""SlurmDBD UIDs users"", ""Slurm --cpu bind flag users"", ""SlurmUser root users tokens"", ""SlurmUser readable writable users"", ""slurm oci slurm oci run defaultOnce users"", ""cluster users"", ""access contexts time MUNGE Slurm users security""]"
test,3581,18,"[""unit test c code check slurm"", ""test version different location different slurm.conf"", ""results ping test v0.0.43_openapi_slurmdbd_qos_removed_resp"", ""test environment"", ""Test Environments"", ""unit test C code check Slurm"", ""Test Suite"", ""result ping test"", ""result ping test v0.0.43_openapi_slurmdbd_qos_removed_resp"", ""results ping test"", ""slurmd daemon test job"", ""test system slurm.conf"", ""test suite"", ""test environment multiple slurmd TmpFS option slurm.conf"", ""test environment multiple slurmd tmpf option slurm.conf""]"
submission,1688,18,"[""option slurm job submission command salloc"", ""job submission"", ""Slurm job submission clients"", ""job submission command"", ""submission requests"", ""slurmctld daemon job submission parameter"", ""job submission slurm"", ""Slurm job submission commands salloc"", ""slurm job submission command salloc"", ""job submission Slurm"", ""submission command"", ""submission request"", ""slurm job submission client"", ""order submission"", ""option Slurm job submission commands salloc""]"
jwt,1478,18,"[""slurm jwt generator"", ""jwt key valid use Slurm"", ""slurm slurm auto disable jwt jwk"", ""auth jwt"", ""jwt authentication"", ""jwt key use slurm"", ""jwt key use Slurm"", ""jwt key statesavelocation example /var spool slurm"", ""jwt import jwt"", ""jwt import JWT"", ""jwt key valid use slurm"", ""jwt variable slurm command rest api request"", ""jwt key controller slurmdbd"", ""slurm jwt"", ""slurm jwt support""]"
order,1049,18,"[""priority order"", ""jobs order"", ""slurmd daemons nodes slurmctld daemon time order"", ""jobs priority order"", ""job priority order"", ""compile time order slurmrestd"", ""SLURM_JOB_ID environment variable order srun command"", ""slurmd daemon node slurmctld daemon time order"", ""order precedence"", ""hierarchical communication slurmd daemon order"", ""slurm_job_id environment variable order srun command"", ""order submission"", ""lock order"", ""job order"", ""locks order""]"
restart,1012,18,"[""job slurmctld restart job"", ""change configuration file scontrol reconfig slurmd restart"", ""option effect slurmctld restart"", ""Restart slurmctld"", ""restart daemons"", ""changes configuration file scontrol reconfig slurmd restart"", ""systemctl restart slurmd node"", ""restart slurmctld"", ""slurmctld restart Reconfiguration SIGHUP sufficient effect"", ""restart daemon"", ""undelivered message resilient slurmctld restart"", ""restart slurmd@nodexyz"", ""slurmctld restart reconfiguration sighup sufficient effect"", ""systemctl restart slurmd nodes"", ""restart slurmd@nodeXYZ""]"
gpu,1826,17,"[""multi instance gpu"", ""gres gpu configuration"", ""gpu mps"", ""gpu configuration"", ""slurm.conf gres.conf gpu type"", ""nvidia gpu"", ""multi instance gpu slurm pmix"", ""gre gpu configuration"", ""gre gpu"", ""gpu type"", ""single gpu node"", ""gres gpu"", ""word gpu"", ""gpu frequency"", ""slurm pmix gpu use client""]"
salloc,854,17,"[""salloc job"", ""option slurm job submission command salloc"", ""advantage Slurm features sbatch salloc commands"", ""salloc srun"", ""salloc Jobs"", ""salloc n"", ""salloc command"", ""Slurm job submission commands salloc"", ""slurm job submission command salloc"", ""job sbatch salloc"", ""job salloc"", ""sallocObtain Slurm job allocation set nodes"", ""salloc -N"", ""advantage slurm feature sbatch salloc command"", ""option Slurm job submission commands salloc""]"
versions,,17,"[""month release cycle major versions Slurm"", ""slurm*Pre Release Versions"", ""changes different Slurm versions"", ""code newer Slurm versions"", ""Documentation older versions Slurm"", ""Documentation versions Slurm"", ""versions files"", ""Configuration files versions Slurm"", ""previous versions Slurm similar components Slurm"", ""previous versions Slurm"", ""previous Slurm versions"", ""launches tasks Slurm infrastructure older versions OpenMPI"", ""Pre Release Versions"", ""typeless mode Slurm elasticsearch plugin versions"", ""daemon older versions Slurm""]"
systemd,1920,17,"[""slurmd daemon systemd service file"", ""systemd dependency cgroup v2 separation slurmd stepd"", ""slurmd daemons systemd unit files"", ""slurm ship slurmrestd service unit systemd"", ""slurmdbd daemon binaries libraries systemd unit file"", ""variable systemd unit file slurmd"", ""slurmd daemons systemd service files"", ""slurmd systemd"", ""systemd slurmstepd new unit dbus"", ""Slurm ships slurmrestd service unit systemd"", ""slurmd daemon systemd unit file"", ""infinity systemd slurmd.service file"", ""Systemd dependency cgroup v2 separation slurmd stepds"", ""slurmdbd daemon binary library systemd unit file"", ""systemd slurmstepd new unit dbu""]"
linux,1861,17,"[""familiar slurm mode operation linux cluster"", ""Linux cgroup job"", ""Linux systems"", ""Linux distributions"", ""linux system"", ""SELinux support Slurm session"", ""Linux kernel"", ""idle cpu linux"", ""SELinux"", ""idle CPU linux"", ""linux distribution"", ""SELinux pam_slurm_adopt documentation hints working"", ""SELinux context Slurm accounting"", ""linux cgroup job"", ""linux kernel""]"
association,3294,16,"[""association database"", ""user association"", ""User association"", ""association child"", ""time association child"", ""association tree"", ""time association children"", ""requested association"", ""partition slurm partition association"", ""association children"", ""association qos"", ""list association v0.0.43_openapi_assocs_resp"", ""job association"", ""option association option"", ""Partition Slurm partition association""]"
flag,436,16,"[""Slurm high level flag users"", ""max_tres_gre priority flag slurm.conf"", ""overridden flag slurm.conf configuration file"", ""pam_listfile.so sufficient flag pam_slurm.so"", ""slurm cpu bind flag user"", ""single mask node slurm high level flag"", ""Slurm --cpu bind flag users"", ""high level flag"", ""behavior flag"", ""UsageFactorSafe flag"", ""max_tre priority flag slurm.conf"", ""flag autodetect option gres.conf"", ""slurm high level flag user"", ""usagefactorsafe flag"", ""flag slurmctld""]"
launch,,16,"[""task launch plugin"", ""runtime behavior slurm job launch additional documentation"", ""launch task mechanism slurm ssh rsh"", ""Task Launch"", ""LaunchParameters"", ""slurmctld job launch"", ""task launch actions"", ""task launch"", ""job launch code slurm spank plugin"", ""launch task slurm infrastructure old version openmpi"", ""overhead slurm task launch"", ""overhead Slurm task launch"", ""task launch action"", ""job launch code Slurm SPANK plugins"", ""launch task slurm infrastructure srun""]"
operation,639,16,"[""familiar slurm mode operation linux cluster"", ""kernel modification operation"", ""normal operation query openapi v3 slurmrestd"", ""kernel modifications operation"", ""operation place"", ""Mode Operation"", ""proper operation"", ""normal operation"", ""normal operation Query /openapi v3 slurmrestd"", ""installation operation slurm accounting database"", ""mode operation"", ""power saving operation slurm"", ""gang scheduling operation"", ""Power Saving operation Slurm"", ""familiar Slurm mode operation Linux clusters""]"
case,35,16,"[""case job"", ""case time slicing"", ""case SlurmDBD alternate socket use Munge daemon"", ""case SlurmDBD Database Daemon MUNGE authentication"", ""case slurmdbd alternate socket use munge daemon"", ""slurm case"", ""node similar case"", ""Configuring Slurm use case"", ""Slurm case"", ""case slurm"", ""case Slurm"", ""slurm default location var spool slurmd case"", ""case slurmdbd database daemon munge authentication"", ""configuring slurm use case"", ""exception case slurm""]"
