id,src_taxonomy_id,child_canonical_id,child_canonical_term,proposed_parent_head_text,proposed_parent_canonical_id,proposed_parent_canonical_term,llm_accept,llm_best_parent,llm_best_parent_canonical_id,llm_best_parent_canonical_term,llm_confidence,llm_reason,candidates_json,evidence_json,created_at
202,978,4886,backtrace core file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
203,984,4898,party integration,integration,,integration,1,integration,,integration,0.25,LLM parse failed; fallback decision.,"[""integration"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Too many open files\""\nSlurmdDebug fails to log job step information at the appropriate level\n\""Batch JobId=# missing from batch node <node> (not found BatchStartTime after startup)\""\nMulti-Instance GPU not working with Slurm and PMIx; GPUs are \""In use by another client\""\n\""srun: error: Unable to accept connection: Resources temporarily unavailable\""\n\""Warning: Note very large processing time\"" in SlurmctldLogFile\n\""Duplicate entry\"" causes slurmdbd to fail\n\""Unable to find plugin: serializer/json\""\nThird Party Integrations\nCan Slurm be used with Globus? How can TotalView be configured to operate with Slurm?\nFor Management\nIs Slurm really free? Yes, Slurm is free and open source:\nSlurm is free as defined by the Free Software Foundation\nSlurmâs source code and documentation are publicly available under the GNU GPL v2\nSlurm can be downloaded, used, modified, and redistributed at no monetary cost\nWhy should I use Slurm or other free software?\nFree software, as with proprietary software, varies widely in quality, but the mechanism itself has proven to be capable of producing high-quality software that is trusted by companies around the world. The Linux kernel is a prominent example, which is often trusted on web servers, infrastructure servers, supercomputers, and mobile devices. Likewise, Slurm has become a trusted tool in the supercomputing world since its initial release in 2002 and the founding of SchedMD in 2010 to continue developing Slurm. Today, Slurm powers a majority of the TOP500 supercomputers. Customers switching from commercial workload managers to Slurm typically report higher scalability, better performance and lower costs. Why should I pay for free software?\nFree software does not mean that it is without cost. Software requires significant time and expertise to write, test, distribute, and maintain. If the software is large and complex, like Slurm or the Linux kernel, these costs can become very substantial. Slurm is often used for highly important tasks at major computing clusters around the world. Due to the extensive features available and the complexity of the code required to provide those features, many organizations prefer to have experts available to provide tailored recommendations and troubleshooting assistance. While Slurm has a global development community incorporating leading edge technology, SchedMD personnel have developed most of the code and can provide competitively priced commercial support and on-site training. What does \""Slurm\"" stand for?\nNothing. Originally, \""SLURM\"" (completely capitalized) was an acronym for \""Simple Linux Utility for Resource Management\""."", ""The root cause of the failure seems to be reaching the upper limit on the auto increment field. Upgrading to MariaDB is recommended. If that is not possible then: backup the database, remove the duplicate record(s), and restart the slurmdbd daemon as shown below. $ slurmdbd -Dvv\nslurmdbd: debug: Table \""cray_job_table\"" has changed. Updating...\nslurmdbd: error: mysql_query failed: 1062 Duplicate entry '2711-1478734628' for key 'id_job'\n$ mysqldump --single-transaction -u<user> -p<user> slurm_acct_db >/tmp/slurm_db_backup.sql\n$ mysql\nmysql> use slurm_acct_db;\nmysql> delete from cray_job_table where id_job='2711-1478734628';\nmysql> quit;\nBye\nIf necessary, you can edit the database dump and recreate the database as shown below. $ mysql\nmysql> drop database slurm_acct_db;\nmysql> create database slurm_acct_db;\nmysql> quit;\nBye\n$ mysql -u<user> -p<user> </tmp/slurm_db_backup.sql\n\""Unable to find plugin: serializer/json\""\nSeveral parts of Slurm have swapped to using our centralized serializer code. JSON or YAML plugins are only required if one of the functions that require it is executed. If one of the functions is executed it will fail to create the JSON/YAML output and the linker will fail with the following error: slurmctld: fatal: Unable to find plugin: serializer/json\nIn most cases, these are required for new functionality added after Slurm-20.02. However, with each release, we have been adding more places that use the serializer plugins. Because the list is evolving we do not plan on listing all the commands that require the plugins but will instead provide the error (shown above). To correct the issue, please make sure that Slurm is configured, compiled and installed with the relevant JSON or YAML library (or preferably both). Configure can be made to explicitly request these libraries:\n./configure --with-json=PATH --with-yaml=PATH $@\nMost distributions include packages to make installation relatively easy. Please make sure to install the 'dev' or 'devel' packages along with the library packages. We also provide explicit instructions on how to install from source: libyaml and libjwt. Third Party Integrations\nCan Slurm be used with Globus?""]",2026-01-15T09:24:20Z
204,997,5001,overhead slurm task launch,launch,,launch,1,launch,,launch,0.25,LLM parse failed; fallback decision.,"[""launch"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
205,1008,5099,slurm 17.02 libexec,libexec,,libexec,1,libexec,,libexec,0.25,LLM parse failed; fallback decision.,"[""libexec"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
206,1009,5100,slurm spank x11 opt slurm 17.02 libexec,libexec,,libexec,1,libexec,,libexec,0.25,LLM parse failed; fallback decision.,"[""libexec"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
207,1013,5111,execution time,time,117,time,1,time,117,time,0.25,LLM parse failed; fallback decision.,"[""time"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Slurm's backfill scheduler takes into consideration every running job. It then considers pending jobs in priority order, determining when and where each will start, taking into consideration the possibility of job preemption, gang scheduling, generic resource (GRES) requirements, memory requirements, etc. If the job under consideration can start immediately without impacting the expected start time of any higher priority job, then it does so. Otherwise the resources required by the job will be reserved during the job's expected execution time. The backfill plugin will set the expected start time for pending jobs setting these reserved nodes into a 'Planned' state. A job's expected start time can be seen using the squeue --start command. For performance reasons, the backfill scheduler reserves whole nodes for jobs, even if jobs don't require whole nodes. The scheduling logic builds a sorted list of job-partition pairs. Jobs submitted to multiple partitions will have as many entries in the list as requested partitions. By default, the backfill scheduler may evaluate all the job-partition pairs for a single job, potentially reserving resources for each pair, but only starting the job in the reservation offering the earliest start time. Having a single job reserving resources for multiple partitions could impede other jobs (or hetjob components) from reserving resources already reserved for the partitions that don't offer the earliest start time. A single job that requests multiple partitions can also prevent itself from starting earlier in a lower priority partition if the partitions overlap nodes and a backfill reservation in the higher priority partition blocks nodes that are also in the lower priority partition. Backfill scheduling is difficult without reasonable time limit estimates for jobs, but some configuration parameters that can help.\nDefaultTime - Default job time limit (specify value by partition)\nMaxTime - Maximum job time limit (specify value by partition)\nOverTimeLimit - Amount by which a job can exceed its time limit before it is killed. A system-wide configuration parameter. Backfill scheduling is a time consuming operation. Locks are released briefly every two seconds so that other options can be processed, for example to process new job submission requests. Backfill scheduling can optionally continue execution after the lock release and ignore newly submitted jobs (SchedulerParameters=bf_continue)."", ""# It may be obvious, but don't forget the -X on ssh\n$ ssh -X alex@testserver.com\n# Get the plugin\n$ mkdir git\n$ cd git\n$ git clone https://github.com/hautreux/slurm-spank-x11.git $ cd slurm-spank-x11\n# Manually edit the X11_LIBEXEC_PROG macro definition\n$ vi slurm-spank-x11.c\n$ vi slurm-spank-x11-plug.c\n$ grep \""define X11_\"" slurm-spank-x11.c\n#define X11_LIBEXEC_PROG \""/opt/slurm/17.02/libexec/slurm-spank-x11\""\n$ grep \""define X11_LIBEXEC_PROG\"" slurm-spank-x11-plug.c\n#define X11_LIBEXEC_PROG \""/opt/slurm/17.02/libexec/slurm-spank-x11\""\n# Compile\n$ gcc -g -o slurm-spank-x11 slurm-spank-x11.c\n$ gcc -g -I/opt/slurm/17.02/include -shared -fPIC -o x11.so slurm-spank-x11-plug.c\n# Install\n$ mkdir -p /opt/slurm/17.02/libexec\n$ install -m 755 slurm-spank-x11 /opt/slurm/17.02/libexec\n$ install -m 755 x11.so /opt/slurm/17.02/lib/slurm\n# Configure\n$ echo -e \""optional x11.so\"" >> /opt/slurm/17.02/etc/plugstack.conf\n$ cd ~/tests\n# Run\n$ srun -n1 --pty --x11 xclock\nalex@node1's password:\nScheduling\nWhy is my job not running? The answer to this question depends on a lot of factors. The main one is which scheduler is used by Slurm. Executing the command\nscontrol show config | grep SchedulerType\nwill supply this information. If the scheduler type is builtin, then jobs will be executed in the order of submission for a given partition. Even if resources are available to initiate your job immediately, it will be deferred until no previously submitted job is pending. If the scheduler type is backfill, then jobs will generally be executed in the order of submission for a given partition with one exception: later submitted jobs will be initiated early if doing so does not delay the expected execution time of an earlier submitted job. In order for backfill scheduling to be effective, users' jobs should specify reasonable time limits. If jobs do not specify time limits, then all jobs will receive the same time limit (that associated with the partition), and the ability to backfill schedule jobs will be limited. The backfill scheduler does not alter job specifications of required or excluded nodes, so jobs which specify nodes will substantially reduce the effectiveness of backfill scheduling. See the backfill section for more details. For any scheduler, you can check priorities of jobs using the command scontrol show job.""]",2026-01-15T09:24:20Z
208,1014,5113,reasonable time limit,limit,64,limit,1,limit,64,limit,0.25,LLM parse failed; fallback decision.,"[""limit"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Slurm's backfill scheduler takes into consideration every running job. It then considers pending jobs in priority order, determining when and where each will start, taking into consideration the possibility of job preemption, gang scheduling, generic resource (GRES) requirements, memory requirements, etc. If the job under consideration can start immediately without impacting the expected start time of any higher priority job, then it does so. Otherwise the resources required by the job will be reserved during the job's expected execution time. The backfill plugin will set the expected start time for pending jobs setting these reserved nodes into a 'Planned' state. A job's expected start time can be seen using the squeue --start command. For performance reasons, the backfill scheduler reserves whole nodes for jobs, even if jobs don't require whole nodes. The scheduling logic builds a sorted list of job-partition pairs. Jobs submitted to multiple partitions will have as many entries in the list as requested partitions. By default, the backfill scheduler may evaluate all the job-partition pairs for a single job, potentially reserving resources for each pair, but only starting the job in the reservation offering the earliest start time. Having a single job reserving resources for multiple partitions could impede other jobs (or hetjob components) from reserving resources already reserved for the partitions that don't offer the earliest start time. A single job that requests multiple partitions can also prevent itself from starting earlier in a lower priority partition if the partitions overlap nodes and a backfill reservation in the higher priority partition blocks nodes that are also in the lower priority partition. Backfill scheduling is difficult without reasonable time limit estimates for jobs, but some configuration parameters that can help.\nDefaultTime - Default job time limit (specify value by partition)\nMaxTime - Maximum job time limit (specify value by partition)\nOverTimeLimit - Amount by which a job can exceed its time limit before it is killed. A system-wide configuration parameter. Backfill scheduling is a time consuming operation. Locks are released briefly every two seconds so that other options can be processed, for example to process new job submission requests. Backfill scheduling can optionally continue execution after the lock release and ignore newly submitted jobs (SchedulerParameters=bf_continue)."", ""# It may be obvious, but don't forget the -X on ssh\n$ ssh -X alex@testserver.com\n# Get the plugin\n$ mkdir git\n$ cd git\n$ git clone https://github.com/hautreux/slurm-spank-x11.git $ cd slurm-spank-x11\n# Manually edit the X11_LIBEXEC_PROG macro definition\n$ vi slurm-spank-x11.c\n$ vi slurm-spank-x11-plug.c\n$ grep \""define X11_\"" slurm-spank-x11.c\n#define X11_LIBEXEC_PROG \""/opt/slurm/17.02/libexec/slurm-spank-x11\""\n$ grep \""define X11_LIBEXEC_PROG\"" slurm-spank-x11-plug.c\n#define X11_LIBEXEC_PROG \""/opt/slurm/17.02/libexec/slurm-spank-x11\""\n# Compile\n$ gcc -g -o slurm-spank-x11 slurm-spank-x11.c\n$ gcc -g -I/opt/slurm/17.02/include -shared -fPIC -o x11.so slurm-spank-x11-plug.c\n# Install\n$ mkdir -p /opt/slurm/17.02/libexec\n$ install -m 755 slurm-spank-x11 /opt/slurm/17.02/libexec\n$ install -m 755 x11.so /opt/slurm/17.02/lib/slurm\n# Configure\n$ echo -e \""optional x11.so\"" >> /opt/slurm/17.02/etc/plugstack.conf\n$ cd ~/tests\n# Run\n$ srun -n1 --pty --x11 xclock\nalex@node1's password:\nScheduling\nWhy is my job not running? The answer to this question depends on a lot of factors. The main one is which scheduler is used by Slurm. Executing the command\nscontrol show config | grep SchedulerType\nwill supply this information. If the scheduler type is builtin, then jobs will be executed in the order of submission for a given partition. Even if resources are available to initiate your job immediately, it will be deferred until no previously submitted job is pending. If the scheduler type is backfill, then jobs will generally be executed in the order of submission for a given partition with one exception: later submitted jobs will be initiated early if doing so does not delay the expected execution time of an earlier submitted job. In order for backfill scheduling to be effective, users' jobs should specify reasonable time limits. If jobs do not specify time limits, then all jobs will receive the same time limit (that associated with the partition), and the ability to backfill schedule jobs will be limited. The backfill scheduler does not alter job specifications of required or excluded nodes, so jobs which specify nodes will substantially reduce the effectiveness of backfill scheduling. See the backfill section for more details. For any scheduler, you can check priorities of jobs using the command scontrol show job.""]",2026-01-15T09:24:20Z
209,1022,5162,timeout,type:job_state,,type:job_state,1,job_state,,job_state,0.25,LLM parse failed; fallback decision.,"[""type:job_state"", ""job_state"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]","[""If server suffers of overload, try to increase this number. /proc/sys/net/ipv4/tcp_syncookies: Used to send out syncookies to hosts when the kernels syn backlog queue for a specific socket is overflowed. The default value is 0, which disables this functionality. Set the value to 1.\n/proc/sys/net/ipv4/tcp_synack_retries: How many times to retransmit the SYN,ACK reply to an SYN request. In other words, this tells the system how many times to try to establish a passive TCP connection that was started by another host. This variable takes an integer value, but should under no circumstances be larger than 255. Each retransmission will take approximately 30 to 40 seconds. The default value of 5, which results in a timeout of passive TCP connections of approximately 180 seconds and is generally satisfactory. /proc/sys/net/core/somaxconn: Limit of socket listen() backlog, known in userspace as SOMAXCONN. Defaults to 128. The value should be raised substantially to support bursts of request. For example, to support a burst of 1024 requests, set somaxconn to 1024. /proc/sys/net/ipv4/ip_local_port_range: Identify the ephemeral ports available, which are used for many Slurm communications. The value may be raised to support a high volume of communications. For example, write the value \""32768 65535\"" into the ip_local_port_range file in order to make that range of ports available. The transmit queue length (txqueuelen) may also need to be modified using the ifconfig command. A value of 4096 has been found to work well for one site with a very large cluster (e.g. \""ifconfig txqueuelen 4096\""). Munge configuration\nBy default the Munge daemon runs with two threads, but a higher thread count can improve its throughput. We suggest starting the Munge daemon with ten threads for high throughput support (e.g. \""munged --num-threads 10\"")."", ""Therefore, we do not recommend using it in a high throughput environment. MaxJobCount: Controls how many jobs may be in the slurmctld daemon records at any point in time (pending, running, suspended or completed[temporarily]). The default value is 10,000. MessageTimeout: Controls how long to wait for a response to messages. The default value is 10 seconds. While the slurmctld daemon is highly threaded, its responsiveness is load dependent. This value might need to be increased somewhat. MinJobAge: Controls how soon the record of a completed job can be purged from the slurmctld memory and thus not visible using the squeue command. The record of jobs run will be preserved in accounting records and logs. The default value is 300 seconds. The value should be reduced to a few seconds if possible. Use of accounting records for older jobs can increase the job throughput rate compared with retaining old jobs in the memory of the slurmctld daemon. The priority/basic is considerably faster than other options, but schedules jobs only on a First In First Out (FIFO) basis. PrologSlurmctld/EpilogSlurmctld: Neither of these is recommended for a high throughput environment. When they are enabled a separate slurmctld thread has to be created for every job start (or task for a job array). Current architecture requires acquisition of a job write lock in every thread, which is a costly operation that severely limits scheduler throughput.""]",2026-01-15T09:24:20Z
210,1031,5239,ulimit command etc sysconfig slurm file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
211,1034,5249,propagation specific limit slurm.conf file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
212,1036,5253,advantage limit,limit,64,limit,1,limit,64,limit,0.25,LLM parse failed; fallback decision.,"[""limit"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
213,1037,5254,infinity systemd slurmd.service file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
214,1040,5260,test version different location different slurm.conf,slurm.conf,1180,slurm.conf,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""slurm.conf"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
215,1041,5260,test version different location different slurm.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]",[],2026-01-15T09:24:20Z
216,1042,5261,test system slurm.conf,slurm.conf,1180,slurm.conf,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""slurm.conf"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
217,1043,5261,test system slurm.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]",[],2026-01-15T09:24:20Z
218,1045,5265,api request different slurm system,system,1285,system,1,system,1285,system,0.25,LLM parse failed; fallback decision.,"[""system"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
219,1049,5280,path option slurm.conf,slurm.conf,1180,slurm.conf,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""slurm.conf"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
220,1050,5280,path option slurm.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]",[],2026-01-15T09:24:20Z
221,1052,5289,build time,time,117,time,1,time,117,time,0.25,LLM parse failed; fallback decision.,"[""time"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""Slurm provides a REST API through the slurmrestd daemon, using JSON Web Tokens for authentication. This page provides a brief tutorial for setting up these components. See also:\nREST API Details\nREST API Methods and Models\nslurmrestd man page\nContents\nPrerequisites\nQuick Start\nRunning with systemd\nCustomizing slurmrestd.service\nBasic Usage\nToken management\nCommon Issues\nUnable to bind socket\nConnection refused\nProtocol authentication error (HTTP 500)\nUnable to find requested URL (HTTP 404) Rejecting thread config token (HTTP 401)\nUnexpected URL character (HTTP 400)\nOther Slurm commands not working\nPrerequisites\nThe following development libraries are required at compile time in order for slurmrestd to be compiled (minimum versions are on the related software page linked below):\nHTTP Parser\nLibYAML (optional)\nJSON-C\nJWT Authentication (optional, used in this guide) Additionally, it is highly recommended that you have SlurmDBD set up for accounting. Without slurmdbd, slurmrestd may fail when loading some plugins (use -s to specify which to load) or when attempting JWT authentication. Quick Start This may be done on a dedicated REST API machine or your existing 'slurmctld' machine, depending on demand. If you have multiple clusters, you will need a unique instance of slurmrestd for each cluster. Install components for slurmrestd\nDEB: slurm-smd slurm-smd-slurmrestd\nRPM: slurm slurm-slurmrestd (requires --with slurmrestd at build time)\nSet up JSON Web Tokens for authentication\nEnsure /etc/slurm/slurm.conf is present and correct for your cluster (see Quick Start Admin Guide and slurm.conf man page) Run slurmrestd (see below for systemd instructions) on your preferred [HOST]:PORT combination (':6820' is the default for production)\nexport SLURM_JWT=daemon\nexport SLURMRESTD_DEBUG=debug\nslurmrestd <host>:<port>\nAdjust SLURMRESTD_DEBUG to the desired level of output (as described on the man page) Running with systemd\nSlurm ships with a slurmrestd service unit for systemd, however, it might require some additional setup to run properly. This section assumes you have either installed slurmrestd using DEB/RPM packages or built it manually such that the files are in the same places."", ""If Sockets is omitted, it will be inferred from: CPUs, CoresPerSocket, and ThreadsPerCore. Number of cores in a single physical processor socket. The CoresPerSocket value describes physical cores, not the logical number of processors per socket. ThreadsPerCore: Number of logical threads in a single physical core. RealMemory: Amount of real memory. This parameter is required when specifying Memory as a consumable resource with the select/cons_tres plug-in. See below under Resource Selection. Slurm User\nThe Slurm controller (slurmctld) can run without elevated privileges, so it is recommended that a user \""slurm\"" be created for it. For testing purposes any user name can be used.\n SlurmUser\nSlurm Port Numbers\nThe Slurm controller (slurmctld) requires a unique port for communications as do the Slurm compute node daemons (slurmd). If not set, slurm ports are set by checking for an entry in /etc/services and if that fails by using an interval default set at Slurm build time. SlurmctldPort\n SlurmdPort\nState Preservation\nDefine the location of a directory where the slurmctld daemon saves its state. This should be a fully qualified pathname which can be read and written to by the Slurm user on both the control machine and backup controller (if configured). The location of a directory where slurmd saves state should also be defined. This must be a unique directory on each compute server (local disk). The use of a highly reliable file system (e.g. RAID) is recommended.""]",2026-01-15T09:24:20Z
222,1055,5324,slurm package repository,repository,,repository,1,repository,,repository,0.25,LLM parse failed; fallback decision.,"[""repository"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
223,1058,5330,slurmctldhost value slurm.conf file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
224,1059,5335,cluster current slurm.conf file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
225,1061,5340,error slurm log file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
226,1067,5371,license configuration parameter slurm.conf file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
227,1071,5391,unlimited etc sysconfig slurm file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
228,1072,5392,partition slurm.conf,slurm.conf,1180,slurm.conf,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""slurm.conf"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
229,1073,5392,partition slurm.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]",[],2026-01-15T09:24:20Z
230,1093,5463,slurmdlogfile node interest,interest,,interest,1,interest,,interest,0.25,LLM parse failed; fallback decision.,"[""interest"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
231,1099,5494,slurmctld daemon bitmap,bitmap,,bitmap,1,bitmap,,bitmap,0.25,LLM parse failed; fallback decision.,"[""bitmap"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
232,1107,5505,run scontrol reconfigure,reconfigure,,reconfigure,1,reconfigure,,reconfigure,0.25,LLM parse failed; fallback decision.,"[""reconfigure"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]","[""The following procedure is recommended on Slurm 24.05 and older (see below for 24.11 and newer):\nStop the slurmctld daemon (e.g. systemctl stop slurmctld on the head node) Update the slurm.conf file on all nodes in the cluster\nRestart the slurmd daemons on all nodes (e.g. systemctl restart slurmd on all nodes) Restart the slurmctld daemon (e.g. systemctl start slurmctld on the head node) The following procedure is sufficient on Slurm 24.11 and newer: Update the slurm.conf file on all nodes in the cluster\nRun scontrol reconfigure\nNOTE: Jobs submitted with srun, and that are waiting for an allocation, prior to new nodes being added to the slurm.conf can fail if the job is allocated one of the new nodes. How should I remove nodes from Slurm?\nTo safely remove a node from a cluster, it's best to drain the node of all jobs. This ensures that job processes aren't running on the node after removal. On restart of the controller, if a node is removed from a running job the controller will kill the job on any remaining allocated nodes and attempt to requeue the job if possible. The following procedure is recommended on Slurm 24.05 and older (see below for 24.11 and newer):\nDrain node of all jobs (e.g. scontrol update nodename='%N' state=drain reason='removing nodes' )\nStop the slurmctld daemon (e.g. systemctl stop slurmctld on the head node) Update the slurm.conf file on all nodes in the cluster\nRestart the slurmd daemons on all nodes (e.g. systemctl restart slurmd on all nodes) Restart the slurmctld daemon (e.g. systemctl start slurmctld on the head node)"", ""Restart the slurmctld daemon (e.g. systemctl start slurmctld on the head node) The following procedure is sufficient on Slurm 24.11 and newer: Drain node of all jobs (e.g. scontrol update nodename='%N' state=drain reason='removing nodes' ) Update the slurm.conf file on all nodes in the cluster\nRun scontrol reconfigure\nNOTE: Removing nodes from the cluster may cause some errors in the logs. Verify that any errors in the logs are for nodes that you intended to remove. Why is a compute node down with the reason set to \""Node unexpectedly rebooted\""? This is indicative of the slurmctld daemon running on the cluster's head node as well as the slurmd daemon on the compute node when the compute node reboots. If you want to prevent this condition from setting the node into a DOWN state then configure ReturnToService to 2. See the slurm.conf man page for details. Otherwise use scontrol or sview to manually return the node to service. How do I convert my nodes to Control Group (cgroup) v2?\nRefer to the cgroup v2 documentation for the conversion procedure. Can Slurm be used to run jobs on Amazon's EC2?""]",2026-01-15T09:24:20Z
233,1112,5539,security limits.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]",[],2026-01-15T09:24:20Z
234,1114,5545,line slurm.conf,slurm.conf,1180,slurm.conf,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""slurm.conf"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
235,1115,5545,line slurm.conf,type:config_file,,type:config_file,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""type:config_file"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""none""]",[],2026-01-15T09:24:20Z
236,1126,5637,slurmuser intensive validation file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
237,1132,5677,job_container tmpf slurm.conf file,file,59,file,1,file,59,file,0.25,LLM parse failed; fallback decision.,"[""file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""slurm.conf"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
238,1138,5719,realmemory slurm.conf,slurm.conf,1180,slurm.conf,1,config_file,,config_file,0.25,LLM parse failed; fallback decision.,"[""slurm.conf"", ""config_file"", ""slurm"", ""job"", ""slurmctld"", ""node"", ""slurmd"", ""daemon"", ""none""]",[],2026-01-15T09:24:20Z
