id,child_canonical_id,child_canonical_term,parent_head_text,parent_canonical_id,parent_canonical_term,method,rule,score,support,created_at
483,2439,context job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
484,2445,case job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
485,2448,backfill scheduling plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
486,2450,priority job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
487,2451,high priority job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
488,2465,submit time,time,117,time,head_parent_candidates_v2,head_last_token,88.0,1,2026-01-15T09:21:47Z
489,2467,maximum time job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
490,2475,priority order,order,1049,order,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
491,2477,start time,time,117,time,head_parent_candidates_v2,head_last_token,88.0,1,2026-01-15T09:21:47Z
492,2480,slurm backfill scheduler,scheduler,1625,scheduler,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
493,2482,job priority order,order,1049,order,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
494,2486,state job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
495,2493,job reservation,reservation,642,reservation,head_parent_candidates_v2,head_last_token,22.0,1,2026-01-15T09:21:47Z
496,2494,early start time,time,117,time,head_parent_candidates_v2,head_last_token,88.0,1,2026-01-15T09:21:47Z
497,2497,single job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
498,2501,time limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
499,2515,maximum number job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
500,2530,job order,order,1049,order,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
501,2539,lock order,order,1049,order,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
502,2546,slurm database sacctmgr command,command,900,command,head_parent_candidates_v2,head_last_token,78.0,1,2026-01-15T09:21:47Z
503,2549,resource limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
504,2550,partition qos,qos,324,qos,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
505,2551,relative qos,qos,324,qos,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
506,2552,qos option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
507,2553,job scheduling priority,priority,2558,priority,head_parent_candidates_v2,head_last_token,41.0,1,2026-01-15T09:21:47Z
508,2555,priority multifactor plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
509,2557,slurm database,database,572,database,head_parent_candidates_v2,head_last_token,82.0,1,2026-01-15T09:21:47Z
510,2560,slurm.conf file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
511,2561,job qos,qos,324,qos,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
512,2572,job qos slurm scheduler,scheduler,1625,scheduler,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
513,2586,partition partition,partition,291,partition,head_parent_candidates_v2,head_last_token,72.0,1,2026-01-15T09:21:47Z
514,2588,node partition,partition,291,partition,head_parent_candidates_v2,head_last_token,72.0,1,2026-01-15T09:21:47Z
515,2591,sacctmgr command,command,900,command,head_parent_candidates_v2,head_last_token,78.0,1,2026-01-15T09:21:47Z
516,2593,attachment slurm.conf,slurm.conf,1180,slurm.conf,head_parent_candidates_v2,head_last_token,197.0,1,2026-01-15T09:21:47Z
517,2593,attachment slurm.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
518,2601,qos slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
519,2609,normal qos,qos,324,qos,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
520,2613,flag slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
521,2615,modify command,command,900,command,head_parent_candidates_v2,head_last_token,78.0,1,2026-01-15T09:21:47Z
522,2616,valid option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
523,2618,set job qos,qos,324,qos,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
524,2625,max limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
525,2635,aggregate limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
526,2644,partition qos limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
527,2658,job tre usage,usage,27,usage,head_parent_candidates_v2,head_last_token,21.0,1,2026-01-15T09:21:47Z
528,2661,tresbillingunit second job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
529,2663,usage factor,factor,7687,factor,head_parent_candidates_v2,head_last_token,20.0,1,2026-01-15T09:21:47Z
530,2665,usagefactorsafe flag,flag,436,flag,head_parent_candidates_v2,head_last_token,16.0,1,2026-01-15T09:21:47Z
531,2667,job association,association,3294,association,head_parent_candidates_v2,head_last_token,16.0,1,2026-01-15T09:21:47Z
532,2668,job job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
533,2670,slurm database sacctmgr utility,utility,,utility,head_parent_candidates_v2,head_last_token,5.0,1,2026-01-15T09:21:47Z
534,2674,preempt qos slurm.conf file limit,limit,64,limit,head_parent_candidates_v2,head_last_token,60.0,1,2026-01-15T09:21:47Z
535,2694,slurm configuration file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
536,2695,version slurm configuration tool,tool,1037,tool,head_parent_candidates_v2,head_last_token,10.0,1,2026-01-15T09:21:47Z
537,2697,slurm version,version,1418,version,head_parent_candidates_v2,head_last_token,64.0,1,2026-01-15T09:21:47Z
538,2698,configuration file version slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
539,2700,slurm daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
540,2701,log file file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
541,2703,critical file system,system,1285,system,head_parent_candidates_v2,head_last_token,57.0,1,2026-01-15T09:21:47Z
542,2705,node cluster,cluster,340,cluster,head_parent_candidates_v2,head_last_token,87.0,1,2026-01-15T09:21:47Z
543,2706,field interest,interest,,interest,head_parent_candidates_v2,head_last_token,9.0,1,2026-01-15T09:21:47Z
544,2707,submit button page,page,1372,page,head_parent_candidates_v2,head_last_token,21.0,1,2026-01-15T09:21:47Z
545,2709,file text format slurm.conf use slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
546,2713,information multiple slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
547,2714,control machine,machine,4125,machine,head_parent_candidates_v2,head_last_token,21.0,1,2026-01-15T09:21:47Z
548,2717,compute machine,machine,4125,machine,head_parent_candidates_v2,head_last_token,21.0,1,2026-01-15T09:21:47Z
549,2718,machine user application,application,1555,application,head_parent_candidates_v2,head_last_token,15.0,1,2026-01-15T09:21:47Z
550,2720,default hostname,hostname,1254,hostname,head_parent_candidates_v2,head_last_token,10.0,1,2026-01-15T09:21:47Z
551,2722,slurm.conf file node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
552,2724,numeric range specification,specification,496,specification,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
553,2725,partitionname partition,partition,291,partition,head_parent_candidates_v2,head_last_token,72.0,1,2026-01-15T09:21:47Z
554,2727,node configuration,configuration,2,configuration,head_parent_candidates_v2,head_last_token,156.0,1,2026-01-15T09:21:47Z
555,2737,slurm user,user,98,user,head_parent_candidates_v2,head_last_token,132.0,1,2026-01-15T09:21:47Z
556,2738,slurm controller slurmctld,slurmctld,801,slurmctld,head_parent_candidates_v2,head_last_token,257.0,1,2026-01-15T09:21:47Z
557,2740,testing purpose user,user,98,user,head_parent_candidates_v2,head_last_token,132.0,1,2026-01-15T09:21:47Z
558,2741,slurm port number,number,68,number,head_parent_candidates_v2,head_last_token,71.0,1,2026-01-15T09:21:47Z
559,2742,slurm port,port,222,port,head_parent_candidates_v2,head_last_token,32.0,1,2026-01-15T09:21:47Z
560,2744,slurm build time,time,117,time,head_parent_candidates_v2,head_last_token,88.0,1,2026-01-15T09:21:47Z
561,2748,location directory slurmctld daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
562,2750,slurm user control machine backup controller,controller,813,controller,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
563,2751,location directory slurmd,slurmd,1910,slurmd,head_parent_candidates_v2,head_last_token,208.0,1,2026-01-15T09:21:47Z
564,2753,reliable file system,system,1285,system,head_parent_candidates_v2,head_last_token,57.0,1,2026-01-15T09:21:47Z
565,2755,slurmctld state,state,716,state,head_parent_candidates_v2,head_last_token,53.0,1,2026-01-15T09:21:47Z
566,2756,directory writable slurmctldhost node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
567,2757,slurmd state,state,716,state,head_parent_candidates_v2,head_last_token,53.0,1,2026-01-15T09:21:47Z
568,2760,service administrator,administrator,4825,administrator,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
569,2761,registration valid configuration,configuration,2,configuration,head_parent_candidates_v2,head_last_token,156.0,1,2026-01-15T09:21:47Z
570,2769,default mpi type,type,706,type,head_parent_candidates_v2,head_last_token,56.0,1,2026-01-15T09:21:47Z
571,2770,type mpi default,default,65,default,head_parent_candidates_v2,head_last_token,91.0,1,2026-01-15T09:21:47Z
572,2771,specification srun option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
573,2773,mpi pmi2 pmi,pmi,2226,pmi,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
574,2775,mpi type,type,706,type,head_parent_candidates_v2,head_last_token,56.0,1,2026-01-15T09:21:47Z
575,2777,define algorithm,algorithm,3273,algorithm,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
576,2781,cgroup.conf file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
577,2783,slurm control,control,2728,control,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
578,2786,resource selection,selection,,selection,head_parent_candidates_v2,head_last_token,10.0,1,2026-01-15T09:21:47Z
579,2789,individual processor allocation,allocation,1757,allocation,head_parent_candidates_v2,head_last_token,45.0,1,2026-01-15T09:21:47Z
580,2790,task launch,launch,,launch,head_parent_candidates_v2,head_last_token,16.0,1,2026-01-15T09:21:47Z
581,2793,prolog epilog,epilog,2797,epilog,head_parent_candidates_v2,head_last_token,32.0,1,2026-01-15T09:21:47Z
582,2799,qualified path,path,1174,path,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
583,2808,event logging,logging,,logging,head_parent_candidates_v2,head_last_token,12.0,1,2026-01-15T09:21:47Z
584,2811,debug file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
585,2812,qualified pathname file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
586,2813,slurmctlddebug default info,info,4151,info,head_parent_candidates_v2,head_last_token,5.0,1,2026-01-15T09:21:47Z
587,2814,slurmctldlogfile log,log,2817,log,head_parent_candidates_v2,head_last_token,34.0,1,2026-01-15T09:21:47Z
588,2816,slurmddebug default info,info,4151,info,head_parent_candidates_v2,head_last_token,5.0,1,2026-01-15T09:21:47Z
589,2819,job completion logging,logging,,logging,head_parent_candidates_v2,head_last_token,12.0,1,2026-01-15T09:21:47Z
590,2820,job completion,completion,4068,completion,head_parent_candidates_v2,head_last_token,9.0,1,2026-01-15T09:21:47Z
591,2838,option use database,database,572,database,head_parent_candidates_v2,head_last_token,82.0,1,2026-01-15T09:21:47Z
592,2842,database job completion,completion,4068,completion,head_parent_candidates_v2,head_last_token,9.0,1,2026-01-15T09:21:47Z
593,2846,resource use job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
594,2848,system type,type,706,type,head_parent_candidates_v2,head_last_token,56.0,1,2026-01-15T09:21:47Z
595,2851,linux system,system,1285,system,head_parent_candidates_v2,head_last_token,57.0,1,2026-01-15T09:21:47Z
596,2855,job accounting storage,storage,846,storage,head_parent_candidates_v2,head_last_token,23.0,1,2026-01-15T09:21:47Z
597,2856,job accounting gather slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
598,2859,job accounting slurmdbd database daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
599,2860,datum slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
600,2861,cluster common database,database,572,database,head_parent_candidates_v2,head_last_token,82.0,1,2026-01-15T09:21:47Z
601,2864,host database,database,572,database,head_parent_candidates_v2,head_last_token,82.0,1,2026-01-15T09:21:47Z
602,2866,database server,server,7622,server,head_parent_candidates_v2,head_last_token,20.0,1,2026-01-15T09:21:47Z
603,2868,database job accounting,accounting,1993,accounting,head_parent_candidates_v2,head_last_token,62.0,1,2026-01-15T09:21:47Z
604,2870,case slurmdbd alternate socket use munge daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
605,2881,process id logging,logging,,logging,head_parent_candidates_v2,head_last_token,12.0,1,2026-01-15T09:21:47Z
606,2890,slurmdtimeout second slurm controller wait slurmd,slurmd,1910,slurmd,head_parent_candidates_v2,head_last_token,208.0,1,2026-01-15T09:21:47Z
607,2891,inactivelimit second slurm controller wait srun command,command,900,command,head_parent_candidates_v2,head_last_token,78.0,1,2026-01-15T09:21:47Z
608,2892,minjobage second slurm controller,controller,813,controller,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
609,2904,inclusion master branch stable slurm release,release,1449,release,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
610,2946,job record kafka server slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
611,2958,option effect slurmctld restart,restart,1012,restart,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
612,2962,slurm.conf man page specific detail,detail,2171,detail,head_parent_candidates_v2,head_last_token,8.0,1,2026-01-15T09:21:47Z
613,2965,slurmctld restart reconfiguration sighup sufficient effect,effect,144,effect,head_parent_candidates_v2,head_last_token,14.0,1,2026-01-15T09:21:47Z
614,2970,json string slurm serialization plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
615,2994,error message,message,719,message,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
616,3006,plugin state file slurm statesavelocation message,message,719,message,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
617,3013,undelivered message resilient slurmctld restart,restart,1012,restart,head_parent_candidates_v2,head_last_token,18.0,1,2026-01-15T09:21:47Z
618,3034,rpc slurmctld daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
619,3051,select plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
620,3056,slurmctld daemon code select plugin job step,step,1009,step,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
621,3062,slurmd daemon node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
622,3063,job step allocation,allocation,1757,allocation,head_parent_candidates_v2,head_last_token,45.0,1,2026-01-15T09:21:47Z
623,3065,request slurmd daemon node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
624,3066,task job step,step,1009,step,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
625,3067,slurmd daemon test job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
626,3069,slurmstepd program,program,1780,program,head_parent_candidates_v2,head_last_token,20.0,1,2026-01-15T09:21:47Z
627,3075,switch plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
628,3088,slurmctld daemon job step,step,1009,step,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
629,3091,job termination,termination,,termination,head_parent_candidates_v2,head_last_token,10.0,1,2026-01-15T09:21:47Z
630,3095,node job,job,24,job,head_parent_candidates_v2,head_last_token,416.0,1,2026-01-15T09:21:47Z
631,3100,epilog_complete rpc slurmctld daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
632,3102,job record,record,127,record,head_parent_candidates_v2,head_last_token,22.0,1,2026-01-15T09:21:47Z
633,3108,node job slurmstepd process,process,1549,process,head_parent_candidates_v2,head_last_token,41.0,1,2026-01-15T09:21:47Z
634,3113,instance slurmstepd batch step,step,1009,step,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
635,3118,instance slurmstepd,slurmstepd,5742,slurmstepd,head_parent_candidates_v2,head_last_token,33.0,1,2026-01-15T09:21:47Z
636,3121,sacct,type:command,,type:command,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
637,3122,job slurmstepd,slurmstepd,5742,slurmstepd,head_parent_candidates_v2,head_last_token,33.0,1,2026-01-15T09:21:47Z
638,3123,step instance slurmstepd,slurmstepd,5742,slurmstepd,head_parent_candidates_v2,head_last_token,33.0,1,2026-01-15T09:21:47Z
639,3124,node step instance slurmstepd,slurmstepd,5742,slurmstepd,head_parent_candidates_v2,head_last_token,33.0,1,2026-01-15T09:21:47Z
640,3128,major release,release,1449,release,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
641,3130,slurm rest api,api,254,api,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
642,3138,command option,option,150,option,head_parent_candidates_v2,head_last_token,101.0,1,2026-01-15T09:21:47Z
643,3142,number core,core,632,core,head_parent_candidates_v2,head_last_token,36.0,1,2026-01-15T09:21:47Z
644,3144,slurm.conf job core specialization count,count,688,count,head_parent_candidates_v2,head_last_token,15.0,1,2026-01-15T09:21:47Z
645,3162,cpu count,count,688,count,head_parent_candidates_v2,head_last_token,15.0,1,2026-01-15T09:21:47Z
646,3181,subsequent core,core,632,core,head_parent_candidates_v2,head_last_token,36.0,1,2026-01-15T09:21:47Z
647,3183,additional core,core,632,core,head_parent_candidates_v2,head_last_token,36.0,1,2026-01-15T09:21:47Z
648,3195,compute node daemon slurmd,slurmd,1910,slurmd,head_parent_candidates_v2,head_last_token,208.0,1,2026-01-15T09:21:47Z
649,3197,cgroup v1 slurmstepd process,process,1549,process,head_parent_candidates_v2,head_last_token,41.0,1,2026-01-15T09:21:47Z
650,3203,slurm priority site factor plugin api,api,254,api,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
651,3204,slurm site_factor plugin api,api,254,api,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
652,3205,slurm site_factor plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
653,3206,slurm site_factor plugin slurm plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
654,3207,slurm site_factor api,api,254,api,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
655,3214,proper operation,operation,639,operation,head_parent_candidates_v2,head_last_token,16.0,1,2026-01-15T09:21:47Z
656,3224,parameter slurm.conf,slurm.conf,1180,slurm.conf,head_parent_candidates_v2,head_last_token,197.0,1,2026-01-15T09:21:47Z
657,3224,parameter slurm.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
658,3234,fair tree,tree,3280,tree,head_parent_candidates_v2,head_last_token,9.0,1,2026-01-15T09:21:47Z
659,3253,fair tree algorithm,algorithm,3273,algorithm,head_parent_candidates_v2,head_last_token,7.0,1,2026-01-15T09:21:47Z
660,3263,association tree,tree,3280,tree,head_parent_candidates_v2,head_last_token,9.0,1,2026-01-15T09:21:47Z
661,3314,slurm accounting database,database,572,database,head_parent_candidates_v2,head_last_token,82.0,1,2026-01-15T09:21:47Z
662,3316,scontrol reconfigure,reconfigure,,reconfigure,head_parent_candidates_v2,head_last_token,5.0,1,2026-01-15T09:21:47Z
663,3320,resource node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
664,3323,resource exclusive use default policy slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
665,3336,cons_tre plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
666,3339,cpus,type:resource,,type:resource,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
667,3345,gpus,type:resource,,type:resource,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
668,3357,memory slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
669,3363,selecttype parameter slurm.conf,slurm.conf,1180,slurm.conf,head_parent_candidates_v2,head_last_token,197.0,1,2026-01-15T09:21:47Z
670,3363,selecttype parameter slurm.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
671,3364,excerpt sample slurm.conf file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
672,3394,cpu node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
673,3399,slurm default allocation method exclusive mode,mode,2349,mode,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
674,3403,node count,count,688,count,head_parent_candidates_v2,head_last_token,15.0,1,2026-01-15T09:21:47Z
675,3405,task node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
676,3413,slurm default node allocation non shared mode,mode,2349,mode,head_parent_candidates_v2,head_last_token,29.0,1,2026-01-15T09:21:47Z
677,3414,idle cpu linux,linux,1861,linux,head_parent_candidates_v2,head_last_token,17.0,1,2026-01-15T09:21:47Z
678,3429,allocation slurm default allocation,allocation,1757,allocation,head_parent_candidates_v2,head_last_token,45.0,1,2026-01-15T09:21:47Z
679,3441,job default,default,65,default,head_parent_candidates_v2,head_last_token,91.0,1,2026-01-15T09:21:47Z
680,3445,kernel modification operation,operation,639,operation,head_parent_candidates_v2,head_last_token,16.0,1,2026-01-15T09:21:47Z
681,3449,linux kernel,kernel,11594,kernel,head_parent_candidates_v2,head_last_token,9.0,1,2026-01-15T09:21:47Z
682,3451,component slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
683,3453,infrastructure possible slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
684,3455,slurm plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
685,3457,run time slurm library,library,2207,library,head_parent_candidates_v2,head_last_token,24.0,1,2026-01-15T09:21:47Z
686,3458,task authentication,authentication,1477,authentication,head_parent_candidates_v2,head_last_token,54.0,1,2026-01-15T09:21:47Z
687,3459,fabric task scheduling,scheduling,2508,scheduling,head_parent_candidates_v2,head_last_token,32.0,1,2026-01-15T09:21:47Z
688,3461,infrastructure particular variety slurm daemon,daemon,1447,daemon,head_parent_candidates_v2,head_last_token,188.0,1,2026-01-15T09:21:47Z
689,3464,content slurm directory structure,structure,1815,structure,head_parent_candidates_v2,head_last_token,19.0,1,2026-01-15T09:21:47Z
690,3468,entire slurm system,system,1285,system,head_parent_candidates_v2,head_last_token,57.0,1,2026-01-15T09:21:47Z
691,3472,slurm automated fashion note,note,1173,note,head_parent_candidates_v2,head_last_token,6.0,1,2026-01-15T09:21:47Z
692,3475,version number,number,68,number,head_parent_candidates_v2,head_last_token,71.0,1,2026-01-15T09:21:47Z
693,3482,sample configuration file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
694,3483,slurm header file api use file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
695,3497,api application program interface slurm code,code,3448,code,head_parent_candidates_v2,head_last_token,50.0,1,2026-01-15T09:21:47Z
696,3498,slurm information central manager,manager,7610,manager,head_parent_candidates_v2,head_last_token,22.0,1,2026-01-15T09:21:47Z
697,3500,purpose function widespread use slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
698,3502,accounting storage plugin,plugin,106,plugin,head_parent_candidates_v2,head_last_token,158.0,1,2026-01-15T09:21:47Z
699,3512,job priority,priority,2558,priority,head_parent_candidates_v2,head_last_token,41.0,1,2026-01-15T09:21:47Z
700,3514,fair share,share,15,share,head_parent_candidates_v2,head_last_token,8.0,1,2026-01-15T09:21:47Z
701,3527,job job step,step,1009,step,head_parent_candidates_v2,head_last_token,38.0,1,2026-01-15T09:21:47Z
702,3531,file node,node,285,node,head_parent_candidates_v2,head_last_token,242.0,1,2026-01-15T09:21:47Z
703,3534,sinfo user command information slurm node partition,partition,291,partition,head_parent_candidates_v2,head_last_token,72.0,1,2026-01-15T09:21:47Z
704,3535,slurm central manager daemon code,code,3448,code,head_parent_candidates_v2,head_last_token,50.0,1,2026-01-15T09:21:47Z
705,3536,slurmd slurm daemon code,code,3448,code,head_parent_candidates_v2,head_last_token,50.0,1,2026-01-15T09:21:47Z
706,3539,slurmdbd slurm database,database,572,database,head_parent_candidates_v2,head_last_token,82.0,1,2026-01-15T09:21:47Z
707,3554,late code github https: github.com schedmd slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
708,3558,level slurm source directory,directory,1068,directory,head_parent_candidates_v2,head_last_token,40.0,1,2026-01-15T09:21:47Z
709,3562,slurm.spec file,file,59,file,head_parent_candidates_v2,head_last_token,224.0,1,2026-01-15T09:21:47Z
710,3571,subdirectory slurm.conf,slurm.conf,1180,slurm.conf,head_parent_candidates_v2,head_last_token,197.0,1,2026-01-15T09:21:47Z
711,3571,subdirectory slurm.conf,type:config_file,,type:config_file,head_parent_candidates_v2,typed_rule,5.0,1,2026-01-15T09:21:47Z
712,3572,init.d.slurm script,script,115,script,head_parent_candidates_v2,head_last_token,37.0,1,2026-01-15T09:21:47Z
713,3579,unit test c code check slurm,slurm,50,slurm,head_parent_candidates_v2,head_last_token,1469.0,1,2026-01-15T09:21:47Z
