canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at
3576,lsf sleep root r 0:,,"[""lsf sleep root R 0:""]",[],[3576],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3577,idle node,,[],[],[3577],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3578,lsf sleep root r,,"[""lsf sleep root R""]",[],[3578],4,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3586,default slurm approach,,"[""default Slurm approach""]",[],[3586],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3587,node linux,,"[""nodes linux""]",[],[3587],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3589,main difference,,[],[],[3589],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3595,lsf,,[],[],[3595],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3603,open source,,[],[],[3603],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3604,fault,,[],[],[3604],5,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3605,scalable cluster management,,[],[],[3605],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3606,job scheduling system,,[],[],[3606],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3607,small linux cluster,,"[""small Linux clusters""]",[],[3607],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3612,kernel modification,,"[""kernel modifications""]",[],[3612],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3620,run time,,[],[],[3620],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3621,slurm library,,"[""Slurm libraries""]",[],[3621],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3627,slurm directory structure,,"[""Slurm directory structure""]",[],[3627],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3628,top level directory,,[],[],[3628],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3629,entire slurm system,,"[""entire Slurm system""]",[],[3629],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3634,readme,,"[""README""]","[""README""]",[3634],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3635,slurm.spec.in,,[],[],[3635],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3637,autoconf,,[],[],[3637],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3641,version number,,[],[],[3641],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3650,documentation,,"[""Documentation""]",[],[3650],16,9,2025-12-16T17:20:45,2025-12-16T17:20:45
3652,header file,,"[""Header files""]",[],[3652],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3656,man,,[],[],[3656],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3660,slurm code,,"[""Slurm code""]",[],[3660],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3661,slurm information,,"[""Slurm information""]",[],[3661],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3667,accounting storage plugin,,[],[],[3667],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3668,plugin function,,"[""Plugin functions""]",[],[3668],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3672,accounting_storage,,[],[],[3672],6,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3675,jobacct_gather,,[],[],[3675],9,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3677,node selection,,[],[],[3677],9,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3682,administrator tool,,[],[],[3682],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3683,sattach,,[],[],[3683],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3684,standard input,,[],[],[3684],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3685,error file,,"[""error files""]",[],[3685],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3686,slurm job,,"[""Slurm job""]",[],[3686],9,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3687,scancel,,[],[],[3687],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3688,slurm central manager daemon code,,"[""Slurm central manager daemon code""]",[],[3688],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3689,slurm daemon code,,"[""Slurm daemon code""]",[],[3689],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3692,sprio,,[],[],[3692],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3696,sreport,,[],[],[3696],14,8,2025-12-16T17:20:45,2025-12-16T17:20:45
3697,report,,"[""reports""]",[],[3697],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3699,sstat,,[],[],[3699],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3702,strigger,,[],[],[3702],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3704,sview,,[],[],[3704],10,8,2025-12-16T17:20:45,2025-12-16T17:20:45
3708,https: github.com schedmd slurm,,"[""https://github.com/SchedMD/slurm""]",[],[3708],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3709,branch,,[],[],[3709],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3710,work,,[],[],[3710],21,10,2025-12-16T17:20:45,2025-12-16T17:20:45
3711,module,,"[""Modules""]",[],[3711],18,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3712,makefile.am file,,"[""Makefile.am file""]",[],[3712],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3713,top level,,[],[],[3713],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3714,slurm source directory,,"[""Slurm source directory""]",[],[3714],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3717,makefile.in file,,"[""Makefile.in files""]",[],[3717],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3718,slurm.spec file,,[],[],[3718],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3720,summary,,[],[],[3720],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3722,standard output,,[],[],[3722],7,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3723,configuration tool,,[],[],[3723],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3724,slurm.conf.,,[],[],[3724],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3725,init.d.slurm,,[],[],[3725],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3729,check,,"[""Check""]",[],[3729],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3739,slurm_dir variable,,[],[],[3739],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3751,slurmd support,,"[""Multiple slurmd support""]",[],[3751],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3753,single node,,[],[],[3753],12,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3755,networking,,[],[],[3755],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3761,nodename line,,"[""NodeName line""]",[],[3761],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3764,instance slurmdlogfile,,"[""instance SlurmdLogFile""]",[],[3764],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3765,slurmd.%n.log,,[],[],[3765],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3766,slurmd.%n.pid,,[],[],[3766],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3767,slurmd.%n,,[],[],[3767],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3769,slurmd n foo,,"[""slurmd -N foo""]",[],[3769],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3773,slurm node daemon,,"[""Slurm node daemon""]",[],[3773],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3775,slurmd n%i,,"[""slurmd -N%i""]",[],[3775],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3777,slurmd %i.pid,,"[""slurmd-%i.pid""]",[],[3777],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3779,slurmd@nodexyz,,"[""slurmd@nodeXYZ""]",[],[3779],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3780,restart slurmd@nodexyz,,"[""restart slurmd@nodeXYZ""]",[],[3780],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3788,portion,,[],[],[3788],14,6,2025-12-16T17:20:45,2025-12-16T17:20:45
3792,requested association,,[],[],[3792],26,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3795,account limit,,"[""Account limit""]",[],[3795],8,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3796,advanced reservation,,[],[],[3796],13,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3802,aggregate,,[],[],[3802],40,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3803,burst buffer,,"[""Burst Buffers"", ""specific burst buffer""]",[],"[3803, 5648]",25,6,2025-12-16T17:20:45,2025-12-16T17:20:45
3804,future job,,"[""future jobs""]",[],[3804],22,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3808,billing,,"[""Billing""]",[],[3808],9,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3830,unknown generic resource,,[],[],[3830],4,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3836,burst buffer request,,"[""Burst Buffer request""]",[],[3836],9,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3838,maximum,,[],[],[3838],29,9,2025-12-16T17:20:45,2025-12-16T17:20:45
3841,resource request,,[],[],[3841],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3842,maximum billing limit,,"[""maximum Billing limit""]",[],[3842],5,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3844,cpu request,,"[""CPU request""]",[],[3844],7,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3847,energy request,,"[""Energy request""]",[],[3847],6,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3851,gre request,,"[""GRES request""]",[],[3851],6,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3855,license request,,"[""License request""]",[],[3855],9,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3857,memory request,,"[""Memory request""]",[],[3857],6,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3860,unknown trackable resource,,[],[],[3860],8,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3871,burst buffer plugin,,"[""Burst Buffer plugin""]",[],[3871],9,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3877,system administrator,,[],[],[3877],19,9,2025-12-16T17:20:45,2025-12-16T17:20:45
3878,jobhelduser,,"[""JobHeldUser""]",[],[3878],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3881,file system problem,,[],[],[3881],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3893,nonzeroexitcode,,"[""NonZeroExitCode""]",[],[3893],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3894,exit code,,"[""specific exit code""]",[],"[3894, 4732]",34,6,2025-12-16T17:20:45,2025-12-16T17:20:45
3901,current limit,,"[""current limits""]",[],[3901],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3903,prolog program,,"[""Prolog program""]",[],[3903],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3963,slurm system,,"[""Slurm system"", ""multiple Slurm systems""]",[],"[3963, 4693]",6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3964,file system,,[],[],[3964],10,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3966,sacct command,,[],[],[3966],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3967,resource usage,,[],[],[3967],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3968,individual task,,"[""individual tasks""]",[],[3968],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3977,job step information,,[],[],[3977],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3982,pathname,,[],[],[3982],6,3,2025-12-16T17:20:45,2025-12-16T17:20:45
3986,slurm control daemon,,"[""Slurm control daemon""]",[],[3986],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
3989,slurm database daemon,,"[""Slurm Database Daemon""]",[],[3989],9,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3990,slurm sql,,"[""Slurm SQL""]",[],[3990],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3991,slurmdbd rpm,,"[""slurmdbd RPMs""]",[],[3991],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
3993,slurmdbd plugin,,"[""SlurmDBD plugin""]",[],[3993],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
3995,snowflake,,[],[],[3995],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
3996,cluster snowflake,,[],[],[3996],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4000,slurmctld start,,"[""slurmctld starts""]",[],[4000],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4001,cache,,[],[],[4001],6,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4003,user limit,,"[""user limits""]",[],[4003],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4010,user id,,"[""user ID""]",[],[4010],7,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4014,username,,"[""usernames""]",[],[4014],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4017,choice,,[],[],[4017],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4021,key file,,"[""key files""]",[],[4021],8,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4026,slurmdbd configuration file,,"[""SlurmDBD configuration files""]",[],[4026],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4028,passwd file,,[],[],[4028],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4035,backup host,,[],[],[4035],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4039,slurm jobcomp configuration,,"[""Slurm JobComp Configuration""]",[],[4039],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4040,flat file,,[],[],[4040],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4049,slurm accounting configuration,,"[""Slurm Accounting Configuration""]",[],[4049],2,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4050,build,,"[""Build""]",[],[4050],8,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4051,creation,,[],[],[4051],11,6,2025-12-16T17:20:45,2025-12-16T17:20:45
4054,upgrade guide,,"[""Upgrade Guide""]",[],[4054],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4055,place upgrade,,"[""place upgrades""]",[],[4055],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4064,slurm build,,[],[],[4064],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4069,innodb_buffer_pool_size,,[],[],[4069],6,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4070,percent,,[],[],[4070],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4073,large slurm database,,"[""large Slurm databases""]",[],[4073],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4076,mind,,[],[],[4076],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4084,sec,,[],[],[4084],8,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4091,dynamic,,"[""DYNAMIC""]","[""DYNAMIC""]",[4091],4,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4095,database table,,"[""database tables""]",[],[4095],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4104,db_name,,[],[],[4104],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4105,storageloc,,"[""StorageLoc""]",[],[4105],4,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4109,mysql database,,"[""MySQL databases""]",[],[4109],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4129,nostep,,"[""nosteps""]",[],[4129],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4132,minute limit,,"[""minutes limit""]",[],[4132],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4133,option set,,[],[],[4133],5,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4135,optional partition,,[],[],[4135],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4136,default behavior,,[],[],[4136],8,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4137,external slurmdbd,,"[""external slurmdbds""]",[],[4137],2,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4139,accounting datum,,"[""accounting data""]",[],[4139],7,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4143,var,,[],[],[4143],8,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4151,slurm component,,"[""Slurm components""]",[],[4151],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4156,logfile,,"[""LogFile""]",[],[4156],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4158,prefix,,[],[],[4158],7,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4159,slurmdbd daemon execute,,"[""slurmdbd daemon executes""]",[],[4159],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4160,slurmctld execute,,[],[],[4160],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4162,large system,,"[""larger systems""]",[],[4162],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4163,separate machine,,[],[],[4163],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4165,slurm_acct_db,,[],[],[4165],7,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4184,ubuntu,,"[""Ubuntu""]",[],[4184],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4185,buffer,,[],[],[4185],8,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4186,slurm'@'localhost,,[],[],[4186],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4187,slurm'@'system,,[],[],[4187],2,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4188,localhost,,[],[],[4188],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4194,transaction,,"[""Transactions""]",[],[4194],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4198,database slurm_acct_db,,[],[],[4198],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4201,init.d slurmdbd start,,"[""init.d/slurmdbd start""]",[],[4201],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4203,grep slurmdbd,,[],[],[4203],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4205,slurmdbd archive,,"[""SlurmDBD Archive""]",[],[4205],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4207,age,,[],[],[4207],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4209,sacctmgr,,[],[],[4209],17,9,2025-12-16T17:20:45,2025-12-16T17:20:45
4217,beginning,,[],[],[4217],12,7,2025-12-16T17:20:45,2025-12-16T17:20:45
4218,month,,[],[],[4218],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4229,archive slurmdbd,,[],[],[4229],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4233,mysqldump,,[],[],[4233],6,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4238,gap,,[],[],[4238],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4239,slurmdbd daemon,,"[""SlurmDBD daemon""]",[],[4239],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4250,add,,"[""Add""]",[],[4250],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4251,execute line,,[],[],[4251],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4252,sort,,[],[],[4252],7,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4256,organization,,[],[],[4256],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4257,term,,"[""terms""]",[],[4257],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4261,physic,,"[""physics""]",[],[4261],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4265,execute,,[],[],[4265],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4271,default account,,[],[],[4271],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4278,bank account,,"[""bank accounts""]",[],[4278],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4284,accounting database,,[],[],[4284],5,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4285,slurm partition,,"[""Slurm partition""]",[],[4285],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4288,explanation,,[],[],[4288],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4304,slurm accounting,,"[""Slurm accounting""]",[],[4304],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4307,user process,,"[""user processes""]",[],[4307],7,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4308,parallel task,,"[""parallel tasks""]",[],[4308],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4310,metric,,"[""metrics""]",[],[4310],4,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4313,nature,,[],[],[4313],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4317,sum,,[],[],[4317],12,6,2025-12-16T17:20:45,2025-12-16T17:20:45
4319,tresusageintot,,"[""TresUsageInTot""]",[],[4319],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4324,task i d,,[],[],[4324],7,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4329,consumption,,[],[],[4329],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4337,indication,,[],[],[4337],9,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4341,hdf,,"[""HDF""]","[""HDF""]",[4341],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4343,job_container,,[],[],[4343],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4344,tmpf,,"[""tmpfs""]",[],[4344],4,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4348,shm,,[],[],[4348],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4352,jobcontainertype,,"[""JobContainerType""]",[],[4352],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4353,job_container.conf file,,[],[],[4353],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4357,easy,,[],[],[4357],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4359,tim@slurm,,[],[],[4359],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4374,framework,,[],[],[4374],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4376,central slurmctld daemon,,[],[],[4376],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4384,job size limit,,[],[],[4384],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4386,slurm entity,,"[""Slurm entities""]",[],[4386],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4391,job script,,[],[],[4391],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4392,late execution,,"[""later execution""]",[],[4392],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4396,slurm state,,"[""Slurm state""]",[],[4396],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4397,scontrol command,,"[""scontrol commands""]",[],[4397],19,9,2025-12-16T17:20:45,2025-12-16T17:20:45
4398,filtering,,[],[],[4398],5,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4400,maximum node count,,[],[],[4400],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4405,sinfo command,,[],[],[4405],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4412,adev,,[],[],[4412],16,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4418,hour,,"[""hours""]",[],[4418],8,6,2025-12-16T17:20:45,2025-12-16T17:20:45
4425,node adev,,[],[],[4425],5,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4426,slurm@06,,"[""slurm@06/""]",[],[4426],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4434,variation,,[],[],[4434],5,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4436,node range expression,,[],[],[4436],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4446,jette,,[],[],[4446],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4454,nfs,,"[""NFS""]","[""NFS""]",[4454],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4455,lustre,,"[""Lustre""]",[],[4455],9,6,2025-12-16T17:20:45,2025-12-16T17:20:45
4456,hierarchical communication,,"[""hierarchical communications""]",[],[4456],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4459,tux,,[],[],[4459],7,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4463,practice,,"[""Practices""]",[],[4463],4,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4466,single slurm job,,"[""single Slurm job""]",[],[4466],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4467,ease,,[],[],[4467],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4468,management,,[],[],[4468],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4469,multitude,,[],[],[4469],6,5,2025-12-16T17:20:45,2025-12-16T17:20:45
4474,entire job array,,[],[],[4474],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4479,jobid,,"[""JobID""]",[],[4479],8,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4481,array index,,[],[],[4481],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4487,environment variable slurm_array_task_id,,"[""environment variable SLURM_ARRAY_TASK_ID""]",[],[4487],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4489,separator,,[],[],[4489],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4491,slurm_array_job_id,config,"[""SLURM_ARRAY_JOB_ID""]","[""SLURM_ARRAY_JOB_ID""]",[4491],7,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4492,slurm_array_task_id,config,"[""SLURM_ARRAY_TASK_ID""]","[""SLURM_ARRAY_TASK_ID""]",[4492],6,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4494,slurm_array_task_count,config,"[""SLURM_ARRAY_TASK_COUNT""]","[""SLURM_ARRAY_TASK_COUNT""]",[4494],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4495,slurm_array_task_max,config,"[""SLURM_ARRAY_TASK_MAX""]","[""SLURM_ARRAY_TASK_MAX""]",[4495],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4497,slurm_array_task_min,config,"[""SLURM_ARRAY_TASK_MIN""]","[""SLURM_ARRAY_TASK_MIN""]",[4497],2,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4501,high slurm_array_task_id,,"[""highest SLURM_ARRAY_TASK_ID""]",[],[4501],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4505,underscore,,[],[],[4505],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4511,additional option,,"[""additional options""]",[],[4511],5,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4514,slurm %a_%a.out,,"[""slurm-%A_%a.out""]",[],[4514],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4516,formatting,,[],[],[4516],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4517,output file,,"[""output files""]",[],[4517],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
4518,slurm 36_3.out,,"[""slurm-36_3.out""]",[],[4518],1,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4522,no_val,config,"[""NO_VAL""]","[""NO_VAL""]",[4522],6,4,2025-12-16T17:20:45,2025-12-16T17:20:45
4524,regular expression,,"[""regular expressions""]",[],[4524],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4527,current job,,[],[],[4527],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4528,job array element,,[],[],[4528],3,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4551,arrayjobid,,"[""ArrayJobID""]",[],[4551],6,1,2025-12-16T17:20:45,2025-12-16T17:20:45
4567,job dependencie,,"[""Job Dependencies""]",[],[4567],3,2,2025-12-16T17:20:45,2025-12-16T17:20:45
4570,high exit code,,"[""highest exit code""]",[],[4570],3,3,2025-12-16T17:20:45,2025-12-16T17:20:45
