id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text,obj_text,obj_canonical_id,obj_canonical_term,method,created_at
183,doc_c721,doc_c721_sent_00047,User 1 is granted permission to submit jobs against the B account.,User,166,user,grant,permission,1869,permission,openie_spacy,2025-12-17T22:13:48Z
184,doc_c721,doc_c721_sent_00055,"For example, if user 2 had been allocated 4 shares instead of 1, user 2 would have had .08 normalized shares.",user,166,user,allocate,4 shares,28,share,openie_spacy,2025-12-17T22:13:48Z
185,doc_c721,doc_c721_sent_00055,"For example, if user 2 had been allocated 4 shares instead of 1, user 2 would have had .08 normalized shares.",user,166,user,have,.08 normalized shares,28,share,openie_spacy,2025-12-17T22:13:48Z
186,doc_c721,doc_c721_sent_00075,"Based on the fair-share factor alone, if all 5 users were to submit a job charging their respective accounts, user 5's job would be granted the highest scheduling priority.",user 5's job,50,job,grant,the highest scheduling priority,13,priority,openie_spacy,2025-12-17T22:13:48Z
187,doc_05be,doc_05be_sent_00001,This document describes Slurm cli_filter plugins and the API that defines them.,This document,73,document,describe,Slurm,82,slurm,openie_spacy,2025-12-17T22:13:48Z
188,doc_05be,doc_05be_sent_00006,"This location is ideal for policy enforcement because the plugin can read all the options supplied by the user (as well as the environment) - thus invalid job requests can be stopped before they ever reach the slurmctld.
cli_filter_p_post_submit — Called after the jobid (and, in the case of srun, after the stepid) is generated, and typically before or in parallel with job execution.",the plugin,179,plugin,read,all the options,215,option,openie_spacy,2025-12-17T22:13:48Z
189,doc_05be,doc_05be_sent_00017,"Slurm can be configured to use multiple cli_filter plugins if desired, however the lua plugin will only execute one lua script named ""cli_filter.lua"" located in the default script directory (typically the subdirectory ""etc"" of the installation directory).",the lua plugin,1273,lua plugin,execute,one lua script,197,script,openie_spacy,2025-12-17T22:13:48Z
190,doc_05be,doc_05be_sent_00031,"Returns:
SLURM_SUCCESS on success, or
SLURM_ERROR on failure, will terminate execution of the CLI.",Returns,1281,return,terminate,execution,76,execution,openie_spacy,2025-12-17T22:13:48Z
191,doc_05be,doc_05be_sent_00036,"Returns:
SLURM_SUCCESS on success, or
SLURM_ERROR on failure, will terminate execution of the CLI.",Returns,1281,return,terminate,execution,76,execution,openie_spacy,2025-12-17T22:13:48Z
192,doc_05be,doc_05be_sent_00040,"Arguments:
offset (input) integer value for the current hetjob offset; should be used as a key when storing data for communication between cli_filter_p_pre_submit() and cli_filter_p_post_submit().",Arguments,1270,argument,use as,a key,1323,key,openie_spacy,2025-12-17T22:13:48Z
193,doc_05be,doc_05be_sent_00043,"Although available options are defined in the struct slurm_opt_t within src/common/slurm_opt.h, some options might be renamed.",available options,215,option,define in,the struct slurm_opt_t,1334,struct slurm_opt_t,openie_spacy,2025-12-17T22:13:48Z
194,doc_193a,doc_193a_sent_00002,"Your cluster does require a central set of configuration files on the Slurm controllers — ""configless"" in Slurm's parlance means that the compute nodes, login nodes, and other cluster hosts do not need to be deployed with local copies of these files.",Your cluster,272,cluster,require,a central set,70,set,openie_spacy,2025-12-17T22:13:48Z
195,doc_193a,doc_193a_sent_00008,"Installation
There are no extra steps required to install this feature.",Installation,1332,installation,be,no extra steps,432,step,openie_spacy,2025-12-17T22:13:48Z
196,doc_193a,doc_193a_sent_00014,The --conf-server options takes precedence over the DNS record.,The --conf-server options,215,option,take,precedence,2262,precedence,openie_spacy,2025-12-17T22:13:48Z
197,doc_193a,doc_193a_sent_00014,The --conf-server options takes precedence over the DNS record.,The --conf-server options,215,option,take over,the DNS record,210,record,openie_spacy,2025-12-17T22:13:48Z
198,doc_193a,doc_193a_sent_00016,"Multiple slurmctlds can be specified as a comma-separated list, in priority order (highest to lowest).",Multiple slurmctlds,201,slurmctld,specify as,a comma-separated list,373,list,openie_spacy,2025-12-17T22:13:48Z
199,doc_193a,doc_193a_sent_00016,"Multiple slurmctlds can be specified as a comma-separated list, in priority order (highest to lowest).",Multiple slurmctlds,201,slurmctld,specify in,priority order,2266,priority order,openie_spacy,2025-12-17T22:13:48Z
200,doc_193a,doc_193a_sent_00017,"slurmd --conf-server slurmctl-primary:6817,slurmctl-secondary
The same information can be provided in a DNS SRV record. For example:
_slurmctld._tcp 3600 IN SRV 10 0 6817 slurmctl-backup
_slurmctld._tcp 3600 IN SRV 0 0 6817 slurmctl-primary
Will provide the required information to the slurmd on startup.","slurmd --conf-server slurmctl-primary:6817,slurmctl-secondary
The same information",348,information,provide in,a DNS SRV record,2250,dns srv record,openie_spacy,2025-12-17T22:13:48Z
201,doc_193a,doc_193a_sent_00023,"If you are using systemd to launch slurmd, you must ensure that ""ConditionPathExists=*"" is not present in the unit file or the slurmd will not start. (The example slurmd.service file shipped in Slurm 20.02 and above does not include this entry.)",The example slurmd.service file,105,file,include,this entry,1144,entry,openie_spacy,2025-12-17T22:13:48Z
202,doc_193a,doc_193a_sent_00024,"If any of the supported config files ""Include"" additional config files, the Included configs will ONLY be shipped if their ""Include"" filename reference has no path separators and the file is located adjacent to slurm.conf.",the file,105,file,locate,adjacent to slurm.conf,1593,slurm.conf,openie_spacy,2025-12-17T22:13:48Z
203,doc_193a,doc_193a_sent_00026,"If Prolog and Epilog scripts are specified in slurm.conf, the scripts will ONLY be shipped if the filenames referenced have no path separators and the file is located adjacent to slurm.conf.",the file,105,file,locate,adjacent to slurm.conf,1593,slurm.conf,openie_spacy,2025-12-17T22:13:48Z
204,doc_f0f8,doc_f0f8_sent_00003,This version has fewer options for creating a Slurm configuration file. The full version of the Slurm configuration tool is available at configurator.html.,This version,985,version,have,fewer options,215,option,openie_spacy,2025-12-17T22:13:48Z
205,doc_f0f8,doc_f0f8_sent_00004,"This tool supports Slurm version 25.05 only. Configuration files for other versions of Slurm should be built using the tool distributed with it in doc/html/configurator.html. Some parameters will be set to default values, but you can manually edit the resulting slurm.conf as desired for greater flexibility. See man slurm.conf for more details about the configuration parameters.",This tool,1466,tool,support,Slurm version,2953,slurm version,openie_spacy,2025-12-17T22:13:48Z
206,doc_f0f8,doc_f0f8_sent_00005,"Note the while Slurm daemons create log files and other files as needed, it treats the lack of parent directories as a fatal error.",Slurm daemons,2958,slurm daemon,create,log files,2959,log file,openie_spacy,2025-12-17T22:13:48Z
207,doc_f0f8,doc_f0f8_sent_00007,Note that this configuration file must be installed on all nodes in your cluster.,this configuration file,105,file,instal in,your cluster,272,cluster,openie_spacy,2025-12-17T22:13:48Z
208,doc_f0f8,doc_f0f8_sent_00018,The following parameters describe a node's configuration. Set a value for CPUs.,The following parameters,268,parameter,describe,a node's configuration,3,configuration,openie_spacy,2025-12-17T22:13:48Z
209,doc_f0f8,doc_f0f8_sent_00027,"For testing purposes any user name can be used.
 SlurmUser
State Preservation
Define the location of a directory where the slurmctld daemon saves its state.",the slurmctld daemon,169,slurmctld daemon,save,its state,395,state,openie_spacy,2025-12-17T22:13:48Z
210,doc_f0f8,doc_f0f8_sent_00029,The location of a directory where slurmd saves state should also be defined.,slurmd,654,slurmd,save,state,395,state,openie_spacy,2025-12-17T22:13:48Z
211,doc_f0f8,doc_f0f8_sent_00032,"Slurmd state save directory
Define when a non-responding (DOWN) node is returned to service.",Slurmd state,3017,slurmd state,save,"directory
Define",3018,define,openie_spacy,2025-12-17T22:13:48Z
212,doc_f0f8,doc_f0f8_sent_00032,"Slurmd state save directory
Define when a non-responding (DOWN) node is returned to service.",a non-responding (DOWN) node,409,node,return to,service,759,service,openie_spacy,2025-12-17T22:13:48Z
213,doc_f0f8,doc_f0f8_sent_00036,"Scheduling
Define the mechanism to be used for controlling job ordering.",Scheduling,232,scheduling,define,the mechanism,1185,mechanism,openie_spacy,2025-12-17T22:13:48Z
214,doc_f0f8,doc_f0f8_sent_00041,Slurm will configure environment variables accordingly.,Slurm,82,slurm,configure,environment variables,1315,environment variable,openie_spacy,2025-12-17T22:13:48Z
215,doc_f0f8,doc_f0f8_sent_00055,"SlurmctldLogFile (if empty, log goes to syslog)",", log",213,log,go to,syslog,3056,syslog,openie_spacy,2025-12-17T22:13:48Z
216,doc_f0f8,doc_f0f8_sent_00056,"SlurmdLogFile (if empty, log goes to syslog.",", log",213,log,go to,syslog,3056,syslog,openie_spacy,2025-12-17T22:13:48Z
217,doc_2cc9,doc_2cc9_sent_00003,This version has all the configuration options to create a Slurm configuration file.,all the configuration options,215,option,create,a Slurm configuration file,2948,slurm configuration file,openie_spacy,2025-12-17T22:13:48Z
218,doc_2cc9,doc_2cc9_sent_00005,"This tool supports Slurm version 25.05 only. Configuration files for other versions of Slurm should be built using the tool distributed with it in doc/html/configurator.html. Some parameters will be set to default values, but you can manually edit the resulting slurm.conf as desired for greater flexibility. See man slurm.conf for more details about the configuration parameters.",This tool,1466,tool,support,Slurm version,2953,slurm version,openie_spacy,2025-12-17T22:13:48Z
219,doc_2cc9,doc_2cc9_sent_00006,"Note the while Slurm daemons create log files and other files as needed, it treats the lack of parent directories as a fatal error.",Slurm daemons,2958,slurm daemon,create,log files,2959,log file,openie_spacy,2025-12-17T22:13:48Z
220,doc_2cc9,doc_2cc9_sent_00008,Note that this configuration file must be installed on all nodes in your cluster.,this configuration file,105,file,instal in,your cluster,272,cluster,openie_spacy,2025-12-17T22:13:48Z
221,doc_2cc9,doc_2cc9_sent_00019,The following parameters describe a node's configuration. Set a value for CPUs.,The following parameters,268,parameter,describe,a node's configuration,3,configuration,openie_spacy,2025-12-17T22:13:48Z
222,doc_2cc9,doc_2cc9_sent_00030,"SlurmctldPort
 SlurmdPort
State Preservation
Define the location of a directory where the slurmctld daemon saves its state.",SlurmctldPort,317,slurmctldport,define,the location,1224,location,openie_spacy,2025-12-17T22:13:48Z
223,doc_2cc9,doc_2cc9_sent_00030,"SlurmctldPort
 SlurmdPort
State Preservation
Define the location of a directory where the slurmctld daemon saves its state.",the slurmctld daemon,169,slurmctld daemon,save,its state,395,state,openie_spacy,2025-12-17T22:13:48Z
224,doc_2cc9,doc_2cc9_sent_00032,The location of a directory where slurmd saves state should also be defined.,slurmd,654,slurmd,save,state,395,state,openie_spacy,2025-12-17T22:13:48Z
225,doc_2cc9,doc_2cc9_sent_00035,"Slurmctld state save directory Must be writable by all SlurmctldHost nodes
 SlurmdSpoolDir:",Slurmctld state,3015,slurmctld state,save,directory,1496,directory,openie_spacy,2025-12-17T22:13:48Z
226,doc_2cc9,doc_2cc9_sent_00036,"Slurmd state save directory
Define when a non-responding (DOWN) node is returned to service.",Slurmd state,3017,slurmd state,save,"directory
Define",3018,define,openie_spacy,2025-12-17T22:13:48Z
227,doc_2cc9,doc_2cc9_sent_00036,"Slurmd state save directory
Define when a non-responding (DOWN) node is returned to service.",a non-responding (DOWN) node,409,node,return to,service,759,service,openie_spacy,2025-12-17T22:13:48Z
228,doc_2cc9,doc_2cc9_sent_00040,"Scheduling
Define the mechanism to be used for controlling job ordering.",Scheduling,232,scheduling,define,the mechanism,1185,mechanism,openie_spacy,2025-12-17T22:13:48Z
229,doc_2cc9,doc_2cc9_sent_00044,Slurm will configure environment variables accordingly.,Slurm,82,slurm,configure,environment variables,1315,environment variable,openie_spacy,2025-12-17T22:13:48Z
230,doc_2cc9,doc_2cc9_sent_00064,"SlurmctldDebug (default is info)
 SlurmctldLogFile (if empty, log goes to syslog)
 SlurmdDebug (default is info)",", log",213,log,go to,syslog,3056,syslog,openie_spacy,2025-12-17T22:13:48Z
231,doc_2cc9,doc_2cc9_sent_00065,"SlurmdLogFile (if empty, log goes to syslog.",", log",213,log,go to,syslog,3056,syslog,openie_spacy,2025-12-17T22:13:48Z
232,doc_2cc9,doc_2cc9_sent_00074,"Job Accounting Storage
Used with the Job Accounting Gather Slurm can store the accounting information in many different fashions. Fill in your systems choice here
Select one value for AccountingStorageType:",Job Accounting Storage,3085,job accounting storage,store in,many different fashions,3088,fashion,openie_spacy,2025-12-17T22:13:48Z
233,doc_2cc9,doc_2cc9_sent_00077,"Options below are for use with a database to specify where the database is running and how to connect to it
 AccountingStorageHost: Host the database is running on for Job Accounting
 AccountingStoragePort:",the database,349,database,run for,"Job Accounting
 AccountingStoragePort",3094,accountingstorageport,openie_spacy,2025-12-17T22:13:48Z
234,doc_2cc9,doc_2cc9_sent_00081,"In the case of SlurmDBD, this will be an alternate socket name for use with a Munge daemon providing enterprise-wide authentication (while the default Munge socket would provide cluster-wide authentication only).",the default Munge socket,142,socket,provide,cluster-wide authentication,1807,authentication,openie_spacy,2025-12-17T22:13:48Z
235,doc_2cc9,doc_2cc9_sent_00085,"SlurmctldPidFile
 SlurmdPidFile
Timers
Slurm has a variety of timers to control when to consider a node DOWN, when to purge job records, how long to give a job to gracefully terminate, etc.","SlurmdPidFile
Timers
Slurm",82,slurm,have,a variety,2490,variety,openie_spacy,2025-12-17T22:13:48Z
236,doc_385e,doc_385e_sent_00001,"Slurm, using the default node allocation plug-in, allocates nodes to jobs in exclusive mode.",Slurm,82,slurm,allocate,nodes,409,node,openie_spacy,2025-12-17T22:13:48Z
237,doc_385e,doc_385e_sent_00001,"Slurm, using the default node allocation plug-in, allocates nodes to jobs in exclusive mode.",Slurm,82,slurm,allocate to,jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
238,doc_385e,doc_385e_sent_00002,"This means that even when all the resources within a node are not utilized by a given job, another job will not have access to these resources. Nodes possess resources such as processors, memory, swap, local disk, etc. and jobs consume these resources. The exclusive use default policy in Slurm can result in inefficient utilization of the cluster and of its nodes resources. Slurm's cons_tres plugin is available to manage resources on a much more fine-grained basis as described below.",another job,50,job,have,access,1241,access,openie_spacy,2025-12-17T22:13:48Z
239,doc_385e,doc_385e_sent_00002,"This means that even when all the resources within a node are not utilized by a given job, another job will not have access to these resources. Nodes possess resources such as processors, memory, swap, local disk, etc. and jobs consume these resources. The exclusive use default policy in Slurm can result in inefficient utilization of the cluster and of its nodes resources. Slurm's cons_tres plugin is available to manage resources on a much more fine-grained basis as described below.",Nodes,409,node,consume,these resources,830,resource,openie_spacy,2025-12-17T22:13:48Z
240,doc_385e,doc_385e_sent_00002,"This means that even when all the resources within a node are not utilized by a given job, another job will not have access to these resources. Nodes possess resources such as processors, memory, swap, local disk, etc. and jobs consume these resources. The exclusive use default policy in Slurm can result in inefficient utilization of the cluster and of its nodes resources. Slurm's cons_tres plugin is available to manage resources on a much more fine-grained basis as described below.",The exclusive use default policy,1253,policy,result in,inefficient utilization,2319,utilization,openie_spacy,2025-12-17T22:13:48Z
241,doc_385e,doc_385e_sent_00016,The cons_tres plugin also provides functionality specifically related to GPUs.,The cons_tres plugin,2331,cons_tre plugin,provide,functionality,129,functionality,openie_spacy,2025-12-17T22:13:48Z
242,doc_385e,doc_385e_sent_00027,"In the cases where Memory is a consumable resource, the RealMemory parameter must be set in the slurm.conf to define a node's amount of real memory.",the RealMemory parameter,268,parameter,set in,the slurm.conf,1593,slurm.conf,openie_spacy,2025-12-17T22:13:48Z
243,doc_385e,doc_385e_sent_00028,"The job submission commands (salloc, sbatch and srun) support the options --mem=MB and --mem-per-cpu=MB, permitting users to specify the maximum amount of real memory required per node or per allocated CPU.",The job submission commands,3530,job submission command,support,the options,215,option,openie_spacy,2025-12-17T22:13:48Z
244,doc_385e,doc_385e_sent_00029,This option is required in the environments where Memory is a consumable resource.,This option,215,option,require in,the environments,175,environment,openie_spacy,2025-12-17T22:13:48Z
245,doc_385e,doc_385e_sent_00030,It is important to specify enough memory since Slurm will not allow the application to use more than the requested amount of real memory. The default value for --mem is inherited from DefMemPerNode. See srun(1) for more details.,the application,364,application,use,more than the requested amount of real memory,116,memory,openie_spacy,2025-12-17T22:13:48Z
246,doc_385e,doc_385e_sent_00032,The Consumable Trackable Resource plugin is enabled via the SelectType parameter in the slurm.conf.,The Consumable Trackable Resource plugin,179,plugin,enable in,the slurm.conf,1593,slurm.conf,openie_spacy,2025-12-17T22:13:48Z
247,doc_385e,doc_385e_sent_00033,"# Excerpt from sample slurm.conf file
SelectType=select/cons_tres
General Comments
Slurm's default select/linear plugin is using a best fit algorithm based on number of consecutive nodes.","# Excerpt from sample slurm.conf file
SelectType=select/cons_tres
General Comments
Slurm's default select/linear plugin",179,plugin,use,a best fit algorithm,1081,algorithm,openie_spacy,2025-12-17T22:13:48Z
248,doc_385e,doc_385e_sent_00063,"On many systems with larger processor count, jobs typically run one fewer task than there are processors to minimize interference by the kernel and daemons.",jobs,50,job,run,one fewer task,222,task,openie_spacy,2025-12-17T22:13:48Z
249,doc_385e,doc_385e_sent_00063,"On many systems with larger processor count, jobs typically run one fewer task than there are processors to minimize interference by the kernel and daemons.",jobs,50,job,run on,many systems,119,system,openie_spacy,2025-12-17T22:13:48Z
250,doc_385e,doc_385e_sent_00066,"3 -N 3 sleep 120 &
[4] srun -n 1 sleep 120 &
[5] srun -n 3 sleep 120 &
The user launches them in the same order as listed above.",3 -N 3 sleep,2143,sleep,launch in,the same order,152,order,openie_spacy,2025-12-17T22:13:48Z
251,doc_385e,doc_385e_sent_00066,"3 -N 3 sleep 120 &
[4] srun -n 1 sleep 120 &
[5] srun -n 3 sleep 120 &
The user launches them in the same order as listed above.",The user,166,user,launch in,the same order,152,order,openie_spacy,2025-12-17T22:13:48Z
252,doc_385e,doc_385e_sent_00071,Job 3 is only using one CPU on each of the 3 nodes.,Job,50,job,use,one CPU,805,cpu,openie_spacy,2025-12-17T22:13:48Z
253,doc_385e,doc_385e_sent_00072,Job 4 can be allocated onto the remaining idle node (linux04) so Job 3 and Job 4 can run concurrently on the cluster.,Job,50,job,run on,the cluster,272,cluster,openie_spacy,2025-12-17T22:13:48Z
254,doc_385e,doc_385e_sent_00075,The advantage of the exclusive mode scheduling policy is that the a job gets all the resources of the assigned nodes for optimal parallel performance.,the a job,50,job,get,all the resources,830,resource,openie_spacy,2025-12-17T22:13:48Z
255,doc_385e,doc_385e_sent_00085,"Job 2, Job 3, and Job 4 are now running concurrently on the cluster.",Job,50,job,run on,the cluster,272,cluster,openie_spacy,2025-12-17T22:13:48Z
256,doc_385e,doc_385e_sent_00093,"We have added the --exclusive option to srun (see srun(1) for more details), which allows users to specify that they would like their nodes to be allocated in exclusive mode.",their nodes,409,node,allocate in,exclusive mode,3509,exclusive mode,openie_spacy,2025-12-17T22:13:48Z
257,doc_b406,doc_b406_sent_00001,"(Disclaimer: In this ""CPU Management"" section, the term ""consumable resource"" does not include memory.",the term,4257,term,include,memory,116,memory,openie_spacy,2025-12-17T22:13:48Z
258,doc_b406,doc_b406_sent_00001,"(Disclaimer: In this ""CPU Management"" section, the term ""consumable resource"" does not include memory.",the term,4257,term,include in,"this ""CPU Management"" section",1552,section,openie_spacy,2025-12-17T22:13:48Z
259,doc_b406,doc_b406_sent_00003,"The per-partition OverSubscribe setting applies to the entity being selected for scheduling:
When the select/linear plugin is enabled, the per-partition OverSubscribe setting controls whether or not the nodes are shared among jobs.",The per-partition OverSubscribe,2353,oversubscribe,set,applies to the entity,339,entity,openie_spacy,2025-12-17T22:13:48Z
260,doc_b406,doc_b406_sent_00005,"The following table describes this new functionality in more detail:
Selection SettingPer-partition OverSubscribe SettingResulting Behavior
SelectType=select/linearOverSubscribe=NOWhole nodes are allocated to jobs.",The following table,1357,table,describe,this new functionality,129,functionality,openie_spacy,2025-12-17T22:13:48Z
261,doc_b406,doc_b406_sent_00005,"The following table describes this new functionality in more detail:
Selection SettingPer-partition OverSubscribe SettingResulting Behavior
SelectType=select/linearOverSubscribe=NOWhole nodes are allocated to jobs.","Selection SettingPer-partition OverSubscribe SettingResulting Behavior
SelectType=select/linearOverSubscribe=NOWhole nodes",409,node,allocate to,jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
262,doc_b406,doc_b406_sent_00006,No node will run more than one job per partition/queue.,No node,409,node,run,more than one job,50,job,openie_spacy,2025-12-17T22:13:48Z
263,doc_b406,doc_b406_sent_00008,OverSubscribe=FORCEEach whole node can be allocated to multiple jobs up to the count specified per partition/queue (default 4 jobs per node),OverSubscribe=FORCEEach whole node,409,node,allocate to,multiple jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
264,doc_b406,doc_b406_sent_00010,No core will run more than one job per partition/queue.,No core,140,core,run,more than one job,50,job,openie_spacy,2025-12-17T22:13:48Z
265,doc_b406,doc_b406_sent_00012,OverSubscribe=FORCEEach core can be allocated to multiple jobs up to the count specified per partition/queue (default 4 jobs per core).,OverSubscribe=FORCEEach core,140,core,allocate to,multiple jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
266,doc_b406,doc_b406_sent_00014,No CPU will run more than one job per partition/queue.,No CPU,805,cpu,run,more than one job,50,job,openie_spacy,2025-12-17T22:13:48Z
267,doc_b406,doc_b406_sent_00016,OverSubscribe=FORCEEach CPU can be allocated to multiple jobs up to the count specified per partition/queue (default 4 jobs per CPU).,OverSubscribe=FORCEEach CPU,805,cpu,allocate to,multiple jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
268,doc_b406,doc_b406_sent_00018,No Socket will run more than one job per partition/queue.,No Socket,142,socket,run,more than one job,50,job,openie_spacy,2025-12-17T22:13:48Z
269,doc_b406,doc_b406_sent_00020,OverSubscribe=FORCEEach socket can be allocated to multiple jobs up to the count specified per partition/queue (default 4 jobs per socket).,OverSubscribe=FORCEEach socket,142,socket,allocate to,multiple jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
270,doc_b406,doc_b406_sent_00024,"Thus if one job allocates half of the CPUs on a node and then a second job is submitted that requires more than half of the CPUs, the consumable resource plugin will attempt to place this new job on other busy nodes that have more than half of the CPUs available for use.",one job,50,job,allocate on,a node,409,node,openie_spacy,2025-12-17T22:13:48Z
271,doc_b406,doc_b406_sent_00026,"The sharing functionality in the select/cons_tres plugin also supports the new OverSubscribe=FORCE:<num> syntax. If OverSubscribe=FORCE:3 is configured with a consumable resource plugin and CR_Core or CR_Core_Memory, then the plugin will run up to 3 jobs on each core of each node in the partition. If CR_Socket or CR_Socket_Memory is configured, then the plugin will run up to 3 jobs on each socket of each node in the partition.",The sharing functionality,129,functionality,support,the new OverSubscribe=FORCE:<num> syntax,1335,syntax,openie_spacy,2025-12-17T22:13:48Z
272,doc_b406,doc_b406_sent_00026,"The sharing functionality in the select/cons_tres plugin also supports the new OverSubscribe=FORCE:<num> syntax. If OverSubscribe=FORCE:3 is configured with a consumable resource plugin and CR_Core or CR_Core_Memory, then the plugin will run up to 3 jobs on each core of each node in the partition. If CR_Socket or CR_Socket_Memory is configured, then the plugin will run up to 3 jobs on each socket of each node in the partition.",OverSubscribe,2353,oversubscribe,configure with,a consumable resource plugin,3559,consumable resource plugin,openie_spacy,2025-12-17T22:13:48Z
273,doc_b406,doc_b406_sent_00026,"The sharing functionality in the select/cons_tres plugin also supports the new OverSubscribe=FORCE:<num> syntax. If OverSubscribe=FORCE:3 is configured with a consumable resource plugin and CR_Core or CR_Core_Memory, then the plugin will run up to 3 jobs on each core of each node in the partition. If CR_Socket or CR_Socket_Memory is configured, then the plugin will run up to 3 jobs on each socket of each node in the partition.",the plugin,179,plugin,run,up to 3 jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
274,doc_b406,doc_b406_sent_00026,"The sharing functionality in the select/cons_tres plugin also supports the new OverSubscribe=FORCE:<num> syntax. If OverSubscribe=FORCE:3 is configured with a consumable resource plugin and CR_Core or CR_Core_Memory, then the plugin will run up to 3 jobs on each core of each node in the partition. If CR_Socket or CR_Socket_Memory is configured, then the plugin will run up to 3 jobs on each socket of each node in the partition.",the plugin,179,plugin,run in,the partition,416,partition,openie_spacy,2025-12-17T22:13:48Z
275,doc_b406,doc_b406_sent_00027,"Nodes in Multiple Partitions
Slurm has supported configuring nodes in more than one partition since version 0.7.0. The following table describes how nodes configured in two partitions with different OverSubscribe settings will be allocated to jobs. Note that ""shared"" jobs are jobs that are submitted to partitions configured with OverSubscribe=FORCE or with OverSubscribe=YES and the job requested sharing with the srun --oversubscribe option.",Nodes,409,node,support in,more than one partition,416,partition,openie_spacy,2025-12-17T22:13:48Z
276,doc_b406,doc_b406_sent_00027,"Nodes in Multiple Partitions
Slurm has supported configuring nodes in more than one partition since version 0.7.0. The following table describes how nodes configured in two partitions with different OverSubscribe settings will be allocated to jobs. Note that ""shared"" jobs are jobs that are submitted to partitions configured with OverSubscribe=FORCE or with OverSubscribe=YES and the job requested sharing with the srun --oversubscribe option.",nodes,409,node,configure in,two partitions,416,partition,openie_spacy,2025-12-17T22:13:48Z
277,doc_b406,doc_b406_sent_00028,"Conversely, ""non-shared"" jobs are jobs that are submitted to partitions configured with OverSubscribe=NO or OverSubscribe=YES and the job did not request shareable resources.",the job,50,job,request,shareable resources,830,resource,openie_spacy,2025-12-17T22:13:48Z
278,doc_b406,doc_b406_sent_00029,"First job ""shareable""First job not ""shareable""
Second job ""shareable""Both jobs can run on the same nodes and may share resourcesJobs do not run on the same nodes
Second job not ""shareable""Jobs do not run on the same nodesJobs can run on the same nodes but will not share resources
The next table contains several scenarios with the select/cons_tres plugin enabled to further clarify how a node is used when it is configured in more than one partition and the partitions have different ""OverSubscribe"" policies.","""shareable""Both jobs",50,job,run on,the same nodes,409,node,openie_spacy,2025-12-17T22:13:48Z
279,doc_b406,doc_b406_sent_00029,"First job ""shareable""First job not ""shareable""
Second job ""shareable""Both jobs can run on the same nodes and may share resourcesJobs do not run on the same nodes
Second job not ""shareable""Jobs do not run on the same nodesJobs can run on the same nodes but will not share resources
The next table contains several scenarios with the select/cons_tres plugin enabled to further clarify how a node is used when it is configured in more than one partition and the partitions have different ""OverSubscribe"" policies.",the partitions,416,partition,have,"different ""OverSubscribe"" policies",1253,policy,openie_spacy,2025-12-17T22:13:48Z
280,doc_b406,doc_b406_sent_00030,"Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions assigned the same set of nodesJobs from either partition will be assigned to all available consumable resources. No consumable resource will be shared. One node could have 2 jobs running on it, and each job could be from a different partition.","Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions",416,partition,assign,the same set,70,set,openie_spacy,2025-12-17T22:13:48Z
281,doc_b406,doc_b406_sent_00030,"Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions assigned the same set of nodesJobs from either partition will be assigned to all available consumable resources. No consumable resource will be shared. One node could have 2 jobs running on it, and each job could be from a different partition.",One node,409,node,have,2 jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
282,doc_b406,doc_b406_sent_00031,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE, and the other is OverSubscribe=NOA node will only run jobs from one partition at a time. If a node is running jobs from the OverSubscribe=NO partition, then none of its consumable resources will be shared.",Two partitions,416,partition,assign,the same set,70,set,openie_spacy,2025-12-17T22:13:48Z
283,doc_b406,doc_b406_sent_00031,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE, and the other is OverSubscribe=NOA node will only run jobs from one partition at a time. If a node is running jobs from the OverSubscribe=NO partition, then none of its consumable resources will be shared.",OverSubscribe=NOA node,409,node,run,jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
284,doc_b406,doc_b406_sent_00031,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE, and the other is OverSubscribe=NOA node will only run jobs from one partition at a time. If a node is running jobs from the OverSubscribe=NO partition, then none of its consumable resources will be shared.",OverSubscribe=NOA node,409,node,run from,one partition,416,partition,openie_spacy,2025-12-17T22:13:48Z
285,doc_b406,doc_b406_sent_00032,"If a node is running jobs from the OverSubscribe=FORCE partition, then its consumable resources can be shared.",a node,409,node,run,jobs,50,job,openie_spacy,2025-12-17T22:13:48Z
286,doc_b406,doc_b406_sent_00033,Two OverSubscribe=FORCE partitions assigned the same set of nodesJobs from either partition will be assigned consumable resources.,Two OverSubscribe=FORCE partitions,416,partition,assign,the same set,70,set,openie_spacy,2025-12-17T22:13:48Z
