term_id,term_text,tf,idf,tf_idf,c_value,score
862,Resource allocation limits,2.00,1.92,3.83,3.17,3.37
873,install.config command,2.00,1.92,3.83,2.00,2.74
878,lsf_,2.00,1.92,3.83,0.00,2.11
884,first host,2.00,1.92,3.83,2.00,2.74
887,LSF client,2.00,1.92,3.83,1.00,2.74
903,AFS,2.00,1.92,3.83,0.00,3.61
904,demand basis,2.00,1.92,3.83,2.00,2.74
906,integration,2.00,1.92,3.83,0.00,2.11
910,job output,2.00,1.92,3.83,1.00,2.74
914,LSF files,2.00,1.92,3.83,2.00,2.74
921,Example directory structures,2.00,1.92,3.83,3.17,3.37
922,following figures,2.00,1.92,3.83,2.00,2.74
924,new installation,2.00,1.92,3.83,2.00,2.74
925,Microsoft Windows,2.00,1.92,3.83,0.00,2.74
926,products,2.00,1.92,3.83,0.00,2.11
927,platforms,2.00,1.92,3.83,0.00,2.11
928,directory structure,2.00,1.92,3.83,-0.75,2.74
930,new UNIX,2.00,1.92,3.83,2.00,2.74
931,Linux installation,2.00,1.92,3.83,2.00,2.74
933,Microsoft Windows directory structure,2.00,1.92,3.83,4.00,4.00
934,new Windows installation,2.00,1.92,3.83,3.17,3.37
936,important files,2.00,1.92,3.83,2.00,2.74
945,cluster users,2.00,1.92,3.83,2.00,2.74
948,log directories,2.00,1.92,3.83,0.00,2.74
952,LSF_ENVDIR parameter,2.00,1.92,3.83,2.00,2.74
953,LSF_ENVDIR,2.00,1.92,3.83,0.00,4.11
954,/etc directory,2.00,1.92,3.83,2.00,2.74
955,Defines,2.00,1.92,3.83,0.00,2.81
970,usr,2.00,1.92,3.83,0.00,2.11
981,modules,2.00,1.92,3.83,0.00,2.11
996,resource usage limits,2.00,1.92,3.83,1.58,3.37
998,sources,2.00,1.92,3.83,0.00,2.11
1033,LSF log directory,2.00,1.92,3.83,3.17,3.37
1034,LSF_LOGDIR parameter,2.00,1.92,3.83,2.00,2.74
1037,/tmp,2.00,1.92,3.83,0.00,2.11
1044,LSF batch workload system configuration,2.00,1.92,3.83,4.64,4.63
1050,Configure LSF,2.00,1.92,3.83,0.50,2.74
1053,LSF external LIM,2.00,1.92,3.83,3.17,3.37
1054,LSF administration commands,2.00,1.92,3.83,3.17,3.37
1073,LSF execution environment,2.00,1.92,3.83,3.17,3.37
1075,LSF Cluster Management,2.00,1.92,3.83,0.79,3.37
1079,source command,2.00,1.92,3.83,2.00,2.74
1100,lot,2.00,1.92,3.83,0.00,2.11
1110,LSF daemons lim,2.00,1.92,3.83,3.17,3.37
1113,current load levels,2.00,1.92,3.83,3.17,3.37
1114,LSF batch system configuration,2.00,1.92,3.83,1.00,4.00
1115,badmin command controls,2.00,1.92,3.83,3.17,3.37
1117,batch system status,2.00,1.92,3.83,3.17,3.37
1120,available queues,2.00,1.92,3.83,2.00,2.74
1121,Related concepts,2.00,1.92,3.83,2.00,2.74
1124,LSF configuration files,2.00,1.92,3.83,1.58,3.37
1126,Other messages,2.00,1.92,3.83,2.00,2.74
1129,Jul,2.00,1.92,3.83,0.00,2.81
1162,more help,2.00,1.92,3.83,2.00,2.74
1163,Normal status,2.00,1.92,3.83,2.00,2.74
1174,minus sign,2.00,1.92,3.83,2.00,2.74
1175,front,2.00,1.92,3.83,0.00,2.11
1179,Other useful commands,2.00,1.92,3.83,3.17,3.37
1180,bparams command,2.00,1.92,3.83,2.00,2.74
1181,LSF batch system configuration parameters,2.00,1.92,3.83,4.64,4.63
1182,bhist command,2.00,1.92,3.83,2.00,2.74
1183,historical information,2.00,1.92,3.83,2.00,2.74
1201,Total number,2.00,1.92,3.83,2.00,2.74
1205,RSV,2.00,1.92,3.83,0.00,3.61
1217,U JL,2.00,1.92,3.83,2.00,2.74
1218,P JL,2.00,1.92,3.83,2.00,2.74
1227,bqueues -l command,2.00,1.92,3.83,3.17,3.37
1228,normal low priority jobs,2.00,1.92,3.83,4.00,4.00
1229,default queue,2.00,1.92,3.83,2.00,2.74
1235,ut pg io,2.00,1.92,3.83,3.17,3.37
1237,SCHEDULING POLICIES,2.00,1.92,3.83,1.00,2.74
1252,scheduling queues,2.00,1.92,3.83,2.00,2.74
1253,job status,2.00,1.92,3.83,2.00,2.74
1254,bjobs,2.00,1.92,3.83,0.00,2.11
1256,other information,2.00,1.92,3.83,2.00,2.74
1257,bkill,2.00,1.92,3.83,0.00,2.11
1258,Use LSF commands,2.00,1.92,3.83,3.17,3.37
1259,bstop,2.00,1.92,3.83,0.00,2.11
1260,resume,2.00,1.92,3.83,0.00,2.11
1261,lsgrun,2.00,1.92,3.83,0.00,2.11
1262,current local host,2.00,1.92,3.83,3.17,3.37
1263,appropriate host type,2.00,1.92,3.83,3.17,3.37
1264,lsgrun command,2.00,1.92,3.83,2.00,2.74
1276,short,2.00,1.92,3.83,0.00,2.11
1280,standard error,2.00,1.92,3.83,2.00,2.74
1295,SUBMIT_TIME,2.00,1.92,3.83,0.00,4.11
1296,user1 RUN normal hosta hostb sleep,2.00,1.92,3.83,5.17,5.26
1298,sleep,2.00,1.92,3.83,0.00,2.11
1305,own jobs,2.00,1.92,3.83,2.00,2.74
1312,root lsf,2.00,1.92,3.83,2.00,2.74
1316,Nov,2.00,1.92,3.83,0.00,2.81
1317,hostname command,2.00,1.92,3.83,2.00,2.74
1326,hostb,2.00,1.92,3.83,0.00,2.11
1328,Wrapper shell scripts,2.00,1.92,3.83,3.17,3.37
1330,application source code,2.00,1.92,3.83,3.17,3.37
1331,interfaces,2.00,1.92,3.83,0.00,2.11
1335,wrapper script,2.00,1.92,3.83,2.00,2.74
1342,rusage,2.00,1.92,3.83,0.00,2.11
1351,Wrapper binary programs,2.00,1.92,3.83,3.17,3.37
1363,IBM,2.00,1.92,3.83,0.00,3.61
1374,LSF users,2.00,1.92,3.83,1.00,2.74
1375,own .cshrc,2.00,1.92,3.83,2.00,2.74
1376,LSF installation script lsfinstall,2.00,1.92,3.83,4.00,4.00
1378,additional jobs,2.00,1.92,3.83,2.00,2.74
1380,other configuration files,2.00,1.92,3.83,3.17,3.37
1381,Edit,2.00,1.92,3.83,0.00,2.81
1384,Edit lsb.queues,2.00,1.92,3.83,2.00,2.74
1388,contents,2.00,1.92,3.83,0.00,2.11
1389,LSF_TOP directory,2.00,1.92,3.83,2.00,2.74
1392,Kernel,2.00,1.92,3.83,0.00,2.81
1398,IBM Passport Advantage,2.00,1.92,3.83,3.17,3.37
1410,LSF installation script directory,2.00,1.92,3.83,4.00,4.00
1411,b. Change,2.00,1.92,3.83,2.00,2.74
1412,installation script directory,2.00,1.92,3.83,0.00,3.37
1413,# cd,2.00,1.92,3.83,2.00,2.74
1418,Installing IBM Spectrum LSF,2.00,1.92,3.83,4.00,4.00
1431,% lsadmin reconfig,2.00,1.92,3.83,3.17,3.37
1433,lsadmin reconfig command checks,2.00,1.92,3.83,4.00,4.00
1439,badmin reconfig command checks,2.00,1.92,3.83,4.00,4.00
1447,IBM Spectrum LSF Cluster Management,2.00,1.92,3.83,4.64,4.63
1472,Begin Queue,2.00,1.92,3.83,2.00,2.74
1476,End Queue,2.00,1.92,3.83,2.00,2.74
1497,Configure LSF daemons,2.00,1.92,3.83,3.17,3.37
1510,ID mode bit,2.00,1.92,3.83,3.17,3.37
1515,install directory,2.00,1.92,3.83,2.00,2.74
1548,N Y,2.00,1.92,3.83,2.00,2.74
1555,license resources,2.00,1.92,3.83,2.00,2.74
1578,ELIM program,2.00,1.92,3.83,1.00,2.74
1594,IBM Support,2.00,1.92,3.83,-1.00,2.74
1598,lsadmin reconfig,2.00,1.92,3.83,0.00,2.74
1599,badmin reconfig,2.00,1.92,3.83,-1.50,2.74
1600,lsload,2.00,1.92,3.83,0.00,2.11
1606,minute,2.00,1.92,3.83,0.00,2.11
1616,indices,2.00,1.92,3.83,0.00,2.11
1619,Most problems,2.00,1.92,3.83,2.00,2.74
1620,incorrect installation,2.00,1.92,3.83,2.00,2.74
1622,Log messages,2.00,1.92,3.83,2.00,2.74
1623,lsadmin ckconfig,2.00,1.92,3.83,0.75,2.74
1634,lsadmin ckconfig -v command,2.00,1.92,3.83,4.00,4.00
1635,command output,2.00,1.92,3.83,1.00,2.74
1643,first few hosts,2.00,1.92,3.83,3.17,3.37
1651,LIM error log,2.00,1.92,3.83,3.17,3.37
1657,local LIM,2.00,1.92,3.83,2.00,2.74
1662,LIM error,2.00,1.92,3.83,0.00,2.74
1677,IPv6 address,2.00,1.92,3.83,2.00,2.74
1689,User permission,2.00,1.92,3.83,2.00,2.74
1694,setuid bit set,2.00,1.92,3.83,3.17,3.37
1698,nosuid flag,2.00,1.92,3.83,2.00,2.74
1712,characters,2.00,1.92,3.83,0.00,2.11
1723,different name,2.00,1.92,3.83,2.00,2.74
1735,process groups,2.00,1.92,3.83,0.60,2.74
1759,Unknown host type,2.00,1.92,3.83,3.17,3.37
1763,bctrld,2.00,1.92,3.83,0.00,2.11
1771,automatic detection,2.00,1.92,3.83,2.00,2.74
1772,incorrect CPU factors,2.00,1.92,3.83,3.17,3.37
1773,DEFAULT type,2.00,1.92,3.83,2.00,2.74
1775,DEFAULT host type,2.00,1.92,3.83,3.17,3.37
1786,NTX,2.00,1.92,3.83,0.00,3.61
1787,Host Architecture,2.00,1.92,3.83,2.00,2.74
1819,General errors,2.00,1.92,3.83,2.00,2.74
1827,swap space,2.00,1.92,3.83,1.00,2.74
1833,tcp,2.00,1.92,3.83,0.00,2.11
1838,identd daemon,2.00,1.92,3.83,2.00,2.74
1843,protocol error,2.00,1.92,3.83,2.00,2.74
1859,init_AcceptSock,2.00,1.92,3.83,0.00,4.11
1860,exiting,2.00,1.92,3.83,0.00,2.11
1863,initSock,2.00,1.92,3.83,0.00,4.11
1892,section resource,2.00,1.92,3.83,2.00,2.74
1903,rcvLoadVector,2.00,1.92,3.83,0.00,4.11
1904,Sender,2.00,1.92,3.83,0.00,2.81
1905,config,2.00,1.92,3.83,0.00,2.11
1918,doacceptconn,2.00,1.92,3.83,0.00,2.11
1929,resControl,2.00,1.92,3.83,0.00,4.11
1949,jobfile,2.00,1.92,3.83,0.00,2.11
1954,rmLogJobInfo,2.00,1.92,3.83,0.00,4.11
1961,lock file,2.00,1.92,3.83,2.00,2.74
1967,lost_and_found,2.00,1.92,3.83,0.00,2.11
1982,LIM API,2.00,1.92,3.83,2.00,2.74
1993,retry error message,2.00,1.92,3.83,3.17,3.37
2001,mbatchd daemonThe mbatchd daemon,2.00,1.92,3.83,4.00,4.00
2012,Internal library error,2.00,1.92,3.83,3.17,3.37
2022,work files,2.00,1.92,3.83,1.00,2.74
2023,ego.cluster,2.00,1.92,3.83,0.00,2.11
2061,linear,2.00,1.92,3.83,0.00,2.11
2064,individual sockets,2.00,1.92,3.83,2.00,2.74
2069,SelectTypeParameters,2.00,1.92,3.83,0.00,4.11
2076,boards,2.00,1.92,3.83,0.00,2.11
2078,PartitionName,2.00,1.92,3.83,0.00,4.11
2079,Several parameters,2.00,1.92,3.83,2.00,2.74
2081,OverSubscribe,2.00,1.92,3.83,0.00,4.11
2082,MaxNodes,2.00,1.92,3.83,0.00,4.11
2084,SelectTypeselect,2.00,1.92,3.83,0.00,4.11
2085,cons_tresControls,2.00,1.92,3.83,0.00,4.11
2088,CR_CPU_Memory,2.00,1.92,3.83,0.00,2.81
2089,CR_Core,2.00,1.92,3.83,0.00,2.81
2090,CR_Core_Memory,2.00,1.92,3.83,0.00,2.81
2091,CR_Socket,2.00,1.92,3.83,0.00,2.81
2092,| CR_Socket_Memory,2.00,1.92,3.83,2.00,2.74
2093,additional options,2.00,1.92,3.83,2.00,2.74
2094,other aspects,2.00,1.92,3.83,2.00,2.74
2095,CPU resource allocation,2.00,1.92,3.83,3.17,3.37
2100,specified layout,2.00,1.92,3.83,2.00,2.74
2101,ARestricts node selection,2.00,1.92,3.83,3.17,3.37
2102,contiguous nodes,2.00,1.92,3.83,2.00,2.74
2103,specified number,2.00,1.92,3.83,2.00,2.74
2104,APrevents sharing,2.00,1.92,3.83,2.00,2.74
2106,node file,2.00,1.92,3.83,2.00,2.74
2107,specific nodes,2.00,1.92,3.83,2.00,2.74
2108,memory_bound,2.00,1.92,3.83,0.00,2.11
2113,block allocation,2.00,1.92,3.83,0.00,2.74
2114,available CPUs,2.00,1.92,3.83,2.00,2.74
2121,arbitrary,2.00,1.92,3.83,0.00,2.11
2124,resource sharing,2.00,1.92,3.83,2.00,2.74
2125,same node,2.00,1.92,3.83,2.00,2.74
2139,CPU binding,2.00,1.92,3.83,2.00,2.74
2149,scontrol,2.00,1.92,3.83,0.00,2.11
2151,Slurm abstract CPU ids,2.00,1.92,3.83,4.00,4.00
2152,hardware CPU ids,2.00,1.92,3.83,3.17,3.37
2155,Linux command,2.00,1.92,3.83,2.00,2.74
2167,srun option,2.00,1.92,3.83,2.00,2.74
2210,cyclic distribution,2.00,1.92,3.83,-1.00,2.74
2211,Distribute tasks,2.00,1.92,3.83,2.00,2.74
2215,blocks,2.00,1.92,3.83,0.00,2.11
2219,node n,2.00,1.92,3.83,2.00,2.74
2227,default distribution method,2.00,1.92,3.83,3.17,3.37
2232,task ids,2.00,1.92,3.83,2.00,2.74
2233,Allocate cores,2.00,1.92,3.83,2.00,2.74
2235,Distribute cores,2.00,1.92,3.83,2.00,2.74
2236,block distribution method,2.00,1.92,3.83,3.17,3.37
36,cgroup,2.00,1.51,3.02,0.00,1.66
102,user ID,2.00,1.51,3.02,1.00,2.16
117,usernames,2.00,1.51,3.02,0.00,1.66
121,data,2.00,1.51,3.02,0.00,1.66
127,choice,2.00,1.51,3.02,0.00,1.66
145,UIDs,2.00,1.51,3.02,0.00,2.36
171,job completion,2.00,1.51,3.02,0.75,2.16
208,libraries,2.00,1.51,3.02,0.00,1.66
258,pages,2.00,1.51,3.02,0.00,1.66
290,columns,2.00,1.51,3.02,0.00,1.66
297,assumption,2.00,1.51,3.02,0.00,1.66
318,environment,2.00,1.51,3.02,0.00,1.66
333,default behavior,2.00,1.51,3.02,2.00,2.16
334,policies,2.00,1.51,3.02,0.00,1.66
354,Boolean,2.00,1.51,3.02,0.00,2.36
375,warning message,2.00,1.51,3.02,2.00,2.16
382,LogFile,2.00,1.51,3.02,0.00,3.66
386,places,2.00,1.51,3.02,0.00,1.66
390,prefix,2.00,1.51,3.02,0.00,1.66
400,separate machine,2.00,1.51,3.02,2.00,2.16
481,amount,2.00,1.51,3.02,0.00,1.66
548,job submission command,2.00,1.51,3.02,3.17,2.66
562,child,2.00,1.51,3.02,0.00,1.66
603,track,2.00,1.51,3.02,0.00,1.66
606,Slurm accounting,2.00,1.51,3.02,0.00,2.16
609,statistics,2.00,1.51,3.02,0.00,1.66
611,user processes,2.00,1.51,3.02,2.00,2.16
622,interval,2.00,1.51,3.02,0.00,1.66
787,selection,2.00,1.51,3.02,0.00,1.66
1273,job options,2.00,1.51,3.02,2.00,2.16
1397,download,2.00,1.51,3.02,0.00,1.66
6,simple text file,1.00,1.92,1.92,1.58,2.13
9,sacct command,1.00,1.92,1.92,1.00,1.73
11,individual tasks,1.00,1.92,1.92,1.00,1.73
12,load imbalance,1.00,1.92,1.92,1.00,1.73
14,sstat command,1.00,1.92,1.92,1.00,1.73
16,valuable information,1.00,1.92,1.92,1.00,1.73
17,imbalance,1.00,1.92,1.92,0.00,1.33
20,particular time interval,1.00,1.92,1.92,1.58,2.13
21,distinct plugin types,1.00,1.92,1.92,1.58,2.13
22,resource accounting,1.00,1.92,1.92,1.00,1.73
23,Slurm configuration parameters,1.00,1.92,1.92,0.00,2.13
27,detailed job,1.00,1.92,1.92,1.00,1.73
28,job step information,1.00,1.92,1.92,1.58,2.13
32,mechanism,1.00,1.92,1.92,0.00,1.33
33,Supported values,1.00,1.92,1.92,1.00,1.73
34,jobacct_gather,1.00,1.92,1.92,0.00,1.33
38,job completion information,1.00,1.92,1.92,1.58,2.13
39,job name,1.00,1.92,1.92,1.00,1.73
43,completion time,1.00,1.92,1.92,1.00,1.73
44,exit status,1.00,1.92,1.92,1.00,1.73
45,preservation,1.00,1.92,1.92,0.00,1.33
46,only basic job information,1.00,1.92,1.92,2.00,2.52
47,minimal overhead,1.00,1.92,1.92,1.00,1.73
50,appropriate plugin,1.00,1.92,1.92,1.00,1.73
56,job_completions,1.00,1.92,1.92,0.00,1.33
57,similar tool,1.00,1.92,1.92,1.00,1.73
59,SIGUSR2 signal,1.00,1.92,1.92,1.00,1.73
60,slurmctld daemon,1.00,1.92,1.92,1.00,1.73
61,new log files,1.00,1.92,1.92,1.58,2.13
64,password data,1.00,1.92,1.92,1.00,1.73
65,Slurm control daemon,1.00,1.92,1.92,1.58,2.13
66,user commands,1.00,1.92,1.92,1.00,1.73
69,database security,1.00,1.92,1.92,1.00,1.73
70,intermediate daemon,1.00,1.92,1.92,1.00,1.73
74,such services,1.00,1.92,1.92,1.00,1.73
78,Slurm SQL,1.00,1.92,1.92,1.00,1.73
79,database use,1.00,1.92,1.92,1.00,1.73
80,other Slurm commands,1.00,1.92,1.92,1.58,2.13
83,slurmdbd RPMs,1.00,1.92,1.92,1.00,1.73
84,server,1.00,1.92,1.92,0.00,1.33
85,MySQL plugin,1.00,1.92,1.92,1.00,1.73
86,SlurmDBD plugin,1.00,1.92,1.92,1.00,1.73
88,sacctmgr list cluster,1.00,1.92,1.92,1.58,2.13
91,Failure,1.00,1.92,1.92,0.00,2.03
92,switch,1.00,1.92,1.92,0.00,1.33
93,new version,1.00,1.92,1.92,1.00,1.73
94,same time,1.00,1.92,1.92,1.00,1.73
95,unexpected results,1.00,1.92,1.92,1.00,1.73
96,Infrastructure,1.00,1.92,1.92,0.00,2.03
97,multiple clusters,1.00,1.92,1.92,1.00,1.73
98,single location,1.00,1.92,1.92,1.00,1.73
99,constraints,1.00,1.92,1.92,0.00,1.33
100,user naming,1.00,1.92,1.92,1.00,1.73
103,same person,1.00,1.92,1.92,1.00,1.73
105,user ID numbers,1.00,1.92,1.92,1.58,2.13
111,consistent names,1.00,1.92,1.92,1.00,1.73
115,lowercase usernames,1.00,1.92,1.92,1.00,1.73
118,uppercase characters,1.00,1.92,1.92,1.00,1.73
119,best way,1.00,1.92,1.92,1.00,1.73
120,security,1.00,1.92,1.92,0.00,1.33
124,purpose,1.00,1.92,1.92,0.00,1.33
125,normal MUNGE configuration,1.00,1.92,1.92,1.58,2.13
128,single MUNGE key,1.00,1.92,1.92,1.58,2.13
129,unique key,1.00,1.92,1.92,1.00,1.73
130,second key,1.00,1.92,1.92,1.00,1.73
131,MUNGE enhancements,1.00,1.92,1.92,1.00,1.73
132,keys,1.00,1.92,1.92,0.00,1.33
133,single configuration file,1.00,1.92,1.92,1.58,2.13
134,different daemons,1.00,1.92,1.92,1.00,1.73
135,different configurations,1.00,1.92,1.92,1.00,1.73
136,different keys,1.00,1.92,1.92,1.00,1.73
137,key files,1.00,1.92,1.92,1.00,1.73
138,file option,1.00,1.92,1.92,1.00,1.73
139,proper key,1.00,1.92,1.92,1.00,1.73
140,distinct local domain sockets,1.00,1.92,1.92,2.00,2.52
141,local domain socket,1.00,1.92,1.92,0.00,2.13
142,SlurmDBD configuration files,1.00,1.92,1.92,1.58,2.13
144,authentication module,1.00,1.92,1.92,1.00,1.73
146,same i d,1.00,1.92,1.92,1.58,2.13
149,passwd file,1.00,1.92,1.92,1.00,1.73
150,database server,1.00,1.92,1.92,0.00,1.73
151,DBD,1.00,1.92,1.92,0.00,2.83
152,action,1.00,1.92,1.92,0.00,1.33
154,accounting tools,1.00,1.92,1.92,1.00,1.73
156,LDAP server,1.00,1.92,1.92,1.00,1.73
157,Storage Backup Host,1.00,1.92,1.92,1.58,2.13
158,backup instance,1.00,1.92,1.92,1.00,1.73
159,AccountingStorageBackupHost,1.00,1.92,1.92,0.00,3.33
160,DbdBackupHost,1.00,1.92,1.92,0.00,3.33
161,backup host,1.00,1.92,1.92,0.00,1.73
162,different machine,1.00,1.92,1.92,1.00,1.73
163,primary instance,1.00,1.92,1.92,1.00,1.73
165,same database,1.00,1.92,1.92,1.00,1.73
166,same users,1.00,1.92,1.92,0.00,1.73
167,GIDs,1.00,1.92,1.92,0.00,2.03
168,network page,1.00,1.92,1.92,1.00,1.73
169,visual representation,1.00,1.92,1.92,1.00,1.73
170,Slurm JobComp Configuration,1.00,1.92,1.92,1.58,2.13
174,accounting storage plugin,1.00,1.92,1.92,1.58,2.13
178,database server executes,1.00,1.92,1.92,1.58,2.13
180,job completion data,1.00,1.92,1.92,1.58,2.13
182,JobCompPort,1.00,1.92,1.92,0.00,3.33
185,jobcomp plugin,1.00,1.92,1.92,1.00,1.73
187,JobCompUser,1.00,1.92,1.92,0.00,3.33
188,JobCompParams,1.00,1.92,1.92,0.00,3.33
189,arbitrary text string,1.00,1.92,1.92,1.58,2.13
193,user entities,1.00,1.92,1.92,1.00,1.73
197,preferred database,1.00,1.92,1.92,1.00,1.73
198,Upgrade Guide,1.00,1.92,1.92,1.00,1.73
199,place upgrades,1.00,1.92,1.92,1.00,1.73
200,DB server packages,1.00,1.92,1.92,1.58,2.13
201,development package,1.00,1.92,1.92,1.00,1.73
203,InnoDB storage engine,1.00,1.92,1.92,1.58,2.13
204,MySQL installation,1.00,1.92,1.92,1.00,1.73
205,rollback,1.00,1.92,1.92,0.00,1.33
206,configure script,1.00,1.92,1.92,1.00,1.73
207,mysql_config,1.00,1.92,1.92,0.00,1.33
209,headers,1.00,1.92,1.92,0.00,1.33
210,mysql_config script,1.00,1.92,1.92,1.00,1.73
211,mysql_config option,1.00,1.92,1.92,1.00,1.73
212,successful configure,1.00,1.92,1.92,1.00,1.73
214,bin/mysql_config,1.00,1.92,1.92,1.58,2.13
215,MySQL test program,1.00,1.92,1.92,1.58,2.13
217,first time,1.00,1.92,1.92,1.00,1.73
218,several MySQL,1.00,1.92,1.92,1.00,1.73
219,MariaDB server settings,1.00,1.92,1.92,1.58,2.13
221,available memory,1.00,1.92,1.92,0.00,1.73
222,SQL server,1.00,1.92,1.92,0.00,1.73
223,GiB.,1.00,1.92,1.92,0.00,3.33
225,large Slurm databases,1.00,1.92,1.92,1.58,2.13
226,old records,1.00,1.92,1.92,0.00,1.73
227,innodb_buffer_pool_size,1.00,1.92,1.92,0.00,1.33
228,innodb_log_files_in_group,1.00,1.92,1.92,0.00,1.33
229,unnecessary small writes,1.00,1.92,1.92,1.58,2.13
230,disk,1.00,1.92,1.92,0.00,1.33
231,mind,1.00,1.92,1.92,0.00,1.33
232,recovery times,1.00,1.92,1.92,1.00,1.73
233,SQL server shuts,1.00,1.92,1.92,1.58,2.13
234,innodb_redo_log_capacity,1.00,1.92,1.92,0.00,1.33
235,MySQL 8.0.30 +,1.00,1.92,1.92,1.58,2.13
236,innodb_lock_wait_timeout,1.00,1.92,1.92,0.00,1.33
238,max_allowed_packet,1.00,1.92,1.92,0.00,1.33
239,older SQL server versions,1.00,1.92,1.92,2.00,2.52
240,job_script,1.00,1.92,1.92,0.00,1.33
243,| innodb_buffer_pool_size |,1.00,1.92,1.92,1.58,2.13
247,cat my.cnf,1.00,1.92,1.92,1.00,1.73
248,mysqld,1.00,1.92,1.92,0.00,1.33
249,MySQL versions,1.00,1.92,1.92,1.00,1.73
251,COMPACT,1.00,1.92,1.92,0.00,2.83
255,recent versions,1.00,1.92,1.92,1.00,1.73
257,row format,1.00,1.92,1.92,-1.00,1.73
259,DML operations,1.00,1.92,1.92,1.00,1.73
260,specific situations,1.00,1.92,1.92,1.00,1.73
263,database version,1.00,1.92,1.92,1.00,1.73
264,InnoDB error,1.00,1.92,1.92,1.00,1.73
266,conversion,1.00,1.92,1.92,0.00,1.33
267,Warning,1.00,1.92,1.92,0.00,2.03
270,row size,1.00,1.92,1.92,1.00,1.73
271,size,1.00,1.92,1.92,0.00,1.33
272,index leaf page,1.00,1.92,1.92,1.58,2.13
273,innodb_default_row_format variable,1.00,1.92,1.92,1.00,1.73
279,SHOW TABLE STATUS,1.00,1.92,1.92,1.58,2.13
281,table columns,1.00,1.92,1.92,1.00,1.73
282,insensitive one,1.00,1.92,1.92,1.00,1.73
283,MySQL databases,1.00,1.92,1.92,1.00,1.73
284,collation,1.00,1.92,1.92,0.00,1.33
285,sensitive one,1.00,1.92,1.92,1.00,1.73
287,_ ci suffix,1.00,1.92,1.92,1.58,2.13
288,insensitive collation,1.00,1.92,1.92,1.00,1.73
289,SELECT default_collation_name,1.00,1.92,1.92,1.00,1.73
291,SELECT table_name,1.00,1.92,1.92,1.00,1.73
292,column_name,1.00,1.92,1.92,0.00,1.33
293,collation_name,1.00,1.92,1.92,0.00,1.33
294,' % _ ci,1.00,1.92,1.92,2.00,2.52
295,simplicity,1.00,1.92,1.92,0.00,1.33
296,sake,1.00,1.92,1.92,0.00,1.33
298,storage plugin,1.00,1.92,1.92,0.00,1.73
299,minimal security,1.00,1.92,1.92,1.00,1.73
300,Several Slurm configuration parameters,1.00,1.92,1.92,2.00,2.52
301,archiving information,1.00,1.92,1.92,1.00,1.73
302,separate configuration file,1.00,1.92,1.92,1.58,2.13
303,separate section,1.00,1.92,1.92,1.00,1.73
304,job completion records,1.00,1.92,1.92,1.58,2.13
306,AccountingStorage,1.00,1.92,1.92,0.00,3.33
311,invalid accounts,1.00,1.92,1.92,1.00,1.73
313,qos .,1.00,1.92,1.92,1.00,1.73
315,job information,1.00,1.92,1.92,0.00,1.73
317,step information,1.00,1.92,1.92,0.00,1.73
319,utilization,1.00,1.92,1.92,0.00,1.33
320,valid qos,1.00,1.92,1.92,1.00,1.73
321,Quality,1.00,1.92,1.92,0.00,2.03
323,QOS values,1.00,1.92,1.92,1.00,1.73
324,QOS limits,1.00,1.92,1.92,1.00,1.73
326,minutes limit,1.00,1.92,1.92,1.00,1.73
327,completion,1.00,1.92,1.92,0.00,1.33
328,option set,1.00,1.92,1.92,1.00,1.73
335,external slurmdbds,1.00,1.92,1.92,1.00,1.73
338,non-external cluster,1.00,1.92,1.92,2.00,2.52
339,AccountingStoragePass,1.00,1.92,1.92,0.00,3.33
341,database type storage plugins,1.00,1.92,1.92,2.00,2.52
342,Database Daemon,1.00,1.92,1.92,-4.00,1.73
343,MUNGE authentication,1.00,1.92,1.92,1.00,1.73
344,MUNGE daemon,1.00,1.92,1.92,-0.33,1.73
346,alternate MUNGE daemon,1.00,1.92,1.92,1.58,2.13
347,/var,1.00,1.92,1.92,0.00,1.33
349,global.socket.,1.00,1.92,1.92,0.00,1.33
351,NULL,1.00,1.92,1.92,0.00,2.83
352,unique name,1.00,1.92,1.92,1.00,1.73
353,TrackWCKey,1.00,1.92,1.92,0.00,3.33
355,Workload Characterization Key,1.00,1.92,1.92,1.58,2.13
356,orthogonal way,1.00,1.92,1.92,1.00,1.73
357,unrelated accounts,1.00,1.92,1.92,1.00,1.73
358,SlurmDBD Configuration,1.00,1.92,1.92,0.00,1.73
359,own configuration file,1.00,1.92,1.92,1.58,2.13
361,unauthorized access,1.00,1.92,1.92,1.00,1.73
362,database login name,1.00,1.92,1.92,1.58,2.13
363,complete description,1.00,1.92,1.92,1.00,1.73
364,AuthInfo,1.00,1.92,1.92,0.00,3.33
365,second MUNGE daemon,1.00,1.92,1.92,1.58,2.13
367,enterprise,1.00,1.92,1.92,0.00,1.33
368,authentication method,1.00,1.92,1.92,1.00,1.73
369,Slurm components,1.00,1.92,1.92,1.00,1.73
370,auth,1.00,1.92,1.92,0.00,1.33
371,DbdHost,1.00,1.92,1.92,0.00,3.33
372,node name,1.00,1.92,1.92,1.00,1.73
373,full domain name,1.00,1.92,1.92,1.58,2.13
376,DbdPort,1.00,1.92,1.92,0.00,3.33
377,port number,1.00,1.92,1.92,1.00,1.73
379,system build time,1.00,1.92,1.92,1.58,2.13
380,AccountingStoragePort parameter,1.00,1.92,1.92,1.00,1.73
