edge_id,head_lemma,relation_label,tail_lemma,head_term,tail_term,relation_type,doc_id,chunk_id,confidence,evidence_json,raw_json
26,assocgrpcpulimit,controls,billing limit,AssocGrpCpuLimit,Billing limit,config_dependency,doc_405b,doc_405b_chunk_0002,0.9,"{""head_lemma"": ""assocgrpcpulimit"", ""tail_lemma"": ""billing limit"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""reason"": ""AssocGrpCpuLimit is a configuration parameter that sets the aggregate CPU limit, which affects the Billing limit."", ""confidence"": 0.9, ""raw_item"": {""head"": ""assocgrpcpulimit"", ""tail"": ""billing limit"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""AssocGrpCpuLimit is a configuration parameter that sets the aggregate CPU limit, which affects the Billing limit.""}}","{
  ""relations"": [
    {
      ""head"": ""assocgrpbb"",
      ""tail"": ""burst buffer"",
      ""relation"": ""affects_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""AssocGrpBB indicates that the job's association has reached its aggregate Burst Buffer limit.""
    },
    {
      ""head"": ""assocgrpcpulimit"",
      ""tail"": ""billing limit"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""AssocGrpCpuLimit is a configuration parameter that sets the aggregate CPU limit, which affects the Billing limit.""
    }
  ]
}"
27,accountingstoreflags,config_dependency,max_script_size,AccountingStoreFlags,max_script_size,config_dependency,doc_4387,doc_4387_chunk_0008,0.9,"{""head_lemma"": ""accountingstoreflags"", ""tail_lemma"": ""max_script_size"", ""relation"": ""config_dependency"", ""relation_type"": ""config_dependency"", ""reason"": ""AccountingStoreFlags config parameter requires max_script_size to be greater than its value."", ""confidence"": 0.9, ""raw_item"": {""head"": ""accountingstoreflags"", ""tail"": ""max_script_size"", ""relation"": ""config_dependency"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""AccountingStoreFlags config parameter requires max_script_size to be greater than its value.""}}","{
  ""relations"": [
    {
      ""head"": ""accountingstoreflags"",
      ""tail"": ""max_script_size"",
      ""relation"": ""config_dependency"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""AccountingStoreFlags config parameter requires max_script_size to be greater than its value.""
    },
    {
      ""head"": ""innodb_buffer_pool_size"",
      ""tail"": ""mysql"",
      ""relation"": ""affects_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""innodb_buffer_pool_size config parameter affects the MySQL server's memory usage.""
    }
  ]
}"
28,innodb_buffer_pool_size,affects_resource,mysql,innodb_buffer_pool_size,mysql,command_resource,doc_4387,doc_4387_chunk_0008,0.9,"{""head_lemma"": ""innodb_buffer_pool_size"", ""tail_lemma"": ""mysql"", ""relation"": ""affects_resource"", ""relation_type"": ""command_resource"", ""reason"": ""innodb_buffer_pool_size config parameter affects the MySQL server's memory usage."", ""confidence"": 0.9, ""raw_item"": {""head"": ""innodb_buffer_pool_size"", ""tail"": ""mysql"", ""relation"": ""affects_resource"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""innodb_buffer_pool_size config parameter affects the MySQL server's memory usage.""}}","{
  ""relations"": [
    {
      ""head"": ""accountingstoreflags"",
      ""tail"": ""max_script_size"",
      ""relation"": ""config_dependency"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""AccountingStoreFlags config parameter requires max_script_size to be greater than its value.""
    },
    {
      ""head"": ""innodb_buffer_pool_size"",
      ""tail"": ""mysql"",
      ""relation"": ""affects_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""innodb_buffer_pool_size config parameter affects the MySQL server's memory usage.""
    }
  ]
}"
29,mysql,manages_database,slurm_acct_db,MySQL,slurm_acct_db,component_interaction,doc_4387,doc_4387_chunk_0016,0.9,"{""head_lemma"": ""mysql"", ""tail_lemma"": ""slurm_acct_db"", ""relation"": ""manages_database"", ""relation_type"": ""component_interaction"", ""reason"": ""MySQL manages the slurm_acct_db database as shown by the 'grant all on slurm_acct_db.*' command."", ""confidence"": 0.9, ""raw_item"": {""head"": ""mysql"", ""tail"": ""slurm_acct_db"", ""relation"": ""manages_database"", ""relation_type"": ""component_interaction"", ""confidence"": 0.9, ""reason"": ""MySQL manages the slurm_acct_db database as shown by the 'grant all on slurm_acct_db.*' command.""}}","{
  ""relations"": [
    {
      ""head"": ""mysql"",
      ""tail"": ""slurm_acct_db"",
      ""relation"": ""manages_database"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""MySQL manages the slurm_acct_db database as shown by the 'grant all on slurm_acct_db.*' command.""
    }
  ]
}"
30,slurm,provides_version,slurm version,Slurm,Slurm version,config_dependency,doc_4657,doc_4657_chunk_0001,0.9,"{""head_lemma"": ""slurm"", ""tail_lemma"": ""slurm version"", ""relation"": ""provides_version"", ""relation_type"": ""config_dependency"", ""reason"": ""Slurm provides its version information."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm"", ""tail"": ""slurm version"", ""relation"": ""provides_version"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""Slurm provides its version information.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""slurm version"",
      ""relation"": ""provides_version"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm provides its version information.""
    }
  ]
}"
31,scontrol,reports_on,mcs_label,scontrol,MCS_label,command_resource,doc_50f7,doc_50f7_chunk_0006,0.9,"{""head_lemma"": ""scontrol"", ""tail_lemma"": ""mcs_label"", ""relation"": ""reports_on"", ""relation_type"": ""command_resource"", ""reason"": ""scontrol show nodes command displays the MCS_label of the nodes."", ""confidence"": 0.9, ""raw_item"": {""head"": ""scontrol"", ""tail"": ""MCS_label"", ""relation"": ""reports_on"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""scontrol show nodes command displays the MCS_label of the nodes.""}}","{
  ""relations"": [
    {
      ""head"": ""scontrol"",
      ""tail"": ""MCS_label"",
      ""relation"": ""reports_on"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""scontrol show nodes command displays the MCS_label of the nodes.""
    }
  ]
}"
32,sbatch,writes_to,out_%j,sbatch,out_%j,file_usage,doc_5755,doc_5755_chunk_0013,0.9,"{""head_lemma"": ""sbatch"", ""tail_lemma"": ""out_%j"", ""relation"": ""writes_to"", ""relation_type"": ""file_usage"", ""reason"": ""sbatch writes output files with the pattern out_%j."", ""confidence"": 0.9, ""raw_item"": {""head"": ""sbatch"", ""tail"": ""out_%j"", ""relation"": ""writes_to"", ""relation_type"": ""file_usage"", ""confidence"": 0.9, ""reason"": ""sbatch writes output files with the pattern out_%j.""}}","{
  ""relations"": [
    {
      ""head"": ""sbatch"",
      ""tail"": ""out_%j"",
      ""relation"": ""writes_to"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""sbatch writes output files with the pattern out_%j.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""slurmd"",
      ""relation"": ""communicates_with"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.95,
      ""reason"": ""srun spawned processes are run by the slurmd daemon.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""--export"",
      ""relation"": ""uses_option"",
      ""relation_type"": ""command_option"",
      ""confidence"": 0.9,
      ""reason"": ""srun uses the --export option to propagate environment variables to spawned processes.""
    }
  ]
}"
33,srun,communicates_with,slurmd,srun,slurmd,component_interaction,doc_5755,doc_5755_chunk_0013,0.95,"{""head_lemma"": ""srun"", ""tail_lemma"": ""slurmd"", ""relation"": ""communicates_with"", ""relation_type"": ""component_interaction"", ""reason"": ""srun spawned processes are run by the slurmd daemon."", ""confidence"": 0.95, ""raw_item"": {""head"": ""srun"", ""tail"": ""slurmd"", ""relation"": ""communicates_with"", ""relation_type"": ""component_interaction"", ""confidence"": 0.95, ""reason"": ""srun spawned processes are run by the slurmd daemon.""}}","{
  ""relations"": [
    {
      ""head"": ""sbatch"",
      ""tail"": ""out_%j"",
      ""relation"": ""writes_to"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""sbatch writes output files with the pattern out_%j.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""slurmd"",
      ""relation"": ""communicates_with"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.95,
      ""reason"": ""srun spawned processes are run by the slurmd daemon.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""--export"",
      ""relation"": ""uses_option"",
      ""relation_type"": ""command_option"",
      ""confidence"": 0.9,
      ""reason"": ""srun uses the --export option to propagate environment variables to spawned processes.""
    }
  ]
}"
34,srun,uses_option,--export,srun,--export,command_option,doc_5755,doc_5755_chunk_0013,0.9,"{""head_lemma"": ""srun"", ""tail_lemma"": ""--export"", ""relation"": ""uses_option"", ""relation_type"": ""command_option"", ""reason"": ""srun uses the --export option to propagate environment variables to spawned processes."", ""confidence"": 0.9, ""raw_item"": {""head"": ""srun"", ""tail"": ""--export"", ""relation"": ""uses_option"", ""relation_type"": ""command_option"", ""confidence"": 0.9, ""reason"": ""srun uses the --export option to propagate environment variables to spawned processes.""}}","{
  ""relations"": [
    {
      ""head"": ""sbatch"",
      ""tail"": ""out_%j"",
      ""relation"": ""writes_to"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""sbatch writes output files with the pattern out_%j.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""slurmd"",
      ""relation"": ""communicates_with"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.95,
      ""reason"": ""srun spawned processes are run by the slurmd daemon.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""--export"",
      ""relation"": ""uses_option"",
      ""relation_type"": ""command_option"",
      ""confidence"": 0.9,
      ""reason"": ""srun uses the --export option to propagate environment variables to spawned processes.""
    }
  ]
}"
35,srun,uses_config,$hostsfile,srun,$HOSTSFILE,file_usage,doc_5755,doc_5755_chunk_0014,0.9,"{""head_lemma"": ""srun"", ""tail_lemma"": ""$hostsfile"", ""relation"": ""uses_config"", ""relation_type"": ""file_usage"", ""reason"": ""The $HOSTSFILE is used as a configuration file for srun."", ""confidence"": 0.9, ""raw_item"": {""head"": ""srun"", ""tail"": ""$HOSTSFILE"", ""relation"": ""uses_config"", ""relation_type"": ""file_usage"", ""confidence"": 0.9, ""reason"": ""The $HOSTSFILE is used as a configuration file for srun.""}}","{
  ""relations"": [
    {
      ""head"": ""srun"",
      ""tail"": ""$HOSTSFILE"",
      ""relation"": ""uses_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""The $HOSTSFILE is used as a configuration file for srun.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""$SLURM_NTASKS"",
      ""relation"": ""uses_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""The $SLURM_NTASKS is used as a resource by srun.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""command to execute"",
      ""relation"": ""executes"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""srun executes the command to execute.""
    }
  ]
}"
36,srun,uses_resource,$slurm_ntasks,srun,$SLURM_NTASKS,command_resource,doc_5755,doc_5755_chunk_0014,0.9,"{""head_lemma"": ""srun"", ""tail_lemma"": ""$slurm_ntasks"", ""relation"": ""uses_resource"", ""relation_type"": ""command_resource"", ""reason"": ""The $SLURM_NTASKS is used as a resource by srun."", ""confidence"": 0.9, ""raw_item"": {""head"": ""srun"", ""tail"": ""$SLURM_NTASKS"", ""relation"": ""uses_resource"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""The $SLURM_NTASKS is used as a resource by srun.""}}","{
  ""relations"": [
    {
      ""head"": ""srun"",
      ""tail"": ""$HOSTSFILE"",
      ""relation"": ""uses_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""The $HOSTSFILE is used as a configuration file for srun.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""$SLURM_NTASKS"",
      ""relation"": ""uses_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""The $SLURM_NTASKS is used as a resource by srun.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""command to execute"",
      ""relation"": ""executes"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""srun executes the command to execute.""
    }
  ]
}"
37,srun,executes,command to execute,srun,command to execute,component_interaction,doc_5755,doc_5755_chunk_0014,0.9,"{""head_lemma"": ""srun"", ""tail_lemma"": ""command to execute"", ""relation"": ""executes"", ""relation_type"": ""component_interaction"", ""reason"": ""srun executes the command to execute."", ""confidence"": 0.9, ""raw_item"": {""head"": ""srun"", ""tail"": ""command to execute"", ""relation"": ""executes"", ""relation_type"": ""component_interaction"", ""confidence"": 0.9, ""reason"": ""srun executes the command to execute.""}}","{
  ""relations"": [
    {
      ""head"": ""srun"",
      ""tail"": ""$HOSTSFILE"",
      ""relation"": ""uses_config"",
      ""relation_type"": ""file_usage"",
      ""confidence"": 0.9,
      ""reason"": ""The $HOSTSFILE is used as a configuration file for srun.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""$SLURM_NTASKS"",
      ""relation"": ""uses_resource"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""The $SLURM_NTASKS is used as a resource by srun.""
    },
    {
      ""head"": ""srun"",
      ""tail"": ""command to execute"",
      ""relation"": ""executes"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""srun executes the command to execute.""
    }
  ]
}"
38,dset,sets_as_default,bulk_launch_tmpfile1_host_lines,dset,bulk_launch_tmpfile1_host_lines,config_dependency,doc_5755,doc_5755_chunk_0063,0.9,"{""head_lemma"": ""dset"", ""tail_lemma"": ""bulk_launch_tmpfile1_host_lines"", ""relation"": ""sets_as_default"", ""relation_type"": ""config_dependency"", ""reason"": ""dset sets bulk_launch_tmpfile1_host_lines as the default value."", ""confidence"": 0.9, ""raw_item"": {""head"": ""dset"", ""tail"": ""bulk_launch_tmpfile1_host_lines"", ""relation"": ""sets_as_default"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""dset sets bulk_launch_tmpfile1_host_lines as the default value.""}}","{
  ""relations"": [
    {
      ""head"": ""dset"",
      ""tail"": ""bulk_launch_tmpfile1_host_lines"",
      ""relation"": ""sets_as_default"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""dset sets bulk_launch_tmpfile1_host_lines as the default value.""
    }
  ]
}"
39,slurm,reports_on,performance,Slurm,Performance,command_resource,doc_582b,doc_582b_chunk_0001,0.9,"{""head_lemma"": ""slurm"", ""tail_lemma"": ""performance"", ""relation"": ""reports_on"", ""relation_type"": ""command_resource"", ""reason"": ""Slurm reports performance times for MPI programs."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm"", ""tail"": ""performance"", ""relation"": ""reports_on"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""Slurm reports performance times for MPI programs.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""performance"",
      ""relation"": ""reports_on"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm reports performance times for MPI programs.""
    },
    {
      ""head"": ""slurm"",
      ""tail"": ""/proc/sys/fs/file-max"",
      ""relation"": ""config_dependency"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm requires setting /proc/sys/fs/file-max for large numbers of open files.""
    }
  ]
}"
40,datawarp,config_dependency,access,Datawarp,access,config_dependency,doc_6722,doc_6722_chunk_0014,0.9,"{""head_lemma"": ""datawarp"", ""tail_lemma"": ""access"", ""relation"": ""config_dependency"", ""relation_type"": ""config_dependency"", ""reason"": ""Datawarp plugin allows the 'access' option in the burst buffer directive."", ""confidence"": 0.9, ""raw_item"": {""head"": ""datawarp"", ""tail"": ""access"", ""relation"": ""config_dependency"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""Datawarp plugin allows the 'access' option in the burst buffer directive.""}}","{
  ""relations"": [
    {
      ""head"": ""datawarp"",
      ""tail"": ""access"",
      ""relation"": ""config_dependency"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""Datawarp plugin allows the 'access' option in the burst buffer directive.""
    }
  ]
}"
41,pam_slurm_adopt,permits,administrative access,pam_slurm_adopt,administrative access,component_interaction,doc_732b,doc_732b_chunk_0004,0.9,"{""head_lemma"": ""pam_slurm_adopt"", ""tail_lemma"": ""administrative access"", ""relation"": ""permits"", ""relation_type"": ""component_interaction"", ""reason"": ""pam_slurm_adopt allows administrative access to the system."", ""confidence"": 0.9, ""raw_item"": {""head"": ""pam_slurm_adopt"", ""tail"": ""administrative access"", ""relation"": ""permits"", ""relation_type"": ""component_interaction"", ""confidence"": 0.9, ""reason"": ""pam_slurm_adopt allows administrative access to the system.""}}","{
  ""relations"": [
    {
      ""head"": ""pam_slurm_adopt"",
      ""tail"": ""administrative access"",
      ""relation"": ""permits"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""pam_slurm_adopt allows administrative access to the system.""
    }
  ]
}"
42,slurmrestd,communicates_with,slurmctld,Slurmrestd,slurmctld,component_interaction,doc_8186,doc_8186_chunk_0001,0.9,"{""head_lemma"": ""slurmrestd"", ""tail_lemma"": ""slurmctld"", ""relation"": ""communicates_with"", ""relation_type"": ""component_interaction"", ""reason"": ""Slurmrestd communicates with the Slurm controller (slurmctld) via the REST API."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurmrestd"", ""tail"": ""slurmctld"", ""relation"": ""communicates_with"", ""relation_type"": ""component_interaction"", ""confidence"": 0.9, ""reason"": ""Slurmrestd communicates with the Slurm controller (slurmctld) via the REST API.""}}","{
  ""relations"": [
    {
      ""head"": ""slurmrestd"",
      ""tail"": ""slurmctld"",
      ""relation"": ""communicates_with"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""Slurmrestd communicates with the Slurm controller (slurmctld) via the REST API.""
    }
  ]
}"
43,sbatch,submits_to,nastran@flex_host,sbatch,nastran@flex_host,command_resource,doc_85cb,doc_85cb_chunk_0004,0.9,"{""head_lemma"": ""sbatch"", ""tail_lemma"": ""nastran@flex_host"", ""relation"": ""submits_to"", ""relation_type"": ""command_resource"", ""reason"": ""sbatch submits jobs to remote licenses, and the example shows submitting a job to nastran@flex_host."", ""confidence"": 0.9, ""raw_item"": {""head"": ""sbatch"", ""tail"": ""nastran@flex_host"", ""relation"": ""submits_to"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""sbatch submits jobs to remote licenses, and the example shows submitting a job to nastran@flex_host.""}}","{
  ""relations"": [
    {
      ""head"": ""sbatch"",
      ""tail"": ""nastran@flex_host"",
      ""relation"": ""submits_to"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""sbatch submits jobs to remote licenses, and the example shows submitting a job to nastran@flex_host.""
    },
    {
      ""head"": ""sacctmgr"",
      ""tail"": ""lastconsumed"",
      ""relation"": ""updates"",
      ""relation_type"": ""state_transition"",
      ""confidence"": 0.9,
      ""reason"": ""sacctmgr updates the LastConsumed value for remote licenses, as shown in the example script.""
    }
  ]
}"
44,sacctmgr,updates,lastconsumed,sacctmgr,LastConsumed,state_transition,doc_85cb,doc_85cb_chunk_0004,0.9,"{""head_lemma"": ""sacctmgr"", ""tail_lemma"": ""lastconsumed"", ""relation"": ""updates"", ""relation_type"": ""state_transition"", ""reason"": ""sacctmgr updates the LastConsumed value for remote licenses, as shown in the example script."", ""confidence"": 0.9, ""raw_item"": {""head"": ""sacctmgr"", ""tail"": ""lastconsumed"", ""relation"": ""updates"", ""relation_type"": ""state_transition"", ""confidence"": 0.9, ""reason"": ""sacctmgr updates the LastConsumed value for remote licenses, as shown in the example script.""}}","{
  ""relations"": [
    {
      ""head"": ""sbatch"",
      ""tail"": ""nastran@flex_host"",
      ""relation"": ""submits_to"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""sbatch submits jobs to remote licenses, and the example shows submitting a job to nastran@flex_host.""
    },
    {
      ""head"": ""sacctmgr"",
      ""tail"": ""lastconsumed"",
      ""relation"": ""updates"",
      ""relation_type"": ""state_transition"",
      ""confidence"": 0.9,
      ""reason"": ""sacctmgr updates the LastConsumed value for remote licenses, as shown in the example script.""
    }
  ]
}"
45,slurm,controls,version,Slurm,version,config_dependency,doc_868e,doc_868e_chunk_0001,0.9,"{""head_lemma"": ""slurm"", ""tail_lemma"": ""version"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""reason"": ""The documentation specifies that the version is for Slurm version 25.05."", ""confidence"": 0.9, ""raw_item"": {""head"": ""slurm"", ""tail"": ""version"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""The documentation specifies that the version is for Slurm version 25.05.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""version"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The documentation specifies that the version is for Slurm version 25.05.""
    },
    {
      ""head"": ""scontrol"",
      ""tail"": ""slurm"",
      ""relation"": ""manages"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.95,
      ""reason"": ""scontrol is a command for viewing or modifying Slurm configuration and state.""
    },
    {
      ""head"": ""scrun"",
      ""tail"": ""slurm"",
      ""relation"": ""is_runtime_proxy_for"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""scrun is an OCI runtime proxy for slurm.""
    }
  ]
}"
46,scontrol,manages,slurm,scontrol,Slurm,component_interaction,doc_868e,doc_868e_chunk_0001,0.95,"{""head_lemma"": ""scontrol"", ""tail_lemma"": ""slurm"", ""relation"": ""manages"", ""relation_type"": ""component_interaction"", ""reason"": ""scontrol is a command for viewing or modifying Slurm configuration and state."", ""confidence"": 0.95, ""raw_item"": {""head"": ""scontrol"", ""tail"": ""slurm"", ""relation"": ""manages"", ""relation_type"": ""component_interaction"", ""confidence"": 0.95, ""reason"": ""scontrol is a command for viewing or modifying Slurm configuration and state.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""version"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The documentation specifies that the version is for Slurm version 25.05.""
    },
    {
      ""head"": ""scontrol"",
      ""tail"": ""slurm"",
      ""relation"": ""manages"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.95,
      ""reason"": ""scontrol is a command for viewing or modifying Slurm configuration and state.""
    },
    {
      ""head"": ""scrun"",
      ""tail"": ""slurm"",
      ""relation"": ""is_runtime_proxy_for"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""scrun is an OCI runtime proxy for slurm.""
    }
  ]
}"
47,scrun,is_runtime_proxy_for,slurm,scrun,Slurm,component_interaction,doc_868e,doc_868e_chunk_0001,0.9,"{""head_lemma"": ""scrun"", ""tail_lemma"": ""slurm"", ""relation"": ""is_runtime_proxy_for"", ""relation_type"": ""component_interaction"", ""reason"": ""scrun is an OCI runtime proxy for slurm."", ""confidence"": 0.9, ""raw_item"": {""head"": ""scrun"", ""tail"": ""slurm"", ""relation"": ""is_runtime_proxy_for"", ""relation_type"": ""component_interaction"", ""confidence"": 0.9, ""reason"": ""scrun is an OCI runtime proxy for slurm.""}}","{
  ""relations"": [
    {
      ""head"": ""slurm"",
      ""tail"": ""version"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""The documentation specifies that the version is for Slurm version 25.05.""
    },
    {
      ""head"": ""scontrol"",
      ""tail"": ""slurm"",
      ""relation"": ""manages"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.95,
      ""reason"": ""scontrol is a command for viewing or modifying Slurm configuration and state.""
    },
    {
      ""head"": ""scrun"",
      ""tail"": ""slurm"",
      ""relation"": ""is_runtime_proxy_for"",
      ""relation_type"": ""component_interaction"",
      ""confidence"": 0.9,
      ""reason"": ""scrun is an OCI runtime proxy for slurm.""
    }
  ]
}"
48,maximum allocation,limits_allocation_of,resources,maximum allocation,resources,command_resource,doc_9ca6,doc_9ca6_chunk_0003,0.9,"{""head_lemma"": ""maximum allocation"", ""tail_lemma"": ""resources"", ""relation"": ""limits_allocation_of"", ""relation_type"": ""command_resource"", ""reason"": ""The maximum allocation sets a limit on the resources that can be allocated."", ""confidence"": 0.9, ""raw_item"": {""head"": ""maximum allocation"", ""tail"": ""resources"", ""relation"": ""limits_allocation_of"", ""relation_type"": ""command_resource"", ""confidence"": 0.9, ""reason"": ""The maximum allocation sets a limit on the resources that can be allocated.""}}","{
  ""relations"": [
    {
      ""head"": ""maximum allocation"",
      ""tail"": ""resources"",
      ""relation"": ""limits_allocation_of"",
      ""relation_type"": ""command_resource"",
      ""confidence"": 0.9,
      ""reason"": ""The maximum allocation sets a limit on the resources that can be allocated.""
    }
  ]
}"
49,priorityfavorsmall,controls,job size factor,PriorityFavorSmall,job size factor,config_dependency,doc_ac8b,doc_ac8b_chunk_0009,0.9,"{""head_lemma"": ""priorityfavorsmall"", ""tail_lemma"": ""job size factor"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""reason"": ""PriorityFavorSmall sets the polarity of the job size factor."", ""confidence"": 0.9, ""raw_item"": {""head"": ""priorityFavorSmall"", ""tail"": ""job size factor"", ""relation"": ""controls"", ""relation_type"": ""config_dependency"", ""confidence"": 0.9, ""reason"": ""PriorityFavorSmall sets the polarity of the job size factor.""}}","{
  ""relations"": [
    {
      ""head"": ""priorityFavorSmall"",
      ""tail"": ""job size factor"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""PriorityFavorSmall sets the polarity of the job size factor.""
    },
    {
      ""head"": ""priorityMaxAge"",
      ""tail"": ""age factor"",
      ""relation"": ""controls"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""PriorityMaxAge sets the queue wait time at which the age factor maxes out.""
    },
    {
      ""head"": ""priorityWeightAge"",
      ""tail"": ""age factor"",
      ""relation"": ""scales"",
      ""relation_type"": ""config_dependency"",
      ""confidence"": 0.9,
      ""reason"": ""PriorityWeightAge scales the contribution of the age factor.""
    }
  ]
}"
