head_text,head_canonical_id,frequency,example_terms_json
launch,,12,"[""LaunchParameters"", ""launch credential"", ""task launch"", ""task launch actions"", ""slurm job launch"", ""Slurm job launch"", ""slurm_step_launch_params_t Data Structure"", ""slurm_step_launch_params_t data structure"", ""Task Launch"", ""launch task"", ""task launch plugin"", ""task launch action""]"
cgroup,2163,12,"[""slurm cgroup configuration overview"", ""Linux cgroup"", ""slurm cgroup plugin"", ""cgroup v"", ""Slurm cgroup plugins design"", ""linux cgroup"", ""Slurm cgroup plugins"", ""slurm cgroup plugin design"", ""cgroupThere"", ""Slurm Cgroup Configuration Overview"", ""slurm cgroup"", ""cgroup plugin""]"
start,866,11,"[""start time"", ""ExecStart"", ""slurmd_start_time"", ""start_received"", ""slurm start"", ""time_start"", ""earliest start time"", ""early start time"", ""init.d slurmdbd start"", ""slurmctld start"", ""init.d/slurmdbd start""]"
server,1238,11,"[""Kafka server"", ""compute server"", ""kafka server"", ""server slurmctl"", ""mps server"", ""slurm_conf_server"", ""slurm_conf_server environment variable"", ""slurmdbd server"", ""license server"", ""database server"", ""server resource""]"
support,2440,11,"[""oci support"", ""Multiple slurmd support"", ""slurm support"", ""cpu affinity support"", ""Slurm multi-core support"", ""slurm multi core support"", ""OCI support"", ""CPU affinity support"", ""slurmrestd support"", ""slurmd support"", ""Slurm support""]"
control,2457,11,"[""pmi_control_port"", ""slurm parameter control"", ""Slurm parameters control"", ""slurm control"", ""Control Machines"", ""control group"", ""control machine"", ""Slurm control"", ""Control Group"", ""slurm control daemon"", ""Slurm control daemon""]"
upgrade,1751,11,"[""Upgrade Procedure"", ""Slurm upgrade"", ""slurm upgrade"", ""place upgrade"", ""upgrade slurmd"", ""Upgrade slurmd"", ""upgrade procedure"", ""Upgrade Guide"", ""upgrade slurmdbd"", ""upgrade guide"", ""Upgrade slurmdbd""]"
topology,982,11,"[""slurm_topology_addr_pattern"", ""tree topology"", ""Tree Topology"", ""https: github.com aws samples ec2 topology aware for slurm"", ""topology/4d_torus"", ""slurm_topology_addr"", ""network topology"", ""topology 4d_toru"", ""block topology"", ""Block Topology"", ""TopologyPlugin""]"
tre,603,10,"[""tre type"", ""cons_tre plugin"", ""global tre"", ""cons_tre plug"", ""cons_tre"", ""billable tre"", ""tre minute"", ""max_tre"", ""string tre"", ""billing tre""]"
mode,724,10,"[""inet service mode"", ""power saving mode"", ""run mode"", ""interactive mode"", ""Inet Service Mode"", ""numa mode"", ""PreemptMode"", ""mcdram mode"", ""exclusive mode"", ""NUMA mode""]"
distribution,1976,10,"[""slurm distribution"", ""block distribution method"", ""task distribution option"", ""Slurm distribution"", ""cyclic distribution method"", ""Task Distribution Options"", ""distribution method"", ""linux distribution"", ""default distribution method"", ""cyclic distribution""]"
library,2537,10,"[""system library"", ""PMI library"", ""pmi 2 library"", ""ld_library_path"", ""nvml library"", ""PMI-2 library"", ""pmi library"", ""slurm plugin library"", ""slurm library"", ""Slurm plugin library""]"
source,1001,10,"[""open source"", ""Slurm source directory"", ""slurmâ source code"", ""slurm source"", ""Slurmâs source code"", ""Slurm source code"", ""source code"", ""slurm source directory"", ""slurm source code"", ""Slurm source""]"
manager,,10,"[""Slurm Workload Manager"", ""Hydra Process Manager"", ""slurmstepdthe job step manager"", ""slurm workload manager"", ""Slurm job manager"", ""hydra process manager"", ""slurm job manager"", ""Slurm central manager daemon code"", ""slurmstepdThe job step manager"", ""slurm central manager daemon code""]"
gather,,9,"[""jobacct_gather"", ""job accounting gather"", ""acct_gather_profile plugin"", ""Job Accounting Gather"", ""Job Accounting Gather Slurm"", ""JobAcctGatherFrequency parameters"", ""JobAcctGatherType"", ""job accounting gather slurm"", ""JobAcctGatherFrequency""]"
license,400,9,"[""matlab rlm_host License"", ""remote license"", ""LicenseName"", ""slurm_job_license"", ""slurm license"", ""license server"", ""License request"", ""matlab rlm_host license"", ""license request""]"
list,373,9,"[""job list"", ""list default"", ""cluster list"", ""slurm mailing list"", ""part_list"", ""full list"", ""user list"", ""NodeList"", ""gres_list""]"
datum,1232,9,"[""slurm accounting datum"", ""energy datum"", ""datum type"", ""slurm option datum structure"", ""accounting datum"", ""global datum structure"", ""datum item"", ""task datum"", ""datum structure""]"
line,1875,9,"[""command line option"", ""command line"", ""nodename line"", ""execute line"", ""command line options"", ""pam_slurm_adopt line"", ""command line argument"", ""command line arguments"", ""NodeName line""]"
commands,,9,"[""Slurm job submission commands"", ""user commands"", ""scontrol commands"", ""job submission commands"", ""client commands"", ""Slurm database commands"", ""Slurm client commands"", ""Status Commands"", ""Slurm commands""]"
suspend,1178,9,"[""scontrol suspend"", ""SuspendExcNodes"", ""SuspendRate"", ""slurm_suspend"", ""job suspend"", ""SuspendExcParts"", ""SuspendProgram"", ""SuspendTimeout"", ""SuspendTime""]"
tree,23,9,"[""tree plugin"", ""association tree"", ""Fair Tree"", ""tree topology"", ""fair tree"", ""Fair Tree algorithm"", ""Tree Topology"", ""fair tree algorithm"", ""no_fair_tree""]"
page,1808,8,"[""man page"", ""slurmrestd.8 man page"", ""cgroup.conf man page"", ""slurm.conf man page"", ""memory page"", ""srun man page"", ""sacctmgr man page"", ""slurmrestd man page""]"
jwt,1899,8,"[""slurm_jwt"", ""export slurm_jwt"", ""non slurm jwt generator"", ""slurm jwt"", ""jwt key"", ""jwt authentication"", ""invalid slurm_jwt environment variable"", ""token:$slurm_jwt""]"
client,1235,8,"[""client command"", ""slurmrestd web client"", ""client commands"", ""slurm client"", ""slurm client command"", ""Slurm client"", ""Slurm client commands"", ""slurm job submission client""]"
limits,,8,"[""current limits"", ""aggregate limits"", ""system limits"", ""user limits"", ""job time limits"", ""Resource Limits"", ""memory limits"", ""QOS limits""]"
program,1216,8,"[""Epilog program"", ""Prolog program"", ""prolog program"", ""HealthCheckProgram"", ""ResumeProgram"", ""slurmstepd program"", ""SuspendProgram"", ""epilog program""]"
functionality,129,8,"[""basic Slurm functionality"", ""non slurmdbd functionality"", ""current slurm functionality"", ""slurm functionality"", ""non-slurmdbd functionality"", ""basic slurm functionality"", ""current Slurm functionality"", ""Slurm functionality""]"
field,1645,8,"[""missing field"", ""function slurm_lua_job_record_field"", ""SLURM_JOB_EXTRA Extra field"", ""Field modified.components.schemas"", ""field modified.components.schema"", ""slurm_job_extra extra field"", ""modified field"", ""field added.components.schema""]"
thread,160,7,"[""separate processing thread"", ""separate slurmctld thread"", ""logical thread"", ""conmgr_thread"", ""thread count"", ""cuda_mps_active_thread_percentage"", ""thread counts""]"
tasks,,7,"[""individual tasks"", ""tasks format"", ""launches tasks"", ""user tasks"", ""specific tasks"", ""slurm_tasks_per_node number"", ""parallel tasks""]"
association,451,7,"[""association default"", ""requested association"", ""association tree"", ""user association"", ""Association Factor"", ""association factor"", ""accounts_association""]"
controller,709,7,"[""freezer controller"", ""optional backup controller"", ""Slurm controller waits"", ""backup controller"", ""primary controller"", ""slurm controller wait"", ""slurm controller""]"
component,550,7,"[""hetjob component"", ""job component"", ""optional slurm component"", ""slurm component"", ""heterogeneous job component"", ""core slurm component"", ""individual component""]"
functions,,7,"[""API Functions"", ""Slurm functions"", ""hostlist functions"", ""fini functions"", ""Slurm API functions"", ""Plugin functions"", ""slurm_bb_paths functions""]"
execution,76,7,"[""execution nodes"", ""late execution"", ""slurmdbd execution"", ""execution node"", ""later execution"", ""execution time"", ""SlurmDBD execution""]"
method,843,7,"[""block allocation method"", ""authentication method"", ""block distribution method"", ""default allocation method"", ""cyclic distribution method"", ""distribution method"", ""default distribution method""]"
tres,,7,"[""cons_tres"", ""AccountingStorageTres"", ""cons_tres plug"", ""individual tress"", ""cons_tres plugin"", ""max_tres_gre"", ""TresUsageInTot""]"
frequency,337,7,"[""cpu frequency"", ""gpu frequency"", ""CPU frequency"", ""GPU frequency"", ""JobAcctGatherFrequency parameters"", ""EnergyIPMIFrequency"", ""JobAcctGatherFrequency""]"
timeout,139,7,"[""preferred SlurmdTimeout"", ""SlurmdTimeout"", ""configuration parameter SlurmdTimeout"", ""SlurmctldTimeout"", ""ResumeTimeout"", ""SuspendTimeout"", ""SlurmdTimeout configuration parameter""]"
operation,1023,7,"[""normal operation"", ""proper operation"", ""Power Saving operation"", ""slurm operation"", ""Slurm operation"", ""power saving operation"", ""asynchronous operation""]"
key,1323,7,"[""JWT key"", ""single key setup"", ""jwt key"", ""Single Key Setup"", ""key files"", ""key file"", ""default key""]"
module,3711,7,"[""module pam_slurm_adopt"", ""pam_slurm_adopt module"", ""pam_listfile module"", ""pam module"", ""slurm pam module"", ""Slurm PAM module"", ""PAM module""]"
record,210,6,"[""accounting record"", ""slurmctld daemon record"", ""function slurm_lua_job_record_field"", ""step record"", ""dns srv record"", ""job record""]"
end,,6,"[""slurm_job_end_time"", ""usage_end"", ""time_end"", ""end_time"", ""no_hold_jobs_after_end"", ""front_end""]"
description,380,6,"[""Step 1slurm.conf parameterPossible valuesDescription"", ""Step 3slurm.conf parameterPossible valuesDescription"", ""Job description"", ""reservation description"", ""job description"", ""complete description""]"
comment,667,6,"[""String Arbitrary comment"", ""comment string"", ""slurm_job_comment comment"", ""SLURM_JOB_COMMENT Comment"", ""string arbitrary comment"", ""Comment String""]"
components,,6,"[""heterogeneous job components"", ""hetjob components"", ""core Slurm components"", ""optional slurm components"", ""Slurm components"", ""individual components""]"
processor,2047,6,"[""physical processor sockets"", ""logical processor"", ""physical processor socket"", ""knl processor"", ""processor count"", ""KNL processor""]"
features,,6,"[""active features"", ""NodeFeaturesPlugins"", ""node features"", ""features_act"", ""SLURM_JOB_CONSTRAINTS Features"", ""Slurm features""]"
queue,308,6,"[""job queue"", ""default_queue_depth"", ""slurmdbd agent queue"", ""slurm scheduling queue"", ""Slurm scheduling queue"", ""slurmdbd Agent queue""]"
documentation,3650,6,"[""slurm documentation"", ""official documentation"", ""pam_slurm_adopt documentation"", ""slurmrestd documentation"", ""Slurm documentation"", ""slurm.conf documentation""]"
auth,1596,6,"[""Slurm Auth"", ""slurm auth"", ""AuthAltParameters"", ""sackdslurm auth"", ""sackdSlurm Auth"", ""AuthType""]"
ids,,6,"[""task ids"", ""CPU ids"", ""Slurm abstract CPU ids"", ""numerical JobIds"", ""slurm abstract cpu ids"", ""cpu ids""]"
management,4468,6,"[""memory management parameter"", ""resource management"", ""CPU Management"", ""scalable cluster management"", ""cpu management"", ""memory management parameters""]"
adopt,,6,"[""pam_slurm_adopt"", ""pam_slurm_adopt line"", ""pam_slurm_adopt module"", ""module pam_slurm_adopt"", ""pam_slurm_adopt documentation"", ""pam_slurm adopt""]"
mechanism,1185,6,"[""bootstrap mechanism"", ""slurm authentication mechanism"", ""Slurm bootstrap mechanism"", ""authentication mechanism"", ""Slurm authentication mechanism"", ""slurm bootstrap mechanism""]"
network,846,6,"[""network switch"", ""dragonfly network"", ""network topology"", ""Dragonfly network"", ""network switches"", ""hierarchical network""]"
flags,,5,"[""DebugFlags"", ""level flags"", ""state flags"", ""PriorityFlags"", ""PrologFlags""]"
label,1706,5,"[""mcs_label"", ""mcs label"", ""label enforcement"", ""Label enforcement"", ""MCS label""]"
steps,,5,"[""heterogeneous job steps"", ""interactive steps"", ""multiple job steps"", ""regular steps"", ""Slurm steps""]"
set,70,5,"[""not_set"", ""resident set size"", ""Resident Set Size"", ""option set"", ""slurm_option_set""]"
location,1224,5,"[""StateSaveLocation"", ""grep StateSaveLocationEntire slurm configuration directory"", ""slurmdlogfile location"", ""Slurm StateSaveLocation"", ""installation location""]"
implementation,2178,5,"[""slurm oci container implementation"", ""Slurm OCI container implementation"", ""internal pmi implementation"", ""mpi implementation"", ""internal PMI implementation""]"
requirement,1469,5,"[""jobs memory requirement"", ""resource requirement"", ""memory requirement"", ""job memory requirement"", ""burst buffer requirement""]"
flag,357,5,"[""usagefactorsafe flag"", ""state flag"", ""bind flag"", ""level flag"", ""UsageFactorSafe flag""]"
rpm,1839,5,"[""user@testbox:~ slurm_rpm rpmbuild"", ""user@testbox:~/slurm_rpm rpmbuild"", ""slurm rpm"", ""slurmdbd rpm"", ""pam_slurm rpm""]"
performance,181,5,"[""Slurm performance"", ""performance reasons"", ""slurmctld performance"", ""performance reason"", ""slurm performance""]"
tool,1466,5,"[""configuration tool"", ""slurm configuration tool"", ""Slurm configuration tool"", ""slurm tool"", ""administrator tool""]"
processes,,5,"[""non-killable processes"", ""job processes"", ""user processes"", ""Slurm processes"", ""spawned processes""]"
execute,4265,5,"[""slurmd daemon execute"", ""execute line"", ""slurmctld execute"", ""slurmdbd daemon execute"", ""slurmctld daemon execute""]"
expression,1038,5,"[""Slurm hostlist expression"", ""hostlist expression format"", ""regular expression"", ""node range expression"", ""slurm hostlist expression""]"
package,2480,5,"[""Slurm package dependencies"", ""slurm package dependency"", ""deb package"", ""general slurm package"", ""slurm package""]"
records,,4,"[""accounting records"", ""slurmctld daemon records"", ""job records"", ""DNS SRV records""]"
logic,309,4,"[""gang scheduling logic"", ""scheduling logic"", ""slurm job preemption logic"", ""Slurm job preemption logic""]"
call,1054,4,"[""remote procedure call"", ""API call"", ""system call"", ""api call""]"
â,,4,"[""Body Parameter â"", ""Query Parameter â"", ""body parameter â"", ""query parameter â""]"
types,,4,"[""media types"", ""GresTypes"", ""data types""]"
states,,4,"[""job states"", ""node states"", ""Burst Buffer States"", ""base states""]"
feature,328,4,"[""slurm_job_constraint feature"", ""node feature"", ""slurm feature"", ""active feature""]"
variables,,4,"[""SLURMSTEPD_OOM_ADJ environment variables"", ""environment variables"", ""SLURM_JOB_UID environment variables"", ""Slurm environment variables""]"
machine,1832,4,"[""slurmrestd machine"", ""control machine"", ""slurmctld machine"", ""separate machine""]"
addr,,4,"[""slurm_topology_addr_pattern"", ""slurm_topology_addr"", ""NodeAddr"", ""SlurmctldAddr""]"
plug,,4,"[""cons_tres plug"", ""spankslurm plug"", ""cons_tre plug"", ""SPANKSlurm Plug""]"
versions,,4,"[""future Slurm versions"", ""previous versions"", ""Pre-Release Versions"", ""previous Slurm versions""]"
specialization,,4,"[""Core specialization"", ""Resource Specialization"", ""core specialization"", ""resource specialization""]"
behavior,1868,4,"[""default behavior"", ""Slurm behavior"", ""normal slurm behavior"", ""slurm behavior""]"
guide,1830,4,"[""Slurm Federated Scheduling Guide"", ""upgrade guide"", ""slurm federated scheduling guide"", ""Upgrade Guide""]"
pool,5900,4,"[""function slurm_bb_pool"", ""DefaultPool"", ""slurm_bb_pool"", ""innodb_buffer_pool_size""]"
credential,2222,4,"[""job step credential"", ""invalid job credential"", ""Invalid job credential"", ""launch credential""]"
procid,,4,"[""unique slurm_procid"", ""slurm_procid"", ""x\""$slurm_procid"", ""slurm_procid environment variable""]"
device,2176,4,"[""gpu_device_ordinal"", ""rocr_visible_device"", ""gpu device"", ""cuda_visible_device""]"
ratio,,3,"[""Effective Usage Ratio"", ""effective usage ratio"", ""usage ratio""]"
lock,291,3,"[""internal lock"", ""slurmctld lock"", ""global slurmctld lock""]"
locks,,3,"[""internal locks"", ""slurmctld locks"", ""global slurmctld locks""]"
termination,764,3,"[""job termination"", ""slurmctld verifies termination"", ""slurmctld verifie termination""]"
interval,776,3,"[""sched_interval"", ""SchedulerTimeslice interval"", ""schedulertimeslice interval""]"
window,8873,3,"[""compatibility window"", ""bf_window"", ""Compatibility Window""]"
partitions,,3,"[""default partitions"", ""PriorityTier partitions"", ""multiple partitions""]"
daemons,,3,"[""Slurm daemons"", ""Slurm compute node daemons"", ""multiple slurmd daemons""]"
bundle,1457,3,"[""oci container bundle"", ""OCI container bundle"", ""abs_path_to_bundle""]"
period,2311,3,"[""PriorityCalcPeriod"", ""maintenance period"", ""time period""]"
home,1713,3,"[""tim wickberg: home"", ""xdg_config_home"", ""Tim Wickberg:/home""]"
selection,1998,3,"[""node selection"", ""resource selection"", ""Resource Selection""]"
setting,1301,3,"[""configuration setting"", ""slurm.conf setting"", ""sample slurm.conf file setting""]"
settings,,3,"[""Configuration settings"", ""sample slurm.conf file settings"", ""slurm.conf settings""]"
structures,,3,"[""global data structures"", ""Data Structures"", ""Slurm data structures""]"
scripts,,3,"[""Epilog scripts"", ""configure scripts"", ""EpilogSlurmctld scripts""]"
requests,,3,"[""job requests"", ""incoming requests"", ""submission requests""]"
cycle,,3,"[""backfill cycle"", ""Plugin life cycle"", ""plugin life cycle""]"
algorithm,1081,3,"[""fair tree algorithm"", ""Fair Tree algorithm"", ""fit algorithm""]"
fairshare,683,3,"[""level fairshare"", ""Level Fairshare"", ""PriorityWeightFairshare""]"
executes,,3,"[""slurmdbd daemon executes"", ""slurmctld daemon executes"", ""slurmd daemon executes""]"
update,1749,3,"[""major slurm update"", ""automatic update"", ""scontrol update""]"
entry,1144,3,"[""duplicate entry"", ""Duplicate entry"", ""slurmctldhost entry""]"
cnt,,3,"[""task_cnt"", ""node_cnt"", ""uint32_t node_cnt""]"
prog,,3,"[""SlurmctldPrimaryOnProg"", ""x11_libexec_prog"", ""SlurmctldPrimaryOffProg""]"
hostname,716,3,"[""slurmd -N hostname"", ""slurmd n hostname"", ""NodeHostname""]"
setup,1365,3,"[""single key setup"", ""Single Key Setup"", ""slurm_bb_setup""]"
out,,3,"[""slurm_bb_data_out"", ""stage_out"", ""slurm_bb_test_data_out""]"
note,267,3,"[""release_note"", ""slurm openapi plugin release note"", ""release note""]"
section,1552,3,"[""slurmd section"", ""slurmdbd section"", ""slurmctld section""]"
