term_id,term_text,related_term_id,related_text,relation_type,source,similarity,notes
876,load condition,1005,scheduling load thresholds,similar,embedding,0.9968727827072144,
876,load condition,1800,program load,similar,embedding,0.9967659711837769,
876,load condition,12,load imbalance,similar,embedding,0.9967137575149536,
876,load condition,880,load levels,similar,embedding,0.9966393709182739,
877,threshold,1005,scheduling load thresholds,similar,embedding,0.9975888133049011,
877,threshold,1123,current load levels,similar,embedding,0.9973909854888916,
877,threshold,901,scheduling thresholds,similar,embedding,0.9971091747283936,
877,threshold,686,different meanings,similar,embedding,0.9964574575424194,
877,threshold,1797,enough available memory,similar,embedding,0.996385931968689,
877,threshold,1552,different ELIM,similar,embedding,0.9963343143463135,
877,threshold,587,different points,similar,embedding,0.9963237047195435,
877,threshold,40,completion time,similar,embedding,0.9961968660354614,
877,threshold,1801,available swap space,similar,embedding,0.9960567951202393,
877,threshold,1885,Unknown index name,similar,embedding,0.9960184097290039,
878,suspended jobs,3,job,similar,embedding,1.0000001192092896,
878,suspended jobs,754,re-runnable job,similar,embedding,1.0000001192092896,
878,suspended jobs,762,hung jobs,similar,embedding,1.0000001192092896,
878,suspended jobs,1277,jobs subdirectory,similar,embedding,1.0000001192092896,
878,suspended jobs,1301,specified jobs,similar,embedding,1.0000001192092896,
878,suspended jobs,2015,Monitoring jobs,similar,embedding,1.0000001192092896,
878,suspended jobs,2207,multi-thread job,similar,embedding,1.0000001192092896,
878,suspended jobs,750,chunk job,similar,embedding,0.9911514520645142,
878,suspended jobs,1580,Submit jobs,similar,embedding,0.9908570051193237,
878,suspended jobs,680,other jobs,similar,embedding,0.9891840219497681,
879,loadStop load threshold,1561,second load index,similar,embedding,0.9988074898719788,
879,loadStop load threshold,1560,second external load index,similar,embedding,0.9986583590507507,
879,loadStop load threshold,883,specific load index,similar,embedding,0.9985637664794922,
879,loadStop load threshold,1559,first load index,similar,embedding,0.9984885454177856,
879,loadStop load threshold,1005,scheduling load thresholds,similar,embedding,0.9984592795372009,
879,loadStop load threshold,1558,first external load index,similar,embedding,0.9983481168746948,
879,loadStop load threshold,880,load levels,similar,embedding,0.9978394508361816,
879,loadStop load threshold,1800,program load,similar,embedding,0.9978108406066895,
879,loadStop load threshold,876,load condition,similar,embedding,0.9976742267608643,
879,loadStop load threshold,1123,current load levels,similar,embedding,0.9968361258506775,
880,load levels,1800,program load,similar,embedding,0.9990944266319275,
880,load levels,1123,current load levels,similar,embedding,0.998684287071228,
880,load levels,1558,first external load index,similar,embedding,0.9986151456832886,
880,load levels,1559,first load index,similar,embedding,0.9985663890838623,
880,load levels,1005,scheduling load thresholds,similar,embedding,0.9985560178756714,
880,load levels,883,specific load index,similar,embedding,0.9984540939331055,
880,load levels,1560,second external load index,similar,embedding,0.9983315467834473,
880,load levels,12,load imbalance,similar,embedding,0.998261570930481,
880,load levels,1561,second load index,similar,embedding,0.9980952143669128,
880,load levels,1520,external load indexes,similar,embedding,0.9980868101119995,
881,decrease,1635,loopback IP,similar,embedding,0.9979616403579712,
881,decrease,1483,setuid bit,similar,embedding,0.9978925585746765,
881,decrease,532,various graphs,similar,embedding,0.9978804588317871,
881,decrease,1666,nosuid flag,similar,embedding,0.997871458530426,
881,decrease,208,arbitrary text string,similar,embedding,0.9977328777313232,
881,decrease,1684,correct permissions,similar,embedding,0.9976978898048401,
881,decrease,1822,ident authentication,similar,embedding,0.9976186752319336,
881,decrease,675,dedicated fields MaxRSS,similar,embedding,0.9976131916046143,
881,decrease,218,Upgrade Guide,similar,embedding,0.9975857734680176,
881,decrease,219,place upgrades,similar,embedding,0.9975703954696655,
882,meaning,218,Upgrade Guide,similar,embedding,0.9976191520690918,
882,meaning,1331,rename abc,similar,embedding,0.997563362121582,
882,meaning,675,dedicated fields MaxRSS,similar,embedding,0.9975602030754089,
882,meaning,219,place upgrades,similar,embedding,0.9975244402885437,
882,meaning,405,security purposes,similar,embedding,0.9975064992904663,
882,meaning,69,better security,similar,embedding,0.9974511861801147,
882,meaning,1329,simple interface,similar,embedding,0.997412383556366,
882,meaning,272,upgrade,similar,embedding,0.9973759055137634,
882,meaning,208,arbitrary text string,similar,embedding,0.9972656965255737,
882,meaning,2119,easy way,similar,embedding,0.9972444772720337,
883,specific load index,1559,first load index,similar,embedding,0.9997700452804565,
883,specific load index,1561,second load index,similar,embedding,0.9996497631072998,
883,specific load index,1558,first external load index,similar,embedding,0.9994117021560669,
883,specific load index,1560,second external load index,similar,embedding,0.9994029998779297,
883,specific load index,1800,program load,similar,embedding,0.9985854625701904,
883,specific load index,879,loadStop load threshold,similar,embedding,0.9985637664794922,
883,specific load index,1520,external load indexes,similar,embedding,0.9985482096672058,
883,specific load index,880,load levels,similar,embedding,0.9984540939331055,
883,specific load index,12,load imbalance,similar,embedding,0.9980951547622681,
883,specific load index,1005,scheduling load thresholds,similar,embedding,0.9980391263961792,
884,host load conditions,1610,first few hosts,similar,embedding,0.9963692426681519,
884,host load conditions,1441,different default management host,similar,embedding,0.9960551261901855,
884,host load conditions,1440,current default management host,similar,embedding,0.9959430694580078,
884,host load conditions,1510,host selection,similar,embedding,0.9953475594520569,
884,host load conditions,175,Storage Backup Host,similar,embedding,0.9952443838119507,
884,host load conditions,1260,current local host,similar,embedding,0.9946602582931519,
884,host load conditions,1744,specific model,similar,embedding,0.9940385818481445,
884,host load conditions,1767,Matched Model,similar,embedding,0.9935374855995178,
884,host load conditions,20,distinct plugin types,similar,embedding,0.993491530418396,
884,host load conditions,1727,HOSTS definition,similar,embedding,0.9933614134788513,
885,threshold values,1241,Scheduling threshold values,similar,embedding,0.9987286329269409,
885,threshold values,508,appropriate values,similar,embedding,0.9987257719039917,
885,threshold values,1982,Migrate values,similar,embedding,0.9981013536453247,
885,threshold values,338,QOS values,similar,embedding,0.9970160722732544,
885,threshold values,738,exit value,similar,embedding,0.9967552423477173,
885,threshold values,740,nonzero exit value,similar,embedding,0.9967552423477173,
885,threshold values,1989,correct configuration path values,similar,embedding,0.9966139793395996,
885,threshold values,418,only acceptable value,similar,embedding,0.9960908889770508,
885,threshold values,898,load index values,similar,embedding,0.9956440925598145,
885,threshold values,2142,level,similar,embedding,0.9956391453742981,
886,Runtime resource usage limits,1240,Resource usage limits,similar,embedding,0.9995220899581909,
886,Runtime resource usage limits,611,Resource Limits web page,similar,embedding,0.998991847038269,
886,Runtime resource usage limits,614,Resource Limits document,similar,embedding,0.9983656406402588,
886,Runtime resource usage limits,855,level resource usage,similar,embedding,0.9978652000427246,
886,Runtime resource usage limits,1585,resource requirement string,similar,embedding,0.9975637197494507,
886,Runtime resource usage limits,870,Most static resources,similar,embedding,0.9961186051368713,
886,Runtime resource usage limits,2001,EGO resource group,similar,embedding,0.9960410594940186,
886,Runtime resource usage limits,21,resource accounting,similar,embedding,0.9959306120872498,
886,Runtime resource usage limits,1061,other shared resources,similar,embedding,0.9955313205718994,
886,Runtime resource usage limits,846,resource limits,similar,embedding,0.9952907562255859,
887,specified amount,490,amount,similar,embedding,1.0,
887,specified amount,535,performance metrics,similar,embedding,0.998022198677063,
887,specified amount,70,performance,similar,embedding,0.9979501962661743,
887,specified amount,279,specific situations,similar,embedding,0.997793436050415,
887,specified amount,476,purge interval,similar,embedding,0.9975763559341431,
887,specified amount,851,Total resident memory usage,similar,embedding,0.9975571632385254,
887,specified amount,852,Total virtual memory usage,similar,embedding,0.9975571632385254,
887,specified amount,534,exporter tool,similar,embedding,0.9973727464675903,
887,specified amount,1180,few seconds,similar,embedding,0.9973372220993042,
887,specified amount,1714,Linux cgroup memory,similar,embedding,0.9973092079162598,
888,soft limits,609,Limit Enforcement,similar,embedding,0.9993419647216797,
888,soft limits,890,hard limits,similar,embedding,0.9992750287055969,
888,soft limits,339,QOS limits,similar,embedding,0.9991056323051453,
888,soft limits,610,Various limits,similar,embedding,0.9990974068641663,
888,soft limits,341,minutes limit,similar,embedding,0.9989513158798218,
888,soft limits,1713,swap limit enforcement,similar,embedding,0.9978948831558228,
888,soft limits,2141,Accounting limits,similar,embedding,0.9972893595695496,
888,soft limits,1778,line limit,similar,embedding,0.9965409636497498,
888,soft limits,126,limits,similar,embedding,0.9962805509567261,
888,soft limits,539,accounting associations,similar,embedding,0.9955243468284607,
889,queue level,1462,End Queue,similar,embedding,0.9986185431480408,
889,queue level,1463,lost_and_found queue,similar,embedding,0.9984933137893677,
889,queue level,1373,queue definition,similar,embedding,0.9984017014503479,
889,queue level,1468,regular queue,similar,embedding,0.9980690479278564,
889,queue level,780,own process queue,similar,embedding,0.9972808361053467,
889,queue level,1465,original queue,similar,embedding,0.9970440864562988,
889,queue level,1286,JOBID USER STAT QUEUE,similar,embedding,0.99590665102005,
889,queue level,988,workload queues,similar,embedding,0.995869517326355,
889,queue level,1924,Destination queue,similar,embedding,0.9944421648979187,
889,queue level,1469,other queues,similar,embedding,0.9940273761749268,
890,hard limits,610,Various limits,similar,embedding,0.9993908405303955,
890,hard limits,609,Limit Enforcement,similar,embedding,0.9993668794631958,
890,hard limits,341,minutes limit,similar,embedding,0.999366283416748,
890,hard limits,888,soft limits,similar,embedding,0.9992750287055969,
890,hard limits,339,QOS limits,similar,embedding,0.9990993738174438,
890,hard limits,1713,swap limit enforcement,similar,embedding,0.9985561370849609,
890,hard limits,1778,line limit,similar,embedding,0.9971646070480347,
890,hard limits,2141,Accounting limits,similar,embedding,0.9967749118804932,
890,hard limits,329,qos,similar,embedding,0.9961405992507935,
890,hard limits,539,accounting associations,similar,embedding,0.9958146214485168,
891,job submission,842,schedule jobs,similar,embedding,0.9994532465934753,
891,job submission,765,running job,similar,embedding,0.9994295239448547,
891,job submission,188,job completion,similar,embedding,0.9993724226951599,
891,job submission,1264,complete job,similar,embedding,0.9993353486061096,
891,job submission,1274,job report,similar,embedding,0.9993294477462769,
891,job submission,759,UNKWN job,similar,embedding,0.999282956123352,
891,job submission,25,detailed job,similar,embedding,0.999256432056427,
891,job submission,1338,Requeue jobs,similar,embedding,0.9992333054542542,
891,job submission,873,particular jobs,similar,embedding,0.9989875555038452,
891,job submission,1464,job state,similar,embedding,0.9989478588104248,
892,Resource allocation limits,2033,consumable resources,similar,embedding,0.9904360771179199,
892,Resource allocation limits,232,slurm build,similar,embedding,0.9864884614944458,
892,Resource allocation limits,696,step memory peak,similar,embedding,0.9863541126251221,
892,Resource allocation limits,1397,distribution files,similar,embedding,0.9848673939704895,
892,Resource allocation limits,1325,easiest integration method,similar,embedding,0.9847742319107056,
892,Resource allocation limits,76,Slurm SQL,similar,embedding,0.9845741987228394,
892,Resource allocation limits,2046,partition definition,similar,embedding,0.9845269918441772,
892,Resource allocation limits,107,step accounting records,similar,embedding,0.9843521118164062,
892,Resource allocation limits,578,specific partitions,similar,embedding,0.9840942621231079,
892,Resource allocation limits,1432,Optional,similar,embedding,0.9833645820617676,
893,job scheduling,1297,Job owners,similar,embedding,0.9991823434829712,
893,job scheduling,1338,Requeue jobs,similar,embedding,0.9991510510444641,
893,job scheduling,1464,job state,similar,embedding,0.9989875555038452,
893,job scheduling,25,detailed job,similar,embedding,0.9989262819290161,
893,job scheduling,1264,complete job,similar,embedding,0.9989209175109863,
893,job scheduling,777,parallel jobs,similar,embedding,0.9989120960235596,
893,job scheduling,1333,job abc_real,similar,embedding,0.9988731145858765,
893,job scheduling,873,particular jobs,similar,embedding,0.9988391399383545,
893,job scheduling,759,UNKWN job,similar,embedding,0.9987843036651611,
893,job scheduling,765,running job,similar,embedding,0.9987741708755493,
894,different classes,829,same computer architecture,similar,embedding,0.9982305765151978,
894,different classes,587,different points,similar,embedding,0.9975976943969727,
894,different classes,599,same level,similar,embedding,0.9974009394645691,
894,different classes,686,different meanings,similar,embedding,0.9972831010818481,
894,different classes,2098,same subset,similar,embedding,0.9972103238105774,
894,different classes,173,same UID,similar,embedding,0.9970628023147583,
894,different classes,244,available memory,similar,embedding,0.9970153570175171,
894,different classes,924,local data,similar,embedding,0.9967668056488037,
894,different classes,179,different machine,similar,embedding,0.9964597225189209,
894,different classes,1797,enough available memory,similar,embedding,0.9963809847831726,
895,resource consumers,1302,necessary resources,similar,embedding,0.9993693232536316,
895,resource consumers,868,Static resources,similar,embedding,0.9992130994796753,
895,resource consumers,2162,resource fragmentation,similar,embedding,0.9991381168365479,
895,resource consumers,1548,resource map,similar,embedding,0.9991001486778259,
895,resource consumers,1517,critical resources,similar,embedding,0.9990221261978149,
895,resource consumers,10,resource usage,similar,embedding,0.9989601373672485,
895,resource consumers,845,resource availability,similar,embedding,0.9988649487495422,
895,resource consumers,814,resource requirements,similar,embedding,0.9987927079200745,
895,resource consumers,999,specific resources,similar,embedding,0.9985974431037903,
895,resource consumers,2087,resource sharing,similar,embedding,0.998450517654419,
896,more jobs,938,job output,similar,embedding,0.996720016002655,
896,more jobs,1220,dispatch jobs,similar,embedding,0.9958404302597046,
896,more jobs,331,job information,similar,embedding,0.994774580001831,
896,more jobs,680,other jobs,similar,embedding,0.9947236180305481,
896,more jobs,35,job completion information,similar,embedding,0.9946602582931519,
896,more jobs,805,interactive job,similar,embedding,0.9941713809967041,
896,more jobs,1298,own jobs,similar,embedding,0.9939500093460083,
896,more jobs,1249,most jobs,similar,embedding,0.9939181208610535,
896,more jobs,1254,Display job status,similar,embedding,0.9939008355140686,
896,more jobs,748,chunk job queue,similar,embedding,0.9938349723815918,
897,bsub -R option specifies resources requirements,426,password usage,similar,embedding,0.9949688911437988,
897,bsub -R option specifies resources requirements,1852,first line,similar,embedding,0.9948605298995972,
897,bsub -R option specifies resources requirements,616,many different options,similar,embedding,0.9948166012763977,
897,bsub -R option specifies resources requirements,886,Runtime resource usage limits,similar,embedding,0.9946893453598022,
897,bsub -R option specifies resources requirements,159,slurm.conf,similar,embedding,0.9943656921386719,
897,bsub -R option specifies resources requirements,344,usage,similar,embedding,0.9943070411682129,
897,bsub -R option specifies resources requirements,618,like fashion,similar,embedding,0.9939067363739014,
897,bsub -R option specifies resources requirements,1853,keyword line,similar,embedding,0.9939024448394775,
897,bsub -R option specifies resources requirements,431,grant line,similar,embedding,0.9938607215881348,
897,bsub -R option specifies resources requirements,2146,Many additional scenarios,similar,embedding,0.993802547454834,
898,load index values,900,load values,similar,embedding,0.9989517331123352,
898,load index values,880,load levels,similar,embedding,0.9977923631668091,
898,load index values,1559,first load index,similar,embedding,0.9977566003799438,
898,load index values,883,specific load index,similar,embedding,0.9976716637611389,
898,load index values,1561,second load index,similar,embedding,0.997302770614624,
898,load index values,1558,first external load index,similar,embedding,0.9971767663955688,
898,load index values,1560,second external load index,similar,embedding,0.9969274997711182,
898,load index values,1800,program load,similar,embedding,0.9968165159225464,
898,load index values,1520,external load indexes,similar,embedding,0.9965937733650208,
898,load index values,1176,marks load indexes,similar,embedding,0.9963938593864441,
899,scheduling conditions,535,performance metrics,similar,embedding,0.9979106187820435,
899,scheduling conditions,673,largest memory peak,similar,embedding,0.9976945519447327,
899,scheduling conditions,1238,SCHEDULING POLICIES,similar,embedding,0.9976003170013428,
899,scheduling conditions,1219,different scheduling policies,similar,embedding,0.9975769519805908,
899,scheduling conditions,851,Total resident memory usage,similar,embedding,0.9975566864013672,
899,scheduling conditions,852,Total virtual memory usage,similar,embedding,0.9975566864013672,
899,scheduling conditions,279,specific situations,similar,embedding,0.9975074529647827,
899,scheduling conditions,648,metrics,similar,embedding,0.9974531531333923,
899,scheduling conditions,665,gathered metrics,similar,embedding,0.9974531531333923,
899,scheduling conditions,1493,ID mode bit,similar,embedding,0.997444212436676,
900,load values,898,load index values,similar,embedding,0.9989517331123352,
900,load values,880,load levels,similar,embedding,0.9963344931602478,
900,load values,885,threshold values,similar,embedding,0.995424747467041,
900,load values,1559,first load index,similar,embedding,0.9946868419647217,
900,load values,883,specific load index,similar,embedding,0.9945911169052124,
900,load values,1800,program load,similar,embedding,0.9945317506790161,
900,load values,12,load imbalance,similar,embedding,0.9941091537475586,
900,load values,1561,second load index,similar,embedding,0.9939846992492676,
900,load values,1558,first external load index,similar,embedding,0.9939264059066772,
900,load values,1560,second external load index,similar,embedding,0.9934986233711243,
901,scheduling thresholds,1219,different scheduling policies,similar,embedding,0.9982297420501709,
901,scheduling thresholds,19,particular time interval,similar,embedding,0.9981025457382202,
901,scheduling thresholds,1940,binary upgrade,similar,embedding,0.9979099631309509,
901,scheduling thresholds,135,best way,similar,embedding,0.9978020787239075,
901,scheduling thresholds,1322,Wrapper binary executables,similar,embedding,0.9977439045906067,
901,scheduling thresholds,1523,binary program,similar,embedding,0.9977214336395264,
901,scheduling thresholds,860,fixed time intervals,similar,embedding,0.997715950012207,
901,scheduling thresholds,1218,different priorities,similar,embedding,0.997676432132721,
901,scheduling thresholds,499,separate instances,similar,embedding,0.9976662397384644,
901,scheduling thresholds,631,most cases,similar,embedding,0.9975442886352539,
902,installation options,2079,appropriate command line options,similar,embedding,0.9931621551513672,
902,installation options,616,many different options,similar,embedding,0.991702139377594,
902,installation options,463,grep slurmdbd,similar,embedding,0.9911016225814819,
902,installation options,612,Other options,similar,embedding,0.9909582138061523,
902,installation options,831,different set,similar,embedding,0.9905974864959717,
902,installation options,2026,command line options,similar,embedding,0.9904311895370483,
902,installation options,339,QOS limits,similar,embedding,0.9899430274963379,
902,installation options,1778,line limit,similar,embedding,0.9898897409439087,
902,installation options,373,SlurmDBD Configuration,similar,embedding,0.9897830486297607,
902,installation options,225,MySQL installation,similar,embedding,0.9896231889724731,
903,lsfinstall -f install.config command,1085,source command,similar,embedding,0.9994710087776184,
903,lsfinstall -f install.config command,819,ls command,similar,embedding,0.9993904232978821,
903,lsfinstall -f install.config command,1245,basic commands,similar,embedding,0.9989798665046692,
903,lsfinstall -f install.config command,1299,bresume command,similar,embedding,0.9989778399467468,
903,lsfinstall -f install.config command,1971,egosh command,similar,embedding,0.9988012909889221,
903,lsfinstall -f install.config command,9,sacct command,similar,embedding,0.9987947940826416,
903,lsfinstall -f install.config command,14,sstat command,similar,embedding,0.9983615875244141,
903,lsfinstall -f install.config command,1263,lsgrun command,similar,embedding,0.9983584880828857,
903,lsfinstall -f install.config command,1433,hostsetup command,similar,embedding,0.9983423948287964,
903,lsfinstall -f install.config command,1609,ps -ef command,similar,embedding,0.9983038902282715,
904,install.config file,52,file,similar,embedding,0.9999998807907104,
904,install.config file,1377,cshrc file,similar,embedding,0.9999998807907104,
904,install.config file,1379,profile file,similar,embedding,0.9999998807907104,
904,install.config file,1382,file lsf10.1.0_linux2.,similar,embedding,0.9999998807907104,
904,install.config file,1411,lsf_getting_started.html file,similar,embedding,0.9999998807907104,
904,install.config file,1674,HOME/.rhosts file,similar,embedding,0.9999998807907104,
904,install.config file,1723,lsb.hosts file,similar,embedding,0.9999998807907104,
904,install.config file,1742,ego.sudoers file,similar,embedding,0.9999998807907104,
904,install.config file,1827,rhosts file,similar,embedding,0.9999998807907104,
904,install.config file,1979,ego.shared files,similar,embedding,0.9981077909469604,
905,LSF_CONFDIR,848,fair share scheduling,similar,embedding,0.9888933897018433,
905,LSF_CONFDIR,965,lsf.cluster.cluster_name,similar,embedding,0.9848849773406982,
905,LSF_CONFDIR,1499,install directory,similar,embedding,0.9680335521697998,
905,LSF_CONFDIR,906,lsf.cluster.cluster_name file,similar,embedding,0.9672561883926392,
905,LSF_CONFDIR,981,etc directory,similar,embedding,0.9654857516288757,
905,LSF_CONFDIR,964,lsf.conf,similar,embedding,0.9654466509819031,
905,LSF_CONFDIR,1103,LSF configuration files,similar,embedding,0.9653225541114807,
905,LSF_CONFDIR,909,conf,similar,embedding,0.9638730883598328,
905,LSF_CONFDIR,1501,LSF executable files,similar,embedding,0.9637449979782104,
905,LSF_CONFDIR,1835,Read LSF Guide,similar,embedding,0.9637123942375183,
906,lsf.cluster.cluster_name file,977,lsf.conf file,similar,embedding,0.9961585998535156,
906,lsf.cluster.cluster_name file,1983,old lsf.conf file,similar,embedding,0.9957272410392761,
906,lsf.cluster.cluster_name file,1059,lsf.sudoers file,similar,embedding,0.9936634302139282,
906,lsf.cluster.cluster_name file,1089,files cshrc.lsf,similar,embedding,0.9933645725250244,
906,lsf.cluster.cluster_name file,1375,cshrc.lsf file,similar,embedding,0.9933645725250244,
906,lsf.cluster.cluster_name file,1819,ident server,similar,embedding,0.9928111433982849,
906,lsf.cluster.cluster_name file,994,ego,similar,embedding,0.9925658702850342,
906,lsf.cluster.cluster_name file,1519,lsf.shared file,similar,embedding,0.9920012950897217,
906,lsf.cluster.cluster_name file,963,important files,similar,embedding,0.9918538331985474,
906,lsf.cluster.cluster_name file,1543,ResourceMap section,similar,embedding,0.9917012453079224,
907,share,848,fair share scheduling,similar,embedding,0.954303503036499,
907,share,909,conf,similar,embedding,0.9375501871109009,
907,share,905,LSF_CONFDIR,similar,embedding,0.9366078972816467,
907,share,1306,lsfadmin lsf,similar,embedding,0.9025651812553406,
907,share,838,LSF resources,similar,embedding,0.9007484912872314,
907,share,1345,LSF API,similar,embedding,0.8962208032608032,
907,share,1043,LSF server,similar,embedding,0.8959131836891174,
907,share,710,LSF,similar,embedding,0.8951833844184875,
907,share,713,LSF status,similar,embedding,0.8951833844184875,
907,share,1009,LSF multicluster capability./usr,similar,embedding,0.8951833844184875,
909,conf,967,cluster_name,similar,embedding,0.9781900644302368,
909,conf,966,LSB_CONFDIR,similar,embedding,0.9762974381446838,
909,conf,848,fair share scheduling,similar,embedding,0.9737358093261719,
909,conf,905,LSF_CONFDIR,similar,embedding,0.9638730883598328,
909,conf,1487,sparc,similar,embedding,0.9579559564590454,
909,conf,1404,install,similar,embedding,0.9575390219688416,
909,conf,907,share,similar,embedding,0.9375501871109009,
909,conf,236,usr,similar,embedding,0.9345219731330872,
909,conf,1207,STATUS JL,similar,embedding,0.9326032400131226,
909,conf,1024,logdir,similar,embedding,0.9325898885726929,
911,ClusterAdmins section,1111,section,similar,embedding,0.9999998211860657,
911,ClusterAdmins section,1726,HostPartition sections,similar,embedding,0.9999998211860657,
911,ClusterAdmins section,1847,section section,similar,embedding,0.9999998211860657,
911,ClusterAdmins section,1843,Section name,similar,embedding,0.9893947839736938,
911,ClusterAdmins section,1774,HostModel section,similar,embedding,0.98801589012146,
911,ClusterAdmins section,1543,ResourceMap section,similar,embedding,0.9878631830215454,
911,ClusterAdmins section,1846,unrecognized section name,similar,embedding,0.9878485798835754,
911,ClusterAdmins section,320,separate section,similar,embedding,0.9867656230926514,
911,ClusterAdmins section,1769,HostType section,similar,embedding,0.9867100715637207,
911,ClusterAdmins section,1984,new lsf.conf file,similar,embedding,0.9841406345367432,
912,Hosts section,1003,Server hosts,similar,embedding,0.9961773157119751,
912,Hosts section,1099,management host,similar,embedding,0.995053768157959,
912,Hosts section,1675,destination host,similar,embedding,0.9948667287826538,
912,Hosts section,753,execution host,similar,embedding,0.9946625232696533,
912,Hosts section,776,Multiprocessor hosts,similar,embedding,0.9944863319396973,
912,Hosts section,1775,new host model,similar,embedding,0.9938157200813293,
912,Hosts section,1410,host setup,similar,embedding,0.9934497475624084,
912,Hosts section,178,backup host,similar,embedding,0.9933838248252869,
912,Hosts section,1677,Windows hosts,similar,embedding,0.9933355450630188,
912,Hosts section,1776,host model list,similar,embedding,0.9930388927459717,
913,LSF management host,915,LSF server hosts,similar,embedding,0.9990042448043823,
913,LSF management host,1200,LSF batch server hosts,similar,embedding,0.9978084564208984,
913,LSF management host,833,LSF host model,similar,embedding,0.997501015663147,
913,LSF management host,1160,current LSF management host,similar,embedding,0.9964680671691895,
913,LSF management host,1161,LSF management host name,similar,embedding,0.9957565069198608,
913,LSF management host,773,LSF host,similar,embedding,0.9955321550369263,
913,LSF management host,1081,LSF Cluster Management,similar,embedding,0.9949091076850891,
913,LSF management host,825,LSF host type,similar,embedding,0.9945300817489624,
913,LSF management host,2011,new LSF cluster,similar,embedding,0.9920417666435242,
913,LSF management host,706,LSF cluster overview,similar,embedding,0.9913311004638672,
914,first host,843,individual hosts,similar,embedding,0.9994922876358032,
914,first host,1727,HOSTS definition,similar,embedding,0.9994298219680786,
914,first host,1760,Host Architecture,similar,embedding,0.9993704557418823,
914,first host,1929,host host_name,similar,embedding,0.9990735650062561,
914,first host,872,appropriate hosts,similar,embedding,0.9990607500076294,
914,first host,457,local host,similar,embedding,0.9989995360374451,
914,first host,947,submission host,similar,embedding,0.9989985823631287,
914,first host,811,candidate hosts,similar,embedding,0.9989811182022095,
914,first host,1758,AIX host,similar,embedding,0.9988464117050171,
914,first host,1421,End Host,similar,embedding,0.9988462924957275,
915,LSF server hosts,913,LSF management host,similar,embedding,0.9990042448043823,
915,LSF server hosts,1200,LSF batch server hosts,similar,embedding,0.998084306716919,
915,LSF server hosts,1160,current LSF management host,similar,embedding,0.9958718419075012,
915,LSF server hosts,833,LSF host model,similar,embedding,0.9957295656204224,
915,LSF server hosts,773,LSF host,similar,embedding,0.9948545098304749,
915,LSF server hosts,1081,LSF Cluster Management,similar,embedding,0.9945164322853088,
915,LSF server hosts,1161,LSF management host name,similar,embedding,0.9941559433937073,
915,LSF server hosts,706,LSF cluster overview,similar,embedding,0.9922897815704346,
915,LSF server hosts,825,LSF host type,similar,embedding,0.9918532371520996,
915,LSF server hosts,971,primary LSF administrator,similar,embedding,0.9913303852081299,
916,server column,220,DB server packages,similar,embedding,0.9992696046829224,
916,server column,436,Server version,similar,embedding,0.9990546107292175,
916,server column,498,production server,similar,embedding,0.9989813566207886,
916,server column,245,SQL server,similar,embedding,0.998943567276001,
916,server column,241,MariaDB server settings,similar,embedding,0.998549222946167,
916,server column,1819,ident server,similar,embedding,0.9980223178863525,
916,server column,1567,FLEXlm license server,similar,embedding,0.9979792833328247,
916,server column,943,Windows server machine,similar,embedding,0.997536838054657,
916,server column,258,older SQL server versions,similar,embedding,0.9972916841506958,
916,server column,491,Archive Server,similar,embedding,0.9972656965255737,
917,LSF client,1521,LSF updates,similar,embedding,0.9992586374282837,
917,LSF client,1837,LSF services,similar,embedding,0.9991896152496338,
917,LSF client,720,LSF terms,similar,embedding,0.9990843534469604,
917,LSF client,1385,LSF releases,similar,embedding,0.9990490674972534,
917,LSF client,784,LSF schedules,similar,embedding,0.9988734722137451,
917,LSF client,1306,lsfadmin lsf,similar,embedding,0.9986611604690552,
917,LSF client,1115,LSF man,similar,embedding,0.9985246658325195,
917,LSF client,1345,LSF API,similar,embedding,0.9985084533691406,
917,LSF client,1063,LSF administration,similar,embedding,0.9980815052986145,
917,LSF client,942,LSF files,similar,embedding,0.9978710412979126,
918,only hosts,914,first host,similar,embedding,0.9982630014419556,
918,only hosts,1727,HOSTS definition,similar,embedding,0.9979398250579834,
918,only hosts,457,local host,similar,embedding,0.9979079961776733,
918,only hosts,1760,Host Architecture,similar,embedding,0.9977055191993713,
918,only hosts,843,individual hosts,similar,embedding,0.9976799488067627,
918,only hosts,947,submission host,similar,embedding,0.9976100921630859,
918,only hosts,872,appropriate hosts,similar,embedding,0.9973477125167847,
918,only hosts,1247,best available host,similar,embedding,0.997287929058075,
918,only hosts,1551,different hosts,similar,embedding,0.9970730543136597,
918,only hosts,811,candidate hosts,similar,embedding,0.9970601797103882,
919,user data,628,user records,similar,embedding,0.998591959476471,
919,user data,1363,Manage users,similar,embedding,0.9977842569351196,
919,user data,1137,US Government Users Restricted Rights,similar,embedding,0.9976032376289368,
919,user data,1896,same user ID,similar,embedding,0.9970631003379822,
919,user data,642,user processes,similar,embedding,0.9970202445983887,
919,user data,118,user ID,similar,embedding,0.9970101118087769,
919,user data,213,user entities,similar,embedding,0.9960355758666992,
919,user data,1658,User permission,similar,embedding,0.995543897151947,
919,user data,103,user limits,similar,embedding,0.9954261183738708,
919,user data,1893,bad user,similar,embedding,0.9951068162918091,
920,batch job runs,798,batch job,similar,embedding,0.9986128211021423,
920,batch job runs,1252,Submit batch jobs,similar,embedding,0.9982134103775024,
