edge_id,doc_id,chunk_id,subj_term,rel_text,obj_term,justification
178,doc_7940,doc_7940_chunk_0009,federated job,rejected_by,local cluster,A federated job that fails due to resources on the local cluster will be rejected and won't be submitted to other sibling clusters.
179,doc_7940,doc_7940_chunk_0009,job arrays,run_on,cluster_they_were_submitted_to,Job arrays only run on the cluster that they were submitted to.
180,doc_7940,doc_7940_chunk_0009,job_modification,must_succeed_on,origin_cluster,Job modification must succeed on the origin cluster for the changes to be pushed to the sibling jobs on remote clusters.
181,doc_7940,doc_7940_chunk_0009,sview_grid,disabled_in,federated_view,sview grid is disabled in a federated view.
182,doc_8186,doc_8186_chunk_0006,authenticated proxy,provides_http_headers_to,slurmrestd,The text states that an authenticated proxy will provide the correct HTTP headers (X-SLURM-USER-NAME and X-SLURM-USER-TOKEN) to slurmrestd.
183,doc_8186,doc_8186_chunk_0006,HTTP headers,contain_user_info,SlurmUser,The text mentions that HTTP headers (X-SLURM-USER-NAME and X-SLURM-USER-TOKEN) contain user information.
184,doc_8186,doc_8186_chunk_0006,Slurm,trusts_http_headers_provided,authenticating_proxy,Slurm will explicitly trust the HTTP headers provided by the authenticating proxy.
185,doc_85cb,doc_85cb_chunk_0004,sbatch,submits_jobs_to,remote licenses,The text explains that sbatch is used to submit jobs to remote licenses.
186,doc_85cb,doc_85cb_chunk_0004,sacctmgr,modifies_resource,resource,"The text mentions modifying resources using sacctmgr, such as setting counts and allowed values."
187,doc_85cb,doc_85cb_chunk_0004,sacctmgr,deletes_resource,resource,"The text describes deleting resources using sacctmgr, such as removing licenses from clusters."
188,doc_85cb,doc_85cb_chunk_0004,LastConsumed,updated_by,sacctmgr,"The text states that when the LastConsumed value is changed through sacctmgr, an update is automatically pushed to the Slurm controllers."
189,doc_85cb,doc_85cb_chunk_0005,sacctmgr,updates,LastConsumed,The text explains that sacctmgr is used to update the LastConsumed value.
190,doc_85cb,doc_85cb_chunk_0005,Slurm controllers,uses,LastConsumed,The text states that Slurm controllers use the LastConsumed value to calculate a LastDeficit value.
191,doc_85cb,doc_85cb_chunk_0005,LastConsumed,affects,LastDeficit,The text explains that the LastConsumed value affects the calculation of the LastDeficit value.
192,doc_868e,doc_868e_chunk_0004,slurmrestd,is_daemon_for,Slurm REST API,slurmrestd is described as the Slurm REST API daemon.
193,doc_868e,doc_868e_chunk_0004,slurmstepd,manages_steps_of,job,slurmstepd is described as the job step manager for Slurm.
194,doc_868e,doc_868e_chunk_0004,SPANK,provides,kcontrol_for_nodes_and_jobs,SPANK is described as the Slurm Plug-in Architecture for Node and job (K)control.
195,doc_8a75,doc_8a75_chunk_0004,GPU_DEVICE_ORDINAL,specifies_allocation_for,job,The text mentions that GPU_DEVICE_ORDINAL specifies the GPU devices for the job allocation.
196,doc_8a75,doc_8a75_chunk_0004,ROCR_VISIBLE_DEVICES,specifies_allocation_for,job,The text mentions that ROCR_VISIBLE_DEVICES specifies the GPU devices for the job allocation.
197,doc_8a75,doc_8a75_chunk_0004,SLURM_ARRAY_JOB_ID,sets_to_job_id,job,"If this job is part of a job array, SLURM_ARRAY_JOB_ID will be set to the job ID."
198,doc_8a75,doc_8a75_chunk_0004,SLURM_ARRAY_TASK_COUNT,sets_to_task_count,job,"If this job is part of a job array, SLURM_ARRAY_TASK_COUNT will be set to the number of tasks in the array."
199,doc_8a75,doc_8a75_chunk_0008,Prolog,available_in,TaskProlog,Both Prolog and TaskProlog are mentioned as available in Prolog.
200,doc_8a75,doc_8a75_chunk_0008,Epilog,available_in,SrunEpilog,Both Epilog and SrunEpilog are mentioned as available in Epilog.
201,doc_8a75,doc_8a75_chunk_0008,PrologSlurmctld,available_in,EpilogSlurmctld,Both PrologSlurmctld and EpilogSlurmctld are mentioned as available in PrologSlurmctld.
202,doc_96c0,doc_96c0_chunk_0006,plugin,uses,syscfg_program,The plugin performs operations using Intel's syscfg program to get and modify the node's MCDRAM and NUMA mode.
203,doc_96c0,doc_96c0_chunk_0006,plugin,uses,linux_reboot_program,The plugin uses the Linux reboot program to reboot the compute node.
204,doc_96c0,doc_96c0_chunk_0006,syscfg_program,reports,mcdram_and_numa_mode,The syscfg program reports the MCDRAM and NUMA mode to be used when the node is next booted.
205,doc_96c0,doc_96c0_chunk_0006,slurm_conf_file,defines,rebootprogram,The RebootProgram is defined in the slurm.conf file.
206,doc_977e,doc_977e_chunk_0009,scontrol,creates_reservation,reservation,The text shows an example of using scontrol to create a reservation.
207,doc_977e,doc_977e_chunk_0009,sbatch,submits_jobs_to,reservation,The text demonstrates submitting jobs to a reservation using sbatch.
208,doc_9964,doc_9964_chunk_0002,sacctmgr,manages,WCKeys,The text states that sacctmgr is used to manage WCKeys.
209,doc_9964,doc_9964_chunk_0002,sacctmgr,adds_to,user,The text mentions 'sacctmgr add user da wckey=secret_project' to add a user to a WCKey.
210,doc_9964,doc_9964_chunk_0002,sacctmgr,removes_from,user,The text mentions 'sacctmgr del user da wckey=secret_project' to remove a user from a WCKey.
211,doc_9964,doc_9964_chunk_0002,sacctmgr,modifies,user,The text mentions 'sacctmgr mod user da cluster=snowflake set defaultwckey=secret_project' to alter the user's default WCKey.
212,doc_9ca6,doc_9ca6_chunk_0003,highest level,limits_maximum_allocation,maximum allocation,"The text states that the highest level only contains 24, which limits the maximum allocation."
213,doc_9ca6,doc_9ca6_chunk_0003,maximum allocation,is_allocated_to,resources,The text implies that the maximum allocation is applied to a fixed set of resources.
214,doc_ac8b,doc_ac8b_chunk_0011,DEPTH_OBLIVIOUS,enables,NO_FAIR_TREE,DEPTH_OBLIVIOUS automatically enables NO_FAIR_TREE according to the text.
215,doc_ac8b,doc_ac8b_chunk_0011,priority,calculated_based_on,multifactor,DEPTH_OBLIVIOUS calculates priority similar to the normal multifactor calculation.
216,doc_ac8b,doc_ac8b_chunk_0011,priority,never_decreases,INCR_ONLY,INCR_ONLY ensures that job priority will never decrease in value.
217,doc_ac8b,doc_ac8b_chunk_0011,TRESBillingWeights,calculated_as,MAX_TRES,MAX_TRES calculates the weighted TRES value as the MAX of individual TRESs on a node plus the sum of all global TRESs.
218,doc_b00c,doc_b00c_chunk_0001,Slurm,supports,topology-aware_resource_allocation,The text mentions that Slurm can be configured to support topology-aware resource allocation to optimize job performance.
219,doc_b00c,doc_b00c_chunk_0001,Slurm,allocates_resources_on,best-fit_basis,The text states that Slurm's native mode of resource selection is to consider the nodes as a one-dimensional array and allocate resources on a best-fit basis.
220,doc_b00c,doc_b00c_chunk_0001,Slurm,uses,Hilbert_curve,The text explains that Slurm uses a Hilbert curve to map nodes from a three-dimensional space into a one-dimensional space.
221,doc_b00c,doc_b00c_chunk_0001,Slurm,minimizes_network_contention,hierarchical_networks,The text mentions that Slurm can be configured to allocate resources to jobs on a hierarchical network to minimize network contention.
222,doc_b00c,doc_b00c_chunk_0007,Slurm,uses_topology_for,resource_allocation,The text states that the Slurm controller will use the selected topology to optimize resource allocation for jobs submitted to a partition.
223,doc_b00c,doc_b00c_chunk_0007,partition,configured_with,topology,Each partition can be configured to use a specific topology by specifying the Topology in its partition configuration line.
224,doc_b00c,doc_b00c_chunk_0007,topology.yaml,defines,network_topologies,Slurm 25.05 introduced the ability to define multiple network topologies using the topology.yaml configuration file.
225,doc_b2f9,doc_b2f9_chunk_0008,GRES,configured_in,slurm.conf,The text mentions that the total count of MPS resources available on a node should be configured in the slurm.conf file.
226,doc_b2f9,doc_b2f9_chunk_0008,gres/mps,evenly_distributed_across,all_GPUs_configured_on_the_node,The text states that the count of gres/mps elements defined in the slurm.conf will be evenly distributed across all GPUs configured on the node.
227,doc_b2f9,doc_b2f9_chunk_0008,CUDA Multi-Process Service,provides_mechanism_for,GPUs_to_be_shared_by_multiple_jobs,The text explains that CUDA Multi-Process Service provides a mechanism where GPUs can be shared by multiple jobs.
228,doc_b406,doc_b406_chunk_0001,per-partition OverSubscribe,controls_allocation_of,whole nodes,"The text states that when OverSubscribe=NO, whole nodes are allocated to jobs, and when OverSubscribe=FORCE, each whole node can be allocated to multiple jobs."
229,doc_b406,doc_b406_chunk_0001,per-partition OverSubscribe,controls_allocation_of,cores,"The text states that when OverSubscribe=NO, cores are allocated to jobs, and when OverSubscribe=FORCE, each core can be allocated to multiple jobs."
230,doc_b406,doc_b406_chunk_0001,srun,allows_sharing_of,consumable_resource,The text mentions that srun --oversubscribe allows sharing of consumable resources among jobs.
231,doc_c721,doc_c721_chunk_0001,Fair Tree algorithm,is_default_algorithm,19.05 release,The text states that the Fair Tree algorithm is now the default as of the 19.05 release.
232,doc_c721,doc_c721_chunk_0001,classic fair share algorithm,is_available_if,PriorityFlags=NO_FAIR_TREE,The text mentions that the classic fair share algorithm is only available if PriorityFlags=NO_FAIR_TREE has been explicitly configured.
233,doc_c721,doc_c721_chunk_0001,fair-share hierarchy,represents_allocation,computing resources,The text explains that the fair-share hierarchy represents the portion of the computing resources allocated to different projects.
234,doc_c721,doc_c721_chunk_0001,fair-share hierarchy,is_assigned_to,account,The text states that allocations are assigned to an account within the fair-share hierarchy.
235,doc_c721,doc_c721_chunk_0003,fair-share factor,reflects_usage_of,account,The fair-share factor reflects the usage of the account based on the portion of the machine allocated to the user and the historical usage of all the jobs run by that user under a specific account.
236,doc_c721,doc_c721_chunk_0003,job priority,affected_by,fair-share_factor,"The job priority is influenced by the fair-share factor, which takes into account the usage of other users drawing from the same account."
237,doc_c721,doc_c721_chunk_0003,effective_usage,is_calculated_as,UE,Effective usage is calculated as the sum of the actual usage of the child user or account plus the adjusted effective usage of the parent account.
238,doc_c721,doc_c721_chunk_0003,Slurm fair-share formula,uses,effective_usage,The Slurm fair-share formula uses the effective usage in its calculation.
239,doc_c721,doc_c721_chunk_0007,Slurm fair-share formula,calculates,fair-share factor,The text explains that the Slurm fair-share formula is used to calculate the fair-share factor for each user.
240,doc_c721,doc_c721_chunk_0007,fair-share factor,influences,scheduling priority,"The text states that based on the fair-share factor alone, user 5's job would be granted the highest scheduling priority."
241,doc_c721,doc_c721_chunk_0007,jobs,affect,fair-share factor,"The text mentions that even though user 3 has yet to submit a job, his/her fair-share factor is negatively influenced by the jobs users 1 and 2 have run."
242,doc_c8a9,doc_c8a9_chunk_0011,sbatch,submits_jobs_to,partition,"The text mentions 'sbatch: Submitted batch job 20', indicating that sbatch submits jobs to a partition."
243,doc_c8a9,doc_c8a9_chunk_0011,job placement,requires,required nodes,"The text states that it would be more ideal if the 'hipri' job were placed on nodes n[3-5], which requires specific nodes."
244,doc_c8a9,doc_c8a9_chunk_0011,job placement,requires,job size,The text mentions including factors such as job size in the 'intelligent' algorithm for job placement.
245,doc_c8a9,doc_c8a9_chunk_0011,intelligent algorithm,supports,ideal placements,The text states that an 'intelligent' algorithm would support ideal placements such as placing the 'hipri' job on nodes n[3-5].
246,doc_ce7f,doc_ce7f_chunk_0003,rpmbuild,executes_build_of,RPMs,The text explains that rpmbuild is used to build RPMs directly.
247,doc_ce7f,doc_ce7f_chunk_0003,.rpmmacros,controls,RPM_build_options,The text mentions that a .rpmmacros file can be used to control some aspects of the RPM built.
248,doc_ce7f,doc_ce7f_chunk_0003,with_munge,specifies,MUNGE_installation_location,The text states that with_munge specifies the MUNGE (authentication library) installation location.
249,doc_ce7f,doc_ce7f_chunk_0004,slurm*tar.bz2,unpacks_into,directory containing the Slurm source,The text states to unpack the distributed tarball into the directory containing the Slurm source.
250,doc_ce7f,doc_ce7f_chunk_0004,mk-build-deps,installs_dependencies_for,Slurm,The text mentions using mk-build-deps to install the Slurm package dependencies.
251,doc_ce7f,doc_ce7f_chunk_0004,debuild,builds_packages,Slurm,The text explains that debuild is used to build the Slurm packages.
252,doc_ce7f,doc_ce7f_chunk_0004,apt,removes_packages_due_to_conflicts,Slurm,The text states that apt is willing to automatically remove Slurm packages due to dependency conflicts.
253,doc_d41b,doc_d41b_chunk_0002,SlurmDBD,uses,Slurm authentication plugin,The text mentions that SlurmDBD uses a Slurm authentication plugin (e.g. MUNGE).
254,doc_d41b,doc_d41b_chunk_0002,SlurmDBD,uses,Slurm accounting storage plugin,The text states that SlurmDBD uses an existing Slurm accounting storage plugin to maximize code reuse.
255,doc_d41b,doc_d41b_chunk_0002,SlurmDBD,uses,data caching,The text mentions that SlurmDBD uses data caching and prioritization of pending requests to optimize performance.
256,doc_d41b,doc_d41b_chunk_0002,association,configures,accounting and scheduling policies,The text states that both accounting and scheduling policies are configured based upon an association.
257,doc_d41b,doc_d41b_chunk_0010,GrpWall,consumes_time_limit_of,running jobs,The text mentions that GrpWall considers the time limit of running jobs.
258,doc_d41b,doc_d41b_chunk_0010,LimitFactor,applies_to,associations_running_in_this_qos,The text states that LimitFactor is factored into associations running in this QOS.
259,doc_d41b,doc_d41b_chunk_0010,MaxJobsAccruePerAccount,limits,pending_jobs_accruing_age_priority_per_account,The text specifies that MaxJobsAccruePerAccount limits the number of pending jobs an account can have.
260,doc_d41b,doc_d41b_chunk_0010,MaxJobsAccruePerUser,limits,pending_jobs_accruing_age_priority_per_user,The text specifies that MaxJobsAccruePerUser limits the number of pending jobs a user can have.
261,doc_d41b,doc_d41b_chunk_0012,usagefactor,applies_to,job's TRES usage,The text explains that the usage factor is factored into a job's TRES usage.
262,doc_d41b,doc_d41b_chunk_0012,UsageFactorSafe,applies_to,AccountingStorageEnforce,The text mentions that the UsageFactorSafe flag interacts with the AccountingStorageEnforce setting.
263,doc_d41b,doc_d41b_chunk_0012,AccountingStorageEnforce,determines_job_scheduling,jobs,The text describes how the AccountingStorageEnforce setting affects job scheduling based on the UsageFactorSafe flag.
264,doc_d41b,doc_d41b_chunk_0014,lua job submit plugin,forces_users_to_specify,gpu_with_type,The script checks that users specify a type when requesting GPU GRES.
265,doc_d41b,doc_d41b_chunk_0014,TRESBillingWeights,should_include,typed_and_non_typed_resources,It is mentioned that both typed and non-typed resources should be included when TRESBillingWeights are defined for a partition.
266,doc_d41b,doc_d41b_chunk_0014,AccountingStorageTRES,tracks,generic_and_specific_gres_types,Setting AccountingStorageTRES for both generic and specific GRES types allows tracking of both types.
267,doc_d41b,doc_d41b_chunk_0014,scheduler,assigns_reason,job_reason_codes,The scheduler assigns job reason codes when a pending job exceeds a configured resource limit.
268,doc_d9be,doc_d9be_chunk_0002,SelectType,controls_allocation_of,CPU_resources,The text explains that SelectType controls whether CPU resources are allocated to jobs and job steps in units of whole nodes or as consumable resources.
269,doc_d9be,doc_d9be_chunk_0002,SlurmdParameters,controls,information_usage,The text mentions that SlurmdParameters config_overrides controls how the information in a node definition is used.
270,doc_d9be,doc_d9be_chunk_0002,SelectType,defines_consumable_resource_type,SelectTypeParameters,The text states that SelectTypeParameters defines the consumable resource type when using a SelectType of select/cons_tres.
271,doc_d9be,doc_d9be_chunk_0007,CPU Management,is_subject_to_limits_imposed_by,Slurm Accounting,The text states that CPU management by Slurm users is subject to limits imposed by Slurm Accounting.
272,doc_d9be,doc_d9be_chunk_0007,Slurm Accounting,applies_limits_on,CPU usage,"The text mentions that Accounting limits may be applied on CPU usage at the level of users, groups and clusters."
273,doc_d9be,doc_d9be_chunk_0007,srun,allocates_nodes_to,job,The text explains that the srun command with the --nodes=2 option causes Slurm to allocate at least 2 nodes to the job.
274,doc_d9be,doc_d9be_chunk_0007,allocation,uses_plugin,cons_tres plugin,The text mentions that these examples show the use of the cons_tres plugin.
275,doc_e541,doc_e541_chunk_0008,AcctGatherInterconnectType,is_required_in,slurm.conf,The text states that AcctGatherInterconnectType=acct_gather_interconnect/ofed is required in slurm.conf to collect task data.
276,doc_e541,doc_e541_chunk_0008,network,is_set_to,freq,The text mentions appropriately set network=freq in either JobAcctGatherFrequency in slurm.conf or in --acctg-freq on the command line.
277,doc_e541,doc_e541_chunk_0008,Date Time,correlates_with,logs,The text states that Date Time can be used to correlate activity with other sources such as logs.
278,doc_e8f0,doc_e8f0_chunk_0002,slurmctld,runs_script_during_submission,script,The text mentions that slurmctld runs the script while holding internal locks and only a single copy of this script can run at a time.
279,doc_e8f0,doc_e8f0_chunk_0002,Slurm,uses_job_submit_plugin,job_submit,The text states that Slurm can be configured to use multiple job_submit plugins.
280,doc_e8f0,doc_e8f0_chunk_0008,gcc,compiles,job_submit_mine,The text mentions compiling with gcc the file job_submit_mine.c.
281,doc_e8f0,doc_e8f0_chunk_0008,gcc,uses,-pthread,The text includes -pthread as one of the compilation flags for gcc.
282,doc_e8f0,doc_e8f0_chunk_0008,gcc,uses,-fno-gcse,The text includes -fno-gcse as one of the compilation flags for gcc.
283,doc_e8f0,doc_e8f0_chunk_0008,gcc,uses,-Werror,The text includes -Werror as one of the compilation flags for gcc.
284,doc_e8f0,doc_e8f0_chunk_0008,gcc,links,.deps/job_submit_partition.Plo,The text mentions linking with .deps/job_submit_partition.Plo using gcc.
285,doc_e992,doc_e992_chunk_0002,plugin_version,identifies_version_of,Slurm,The text states that plugin_version identifies the version of Slurm used to build the plugin.
286,doc_e992,doc_e992_chunk_0002,Slurm init(),called_after,init,"The text notes that the C run-time system co-opts the symbols for its own initialization, and Slurm init() is called before the system's _init()."
287,doc_e992,doc_e992_chunk_0002,Slurm fini(),called_before,fini,The text states that Slurm fini() is called before the system's _fini().
288,doc_ebf2,doc_ebf2_chunk_0008,feature,can_be_disabled_with,CONFIG_MEMCG_SWAP,The text mentions that a feature can be disabled with the parameter CONFIG_MEMCG_SWAP.
289,doc_ebf2,doc_ebf2_chunk_0008,system.conf,does_not_use,JoinControllers,The text states that Slurm does not work correctly with JoinControllers and should not be used in system.conf.
290,doc_ebf2,doc_ebf2_chunk_0008,cgroup controllers,should_be_under_separate_directories,separate directories,The text advises that all cgroup controllers should be under separate directories.
291,doc_f0f8,doc_f0f8_chunk_0003,slurmctld,requires_user,Slurm user,The text recommends creating a user 'slurm' for the slurmctld controller.
292,doc_f0f8,doc_f0f8_chunk_0003,slurmd,saves_state_in,state_save_directory,The text defines the location of a directory where slurmd saves its state.
293,doc_f0f8,doc_f0f8_chunk_0003,slurmctld,saves_state_in,state_save_directory,The text defines the location of a directory where the slurmctld daemon saves its state.
294,doc_f0f8,doc_f0f8_chunk_0003,ReturnToService,defines_condition_for,non-responding_node,The text defines conditions under which a non-responding node is returned to service.
295,doc_f0f8,doc_f0f8_chunk_0004,SchedulerType,defines_mechanism_for,controlling_job_ordering,The text defines the mechanism to be used for controlling job ordering based on the selected SchedulerType.
296,doc_f0f8,doc_f0f8_chunk_0004,SwitchType,defines_node_interconnect_used,Interconnect,The text defines the node interconnect used based on the selected SwitchType.
297,doc_f0f8,doc_f0f8_chunk_0004,MpiDefault,specifies_default_mpi_type,MPI,The text specifies the type of MPI to be used by default based on the selected MpiDefault.
