id,child_canonical_id,child_canonical_term,parent_head_text,parent_canonical_id,parent_canonical_term,method,score,created_at
301,2610,regular step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
302,2614,bootstrap mechanism,mechanism,1185,mechanism,head_parent_candidates,1.0,2025-12-17T15:05:15Z
303,2617,slurm feature,feature,328,feature,head_parent_candidates,1.0,2025-12-17T15:05:15Z
304,2624,pmi library,library,2537,library,head_parent_candidates,1.0,2025-12-17T15:05:15Z
305,2633,slurm installation path,path,1458,path,head_parent_candidates,1.0,2025-12-17T15:05:15Z
306,2639,slurm upgrade,upgrade,1751,upgrade,head_parent_candidates,1.0,2025-12-17T15:05:15Z
307,2644,internal pmi implementation,implementation,2178,implementation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
308,2645,slurm api function,function,64,function,head_parent_candidates,1.0,2025-12-17T15:05:15Z
309,2649,slurm step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
310,2650,slurm option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
311,2657,configure script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
312,2661,slurm api,api,1208,api,head_parent_candidates,1.0,2025-12-17T15:05:15Z
313,2696,resource limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
314,2698,served slurmctld,slurmctld,201,slurmctld,head_parent_candidates,1.0,2025-12-17T15:05:15Z
315,2701,sub account,account,10,account,head_parent_candidates,1.0,2025-12-17T15:05:15Z
316,2702,user association,association,451,association,head_parent_candidates,1.0,2025-12-17T15:05:15Z
317,2706,sacctmgr man page,page,1808,page,head_parent_candidates,1.0,2025-12-17T15:05:15Z
318,2710,slurm job submission command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
319,2715,slurm user,user,166,user,head_parent_candidates,1.0,2025-12-17T15:05:15Z
320,2733,return slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
321,2747,pam_slurm_adopt documentation,documentation,3650,documentation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
322,2763,priority job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
323,2770,schedulerparameter configuration parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
324,2772,small number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
325,2773,submit time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
326,2776,maximum time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
327,2780,single partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
328,2782,start time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
329,2783,high priority job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
330,2784,completion time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
331,2787,execution time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
332,2793,single job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
333,2794,early start time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
334,2796,hetjob component,component,550,component,head_parent_candidates,1.0,2025-12-17T15:05:15Z
335,2797,priority partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
336,2798,backfill reservation,reservation,386,reservation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
337,2806,time limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
338,2815,backfill cycle,cycle,,cycle,head_parent_candidates,1.0,2025-12-17T15:05:15Z
339,2823,job time limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
340,2835,slurm database,database,349,database,head_parent_candidates,1.0,2025-12-17T15:05:15Z
341,2836,sacctmgr command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
342,2837,scheduling priority,priority,13,priority,head_parent_candidates,1.0,2025-12-17T15:05:15Z
343,2838,partition qos,qos,472,qos,head_parent_candidates,1.0,2025-12-17T15:05:15Z
344,2839,relative qos,qos,472,qos,head_parent_candidates,1.0,2025-12-17T15:05:15Z
345,2840,qos option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
346,2852,slurm scheduler,scheduler,335,scheduler,head_parent_candidates,1.0,2025-12-17T15:05:15Z
347,2857,job qos,qos,472,qos,head_parent_candidates,1.0,2025-12-17T15:05:15Z
348,2879,valid option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
349,2893,aggregate limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
350,2902,large job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
351,2903,qos limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
352,2922,usagefactorsafe flag,flag,357,flag,head_parent_candidates,1.0,2025-12-17T15:05:15Z
353,2932,format option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
354,2948,slurm configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
355,2950,slurm configuration tool,tool,1466,tool,head_parent_candidates,1.0,2025-12-17T15:05:15Z
356,2953,slurm version,version,985,version,head_parent_candidates,1.0,2025-12-17T15:05:15Z
357,2957,man slurm.conf,slurm.conf,1593,slurm.conf,head_parent_candidates,1.0,2025-12-17T15:05:15Z
358,2958,slurm daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
359,2959,log file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
360,2972,single database,database,349,database,head_parent_candidates,1.0,2025-12-17T15:05:15Z
361,2974,control machine,machine,1832,machine,head_parent_candidates,1.0,2025-12-17T15:05:15Z
362,2976,optional backup controller,controller,709,controller,head_parent_candidates,1.0,2025-12-17T15:05:15Z
363,2990,maximum time limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
364,2998,cons_tre plug,plug,,plug,head_parent_candidates,1.0,2025-12-17T15:05:15Z
365,3000,slurm port number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
366,3002,slurm compute node daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
367,3003,slurm port,port,319,port,head_parent_candidates,1.0,2025-12-17T15:05:15Z
368,3005,slurm build time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
369,3009,backup controller,controller,709,controller,head_parent_candidates,1.0,2025-12-17T15:05:15Z
370,3010,unique directory,directory,1496,directory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
371,3011,compute server,server,1238,server,head_parent_candidates,1.0,2025-12-17T15:05:15Z
372,3015,slurmctld state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
373,3016,slurmctldhost node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
374,3017,slurmd state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
375,3021,valid configuration,configuration,3,configuration,head_parent_candidates,1.0,2025-12-17T15:05:15Z
376,3028,srun option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
377,3036,slurm control,control,2457,control,head_parent_candidates,1.0,2025-12-17T15:05:15Z
378,3044,srun man page,page,1808,page,head_parent_candidates,1.0,2025-12-17T15:05:15Z
379,3047,cgroup.conf man page,page,1808,page,head_parent_candidates,1.0,2025-12-17T15:05:15Z
380,3049,qualified path,path,1458,path,head_parent_candidates,1.0,2025-12-17T15:05:15Z
381,3062,text file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
382,3064,kafka server,server,1238,server,head_parent_candidates,1.0,2025-12-17T15:05:15Z
383,3068,mariadb database,database,349,database,head_parent_candidates,1.0,2025-12-17T15:05:15Z
384,3072,database server,server,1238,server,head_parent_candidates,1.0,2025-12-17T15:05:15Z
385,3076,job accounting gather,gather,,gather,head_parent_candidates,1.0,2025-12-17T15:05:15Z
386,3078,system type,type,363,type,head_parent_candidates,1.0,2025-12-17T15:05:15Z
387,3085,job accounting storage,storage,1284,storage,head_parent_candidates,1.0,2025-12-17T15:05:15Z
388,3086,job accounting gather slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
389,3087,accounting information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
390,3090,job accounting,accounting,305,accounting,head_parent_candidates,1.0,2025-12-17T15:05:15Z
391,3091,database daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
392,3115,job record,record,210,record,head_parent_candidates,1.0,2025-12-17T15:05:15Z
393,3144,stable slurm release,release,1754,release,head_parent_candidates,1.0,2025-12-17T15:05:15Z
394,3147,major release,release,1754,release,head_parent_candidates,1.0,2025-12-17T15:05:15Z
395,3199,slurm serialization plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
396,3206,absolute path,path,1458,path,head_parent_candidates,1.0,2025-12-17T15:05:15Z
397,3259,previous version,version,985,version,head_parent_candidates,1.0,2025-12-17T15:05:15Z
398,3261,state file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
399,3276,step allocation,allocation,1160,allocation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
400,3283,node count,count,1026,count,head_parent_candidates,1.0,2025-12-17T15:05:15Z
401,3284,task count,count,1026,count,head_parent_candidates,1.0,2025-12-17T15:05:15Z
402,3290,error code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
403,3301,select plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
404,3305,slurmctld daemon code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
405,3313,job step allocation,allocation,1160,allocation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
406,3321,slurmstepd program,program,1216,program,head_parent_candidates,1.0,2025-12-17T15:05:15Z
407,3323,single job step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
408,3339,user task,task,222,task,head_parent_candidates,1.0,2025-12-17T15:05:15Z
409,3341,epilog program,program,1216,program,head_parent_candidates,1.0,2025-12-17T15:05:15Z
410,3346,extern step,step,432,step,head_parent_candidates,1.0,2025-12-17T15:05:15Z
411,3348,slurmstepd process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
412,3367,core specialization,specialization,,specialization,head_parent_candidates,1.0,2025-12-17T15:05:15Z
413,3370,job process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
414,3371,specialized core,core,140,core,head_parent_candidates,1.0,2025-12-17T15:05:15Z
415,3372,command option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
416,3374,spec option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
417,3387,cpu count,count,1026,count,head_parent_candidates,1.0,2025-12-17T15:05:15Z
418,3418,core count,count,1026,count,head_parent_candidates,1.0,2025-12-17T15:05:15Z
419,3421,slurm priority site factor plugin api,api,1208,api,head_parent_candidates,1.0,2025-12-17T15:05:15Z
420,3422,slurm site_factor plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
421,3423,slurm site_factor api,api,1208,api,head_parent_candidates,1.0,2025-12-17T15:05:15Z
422,3430,proper operation,operation,1023,operation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
423,3431,job priority,priority,13,priority,head_parent_candidates,1.0,2025-12-17T15:05:15Z
424,3443,site_factor plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
425,3447,fair tree,tree,23,tree,head_parent_candidates,1.0,2025-12-17T15:05:15Z
426,3464,association tree,tree,23,tree,head_parent_candidates,1.0,2025-12-17T15:05:15Z
427,3465,fair tree algorithm,algorithm,1081,algorithm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
428,3466,total number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
429,3476,level fairshare,fairshare,683,fairshare,head_parent_candidates,1.0,2025-12-17T15:05:15Z
430,3495,effective usage,usage,53,usage,head_parent_candidates,1.0,2025-12-17T15:05:15Z
431,3504,slurm accounting database,database,349,database,head_parent_candidates,1.0,2025-12-17T15:05:15Z
432,3509,exclusive mode,mode,724,mode,head_parent_candidates,1.0,2025-12-17T15:05:15Z
433,3530,job submission command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
434,3535,sample slurm.conf file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
435,3538,consecutive node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
436,3540,normal slurm behavior,behavior,1868,behavior,head_parent_candidates,1.0,2025-12-17T15:05:15Z
437,3558,node allocation,allocation,1160,allocation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
438,3559,consumable resource plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
439,3560,default allocation method,method,843,method,head_parent_candidates,1.0,2025-12-17T15:05:15Z
440,3563,processor count,count,1026,count,head_parent_candidates,1.0,2025-12-17T15:05:15Z
441,3566,parallel job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
442,3574,idle cpu,cpu,805,cpu,head_parent_candidates,1.0,2025-12-17T15:05:15Z
443,3577,idle node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
444,3603,open source,source,1001,source,head_parent_candidates,1.0,2025-12-17T15:05:15Z
445,3605,scalable cluster management,management,4468,management,head_parent_candidates,1.0,2025-12-17T15:05:15Z
446,3606,job scheduling system,system,119,system,head_parent_candidates,1.0,2025-12-17T15:05:15Z
447,3607,small linux cluster,cluster,272,cluster,head_parent_candidates,1.0,2025-12-17T15:05:15Z
448,3620,run time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
449,3621,slurm library,library,2537,library,head_parent_candidates,1.0,2025-12-17T15:05:15Z
450,3627,slurm directory structure,structure,2190,structure,head_parent_candidates,1.0,2025-12-17T15:05:15Z
451,3628,top level directory,directory,1496,directory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
452,3629,entire slurm system,system,119,system,head_parent_candidates,1.0,2025-12-17T15:05:15Z
453,3641,version number,number,123,number,head_parent_candidates,1.0,2025-12-17T15:05:15Z
454,3652,header file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
455,3660,slurm code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
456,3661,slurm information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
457,3667,accounting storage plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
458,3668,plugin function,function,64,function,head_parent_candidates,1.0,2025-12-17T15:05:15Z
459,3677,node selection,selection,1998,selection,head_parent_candidates,1.0,2025-12-17T15:05:15Z
460,3682,administrator tool,tool,1466,tool,head_parent_candidates,1.0,2025-12-17T15:05:15Z
461,3685,error file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
462,3686,slurm job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
463,3688,slurm central manager daemon code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
464,3689,slurm daemon code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
465,3708,https: github.com schedmd slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
466,3712,makefile.am file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
467,3713,top level,level,22,level,head_parent_candidates,1.0,2025-12-17T15:05:15Z
468,3714,slurm source directory,directory,1496,directory,head_parent_candidates,1.0,2025-12-17T15:05:15Z
469,3717,makefile.in file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
470,3718,slurm.spec file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
471,3723,configuration tool,tool,1466,tool,head_parent_candidates,1.0,2025-12-17T15:05:15Z
472,3739,slurm_dir variable,variable,135,variable,head_parent_candidates,1.0,2025-12-17T15:05:15Z
473,3751,slurmd support,support,2440,support,head_parent_candidates,1.0,2025-12-17T15:05:15Z
474,3753,single node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
475,3761,nodename line,line,1875,line,head_parent_candidates,1.0,2025-12-17T15:05:15Z
476,3773,slurm node daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
477,3792,requested association,association,451,association,head_parent_candidates,1.0,2025-12-17T15:05:15Z
478,3795,account limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
479,3796,advanced reservation,reservation,386,reservation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
480,3803,burst buffer,buffer,4185,buffer,head_parent_candidates,1.0,2025-12-17T15:05:15Z
481,3804,future job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
482,3830,unknown generic resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
483,3836,burst buffer request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
484,3841,resource request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
485,3842,maximum billing limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
486,3844,cpu request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
487,3847,energy request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
488,3851,gre request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
489,3855,license request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
490,3857,memory request,request,146,request,head_parent_candidates,1.0,2025-12-17T15:05:15Z
491,3860,unknown trackable resource,resource,830,resource,head_parent_candidates,1.0,2025-12-17T15:05:15Z
492,3871,burst buffer plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
493,3894,exit code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
494,3901,current limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
495,3903,prolog program,program,1216,program,head_parent_candidates,1.0,2025-12-17T15:05:15Z
496,3963,slurm system,system,119,system,head_parent_candidates,1.0,2025-12-17T15:05:15Z
497,3964,file system,system,119,system,head_parent_candidates,1.0,2025-12-17T15:05:15Z
498,3966,sacct command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
499,3967,resource usage,usage,53,usage,head_parent_candidates,1.0,2025-12-17T15:05:15Z
500,3968,individual task,task,222,task,head_parent_candidates,1.0,2025-12-17T15:05:15Z
501,3977,job step information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
502,3986,slurm control daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
503,3989,slurm database daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
504,3991,slurmdbd rpm,rpm,1839,rpm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
505,3993,slurmdbd plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
506,4000,slurmctld start,start,866,start,head_parent_candidates,1.0,2025-12-17T15:05:15Z
507,4003,user limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
508,4021,key file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
509,4026,slurmdbd configuration file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
510,4028,passwd file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
511,4035,backup host,host,126,host,head_parent_candidates,1.0,2025-12-17T15:05:15Z
512,4039,slurm jobcomp configuration,configuration,3,configuration,head_parent_candidates,1.0,2025-12-17T15:05:15Z
513,4040,flat file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
514,4049,slurm accounting configuration,configuration,3,configuration,head_parent_candidates,1.0,2025-12-17T15:05:15Z
515,4054,upgrade guide,guide,1830,guide,head_parent_candidates,1.0,2025-12-17T15:05:15Z
516,4055,place upgrade,upgrade,1751,upgrade,head_parent_candidates,1.0,2025-12-17T15:05:15Z
517,4073,large slurm database,database,349,database,head_parent_candidates,1.0,2025-12-17T15:05:15Z
518,4109,mysql database,database,349,database,head_parent_candidates,1.0,2025-12-17T15:05:15Z
519,4132,minute limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
520,4133,option set,set,70,set,head_parent_candidates,1.0,2025-12-17T15:05:15Z
521,4135,optional partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
522,4136,default behavior,behavior,1868,behavior,head_parent_candidates,1.0,2025-12-17T15:05:15Z
523,4137,external slurmdbd,slurmdbd,182,slurmdbd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
524,4139,accounting datum,datum,1232,datum,head_parent_candidates,1.0,2025-12-17T15:05:15Z
525,4151,slurm component,component,550,component,head_parent_candidates,1.0,2025-12-17T15:05:15Z
526,4159,slurmdbd daemon execute,execute,4265,execute,head_parent_candidates,1.0,2025-12-17T15:05:15Z
527,4160,slurmctld execute,execute,4265,execute,head_parent_candidates,1.0,2025-12-17T15:05:15Z
528,4162,large system,system,119,system,head_parent_candidates,1.0,2025-12-17T15:05:15Z
529,4163,separate machine,machine,1832,machine,head_parent_candidates,1.0,2025-12-17T15:05:15Z
530,4201,init.d slurmdbd start,start,866,start,head_parent_candidates,1.0,2025-12-17T15:05:15Z
531,4203,grep slurmdbd,slurmdbd,182,slurmdbd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
532,4229,archive slurmdbd,slurmdbd,182,slurmdbd,head_parent_candidates,1.0,2025-12-17T15:05:15Z
533,4239,slurmdbd daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
534,4251,execute line,line,1875,line,head_parent_candidates,1.0,2025-12-17T15:05:15Z
535,4271,default account,account,10,account,head_parent_candidates,1.0,2025-12-17T15:05:15Z
536,4278,bank account,account,10,account,head_parent_candidates,1.0,2025-12-17T15:05:15Z
537,4284,accounting database,database,349,database,head_parent_candidates,1.0,2025-12-17T15:05:15Z
538,4285,slurm partition,partition,416,partition,head_parent_candidates,1.0,2025-12-17T15:05:15Z
539,4304,slurm accounting,accounting,305,accounting,head_parent_candidates,1.0,2025-12-17T15:05:15Z
540,4307,user process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
541,4308,parallel task,task,222,task,head_parent_candidates,1.0,2025-12-17T15:05:15Z
542,4353,job_container.conf file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
543,4376,central slurmctld daemon,daemon,1268,daemon,head_parent_candidates,1.0,2025-12-17T15:05:15Z
544,4384,job size limit,limit,111,limit,head_parent_candidates,1.0,2025-12-17T15:05:15Z
545,4391,job script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
546,4392,late execution,execution,76,execution,head_parent_candidates,1.0,2025-12-17T15:05:15Z
547,4396,slurm state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
548,4397,scontrol command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
549,4400,maximum node count,count,1026,count,head_parent_candidates,1.0,2025-12-17T15:05:15Z
550,4405,sinfo command,command,1336,command,head_parent_candidates,1.0,2025-12-17T15:05:15Z
551,4436,node range expression,expression,1038,expression,head_parent_candidates,1.0,2025-12-17T15:05:15Z
552,4466,single slurm job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
553,4511,additional option,option,215,option,head_parent_candidates,1.0,2025-12-17T15:05:15Z
554,4517,output file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
555,4524,regular expression,expression,1038,expression,head_parent_candidates,1.0,2025-12-17T15:05:15Z
556,4527,current job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
557,4570,high exit code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
558,4595,slurm configure time,time,42,time,head_parent_candidates,1.0,2025-12-17T15:05:15Z
559,4598,mcs plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
560,4599,current slurm functionality,functionality,129,functionality,head_parent_candidates,1.0,2025-12-17T15:05:15Z
561,4603,slurm job submission client,client,1235,client,head_parent_candidates,1.0,2025-12-17T15:05:15Z
562,4604,exclusiveuser slurm.conf parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
563,4612,privatedata slurm.conf parameter,parameter,268,parameter,head_parent_candidates,1.0,2025-12-17T15:05:15Z
564,4616,node information,information,348,information,head_parent_candidates,1.0,2025-12-17T15:05:15Z
565,4620,mcs label,label,1706,label,head_parent_candidates,1.0,2025-12-17T15:05:15Z
566,4626,user group,group,584,group,head_parent_candidates,1.0,2025-12-17T15:05:15Z
567,4629,arbitrary string,string,681,string,head_parent_candidates,1.0,2025-12-17T15:05:15Z
568,4632,scontrol show node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
569,4673,single script,script,197,script,head_parent_candidates,1.0,2025-12-17T15:05:15Z
570,4674,slurm documentation,documentation,3650,documentation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
571,4680,interactive mode,mode,724,mode,head_parent_candidates,1.0,2025-12-17T15:05:15Z
572,4682,slurm backfill scheduler,scheduler,335,scheduler,head_parent_candidates,1.0,2025-12-17T15:05:15Z
573,4683,force terminated job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
574,4685,managing job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
575,4686,hold state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
576,4688,completing state,state,395,state,head_parent_candidates,1.0,2025-12-17T15:05:15Z
577,4694,slurm emulate node,node,409,node,head_parent_candidates,1.0,2025-12-17T15:05:15Z
578,4697,slurm rpm,rpm,1839,rpm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
579,4698,patch file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
580,4700,slurm source,source,1001,source,head_parent_candidates,1.0,2025-12-17T15:05:15Z
581,4701,automatic update,update,1749,update,head_parent_candidates,1.0,2025-12-17T15:05:15Z
582,4704,scheduling job,job,50,job,head_parent_candidates,1.0,2025-12-17T15:05:15Z
583,4706,maintenance period,period,2311,period,head_parent_candidates,1.0,2025-12-17T15:05:15Z
584,4707,slurm cluster configuration,configuration,3,configuration,head_parent_candidates,1.0,2025-12-17T15:05:15Z
585,4719,major slurm update,update,1749,update,head_parent_candidates,1.0,2025-12-17T15:05:15Z
586,4723,control group,group,584,group,head_parent_candidates,1.0,2025-12-17T15:05:15Z
587,4729,job suspend,suspend,1178,suspend,head_parent_candidates,1.0,2025-12-17T15:05:15Z
588,4733,cpu frequency,frequency,337,frequency,head_parent_candidates,1.0,2025-12-17T15:05:15Z
589,4737,core file,file,105,file,head_parent_candidates,1.0,2025-12-17T15:05:15Z
590,4741,invalid job credential,credential,2222,credential,head_parent_candidates,1.0,2025-12-17T15:05:15Z
591,4745,duplicate entry,entry,1144,entry,head_parent_candidates,1.0,2025-12-17T15:05:15Z
592,4750,slurmâ source code,code,1788,code,head_parent_candidates,1.0,2025-12-17T15:05:15Z
593,4783,slurm workload manager,manager,,manager,head_parent_candidates,1.0,2025-12-17T15:05:15Z
594,4825,slurm process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
595,4826,spawned process,process,465,process,head_parent_candidates,1.0,2025-12-17T15:05:15Z
596,4857,partition configuration,configuration,3,configuration,head_parent_candidates,1.0,2025-12-17T15:05:15Z
597,4868,slurm job allocation,allocation,1160,allocation,head_parent_candidates,1.0,2025-12-17T15:05:15Z
598,4885,task plugin,plugin,179,plugin,head_parent_candidates,1.0,2025-12-17T15:05:15Z
599,4898,cd slurm,slurm,82,slurm,head_parent_candidates,1.0,2025-12-17T15:05:15Z
