term_id,term,canonical,scheduler,ontology_role,category,dul_bucket,is_hpc_domain,definition,aliases_json,raw_json,freq_total
389,modify,modify,slurm,object_property,command,event,1,The 'modify' command is used to update existing entities in the Slurm accounting database.,[],"{
  ""term"": ""modify"",
  ""canonical"": ""modify"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""event"",
  ""definition"": ""The 'modify' command is used to update existing entities in the Slurm accounting database."",
  ""aliases"": []
}",2
390,entity,entity,both,class,other_hpc,description,1,"In the context of HPC schedulers, an entity refers to a database object (user, account, etc.) managed by the accounting system.",[],"{
  ""term"": ""entity"",
  ""canonical"": ""Entity"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""In the context of HPC schedulers, an entity refers to a database object (user, account, etc.) managed by the accounting system."",
  ""aliases"": []
}",2
391,options,options,both,datatype_property,command,description,1,"Options refer to various command-line arguments or SQL-like keywords used to modify or manage entities in HPC systems, such as users, accounts, and jobs.",[],"{
  ""term"": ""options"",
  ""canonical"": ""Options"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""command"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Options refer to various command-line arguments or SQL-like keywords used to modify or manage entities in HPC systems, such as users, accounts, and jobs."",
  ""aliases"": []
}",3
415,task,task,slurm,class,other_hpc,event,1,"A task is a set of user processes that run in a step, which is part of a job in Slurm. It is used for gathering statistics at a task level.",[],"{
  ""term"": ""task"",
  ""canonical"": ""Task"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""A task is a set of user processes that run in a step, which is part of a job in Slurm. It is used for gathering statistics at a task level."",
  ""aliases"": []
}",4
416,user processes,userprocesses,slurm,class,resource,object,1,"User processes are a set of processes run by a user in a step of a job, gathered and monitored by Slurm for resource usage statistics.",[],"{
  ""term"": ""user processes"",
  ""canonical"": ""UserProcesses"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""User processes are a set of processes run by a user in a step of a job, gathered and monitored by Slurm for resource usage statistics."",
  ""aliases"": []
}",2
418,job,job,slurm,class,other_hpc,event,1,"A job in SLURM is a unit of work with multiple tasks, each consisting of user processes. It gathers statistics at a task level, including CPU, memory, energy, etc., and stores the aggregated or calculated values.",[],"{
  ""term"": ""job"",
  ""canonical"": ""Job"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""A job in SLURM is a unit of work with multiple tasks, each consisting of user processes. It gathers statistics at a task level, including CPU, memory, energy, etc., and stores the aggregated or calculated values."",
  ""aliases"": []
}",6
419,srun,srun,slurm,individual,command,information_object,1,srun is a Slurm command used to launch parallel tasks within a job.,"[""srun command""]","{
  ""term"": ""srun"",
  ""canonical"": ""srun"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""srun is a Slurm command used to launch parallel tasks within a job."",
  ""aliases"": [""srun command""]
}",12
429,TresUsageInTot,tresusageintot,slurm,datatype_property,resource,description,1,"TresUsageInTot is a metric gathered by the JobAcctGather plugin in Slurm, representing the sum of gathered metrics of all tasks for a specific resource (e.g., memory, energy, etc.).",[],"{
  ""term"": ""TresUsageInTot"",
  ""canonical"": ""TresUsageInTot"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""TresUsageInTot is a metric gathered by the JobAcctGather plugin in Slurm, representing the sum of gathered metrics of all tasks for a specific resource (e.g., memory, energy, etc.)."",
  ""aliases"": []
}",2
430,TresUsageInMax,tresusageinmax,slurm,datatype_property,resource,description,1,"TresUsageInMax is a metric that records the maximum resource usage (e.g., memory, CPU, energy) peak seen by any task in a step of a job in Slurm.",[],"{
  ""term"": ""TresUsageInMax"",
  ""canonical"": ""TresUsageInMax"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""TresUsageInMax is a metric that records the maximum resource usage (e.g., memory, CPU, energy) peak seen by any task in a step of a job in Slurm."",
  ""aliases"": []
}",2
434,MaxRSS,maxrss,slurm,datatype_property,resource,description,1,MaxRSS is a metric that records the maximum memory peak seen by any task of a step in a Slurm job.,[],"{
  ""term"": ""MaxRSS"",
  ""canonical"": ""MaxRSS"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""MaxRSS is a metric that records the maximum memory peak seen by any task of a step in a Slurm job."",
  ""aliases"": []
}",2
438,node,computenode,slurm,class,resource,object,1,A node in the context of Slurm is a physical or virtual machine that provides resources for job execution and gathers statistics at a task level.,"[""compute node""]","{
  ""term"": ""node"",
  ""canonical"": ""ComputeNode"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""A node in the context of Slurm is a physical or virtual machine that provides resources for job execution and gathers statistics at a task level."",
  ""aliases"": [""compute node""]
}",6
447,HDF5,hdf5,unknown,drop,non_domain,unknown,0,"HDF5 is a data model, library, and file format for storing and managing data in a hierarchical manner. It is often used for data visualization and analysis in HPC environments.",[],"{
  ""term"": ""HDF5"",
  ""canonical"": ""HDF5"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""HDF5 is a data model, library, and file format for storing and managing data in a hierarchical manner. It is often used for data visualization and analysis in HPC environments."",
  ""aliases"": []
}",2
449,accounting data,accounting_data,both,unknown,log_or_state_path,description,1,"Accounting data is the resource consumption data collected during job execution, stored in a database for later analysis and comparison.",[],"{
  ""term"": ""accounting data"",
  ""canonical"": ""accounting_data"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""log_or_state_path"",
  ""ontology_role"": ""information_object"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Accounting data is the resource consumption data collected during job execution, stored in a database for later analysis and comparison."",
  ""aliases"": []
}",2
457,IBM Spectrum LSF,ibm spectrum lsf,lsf,individual,scheduler,information_object,1,IBM Spectrum LSF is a job scheduler used for managing various types of workloads and cluster operations.,[],"{
  ""term"": ""IBM Spectrum LSF"",
  ""canonical"": ""IBM Spectrum LSF"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""scheduler"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""IBM Spectrum LSF is a job scheduler used for managing various types of workloads and cluster operations."",
  ""aliases"": []
}",8
458,administrator,administrator,lsf,individual,user_role,description,1,"An administrator is a user role responsible for managing IBM Spectrum LSF clusters, including workload, cluster operations, and troubleshooting.",[],"{
  ""term"": ""administrator"",
  ""canonical"": ""Administrator"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""An administrator is a user role responsible for managing IBM Spectrum LSF clusters, including workload, cluster operations, and troubleshooting."",
  ""aliases"": []
}",2
463,configuration files,configuration files,lsf,class,config_file,description,1,Configuration files are important files used to modify the behavior of an IBM Spectrum LSF cluster.,[],"{
  ""term"": ""configuration files"",
  ""canonical"": ""configuration files"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Configuration files are important files used to modify the behavior of an IBM Spectrum LSF cluster."",
  ""aliases"": []
}",9
464,LSF daemons,lsf daemons,lsf,class,other_hpc,description,1,"LSF daemons are processes that manage various aspects of IBM Spectrum LSF, including workload, cluster operations, and job states.",[],"{
  ""term"": ""LSF daemons"",
  ""canonical"": ""LSF Daemons"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""LSF daemons are processes that manage various aspects of IBM Spectrum LSF, including workload, cluster operations, and job states."",
  ""aliases"": []
}",7
468,troubleshooting,troubleshooting,lsf,class,other_hpc,description,1,"Troubleshooting refers to the process of identifying and resolving issues with IBM Spectrum LSF, including common problems and understanding error messages.",[],"{
  ""term"": ""troubleshooting"",
  ""canonical"": ""troubleshooting"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Troubleshooting refers to the process of identifying and resolving issues with IBM Spectrum LSF, including common problems and understanding error messages."",
  ""aliases"": []
}",2
470,IBM Support,ibm support,lsf,individual,user_role,description,1,"IBM Support is a user role providing assistance for managing IBM Spectrum LSF, troubleshooting common problems, and understanding error messages.",[],"{
  ""term"": ""IBM Support"",
  ""canonical"": ""IBM Support"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""IBM Support is a user role providing assistance for managing IBM Spectrum LSF, troubleshooting common problems, and understanding error messages."",
  ""aliases"": []
}",3
471,cluster characteristics,clustercharacteristics,lsf,class,config_param,description,1,"Cluster characteristics refer to essential information about an IBM Spectrum LSF cluster, including the cluster name, administrators, and host definitions.",[],"{
  ""term"": ""cluster characteristics"",
  ""canonical"": ""ClusterCharacteristics"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Cluster characteristics refer to essential information about an IBM Spectrum LSF cluster, including the cluster name, administrators, and host definitions."",
  ""aliases"": []
}",2
472,cluster name,clustername,lsf,individual,queue_or_partition,information_object,1,"The cluster name is a unique identifier for an IBM Spectrum LSF cluster, used to manage and administer the cluster.",[],"{
  ""term"": ""cluster name"",
  ""canonical"": ""ClusterName"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""The cluster name is a unique identifier for an IBM Spectrum LSF cluster, used to manage and administer the cluster."",
  ""aliases"": []
}",4
473,cluster administrators,clusteradministrators,lsf,class,user_role,description,1,"Cluster administrators are users responsible for managing IBM Spectrum LSF clusters, including configuring, starting/stopping daemons, troubleshooting, and submitting jobs.",[],"{
  ""term"": ""cluster administrators"",
  ""canonical"": ""ClusterAdministrators"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Cluster administrators are users responsible for managing IBM Spectrum LSF clusters, including configuring, starting/stopping daemons, troubleshooting, and submitting jobs."",
  ""aliases"": []
}",2
475,file systems,filesystems,lsf,class,resource,object,1,File systems are shared storage resources used by IBM Spectrum LSF for managing various workloads and cluster operations.,[],"{
  ""term"": ""file systems"",
  ""canonical"": ""FileSystems"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""File systems are shared storage resources used by IBM Spectrum LSF for managing various workloads and cluster operations."",
  ""aliases"": []
}",2
476,directories,directories,lsf,class,other_hpc,object,1,Directories are important locations for LSF configuration files and job storage. They are essential for managing LSF clusters and jobs.,[],"{
  ""term"": ""directories"",
  ""canonical"": ""Directories"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file | log_or_state_path"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Directories are important locations for LSF configuration files and job storage. They are essential for managing LSF clusters and jobs."",
  ""aliases"": []
}",2
477,files,files,lsf,class,other_hpc,object,1,Files refer to important LSF directories and configuration files used for managing IBM Spectrum LSF clusters.,[],"{
  ""term"": ""files"",
  ""canonical"": ""files"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file | log_or_state_path"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Files refer to important LSF directories and configuration files used for managing IBM Spectrum LSF clusters."",
  ""aliases"": []
}",3
479,job states,jobstates,lsf,class,job_state,description,1,IBM Spectrum LSF jobs have several states that represent their current execution status.,[],"{
  ""term"": ""job states"",
  ""canonical"": ""JobStates"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""IBM Spectrum LSF jobs have several states that represent their current execution status."",
  ""aliases"": []
}",2
482,PEND,pend,lsf,individual,job_state,event,1,PEND is a job state in IBM LSF indicating that a job is waiting in a queue for scheduling and dispatch.,[],"{
  ""term"": ""PEND"",
  ""canonical"": ""PEND"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""PEND is a job state in IBM LSF indicating that a job is waiting in a queue for scheduling and dispatch."",
  ""aliases"": []
}",3
483,RUN,run,lsf,individual,job_state,event,1,RUN indicates that a job is dispatched to a host and currently running.,[],"{
  ""term"": ""RUN"",
  ""canonical"": ""RUN"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""RUN indicates that a job is dispatched to a host and currently running."",
  ""aliases"": []
}",3
486,USUSP,ususp,lsf,individual,job_state,event,1,USUSP indicates that a job is suspended by the user in IBM LSF.,[],"{
  ""term"": ""USUSP"",
  ""canonical"": ""USUSP"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""USUSP indicates that a job is suspended by the user in IBM LSF."",
  ""aliases"": []
}",3
487,SSUSP,ssusp,lsf,individual,job_state,event,1,SSUSP indicates that an IBM LSF job is suspended by the LSF system.,[],"{
  ""term"": ""SSUSP"",
  ""canonical"": ""SSUSP"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""SSUSP indicates that an IBM LSF job is suspended by the LSF system."",
  ""aliases"": []
}",2
491,mbatchd,mbatchd,lsf,class,other_hpc,description,1,mbatchd is the daemon responsible for managing IBM LSF jobs.,[],"{
  ""term"": ""mbatchd"",
  ""canonical"": ""mbatchd"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""mbatchd is the daemon responsible for managing IBM LSF jobs."",
  ""aliases"": []
}",9
492,sbatchd,sbatchd,lsf,individual,other_hpc,information_object,1,sbatchd is the daemon responsible for managing and scheduling jobs in IBM LSF.,[],"{
  ""term"": ""sbatchd"",
  ""canonical"": ""sbatchd"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""daemon"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""sbatchd is the daemon responsible for managing and scheduling jobs in IBM LSF."",
  ""aliases"": []
}",6
495,re-runnable job,rerunnablejob,lsf,individual,job_state,event,1,A re-runnable job is a job in the ZOMBI state that can be requeued when the execution host becomes available.,[],"{
  ""term"": ""re-runnable job"",
  ""canonical"": ""ReRunnableJob"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""A re-runnable job is a job in the ZOMBI state that can be requeued when the execution host becomes available."",
  ""aliases"": []
}",2
500,bkill,bkill,lsf,individual,command,event,1,"bkill is an LSF command used to force remove a job from the system, changing its state to ZOMBI before killing the job processes.","[""bkill command""]","{
  ""term"": ""bkill"",
  ""canonical"": ""bkill"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""bkill is an LSF command used to force remove a job from the system, changing its state to ZOMBI before killing the job processes."",
  ""aliases"": [""bkill command""]
}",3
502,execution host,execution_host,lsf,class,resource,object,1,An execution host is an individual computer in an LSF cluster where a job is running.,[],"{
  ""term"": ""execution host"",
  ""canonical"": ""execution_host"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""An execution host is an individual computer in an LSF cluster where a job is running."",
  ""aliases"": []
}",2
503,mbatchd daemon,mbatchd,lsf,individual,other_hpc,description,1,The mbatchd daemon is a component of IBM LSF responsible for managing job states and interacting with the sbatchd daemon to kill jobs.,[],"{
  ""term"": ""mbatchd daemon"",
  ""canonical"": ""mbatchd"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The mbatchd daemon is a component of IBM LSF responsible for managing job states and interacting with the sbatchd daemon to kill jobs."",
  ""aliases"": []
}",5
507,sbatchd daemon,sbatchd,slurm,individual,other_hpc,event,1,The sbatchd daemon is a Slurm component responsible for managing and executing jobs on compute nodes.,[],"{
  ""term"": ""sbatchd daemon"",
  ""canonical"": ""sbatchd"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""The sbatchd daemon is a Slurm component responsible for managing and executing jobs on compute nodes."",
  ""aliases"": []
}",2
520,LSF,lsf,lsf,class,command,information_object,1,"LSF is a job scheduler system used to manage and execute jobs on HPC systems. It schedules, controls, and tracks jobs using the bsub command.","[""Load Sharing Facility""]","{
  ""term"": ""LSF"",
  ""canonical"": ""LSF"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""LSF is a job scheduler system used to manage and execute jobs on HPC systems. It schedules, controls, and tracks jobs using the bsub command."",
  ""aliases"": [""Load Sharing Facility""]
}",28
522,bsub,bsub,lsf,individual,command,information_object,1,bsub is an LSF command used to submit a job for execution in the LSF system.,"[""bsub command""]","{
  ""term"": ""bsub"",
  ""canonical"": ""bsub"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""bsub is an LSF command used to submit a job for execution in the LSF system."",
  ""aliases"": [""bsub command""]
}",10
523,bash,bash,lsf,individual,command,information_object,1,"bash is a command used in LSF to submit a job script for execution, which is a Bourne shell script on UNIX.","[""bash command""]","{
  ""term"": ""bash"",
  ""canonical"": ""bash"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""bash is a command used in LSF to submit a job script for execution, which is a Bourne shell script on UNIX."",
  ""aliases"": [""bash command""]
}",2
525,Windows,windows,lsf,object_property,other_hpc,description,1,"Windows is the operating system for the job file in LSF, which is a batch file processed at execution time.",[],"{
  ""term"": ""Windows"",
  ""canonical"": ""Windows"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Windows is the operating system for the job file in LSF, which is a batch file processed at execution time."",
  ""aliases"": []
}",2
530,scheduling policies,schedulingpolicies,lsf,class,other_hpc,description,1,"Scheduling policies define how LSF schedules, controls, and tracks jobs according to configured policies.",[],"{
  ""term"": ""scheduling policies"",
  ""canonical"": ""SchedulingPolicies"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Scheduling policies define how LSF schedules, controls, and tracks jobs according to configured policies."",
  ""aliases"": []
}",2
531,fault tolerance,fault tolerance,lsf,object_property,other_hpc,description,1,Fault tolerance is a feature of LSF that allows jobs to continue executing even when errors or failures occur.,[],"{
  ""term"": ""fault tolerance"",
  ""canonical"": ""fault tolerance"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Fault tolerance is a feature of LSF that allows jobs to continue executing even when errors or failures occur."",
  ""aliases"": []
}",2
533,queue,queue,lsf,class,queue_or_partition,object,1,"In LSF, a queue is a logical grouping of jobs that defines scheduling policies and holds job files until conditions are right for execution.",[],"{
  ""term"": ""queue"",
  ""canonical"": ""Queue"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""In LSF, a queue is a logical grouping of jobs that defines scheduling policies and holds job files until conditions are right for execution."",
  ""aliases"": []
}",7
534,UNIX,unix,lsf,class,other_hpc,description,1,"UNIX is an operating system used for running LSF jobs, which are units of work submitted to the scheduler for execution.",[],"{
  ""term"": ""UNIX"",
  ""canonical"": ""UNIX"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""UNIX is an operating system used for running LSF jobs, which are units of work submitted to the scheduler for execution."",
  ""aliases"": []
}",7
548,application,application,lsf,class,other_hpc,object,1,"An application is a command or group of cooperating processes that can be run locally or remotely on an LSF cluster, with resource requirements and host selection based on load.",[],"{
  ""term"": ""application"",
  ""canonical"": ""Application"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""An application is a command or group of cooperating processes that can be run locally or remotely on an LSF cluster, with resource requirements and host selection based on load."",
  ""aliases"": []
}",2
551,host types,hosttypes,lsf,class,resource,object,1,Host types in LSF are a classification of hosts based on their operating system and CPU architecture. They help in resource selection for tasks.,[],"{
  ""term"": ""host types"",
  ""canonical"": ""HostTypes"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Host types in LSF are a classification of hosts based on their operating system and CPU architecture. They help in resource selection for tasks."",
  ""aliases"": []
}",2
555,Intel_EM64T,intel_em64t,lsf,datatype_property,resource,description,1,"Intel_EM64T is a host model in LSF, representing a specific CPU architecture.",[],"{
  ""term"": ""Intel_EM64T"",
  ""canonical"": ""Intel_EM64T"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Intel_EM64T is a host model in LSF, representing a specific CPU architecture."",
  ""aliases"": []
}",2
556,host type,hosttype,lsf,class,resource,object,1,"In LSF, a host type is the combination of operating system and host CPU architecture, used to categorize hosts with the same characteristics.",[],"{
  ""term"": ""host type"",
  ""canonical"": ""HostType"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""In LSF, a host type is the combination of operating system and host CPU architecture, used to categorize hosts with the same characteristics."",
  ""aliases"": []
}",5
557,operating system,operatingsystem,lsf,datatype_property,resource,description,1,Operating system refers to the software that manages computer hardware resources and provides common services for computer programs.,[],"{
  ""term"": ""operating system"",
  ""canonical"": ""OperatingSystem"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Operating system refers to the software that manages computer hardware resources and provides common services for computer programs."",
  ""aliases"": []
}",2
580,Linux,linux,lsf,class,other_hpc,object,1,"Linux is an open-source operating system used on computers in HPC clusters. In the context of LSF, it is the host operating system that requires specific binary files and has a host model used for load and placement calculations.",[],"{
  ""term"": ""Linux"",
  ""canonical"": ""Linux"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Linux is an open-source operating system used on computers in HPC clusters. In the context of LSF, it is the host operating system that requires specific binary files and has a host model used for load and placement calculations."",
  ""aliases"": []
}",4
581,PIM,parallel resource manager interface (pim),lsf,class,other_hpc,description,1,PIM (Parallel Resource Manager Interface) is a component in LSF that collects job-level resource usage on UNIX and Linux systems.,[],"{
  ""term"": ""PIM"",
  ""canonical"": ""Parallel Resource Manager Interface (PIM)"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""PIM (Parallel Resource Manager Interface) is a component in LSF that collects job-level resource usage on UNIX and Linux systems."",
  ""aliases"": []
}",2
583,load thresholds,load_thresholds,lsf,datatype_property,config_param,description,1,Load thresholds are LSF configuration parameters that define resource limits and load balancing for jobs.,[],"{
  ""term"": ""load thresholds"",
  ""canonical"": ""load_thresholds"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Load thresholds are LSF configuration parameters that define resource limits and load balancing for jobs."",
  ""aliases"": []
}",2
589,LIM,lim,lsf,individual,config_param,description,1,"LIM (Load Information Manager) is a component in LSF that manages load indices, which measure the availability of resources on hosts in the cluster. It updates load indices at fixed intervals and uses them to schedule jobs based on load thresholds.",[],"{
  ""term"": ""LIM"",
  ""canonical"": ""LIM"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""LIM (Load Information Manager) is a component in LSF that manages load indices, which measure the availability of resources on hosts in the cluster. It updates load indices at fixed intervals and uses them to schedule jobs based on load thresholds."",
  ""aliases"": []
}",9
