term_id,term,doc_id,chunk_id,freq_total
637,install.config,doc_7ceb,doc_7ceb_chunk_0009,4
638,LSF_CONFDIR,doc_7ceb,doc_7ceb_chunk_0009,8
639,lsf.cluster.cluster_name,doc_7ceb,doc_7ceb_chunk_0009,11
640,Hosts,doc_7ceb,doc_7ceb_chunk_0009,2
641,cluster management host,doc_7ceb,doc_7ceb_chunk_0009,1
642,server hosts,doc_7ceb,doc_7ceb_chunk_0009,1
643,client-only hosts,doc_7ceb,doc_7ceb_chunk_0009,1
647,batch job,doc_7ceb,doc_7ceb_chunk_0009,2
648,user data,doc_7ceb,doc_7ceb_chunk_0009,1
650,copying user data,doc_7ceb,doc_7ceb_chunk_0010,1
654,Network File System (NFS),doc_7ceb,doc_7ceb_chunk_0010,1
655,NFS file systems,doc_7ceb,doc_7ceb_chunk_0010,1
656,automount command,doc_7ceb,doc_7ceb_chunk_0010,1
657,Andrew File System (AFS),doc_7ceb,doc_7ceb_chunk_0010,1
658,Distributed File System (DCE/DFS),doc_7ceb,doc_7ceb_chunk_0010,1
660,Windows server machine,doc_7ceb,doc_7ceb_chunk_0010,1
661,shared directories,doc_7ceb,doc_7ceb_chunk_0010,1
662,non-shared directories,doc_7ceb,doc_7ceb_chunk_0010,1
663,job output and error files,doc_7ceb,doc_7ceb_chunk_0010,1
664,shared file space,doc_7ceb,doc_7ceb_chunk_0010,1
669,Microsoft Windows,doc_7ceb,doc_7ceb_chunk_0011,1
671,directory structures,doc_7ceb,doc_7ceb_chunk_0011,1
673,lsf.conf,doc_7ceb,doc_7ceb_chunk_0011,18
675,lsf.shared,doc_7ceb,doc_7ceb_chunk_0011,15
676,LSB_CONFDIR,doc_7ceb,doc_7ceb_chunk_0011,5
677,cluster_name,doc_7ceb,doc_7ceb_chunk_0011,6
678,lsb.queues,doc_7ceb,doc_7ceb_chunk_0011,12
682,primary LSF administrator,doc_7ceb,doc_7ceb_chunk_0011,6
683,cluster users,doc_7ceb,doc_7ceb_chunk_0011,2
684,lsf.conf (most important file),doc_7ceb,doc_7ceb_chunk_0011,1
686,LSF_ENVDIR,doc_7ceb,doc_7ceb_chunk_0012,5
687,log directories,doc_7ceb,doc_7ceb_chunk_0012,1
688,libraries,doc_7ceb,doc_7ceb_chunk_0012,1
689,global configuration,doc_7ceb,doc_7ceb_chunk_0012,1
691,host names,doc_7ceb,doc_7ceb_chunk_0012,1
692,models,doc_7ceb,doc_7ceb_chunk_0012,1
693,types,doc_7ceb,doc_7ceb_chunk_0012,1
694,LSF administrators,doc_7ceb,doc_7ceb_chunk_0012,3
695,shared resources,doc_7ceb,doc_7ceb_chunk_0012,2
697,keywords,doc_7ceb,doc_7ceb_chunk_0012,1
699,workload queues,doc_7ceb,doc_7ceb_chunk_0012,1
700,queue parameters,doc_7ceb,doc_7ceb_chunk_0012,1
701,LSF cluster configuration files,doc_7ceb,doc_7ceb_chunk_0012,1
705,cluster1,doc_7ceb,doc_7ceb_chunk_0013,2
706,ego.conf,doc_7ceb,doc_7ceb_chunk_0013,3
709,lsf.cluster.cluster1,doc_7ceb,doc_7ceb_chunk_0013,1
710,lsbatch,doc_7ceb,doc_7ceb_chunk_0013,2
711,lsb.users,doc_7ceb,doc_7ceb_chunk_0013,1
712,lsb.applicatons,doc_7ceb,doc_7ceb_chunk_0013,1
713,lsb.events,doc_7ceb,doc_7ceb_chunk_0013,2
714,lsb.acct,doc_7ceb,doc_7ceb_chunk_0013,1
715,LSF_LOGDIR,doc_7ceb,doc_7ceb_chunk_0013,3
716,lim.log.hosta,doc_7ceb,doc_7ceb_chunk_0013,1
717,res.log.hosta,doc_7ceb,doc_7ceb_chunk_0013,1
718,mbatchd.log.hosta,doc_7ceb,doc_7ceb_chunk_0013,1
719,mbschd.log.hosta,doc_7ceb,doc_7ceb_chunk_0013,1
720,sbatchd.log.hosta,doc_7ceb,doc_7ceb_chunk_0013,1
721,pim.log.hosta,doc_7ceb,doc_7ceb_chunk_0013,1
722,lsadmin,doc_7ceb,doc_7ceb_chunk_0013,15
723,badmin,doc_7ceb,doc_7ceb_chunk_0013,20
725,lsrun,doc_7ceb,doc_7ceb_chunk_0013,4
726,bjobs,doc_7ceb,doc_7ceb_chunk_0013,7
727,bstop,doc_7ceb,doc_7ceb_chunk_0013,3
728,bresume,doc_7ceb,doc_7ceb_chunk_0013,3
729,lsf.sudoers,doc_7ceb,doc_7ceb_chunk_0014,5
734,lsadmin command,doc_7ceb,doc_7ceb_chunk_0014,3
735,badmin command,doc_7ceb,doc_7ceb_chunk_0014,2
736,lim daemons,doc_7ceb,doc_7ceb_chunk_0014,1
737,res daemons,doc_7ceb,doc_7ceb_chunk_0014,1
738,mbatchd daemons,doc_7ceb,doc_7ceb_chunk_0014,1
739,sbatchd daemons,doc_7ceb,doc_7ceb_chunk_0014,1
740,lsadmin command (controls lim and res daemons),doc_7ceb,doc_7ceb_chunk_0014,1
741,badmin command (controls mbatchd and sbatchd daemons),doc_7ceb,doc_7ceb_chunk_0014,1
742,multi-user cluster,doc_7ceb,doc_7ceb_chunk_0014,1
743,single-user cluster,doc_7ceb,doc_7ceb_chunk_0014,1
744,lsfinstall command,doc_7ceb,doc_7ceb_chunk_0014,1
745,lsadmin and badmin commands,doc_7ceb,doc_7ceb_chunk_0014,1
746,Troubleshooting LSF problems,doc_7ceb,doc_7ceb_chunk_0014,7
747,ownership,doc_7ceb,doc_7ceb_chunk_0014,1
748,permissions,doc_7ceb,doc_7ceb_chunk_0014,1
753,Configure LSF Startup,doc_7ceb,doc_7ceb_chunk_0015,1
754,cshrc.lsf,doc_7ceb,doc_7ceb_chunk_0015,6
755,profile.lsf,doc_7ceb,doc_7ceb_chunk_0015,4
756,LSF_TOP,doc_7ceb,doc_7ceb_chunk_0015,3
757,ksh,doc_7ceb,doc_7ceb_chunk_0015,1
759,lsf host,doc_7ceb,doc_7ceb_chunk_0015,1
761,lsf cluster,doc_7ceb,doc_7ceb_chunk_0015,1
762,lsf environment,doc_7ceb,doc_7ceb_chunk_0015,1
763,LSF Cluster Management and Operations,doc_7ceb,doc_7ceb_chunk_0015,1
766,bctrld,doc_7ceb,doc_7ceb_chunk_0016,5
767,start,doc_7ceb,doc_7ceb_chunk_0016,2
768,stop,doc_7ceb,doc_7ceb_chunk_0016,1
769,lim,doc_7ceb,doc_7ceb_chunk_0016,13
770,res,doc_7ceb,doc_7ceb_chunk_0016,6
771,sbd,doc_7ceb,doc_7ceb_chunk_0016,3
773,daemons,doc_7ceb,doc_7ceb_chunk_0016,3
774,LSF server host,doc_7ceb,doc_7ceb_chunk_0016,3
777,reconﬁgure,doc_7ceb,doc_7ceb_chunk_0016,1
778,LSF cluster,doc_7ceb,doc_7ceb_chunk_0016,2
783,reconfig,doc_7ceb,doc_7ceb_chunk_0017,4
785,mbdrestart,doc_7ceb,doc_7ceb_chunk_0017,2
788,LSF administration commands,doc_7ceb,doc_7ceb_chunk_0017,1
789,cluster configuration,doc_7ceb,doc_7ceb_chunk_0017,1
790,cluster status,doc_7ceb,doc_7ceb_chunk_0017,1
791,LSF batch workload system configuration,doc_7ceb,doc_7ceb_chunk_0017,1
793,lsid command,doc_7ceb,doc_7ceb_chunk_0017,2
794,lsload command,doc_7ceb,doc_7ceb_chunk_0017,2
796,LSF batch system configuration,doc_7ceb,doc_7ceb_chunk_0017,1
798,bhosts,doc_7ceb,doc_7ceb_chunk_0018,3
799,bqueues,doc_7ceb,doc_7ceb_chunk_0018,4
801,LSF Cluster Management,doc_7ceb,doc_7ceb_chunk_0018,1
802,LSF batch workload system,doc_7ceb,doc_7ceb_chunk_0018,1
804,lsadmin ckconfig,doc_7ceb,doc_7ceb_chunk_0018,2
806,lsadmin ckconfig -v,doc_7ceb,doc_7ceb_chunk_0018,1
810,advanced workload execution mode,doc_7ceb,doc_7ceb_chunk_0018,1
811,EGO_DISABLE_UNRESOLVABLE_HOST mode,doc_7ceb,doc_7ceb_chunk_0018,1
812,product entitlement version array,doc_7ceb,doc_7ceb_chunk_0018,1
813,EGO_AUDIT_MAX_SIZE,doc_7ceb,doc_7ceb_chunk_0018,2
815,Standard Edition,doc_7ceb,doc_7ceb_chunk_0019,1
817,EGO_AUDIT_MAX_ROTATE,doc_7ceb,doc_7ceb_chunk_0019,1
818,reCheckClass,doc_7ceb,doc_7ceb_chunk_0019,1
819,numhosts,doc_7ceb,doc_7ceb_chunk_0019,1
820,exchIntvl,doc_7ceb,doc_7ceb_chunk_0019,1
821,lsid,doc_7ceb,doc_7ceb_chunk_0019,3
822,lsload,doc_7ceb,doc_7ceb_chunk_0019,4
832,hosta,doc_7ceb,doc_7ceb_chunk_0020,5
835,proﬁle.lsf,doc_7ceb,doc_7ceb_chunk_0020,3
838,HOST_NAME,doc_7ceb,doc_7ceb_chunk_0020,5
839,status,doc_7ceb,doc_7ceb_chunk_0020,1
840,tmp,doc_7ceb,doc_7ceb_chunk_0020,2
841,swp,doc_7ceb,doc_7ceb_chunk_0020,2
842,mem,doc_7ceb,doc_7ceb_chunk_0020,3
843,busy,doc_7ceb,doc_7ceb_chunk_0020,1
844,asterisk (*),doc_7ceb,doc_7ceb_chunk_0020,1
845,minus sign (-),doc_7ceb,doc_7ceb_chunk_0020,1
846,unavail,doc_7ceb,doc_7ceb_chunk_0020,1
847,bparams,doc_7ceb,doc_7ceb_chunk_0020,1
848,bhist,doc_7ceb,doc_7ceb_chunk_0020,2
850,badmin ckconﬁg,doc_7ceb,doc_7ceb_chunk_0020,2
855,ckconfig,doc_7ceb,doc_7ceb_chunk_0021,2
857,minit,doc_7ceb,doc_7ceb_chunk_0021,1
860,Batch,doc_7ceb,doc_7ceb_chunk_0021,1
863,LSF Command Reference,doc_7ceb,doc_7ceb_chunk_0021,1
864,batch system status,doc_7ceb,doc_7ceb_chunk_0021,1
867,starting LSF daemons,doc_7ceb,doc_7ceb_chunk_0021,1
868,batch system daemon,doc_7ceb,doc_7ceb_chunk_0022,1
869,LSF problems,doc_7ceb,doc_7ceb_chunk_0022,1
870,bqueues command,doc_7ceb,doc_7ceb_chunk_0022,1
871,LSF queues,doc_7ceb,doc_7ceb_chunk_0022,1
873,PRIO,doc_7ceb,doc_7ceb_chunk_0022,1
874,STATUS,doc_7ceb,doc_7ceb_chunk_0022,2
875,MAX,doc_7ceb,doc_7ceb_chunk_0022,1
876,JL/U,doc_7ceb,doc_7ceb_chunk_0022,1
877,JL/P,doc_7ceb,doc_7ceb_chunk_0022,1
878,JL/H,doc_7ceb,doc_7ceb_chunk_0022,1
879,NJOBS,doc_7ceb,doc_7ceb_chunk_0022,1
882,SUSP,doc_7ceb,doc_7ceb_chunk_0022,1
883,QUEUE_NAME,doc_7ceb,doc_7ceb_chunk_0022,3
884,bqueues -l,doc_7ceb,doc_7ceb_chunk_0022,1
885,normal,doc_7ceb,doc_7ceb_chunk_0022,3
886,PRIO NICE,doc_7ceb,doc_7ceb_chunk_0022,1
889,RSVP,doc_7ceb,doc_7ceb_chunk_0022,1
890,Interval,doc_7ceb,doc_7ceb_chunk_0022,1
898,lsgrun,doc_7ceb,doc_7ceb_chunk_0023,3
900,batch scheduler,doc_7ceb,doc_7ceb_chunk_0023,1
902,lsf.queues,doc_7ceb,doc_7ceb_chunk_0023,1
903,lim daemon,doc_7ceb,doc_7ceb_chunk_0023,3
904,execution scripts,doc_7ceb,doc_7ceb_chunk_0023,1
905,job commands,doc_7ceb,doc_7ceb_chunk_0023,1
906,executable applications,doc_7ceb,doc_7ceb_chunk_0023,1
907,job ID,doc_7ceb,doc_7ceb_chunk_0023,3
908,interactive tasks,doc_7ceb,doc_7ceb_chunk_0023,1
909,job submission options,doc_7ceb,doc_7ceb_chunk_0023,2
910,LSF commands,doc_7ceb,doc_7ceb_chunk_0023,1
911,application integration,doc_7ceb,doc_7ceb_chunk_0023,1
915,default queue,doc_7ceb,doc_7ceb_chunk_0024,1
917,unique job ID,doc_7ceb,doc_7ceb_chunk_0024,1
919,short,doc_7ceb,doc_7ceb_chunk_0024,1
920,job command,doc_7ceb,doc_7ceb_chunk_0024,1
921,job output,doc_7ceb,doc_7ceb_chunk_0024,1
922,email,doc_7ceb,doc_7ceb_chunk_0024,2
923,user account,doc_7ceb,doc_7ceb_chunk_0024,1
924,standard output,doc_7ceb,doc_7ceb_chunk_0024,1
925,standard error,doc_7ceb,doc_7ceb_chunk_0024,1
927,output.%J,doc_7ceb,doc_7ceb_chunk_0024,1
928,errors.%J,doc_7ceb,doc_7ceb_chunk_0024,1
929,jobs subdirectory,doc_7ceb,doc_7ceb_chunk_0024,1
930,home directory,doc_7ceb,doc_7ceb_chunk_0024,1
931,user1,doc_7ceb,doc_7ceb_chunk_0024,2
932,%J variable,doc_7ceb,doc_7ceb_chunk_0024,1
935,pseudo-terminal,doc_7ceb,doc_7ceb_chunk_0025,1
936,shell mode,doc_7ceb,doc_7ceb_chunk_0025,1
938,JOBID,doc_7ceb,doc_7ceb_chunk_0025,2
939,USER,doc_7ceb,doc_7ceb_chunk_0025,2
941,QUEUE,doc_7ceb,doc_7ceb_chunk_0025,1
942,FROM_HOST,doc_7ceb,doc_7ceb_chunk_0025,2
943,JOB_NAME,doc_7ceb,doc_7ceb_chunk_0025,2
944,SUBMIT_TIME,doc_7ceb,doc_7ceb_chunk_0025,2
946,job completion,doc_7ceb,doc_7ceb_chunk_0025,1
954,lsf commands,doc_7ceb,doc_7ceb_chunk_0026,1
956,Job,doc_7ceb,doc_7ceb_chunk_0026,2
960,hostb,doc_7ceb,doc_7ceb_chunk_0026,3
961,sleep,doc_7ceb,doc_7ceb_chunk_0026,2
962,submit_time,doc_7ceb,doc_7ceb_chunk_0026,1
974,lsrun -v -m,doc_7ceb,doc_7ceb_chunk_0027,1
975,hostname,doc_7ceb,doc_7ceb_chunk_0027,1
978,hostc,doc_7ceb,doc_7ceb_chunk_0027,3
979,lsgrun -v -m,doc_7ceb,doc_7ceb_chunk_0027,1
980,Wrapper shell scripts,doc_7ceb,doc_7ceb_chunk_0027,1
981,Wrapper binary executables,doc_7ceb,doc_7ceb_chunk_0027,1
982,Modifying existing application source code and interfaces,doc_7ceb,doc_7ceb_chunk_0027,1
984,rusage,doc_7ceb,doc_7ceb_chunk_0027,3
985,abc_real,doc_7ceb,doc_7ceb_chunk_0027,1
987,resource requirement,doc_7ceb,doc_7ceb_chunk_0028,1
989,Manage software licenses,doc_7ceb,doc_7ceb_chunk_0028,1
990,LSF API,doc_7ceb,doc_7ceb_chunk_0028,1
991,LSLIB,doc_7ceb,doc_7ceb_chunk_0028,1
992,LSBLIB,doc_7ceb,doc_7ceb_chunk_0028,1
993,wrapper binary,doc_7ceb,doc_7ceb_chunk_0028,1
994,wrapper shell script,doc_7ceb,doc_7ceb_chunk_0028,1
997,users,doc_7ceb,doc_7ceb_chunk_0028,1
999,queues,doc_7ceb,doc_7ceb_chunk_0028,2
1007,.cshrc,doc_7ceb,doc_7ceb_chunk_0029,1
1008,.proﬁle,doc_7ceb,doc_7ceb_chunk_0029,1
1010,lsﬁnstall,doc_7ceb,doc_7ceb_chunk_0029,1
1015,Linux system,doc_7ceb,doc_7ceb_chunk_0029,1
1016,Kernel 2.6,doc_7ceb,doc_7ceb_chunk_0029,1
1017,lsf10.1.0_linux2.6-glibc2.3-x86_64.tar.Z,doc_7ceb,doc_7ceb_chunk_0029,1
1018,IBM Passport Advantage,doc_7ceb,doc_7ceb_chunk_0029,2
1019,LSF System Requirements,doc_7ceb,doc_7ceb_chunk_0029,1
1020,YouTube,doc_7ceb,doc_7ceb_chunk_0029,2
1021,IBM Education Assistant,doc_7ceb,doc_7ceb_chunk_0029,2
1028,install,doc_7ceb,doc_7ceb_chunk_0030,1
1031,binary files,doc_7ceb,doc_7ceb_chunk_0030,1
1032,installation script directory,doc_7ceb,doc_7ceb_chunk_0030,1
1035,install.config file,doc_7ceb,doc_7ceb_chunk_0030,1
1040,Host,doc_7ceb,doc_7ceb_chunk_0031,5
1041,lsf_getting_started.html,doc_7ceb,doc_7ceb_chunk_0031,1
1042,lsf_CONFDIR,doc_7ceb,doc_7ceb_chunk_0031,1
1044,model,doc_7ceb,doc_7ceb_chunk_0031,4
1045,type,doc_7ceb,doc_7ceb_chunk_0031,4
1047,auto-detection,doc_7ceb,doc_7ceb_chunk_0031,1
1048,default values,doc_7ceb,doc_7ceb_chunk_0031,1
1049,experience,doc_7ceb,doc_7ceb_chunk_0031,1
1050,information,doc_7ceb,doc_7ceb_chunk_0031,1
1052,LSF server,doc_7ceb,doc_7ceb_chunk_0032,1
1053,LSF client,doc_7ceb,doc_7ceb_chunk_0032,1
1054,server,doc_7ceb,doc_7ceb_chunk_0032,3
1055,client,doc_7ceb,doc_7ceb_chunk_0032,1
1056,HOSTNAME,doc_7ceb,doc_7ceb_chunk_0032,1
1057,model type,doc_7ceb,doc_7ceb_chunk_0032,1
1059,REXPRI,doc_7ceb,doc_7ceb_chunk_0032,1
1061,SUNSOL,doc_7ceb,doc_7ceb_chunk_0032,1
1063,LINUX,doc_7ceb,doc_7ceb_chunk_0032,1
1065,HPPA,doc_7ceb,doc_7ceb_chunk_0032,1
1070,restart LIM,doc_7ceb,doc_7ceb_chunk_0032,2
1071,LIMs,doc_7ceb,doc_7ceb_chunk_0033,1
1074,hostd,doc_7ceb,doc_7ceb_chunk_0033,1
1076,reconﬁg,doc_7ceb,doc_7ceb_chunk_0033,5
1077,restart,doc_7ceb,doc_7ceb_chunk_0033,1
1078,unrecoverable errors,doc_7ceb,doc_7ceb_chunk_0033,3
1082,reconﬁguration,doc_7ceb,doc_7ceb_chunk_0033,2
1083,reconﬁg command,doc_7ceb,doc_7ceb_chunk_0033,1
1086,hostsetup,doc_7ceb,doc_7ceb_chunk_0034,3
1088,/usr/share/lsf/cluster1/10.1.0/install,doc_7ceb,doc_7ceb_chunk_0034,1
1089,./hostsetup,doc_7ceb,doc_7ceb_chunk_0034,1
1090,--top,doc_7ceb,doc_7ceb_chunk_0034,2
1091,--boot,doc_7ceb,doc_7ceb_chunk_0034,1
1097,lshosts,doc_7ceb,doc_7ceb_chunk_0034,5
1099,Cluster Management and Operations,doc_7ceb,doc_7ceb_chunk_0034,2
1101,host model,doc_7ceb,doc_7ceb_chunk_0034,2
1104,Unknown host,doc_7ceb,doc_7ceb_chunk_0035,1
1105,DEFAULT,doc_7ceb,doc_7ceb_chunk_0035,2
1106,dynamic host configuration,doc_7ceb,doc_7ceb_chunk_0035,1
1110,hclose,doc_7ceb,doc_7ceb_chunk_0035,1
1112,management host,doc_7ceb,doc_7ceb_chunk_0035,2
1113,badmin hclose,doc_7ceb,doc_7ceb_chunk_0035,1
1116,configuration errors,doc_7ceb,doc_7ceb_chunk_0035,2
1117,removing host,doc_7ceb,doc_7ceb_chunk_0035,1
1118,closing host,doc_7ceb,doc_7ceb_chunk_0035,1
1119,running jobs,doc_7ceb,doc_7ceb_chunk_0035,3
1120,lsf.cluster,doc_7ceb,doc_7ceb_chunk_0035,5
1127,lsb.hosts,doc_7ceb,doc_7ceb_chunk_0036,3
1129,lsb.resources,doc_7ceb,doc_7ceb_chunk_0036,1
1132,lsadmin reconfig,doc_7ceb,doc_7ceb_chunk_0036,1
1133,checking configuration files,doc_7ceb,doc_7ceb_chunk_0036,3
1134,No errors found,doc_7ceb,doc_7ceb_chunk_0036,1
1143,system startup,doc_7ceb,doc_7ceb_chunk_0037,1
1144,LSF section,doc_7ceb,doc_7ceb_chunk_0037,1
1145,host’s system startup files,doc_7ceb,doc_7ceb_chunk_0037,1
1146,dynamic host conﬁguration,doc_7ceb,doc_7ceb_chunk_0037,1
1148,IBM Platform LSF Cluster Management and Operations,doc_7ceb,doc_7ceb_chunk_0037,1
1149,removing hosts dynamically,doc_7ceb,doc_7ceb_chunk_0037,1
1151,lsf_admin,doc_7ceb,doc_7ceb_chunk_0037,2
1154,chap_troubleshooting_lsf,doc_7ceb,doc_7ceb_chunk_0038,1
1155,html,doc_7ceb,doc_7ceb_chunk_0038,1
1156,errors,doc_7ceb,doc_7ceb_chunk_0038,1
1163,conﬁgdir,doc_7ceb,doc_7ceb_chunk_0038,2
1164,lsb.queues file,doc_7ceb,doc_7ceb_chunk_0038,2
1165,new queue deﬁnition,doc_7ceb,doc_7ceb_chunk_0038,1
1169,badmin reconﬁg,doc_7ceb,doc_7ceb_chunk_0038,1
1174,reconfiguration,doc_7ceb,doc_7ceb_chunk_0039,1
1177,Command Reference,doc_7ceb,doc_7ceb_chunk_0039,2
1178,Conﬁguration Reference,doc_7ceb,doc_7ceb_chunk_0039,1
1180,PRIORITY,doc_7ceb,doc_7ceb_chunk_0039,1
1181,STACKLIMIT,doc_7ceb,doc_7ceb_chunk_0039,1
1182,DESCRIPTION,doc_7ceb,doc_7ceb_chunk_0039,1
1183,QJOB_LIMIT,doc_7ceb,doc_7ceb_chunk_0039,1
1184,PJOB_LIMIT,doc_7ceb,doc_7ceb_chunk_0039,1
1185,USERS,doc_7ceb,doc_7ceb_chunk_0039,1
1186,HOSTS,doc_7ceb,doc_7ceb_chunk_0039,1
1187,NICE,doc_7ceb,doc_7ceb_chunk_0039,1
1188,End Queue,doc_7ceb,doc_7ceb_chunk_0039,1
1189,removing a queue,doc_7ceb,doc_7ceb_chunk_0039,1
1192,bswitch,doc_7ceb,doc_7ceb_chunk_0040,2
1197,lost_and_found queue,doc_7ceb,doc_7ceb_chunk_0040,1
1198,close queue,doc_7ceb,doc_7ceb_chunk_0040,1
1199,primary administrator,doc_7ceb,doc_7ceb_chunk_0040,1
1202,night,doc_7ceb,doc_7ceb_chunk_0040,2
1204,qclose,doc_7ceb,doc_7ceb_chunk_0041,1
1206,Queue,doc_7ceb,doc_7ceb_chunk_0041,2
1208,idle,doc_7ceb,doc_7ceb_chunk_0041,1
1212,STAT,doc_7ceb,doc_7ceb_chunk_0041,1
1225,Configuration Reference,doc_7ceb,doc_7ceb_chunk_0042,1
1228,lsf.sudoers file,doc_7ceb,doc_7ceb_chunk_0042,2
1233,lsf.sudoers file (permissions),doc_7ceb,doc_7ceb_chunk_0042,1
1236,LSF daemon startup control,doc_7ceb,doc_7ceb_chunk_0042,1
1241,LSF daemon,doc_7ceb,doc_7ceb_chunk_0043,1
1243,lsf_startup_users,doc_7ceb,doc_7ceb_chunk_0043,1
1244,lsf_startup_path,doc_7ceb,doc_7ceb_chunk_0043,1
1245,setuid bit,doc_7ceb,doc_7ceb_chunk_0043,2
1246,root privileges,doc_7ceb,doc_7ceb_chunk_0043,1
1247,lsf server daemons,doc_7ceb,doc_7ceb_chunk_0043,1
1252,mbschd,doc_7ceb,doc_7ceb_chunk_0043,1
1253,lsf_confdir,doc_7ceb,doc_7ceb_chunk_0043,1
1254,lsf_conf file,doc_7ceb,doc_7ceb_chunk_0043,1
1256,path,doc_7ceb,doc_7ceb_chunk_0043,1
1257,lsf top-level installation directory,doc_7ceb,doc_7ceb_chunk_0043,1
1258,file permission mode,doc_7ceb,doc_7ceb_chunk_0043,1
1262,--setuid,doc_7ceb,doc_7ceb_chunk_0044,1
1265,egosh,doc_7ceb,doc_7ceb_chunk_0044,3
1266,utmpreg,doc_7ceb,doc_7ceb_chunk_0044,1
1267,swtbl_api,doc_7ceb,doc_7ceb_chunk_0044,1
1268,ntbl_api,doc_7ceb,doc_7ceb_chunk_0044,1
1269,lstbl_nid,doc_7ceb,doc_7ceb_chunk_0044,1
1270,swtbl_poe,doc_7ceb,doc_7ceb_chunk_0044,1
1271,lsfrestart,doc_7ceb,doc_7ceb_chunk_0044,1
1272,boot,doc_7ceb,doc_7ceb_chunk_0044,1
1273,hostsetup command,doc_7ceb,doc_7ceb_chunk_0044,1
1275,boot=y,doc_7ceb,doc_7ceb_chunk_0044,1
1276,external LIM (ELIM),doc_7ceb,doc_7ceb_chunk_0044,1
1277,software licenses,doc_7ceb,doc_7ceb_chunk_0044,2
1278,dynamic shared resources,doc_7ceb,doc_7ceb_chunk_0044,2
1279,Host-based resources,doc_7ceb,doc_7ceb_chunk_0044,1
1281,nodelocked software licenses,doc_7ceb,doc_7ceb_chunk_0044,1
1282,networked floating software licenses,doc_7ceb,doc_7ceb_chunk_0044,1
1283,shared file systems,doc_7ceb,doc_7ceb_chunk_0044,1
1284,Shared resources,doc_7ceb,doc_7ceb_chunk_0045,1
1285,LSF hosts,doc_7ceb,doc_7ceb_chunk_0045,1
1287,batch,doc_7ceb,doc_7ceb_chunk_0045,1
1288,interactive job execution,doc_7ceb,doc_7ceb_chunk_0045,1
1289,dynamic resources,doc_7ceb,doc_7ceb_chunk_0045,1
1295,Resource,doc_7ceb,doc_7ceb_chunk_0045,3
1297,ELIM,doc_7ceb,doc_7ceb_chunk_0045,6
1298,External Load Information Manager,doc_7ceb,doc_7ceb_chunk_0045,1
1299,shell script,doc_7ceb,doc_7ceb_chunk_0045,1
1300,compiled binary program,doc_7ceb,doc_7ceb_chunk_0045,1
1301,LSF_SERVERDIR,doc_7ceb,doc_7ceb_chunk_0045,3
1302,misc/examples,doc_7ceb,doc_7ceb_chunk_0045,2
1305,/usr/share/lsf/lsf/cluser1/10.1.0/sparc-sol2/etc/elim,doc_7ceb,doc_7ceb_chunk_0046,1
1308,license1,doc_7ceb,doc_7ceb_chunk_0046,2
1309,license2,doc_7ceb,doc_7ceb_chunk_0046,2
1310,Begin Resource,doc_7ceb,doc_7ceb_chunk_0046,1
1311,RESOURCENAME,doc_7ceb,doc_7ceb_chunk_0046,2
1312,TYPE,doc_7ceb,doc_7ceb_chunk_0046,1
1313,INTERVAL,doc_7ceb,doc_7ceb_chunk_0046,1
1314,INCREASING,doc_7ceb,doc_7ceb_chunk_0046,1
1315,RELEASE,doc_7ceb,doc_7ceb_chunk_0046,1
1316,End Resource,doc_7ceb,doc_7ceb_chunk_0046,1
1317,Numeric,doc_7ceb,doc_7ceb_chunk_0046,1
1318,Boolean,doc_7ceb,doc_7ceb_chunk_0046,1
1319,String,doc_7ceb,doc_7ceb_chunk_0046,1
1322,ResourceMap,doc_7ceb,doc_7ceb_chunk_0046,1
1323,LOCATION,doc_7ceb,doc_7ceb_chunk_0046,2
1324,[all],doc_7ceb,doc_7ceb_chunk_0046,1
1325,ELIM management host,doc_7ceb,doc_7ceb_chunk_0046,1
1331,external load indexes,doc_7ceb,doc_7ceb_chunk_0047,1
1332,number_indexes,doc_7ceb,doc_7ceb_chunk_0047,1
1333,index_name,doc_7ceb,doc_7ceb_chunk_0047,1
1334,index_value,doc_7ceb,doc_7ceb_chunk_0047,1
1339,NUMLIC,doc_7ceb,doc_7ceb_chunk_0047,2
1340,FLEXlm,doc_7ceb,doc_7ceb_chunk_0047,2
1341,license server,doc_7ceb,doc_7ceb_chunk_0047,1
1342,sed,doc_7ceb,doc_7ceb_chunk_0047,2
1344,resource names,doc_7ceb,doc_7ceb_chunk_0047,1
1345,minus sign,doc_7ceb,doc_7ceb_chunk_0047,1
1346,underscore,doc_7ceb,doc_7ceb_chunk_0047,1
1362,duration,doc_7ceb,doc_7ceb_chunk_0048,1
1364,RES_REQ,doc_7ceb,doc_7ceb_chunk_0048,1
1368,External load indices,doc_7ceb,doc_7ceb_chunk_0048,1
1369,Administering IBM® Spectrum LSF,doc_7ceb,doc_7ceb_chunk_0048,1
1372,incorrect installation,doc_7ceb,doc_7ceb_chunk_0049,1
1373,configuration,doc_7ceb,doc_7ceb_chunk_0049,1
1374,error log files,doc_7ceb,doc_7ceb_chunk_0049,1
1375,log messages,doc_7ceb,doc_7ceb_chunk_0049,1
1380,/tmp,doc_7ceb,doc_7ceb_chunk_0049,1
1381,lim.log.host_name,doc_7ceb,doc_7ceb_chunk_0049,1
1382,res.log.host_name,doc_7ceb,doc_7ceb_chunk_0049,1
