sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_2ca9_sent_00395,doc_2ca9,395,"The badmin security view -v command option provides a detailed description of the current conﬁguration and displays any changes that you need to
make to the conﬁguration to secure your cluster.",71561,71755,193,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00396,doc_2ca9,396,"Related concepts
View the cluster security settings
Related reference
badmin command
Using the previous user authentication key
LSF now allows you to continue using the previous eauth key for encrypting and decrypting user authentication data.",71755,71998,243,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00397,doc_2ca9,397,"After deﬁning a new eauth key,
this gives LSF administrators time to update the eauth key on each host in the cluster without disrupting authentication operations.",71999,72163,163,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00398,doc_2ca9,398,"To continue using the old eauth key when deﬁning a new key, rename the current LSF_EAUTH_KEY parameter in the lsf.sudoers ﬁle to
LSF_EAUTH_OLDKEY, then deﬁne the LSF_EAUTH_OLDKEY_EXPIRY parameter to specify an expiry date for the old key. Deﬁne a new
LSF_EAUTH_KEY parameter with the new eauth key as the value. After the expiry date, the old key no longer works and only the new
LSF_EAUTH_KEY parameter works.",72163,72574,410,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00399,doc_2ca9,399,"The date is in the form of [year-month-day] where the number ranges are as follows: year after 1970, month 1-12, day 1-31.",72574,72697,122,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00400,doc_2ca9,400,"To enable the previous key, you must deﬁne both LSF_EAUTH_OLDKEY and LSF_EAUTH_OLDKEY_EXPIRY in the lsf.sudoers ﬁle.",72697,72814,116,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00401,doc_2ca9,401,"Related reference
Conﬁguration to modify external authentication
lsf.sudoers ﬁle
Root privileges for LSF Application Center, LSF Explorer, LSF Process Manager, and
LSF RTM
LSF now restricts root privileges on all hosts for LSF Application Center, LSF Explorer, LSF Process Manager, and LSF RTM by default.",72814,73120,305,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00402,doc_2ca9,402,"If you are using LSF Application Center, LSF Explorer, LSF Process Manager, or LSF RTM, you must specify a space-separated list of hosts in the
LSF_ADDON_HOSTS parameter in the lsf.conf ﬁle.",73120,73310,190,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00403,doc_2ca9,403,"This allows the root users on these speciﬁed hosts to remotely execute commands. You must also
set LSF_DISABLE_LSRUN=N in the lsf.conf ﬁle to enable hosts that are running LSF Application Center to use the lsrun and lsgrun commands.",73311,73544,232,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00404,doc_2ca9,404,"Related reference
LSF_ADDON_HOSTS parameter in the lsf.conf ﬁle
Resource connector enhancements
The following enhancements affect LSF resource connector.",73544,73698,153,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00405,doc_2ca9,405,"Support for additional Google Cloud Platform features
The LSF resource connector for Google Cloud Platform now includes support for the following Google Cloud Platform features:
Launch instance templates
You can now specify the launchTemplateId attribute to enable launch instance templates.",73698,73989,291,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00406,doc_2ca9,406,"You need to create the speciﬁed instance template
in Google Cloud before using it.",73990,74072,82,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00407,doc_2ca9,407,"When using launch instance templates, you can deﬁne all the instance's properties within the template when
you create it, then you only need to specify the zone or region in the googleprov_templates.json ﬁle.",74073,74281,208,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00408,doc_2ca9,408,"The same attributes that are speciﬁed in
the googleprov_templates.json ﬁle override the values that are speciﬁed in the template.",74282,74411,129,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00409,doc_2ca9,409,"For more information on the override behavior of
instance templates, see the Google Cloud documentation: https://cloud.google.com/compute/docs/instances/create-vm-from-instance-
template#creating_a_vm_instance_from_an_instance_template_with_overrides.",74412,74664,251,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00410,doc_2ca9,410,"Note: To export environment variables to the instances, you still must specify the userData attribute in the googleprov_templates.json ﬁle.",74664,74803,139,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00411,doc_2ca9,411,"To
add labels to the instances, you still must specify the instanceTags attribute in the googleprov_templates.json ﬁle.",74804,74924,119,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00412,doc_2ca9,412,"For more information on launch instance templates, see the Google Cloud documentation:https://cloud.google.com/compute/docs/instance-
templates
Local SSDs
LSF now supports attached local SSDs through launch instance templates, but does not include an interface in the googleprov_templates.json
ﬁle.",74924,75222,298,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00413,doc_2ca9,413,"In Google Cloud, attach the local SSD to the launch instance template in Disks >",75223,75303,80,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00414,doc_2ca9,414,"Add new disk by selecting Local SSD scratch disk in the
Type ﬁeld.",75304,75371,66,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00415,doc_2ca9,415,You must mount SSDs before using them.,75371,75409,38,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00416,doc_2ca9,416,"LSF includes an example code that illustrates how to mount multiple local SSDs in one logical
volume in the <LSF_TOP>/<LSF_VERSION>/resource_connector/google/scripts/example_user_data.sh ﬁle.",75410,75602,191,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00417,doc_2ca9,417,"For more information on local SSDs, see the Google Cloud documentation: https://cloud.google.com/compute/docs/disks/local-ssd.",75602,75729,126,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00418,doc_2ca9,418,"Preemptible VM instances
Preemptible VM instances are instances that run at a lower cost than standard instances, with most of the same features as standard
instances.",75729,75897,167,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00419,doc_2ca9,419,"LSF now supports preemptible VM instances through launch instance templates, but does not include an interface in the
googleprov_templates.json ﬁle.",75897,76045,148,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00420,doc_2ca9,420,"In Google Cloud, set the Preemptibility ﬁeld to On when creating the launch instance template to enable
preemptible VM instances.",76046,76176,129,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00421,doc_2ca9,421,"When a VM instance is being preempted, the instance transitions into TERMINATED status and LSF automatically requeues the job that is
running on the instance.",76176,76334,158,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00422,doc_2ca9,422,LSF then deletes the preempted instance.,76335,76376,40,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00423,doc_2ca9,423,"For more information on preemptible VM instances, see the Google Cloud documentation:
https://cloud.google.com/compute/docs/instances/preemptible.",76376,76523,146,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00424,doc_2ca9,424,Bulk instance APIs (Bulk API endpoints),76523,76563,39,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00425,doc_2ca9,425,LSF resource connector now automatically uses bulk API endpoints to create Google Cloud instances.,76563,76661,98,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00426,doc_2ca9,426,"Google Cloud Platform provides both
zonal bulk API endpoint (Instances.",76662,76733,71,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00427,doc_2ca9,427,BulkInsert) and regional bulk API endpoint (RegionInstances.,76733,76793,60,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00428,doc_2ca9,428,BulkInsert) support.,76793,76814,20,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00429,doc_2ca9,429,"If the zone in which you want to create your instances is not important, conﬁgure LSF resource connector to call the regional bulk API
endpoint by specifying a value for the GCLOUD_REGION parameter in the googleprovconﬁg.json ﬁle or by deﬁning a region in the
googleprov_template.json ﬁle.",76814,77103,289,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00430,doc_2ca9,430,"The region that is deﬁned in the googleprov_templates.json ﬁle overrides the region that is deﬁned in the
GCLOUD_REGION parameter.",77104,77234,130,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00431,doc_2ca9,431,"Google Cloud Platform automatically selects the zone in which to create your instances, considering the
available hardware capacity in each zone.",77235,77381,145,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00432,doc_2ca9,432,"If you want to specify a zone in which to create your instances, deﬁne the zone in the googleprov_templates.json ﬁle, and LSF resource
connector calls the zonal bulk API endpoint.",77381,77561,179,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00433,doc_2ca9,433,"Related tasks
Conﬁguring Google Cloud Platform for LSF resource connector
Related reference
googleprov_conﬁg.json
googleprov_templates.json
GPU enhancements
The following enhancements affect LSF GPU support.",77561,77769,207,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00434,doc_2ca9,434,"NVIDIA Data Center GPU Manager (DCGM) integration updates
LSF now integrates with Version 2.3.1 of the NVIDIA Data Center GPU Manager (DCGM) API.
Enable the DCGM integration by deﬁning the LSF_DCGM_PORT parameter in the lsf.conf ﬁle.",77769,78003,233,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00435,doc_2ca9,435,"Related reference
LSF_DCGM_PORT parameter in the lsf.conf ﬁle
Support for",78003,78076,73,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00436,doc_2ca9,436,"Nvidia Multi-Instance GPU (MIG)
LSF now supports Nvidia Multi-Instance GPU (MIG) devices, such as the Nvidia A100 GPU.",78077,78195,118,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00437,doc_2ca9,437,"MIG allows a single supported GPU to be securely
partitioned into up to seven independent GPU instances, providing multiple users with independent GPU resources.",78196,78358,161,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00438,doc_2ca9,438,"Specify MIG device requirements in the GPU requirements strings (bsub -gpu option or the GPU_REQ parameter in the lsb.queues and
lsb.applications ﬁles) or resource requirements strings (bsub -R ""rusage[]"" option GPU_REQ parameter in the lsb.queues and lsb.applications ﬁles)
by using the new mig keyword. Specify the requested number of GPU instances for the MIG job.",78358,78725,367,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00439,doc_2ca9,439,"Valid GPU instance sizes are 1, 2, 3, 4, 7.",78726,78769,43,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00440,doc_2ca9,440,"Optionally,
specify the requested number of compute instances after the speciﬁed GPU instance size and a slash character (/).",78770,78895,125,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00441,doc_2ca9,441,"The requested compute instance
size must be less than or equal to the requested GPU instance size.",78896,78994,98,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00442,doc_2ca9,442,"In addition, Nvidia MIG does not support the following GPU/compute instance
size combinations: 4/3, 7/5, 7/6.",78995,79104,109,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00443,doc_2ca9,443,"If this is not speciﬁed, the default compute instance size is the same as the GPU instance size.",79105,79201,96,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00444,doc_2ca9,444,"For example, the
following job uses 2 Nvidia MIG devices with a GPU instance size of 3 and a compute instance size of 2:
bsub -gpu",79202,79332,130,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00445,doc_2ca9,445,"""num=2:mig=3/2"" ./app",79333,79355,21,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00446,doc_2ca9,446,The new LSF_MANAGE_MIG parameter in the lsf.conf ﬁle enables dynamic MIG scheduling.,79355,79440,84,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00447,doc_2ca9,447,"If set to Y or y, LSF dynamically creates GPU instances (GI) and compute instances (CI) on each host, and LSF controls the MIG of each host. If
you enable dynamic MIC scheduling, do not manually create or destroy MIG devices outside of LSF.",79440,79681,240,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00448,doc_2ca9,448,"If set to N or n, LSF uses static MIG scheduling.",79681,79730,49,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00449,doc_2ca9,449,"LSF allocates the GI and CI based on the conﬁguration of each MIG host, and dispatches jobs
to the MIG hosts.",79731,79840,109,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00450,doc_2ca9,450,"LSF does not create or destroy the GI and CI on the MIG hosts. If you use static MIG scheduling and want to change MIG
devices, you must wait for the running MIG job to ﬁnish, then destroy the existing MIG device, create a new MIG device, and restart the LSF
daemons.",79841,80109,267,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00451,doc_2ca9,451,"The lshosts -gpu command option now shows whether the GPU supports MIG functions. To view detailed information on MIG instances, use the new
-mig option together with the lshosts -gpu command option.",80109,80309,199,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00452,doc_2ca9,452,The bhosts -gpu -l and bjobs -l command options show additional MIG device information.,80309,80396,87,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00453,doc_2ca9,453,"The bhosts -o command option and the
LSB_BHOSTS_FORMAT parameter in the lsf.conf ﬁle also has a new mig_alloc keyword to display the MIG allocation information in the bhosts
customized output.",80397,80590,192,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00454,doc_2ca9,454,"Related concepts
Submitting and monitoring GPU jobs
Related reference
GPU_REQ parameter in the lsb.applications ﬁle.",80590,80707,116,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00455,doc_2ca9,455,GPU_REQ parameter in the lsb.queues ﬁle.,80707,80748,40,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00456,doc_2ca9,456,"bsub -gpu command option
bhosts -gpu command option
lshosts -gpu command option
Deprecated features for IBM Spectrum LSF",80748,80869,120,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00457,doc_2ca9,457,"The following features are deprecated in LSF 10.1 Fix Pack 12, and might be removed in a future version of LSF.",80869,80981,111,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00458,doc_2ca9,458,"Table 1. Deprecated features in LSF 10.1 Fix Pack 12
Deprecated featureCorresponding deprecated
parameters and commandsAlternative feature
LSF multicluster capability resource
leasing model (See Platform LSF
resource leasing model).lsb.resources ﬁle:",80981,81232,250,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00459,doc_2ca9,459,"HostExport section
SharedResourceExport
section
lsb.queues ﬁle:
HOSTS: allremote
and
all@cluster_name
keywordsUpdated LSF default behavior.",81232,81372,139,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00460,doc_2ca9,460,"LSF/XL feature and LSF Advanced
Edition.-cname option for the
following commands: bacct,
bhosts, bjobs, bmgroup,
lshosts, lsload.",81372,81501,129,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00461,doc_2ca9,461,Updated LSF default behavior.,81501,81531,29,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00462,doc_2ca9,462,"Job slot pools for fair share scheduling lsb.queues ﬁle:
MAX_SLOTS_IN_POOL
SLOT_POOL
SLOT_SHARE
USE_PRIORITY_IN_PO
OLGuarantee SLA (guarantee service class).",81531,81689,157,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00463,doc_2ca9,463,"toplib integrations lsf.conf ﬁle:
LSF_TOPD_PORT
LSF_TOPD_TIMEOUT
Deprecated featureCorresponding deprecated
parameters and commandsAlternative feature
Chunk job scheduling lsf.conf ﬁle:
LSB_CHUNK_RUSAGE
lsb.params ﬁle:
CHUNK_JOB_DURATIO
N
lsb.applications and
lsb.queues ﬁles:
CHUNK_JOB_SIZEUse the RELAX_JOB_DISPATCH_ORDER parameter in the
lsb.params ﬁle to enable multiple jobs with common resource
requirements to run consecutively on the same allocation.",81689,82148,458,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00464,doc_2ca9,464,"HPC integrations for the following
environments:
Parallel job support using PAM
IBM Parallel Environment (IBM
PE)
SGI CPUSETlsf.conf ﬁle:
LSF_PAM_APPL_CHKP
NT
LSF_PAM_CLEAN_JOB_
DELAY
LSF_PAM_HOSTLIST_U
SE
LSF_PAM_PLUGINDIR
LSF_PAM_USE_ASH
LSF_PE_NETWORK_NU
M
LSF_PE_NETWORK_UP
DATE_INTERVAL
LSB_CPUSET_BESTCPU
S
LSB_CPUSET_DISPLAY
_CPULIST
LSF_CPUSETLIB
lsb.applications ﬁle:
NETWORK_REQ
lsb.params ﬁle:
MAX_PROTOCOL_INST
ANCES
NETWORK_REQ
STRIPING_WITH_MINI
MUM_NETWORK
lsb.queues ﬁle:
MAX_PROTOCOL_INST
ANCES
NETWORK_REQ
STRIPING_WITH_MINI
MUM_NETWORK
bsub -network command
optionUse the blaunch command for parallel jobs.",82148,82774,625,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00465,doc_2ca9,465,"Automatic CPU frequency selection in
energy aware scheduling (See
Automatic CPU frequency selection)
Relaxed syntax for resource
requirement selection stringslsf.conf ﬁle:
LSF_STRICT_RESREQ:
Will be ﬁxed to Y .Updated",82774,82991,217,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00466,doc_2ca9,466,"LSF default behavior (strict syntax for resource
requirement selection strings).",82992,83073,80,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00467,doc_2ca9,467,"Task list ﬁles and related commands lsf.task ﬁle
lsf.conf ﬁle:
LSF_SHELL_AT_USERS
ch command
lsfmon command
lslogin command
lsmon command
lstcsh command
lsltasks command
lsrtasks command
lseligible command
Deprecated featureCorresponding deprecated
parameters and commandsAlternative feature
SLA scheduling except guarantee SLA
(See Using goal-oriented SLA
scheduling).lsb.params ﬁle:
ENABLE_DEFAULT_EG
O_SLA
lsb.serviceclasses ﬁle:
GOALS: THROUGHPUT,
VELOCITY, and
DEADLINE keywords.",83073,83558,484,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00468,doc_2ca9,468,"Slot and package guarantee policy lsb.params ﬁle:
SIMPLIFIED_GUARANT
EE: Will be ﬁxed to Y.Guarantee SLA (guarantee service class), which will be the default
behavior.",83558,83726,167,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00469,doc_2ca9,469,"GPU scheduling and features that use
ELIMlsf.conf ﬁle:
LSB_GPU_NEW_SYNTA
X: Will be ﬁxed to
extend.",83726,83826,99,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00470,doc_2ca9,470,"LSF_GPU_RESOURCE_I
GNORE: Will be ﬁxed to
LSF_GPU_AUTOCONFI
G: Will be ﬁxed to Y.
All elim.gpu.*",83826,83922,96,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00471,doc_2ca9,471,ELIMS.Updated LSF default behavior (GPU autoconﬁguration).,83923,83982,58,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00472,doc_2ca9,472,"Other changes to IBM Spectrum LSF
The following changes affect other aspects of LSF behavior.",83982,84076,93,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00473,doc_2ca9,473,"New platform support
LSF supports the following platforms:
RHEL 8.4, kernel 4.18.0, glibc 2.28
SLES 15.3, kernel 5.3.18, glibc 2.26",84076,84208,131,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00474,doc_2ca9,474,What's new in IBM Spectrum LSF Version 10.1,84208,84251,43,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00475,doc_2ca9,475,"Fix Pack 11
The following topics summarize the new and changed behavior in LSF 10.1 Fix Pack 11.",84252,84349,96,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00476,doc_2ca9,476,"Release date: 21 December 2020
Terminology changes to IBM Spectrum LSF
 LSF has the following changes to terminology.",84349,84467,117,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00477,doc_2ca9,477,"GPU enhancements
 The following enhancements affect LSF GPU support.",84467,84536,68,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00478,doc_2ca9,478,"Job scheduling and execution
 The following new features affect job scheduling and execution.",84536,84630,93,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00479,doc_2ca9,479,"Resource connector enhancements
 The following enhancements affect LSF resource connector.",84630,84721,90,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00480,doc_2ca9,480,"Resource management
 The following new features affect resource management and allocation.",84721,84812,90,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00481,doc_2ca9,481,"Security
 The following new features affect cluster security.",84812,84874,61,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00482,doc_2ca9,482,"Container support
 The following new feature affects LSF support for containers.",84874,84955,80,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00483,doc_2ca9,483,"Command output formatting
 The following enhancements affect LSF command output formatting.",84955,85047,91,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00484,doc_2ca9,484,"Other changes to IBM Spectrum LSF
 The following changes affect other aspects of LSF behavior.",85047,85142,94,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00485,doc_2ca9,485,"Terminology changes to IBM Spectrum LSF
LSF has the following changes to terminology.",85142,85228,85,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00486,doc_2ca9,486,LSF now has the following terminology changes to the following components:,85228,85303,74,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00487,doc_2ca9,487,"Table 1. Terminology changes
Old terminology New terminology
master host management host
master candidate host management candidate host
master batch daemon (",85303,85461,158,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00488,doc_2ca9,488,"mbatchd)management batch daemon
slave batch daemon (sbatchd) server batch daemon
master LIM management host LIM
slave LIM server host LIM
master ELIM (MELIM) management ELIM
master queue parent queue
slave queue child queue
master esub (mesub) management esub
slave.conﬁg ﬁle server.conﬁg ﬁle
Some of these terminology changes are not reflected in command or script output.",85461,85835,373,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00489,doc_2ca9,489,"GPU enhancements
The following enhancements affect LSF GPU support.",85835,85903,67,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00490,doc_2ca9,490,"Improved performance for GPU resource collection
LSF has performance improvements for GPU metric collection by changing how the management host LIM and server host LIMs collect GPU resource
information.",85903,86105,202,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00491,doc_2ca9,491,"These improvements include enabling the mbatchd daemon to no longer get GPU resource information from the management host LIM,
and by completely removing the built-in GPU resources (gpu_<num>n) from the management host LIM.",86106,86330,223,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00492,doc_2ca9,492,"To enable mbatchd to no longer get GPU resources from the management host LIM, set the LSF_GPU_RESOURCE_IGNORE parameter to Y in the
lsf.conf ﬁle.",86330,86476,146,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00493,doc_2ca9,493,This improves LSF response time because there are fewer LSF resources to manage and display.,86477,86570,92,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00494,doc_2ca9,494,"In addition, if LSF_GPU_AUTOCONFIG is set to Y and LSB_GPU_NEW_SYNTAX is set to Y or extend, all built-in GPU resources (gpu_<num>n) are
completely removed from the management host LIM. LSF uses a different method for the management host LIM and server host LIMs to collect GPU
information.",86570,86860,290,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00495,doc_2ca9,495,This further improves performance by having fewer built-in LSF resources.,86861,86935,73,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00496,doc_2ca9,496,"The LSF_GPU_RESOURCE_IGNORE, LSF_GPU_AUTOCONFIG, and LSB_GPU_NEW_SYNTAX are all preexisting parameters in the lsf.conf ﬁle.",86935,87058,123,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00497,doc_2ca9,497,"To fully
improve the performance of GPU resource collection, enable these parameters to completely remove the built-in GPU resources from the
management host LIM:
LSF_GPU_AUTOCONFIG=Y
LSB_GPU_NEW_SYNTAX=extend
LSF_GPU_RESOURCE_IGNORE=Y
Note: If you are using LSF RTM, make sure that you are running LSF RTM, Version 10.2 Fix Pack 11, or later. If you cannot update LSF RTM to at least
this version, do not set LSF_GPU_RESOURCE_IGNORE to Y, otherwise LSF RTM will not show host GPU information.",87059,87552,493,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00498,doc_2ca9,498,"This is because LSF RTM uses
LSF resources to get host GPU information.",87553,87625,71,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00499,doc_2ca9,499,"Related reference
LSB_GPU_NEW_SYNTAX parameter in the lsf.conf ﬁle
LSF_GPU_AUTOCONFIG parameter in the lsf.conf ﬁle
LSF_GPU_RESOURCE_IGNORE parameter in the lsf.conf ﬁle
Displaying power utilization for each GPU
You can now enable the lsload -gpuload command to display the power utilization per GPU on the host.",87625,87938,312,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00500,doc_2ca9,500,The lsload -gpuload command displays the power utilization for each GPU in the new gpu_power column.,87938,88039,100,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00501,doc_2ca9,501,"Related reference
lsload -gpuload command option
Changes to Nvidia GPU resource requirements
LSF now has changes to the selection of Nvidia GPU resources in the GPU resource requirement string (bsub -gpu option or the GPU_REQ parameter
in the lsb.queues and lsb.applications ﬁles).",88039,88321,281,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00502,doc_2ca9,502,The new gvendor keyword in the GPU requirements strings enables LSF to allocate GPUs with the speciﬁed vendor type.,88321,88436,115,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00503,doc_2ca9,503,"Specify gvendor=nvidia
to request Nvidia GPUs, which is the default value.",88437,88512,74,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00504,doc_2ca9,504,The nvlink=yes keyword in the GPU requirements string is deprecated.,88512,88580,68,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00505,doc_2ca9,505,"Replace nvlink=yes in the GPU requirements string with glink=yes
instead.",88581,88655,73,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00506,doc_2ca9,506,"The new glink keyword in the GPU requirements strings speciﬁes enables job enforcement for special connections among GPUs. If you specify
glink=yes when using Nvidia GPUs, LSF must allocate GPUs that have the NVLink connection.",88655,88882,227,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00507,doc_2ca9,507,"By default, LSF can allocate GPUs that do not have
special connections if there are an insufﬁcient number of GPUs with these connections.",88883,89020,137,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00508,doc_2ca9,508,"Do not use glink with the nvlink keyword, which is now
deprecated.",89021,89088,66,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00509,doc_2ca9,509,"In addition, the lshosts -gpu and bhosts -gpu command options now show the GPU vendor type (AMD or Nvidia).",89088,89196,107,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00510,doc_2ca9,510,"Related concepts
Submitting and monitoring GPU jobs
Related reference
GPU_REQ parameter in the lsb.applications ﬁle.",89196,89313,116,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00511,doc_2ca9,511,GPU_REQ parameter in the lsb.queues ﬁle.,89313,89354,40,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00512,doc_2ca9,512,"bsub -gpu command option
bhosts -gpu command option
lshosts -gpu command option
Support for AMD GPUs
LSF now supports the use of AMD GPUs.",89354,89493,138,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00513,doc_2ca9,513,"You can now specify AMD GPU models in the GPU requirements strings (bsub -gpu option or the GPU_REQ parameter in the lsb.queues and
lsb.applications ﬁles).",89493,89649,155,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00514,doc_2ca9,514,"The new gvendor keyword in the GPU requirements strings enables LSF to allocate GPUs with the speciﬁed vendor type. Specify gvendor=amd to
request AMD GPUs.",89649,89805,156,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00515,doc_2ca9,515,"If this is not speciﬁed, the default is to request Nvidia GPUs.",89806,89870,63,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00516,doc_2ca9,516,"The new glink keyword in the GPU requirements strings speciﬁes enables job enforcement for special connections among GPUs. If you specify
glink=yes when using AMD GPUs, LSF must allocate GPUs that have the xGMI connection.",89870,90092,222,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00517,doc_2ca9,517,"By default, LSF can allocate GPUs that do not have
special connections if there are an insufﬁcient number of GPUs with these connections.",90093,90230,137,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00518,doc_2ca9,518,"Do not use glink with the nvlink keyword, which is now
deprecated.",90231,90298,66,1,2026-01-29T16:24:27Z
