id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text_raw,rel_key,obj_text,obj_canonical_id,obj_canonical_term,method,created_at
1834,doc_1a4f,doc_1a4f_sent_01471,"The local account can send jobs to and receive jobs from any user on any LSF host
Windows workgroup account mapping
Windows workgroup account mapping is enabled by deﬁning the parameter SYSTEM_MAPPING_ACCOUNT in the ﬁle lsb.params.",The local account,9756,local account,send,send,lsb.params,2225,lsb param,openie_spacy,2026-01-30T04:00:21Z
1835,doc_1a4f,doc_1a4f_sent_01473,"In the following example, the cluster contains hostA, hostB, and hostC.",the cluster,135,cluster,contain,contain,hostA,891,hosta,openie_spacy,2026-01-30T04:00:21Z
1836,doc_1a4f,doc_1a4f_sent_01479,"Between-host user account mapping commands
Commands for submission
Command Description
Command Description
bsub Submits the job with the user name and password of the user who entered the command. The job runs on the execution
host with the submission user name and password, unless you have conﬁgured between-host user account mapping.",The job,17,job,run on,run_on,"the execution
host",1374,execution host,openie_spacy,2026-01-30T04:00:21Z
1837,doc_1a4f,doc_1a4f_sent_01482,"Displays detailed information about jobs, including the user name of the user who submitted the job and the user name
with which the job executed.
bhist -l",Displays,889,display,detail,detail,information,11,information,openie_spacy,2026-01-30T04:00:21Z
1838,doc_1a4f,doc_1a4f_sent_01504,LSF administrators can map user accounts at the system level in the UserMap section of the lsb.users ﬁle.,LSF administrators,358,lsf administrator,map at,map_at,the system level,24910,system level,openie_spacy,2026-01-30T04:00:21Z
1839,doc_1a4f,doc_1a4f_sent_01506,Users can map their local accounts at the user level in the .lsfhosts ﬁle.,Users,175,user,map at,map_at,the user level,10983,user level,openie_spacy,2026-01-30T04:00:21Z
1840,doc_1a4f,doc_1a4f_sent_01510,"User host_name user_name send Jobs sent from the local account run as user_name on host_name
host_name user_name",User,175,user,send,send,Jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1841,doc_1a4f,doc_1a4f_sent_01511,"The local account can run jobs received from user_name submitted
on host_name
Conﬁguration
ﬁleLevel Syntax Behavior
host_name",The local account,9756,local account,run,run,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1842,doc_1a4f,doc_1a4f_sent_01512,"The local account can send jobs to and receive jobs from user_name
on host_name
cluster_name user_name",The local account,9756,local account,send,send,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1843,doc_1a4f,doc_1a4f_sent_01513,"The local account can send jobs to and receive jobs from user_name
on any host in the cluster cluster_name
+ +",The local account,9756,local account,send,send,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1844,doc_1a4f,doc_1a4f_sent_01514,"The local account can send jobs to and receive jobs from any user on
any LSF hosts
Cross-cluster user account mapping behavior
System-level conﬁguration example",The local account,9756,local account,send,send,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1845,doc_1a4f,doc_1a4f_sent_01515,"The following example illustrates LSF behavior when the LSF administrator sets up cross-cluster user account mapping at the system level. This
example shows the UserMap section of the ﬁle lsb.users on both the local and remote clusters.",the LSF administrator,358,lsf administrator,set at,set_at,the system level,24910,system level,openie_spacy,2026-01-30T04:00:21Z
1846,doc_1a4f,doc_1a4f_sent_01525,"All hosts in
cluster2lsfguest cluster1 user1 recv
Cross-cluster user account mapping commands
Commands for submission
Command Description
bsub Submits the job with the user name and password of the user who entered the command. The job runs on the execution
host with the submission user name and password, unless you have conﬁgured cross-cluster user account mapping.",The job,17,job,run on,run_on,"the execution
host",1374,execution host,openie_spacy,2026-01-30T04:00:21Z
1847,doc_1a4f,doc_1a4f_sent_01528,"Displays detailed information about jobs, including the user name of the user who submitted the job and the user name
with which the job executed.
bhist -l",Displays,889,display,detail,detail,information,11,information,openie_spacy,2026-01-30T04:00:21Z
1848,doc_1a4f,doc_1a4f_sent_01534,"With this feature enabled, LSF sends the user account name in the format that is required by the
operating system on the execution host.",LSF,27,lsf,send in,send_in,the format,1226,format,openie_spacy,2026-01-30T04:00:21Z
1849,doc_1a4f,doc_1a4f_sent_01538,The execution domain must be included in the LSF_USER_DOMAIN list.,The execution domain,9802,execution domain,include in,include_in,the LSF_USER_DOMAIN list,9803,lsf_user_domain list,openie_spacy,2026-01-30T04:00:21Z
1850,doc_1a4f,doc_1a4f_sent_01539,"When
you specify an execution domain, LSF ignores the order of the domains listed in LSF_USER_DOMAIN and runs the job using the speciﬁed
domain.",LSF,27,lsf,ignore,ignore,the order,1091,order,openie_spacy,2026-01-30T04:00:21Z
1851,doc_1a4f,doc_1a4f_sent_01544,"With this feature enabled, LSF sends the user account name in the format that is required by the operating system on the
execution host.",LSF,27,lsf,send in,send_in,the format,1226,format,openie_spacy,2026-01-30T04:00:21Z
1852,doc_1a4f,doc_1a4f_sent_01555,"This feature applies only to job execution. If you issue an LSF command or deﬁne an LSF parameter and specify a
Windows user, you must use the long form of the user name, including the domain name typed in uppercase letters.",This feature,680,feature,apply to,apply_to,job execution,6547,job execution,openie_spacy,2026-01-30T04:00:21Z
1853,doc_1a4f,doc_1a4f_sent_01563,"ENGINEERINGlsf.conf user1 on a UNIX
hostRuns on a Windows host as SUPPORT\user1; if the job cannot run
with those credentials, the job runs as ENGINEERING\user1
Runs on a UNIX host as user1
Conﬁguration to modify UNIX and Windows user account mapping
behavior
You can select a preferred execution domain for a particular job. The execution domain must be included in the LSF_USER_DOMAIN list. When you
specify an execution domain, LSF ignores the order of the domains listed in LSF_USER_DOMAIN and runs the job using the speciﬁed domain.",the job,17,job,run with,run_with,those credentials,8663,credential,openie_spacy,2026-01-30T04:00:21Z
1854,doc_1a4f,doc_1a4f_sent_01563,"ENGINEERINGlsf.conf user1 on a UNIX
hostRuns on a Windows host as SUPPORT\user1; if the job cannot run
with those credentials, the job runs as ENGINEERING\user1
Runs on a UNIX host as user1
Conﬁguration to modify UNIX and Windows user account mapping
behavior
You can select a preferred execution domain for a particular job. The execution domain must be included in the LSF_USER_DOMAIN list. When you
specify an execution domain, LSF ignores the order of the domains listed in LSF_USER_DOMAIN and runs the job using the speciﬁed domain.",The execution domain,9802,execution domain,include in,include_in,the LSF_USER_DOMAIN list,9803,lsf_user_domain list,openie_spacy,2026-01-30T04:00:21Z
1855,doc_1a4f,doc_1a4f_sent_01563,"ENGINEERINGlsf.conf user1 on a UNIX
hostRuns on a Windows host as SUPPORT\user1; if the job cannot run
with those credentials, the job runs as ENGINEERING\user1
Runs on a UNIX host as user1
Conﬁguration to modify UNIX and Windows user account mapping
behavior
You can select a preferred execution domain for a particular job. The execution domain must be included in the LSF_USER_DOMAIN list. When you
specify an execution domain, LSF ignores the order of the domains listed in LSF_USER_DOMAIN and runs the job using the speciﬁed domain.",LSF,27,lsf,ignore,ignore,the order,1091,order,openie_spacy,2026-01-30T04:00:21Z
1856,doc_1a4f,doc_1a4f_sent_01566,"Conﬁguration
ﬁleParameter and syntax Behavior
.cshrc
.proﬁleLSF_EXECUTE_DOMAIN
=
domain_nameSpeciﬁes the domain that LSF uses to run jobs on a Windows host
If LSF_USER_DOMAIN contains a list of multiple domains, LSF tries the LSF_EXECUTE_DOMAIN
ﬁrst
The following example shows the changed behavior when you deﬁne the LSF_EXECUTE_DOMAIN.",LSF_USER_DOMAIN,9806,lsf_user_domain,contain,contain,a list,714,list,openie_spacy,2026-01-30T04:00:21Z
1857,doc_1a4f,doc_1a4f_sent_01567,"When… In the ﬁle …And the job is
submitted by …The job …
LSF_USER_DOMAIN=
SUPPORT:ENGINEERING
and
LSF_EXECUTE_DOMAIN=
ENGINEERINGlsf.conf
.proﬁle .cshrcuser1 on a
UNIX hostRuns on a Windows host as ENGINEERING\user1; if the job cannot
run with those credentials, runs as SUPPORT\user1
Runs on a UNIX host as user1
These additional examples are based on the following conditions:",the job,17,job,run with,run_with,those credentials,8663,credential,openie_spacy,2026-01-30T04:00:21Z
1858,doc_1a4f,doc_1a4f_sent_01569,"The user has sufﬁcient permissions to run the job in any of the LSF user domains
UNIX user1 enters … And LSF_EXECUTE_DOMAIN is … Then LSF runs the job as …
bsub -m ""hostb"" myjob Not deﬁned in the user environment ﬁleSALES\user1
bsub -m ""hostb"" myjob Deﬁned as BUSINESS in the user
environment ﬁleBUSINESS\user1
setenv LSF_EXECUTE_DOMAIN BUSINESSbsub
-m ""hostb"" myjobEither deﬁned or not deﬁned in the user
environment ﬁleBUSINESS\user1",LSF,27,lsf,run,run,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
1859,doc_1a4f,doc_1a4f_sent_01571,"UNIX and Windows user account mapping commands
Commands for submission
Command Description Command Description
bsub Submits the job with the user name and password of the user who entered the command. The job runs on the execution
host with the same user name and password, unless you have conﬁgured UNIX/Windows user account mapping.",The job,17,job,run on,run_on,"the execution
host",1374,execution host,openie_spacy,2026-01-30T04:00:21Z
1860,doc_1a4f,doc_1a4f_sent_01572,"With UNIX/Windows user account mapping enabled, jobs that execute on a remote host run with the user account name in
the format required by the operating system on the execution host.",jobs,2369,jobs,run in,run_in,the format,1226,format,openie_spacy,2026-01-30T04:00:21Z
1861,doc_1a4f,doc_1a4f_sent_01574,Displays detailed information about jobs.,Displays,889,display,detail,detail,information,11,information,openie_spacy,2026-01-30T04:00:21Z
1862,doc_1a4f,doc_1a4f_sent_01582,busers Displays information about speciﬁc users and user groups.,busers,2632,buser,display,display,information,11,information,openie_spacy,2026-01-30T04:00:21Z
1863,doc_1a4f,doc_1a4f_sent_01590,"ug12> accepted
Once accepted by bconf, the new user group appears in bugroup output:
bugroup -l ug12
GROUP_NAME: ug12
USERS:",ug12,9856,ug12,appear in,appear_in,bugroup output,9857,bugroup output,openie_spacy,2026-01-30T04:00:21Z
1864,doc_1a4f,doc_1a4f_sent_01594,"Procedure
Run bconf rmmember usergroup=group_name ""GROUP_MEMBER=user_name""
For example:
bconf rmmember usergroup=ug12 ""GROUP_MEMBER=user1""
bconf: Request for usergroup <",Procedure,30,procedure,run,run,bconf,861,bconf,openie_spacy,2026-01-30T04:00:21Z
1865,doc_1a4f,doc_1a4f_sent_01595,"ug12> accepted
Once accepted by bconf, the changed user group appears in bugroup output:
bugroup -l ug12
GROUP_NAME: ug12
USERS: user2
GROUP_ADMIN: admin1
SHARES:",ug12,9856,ug12,appear in,appear_in,bugroup output,9857,bugroup output,openie_spacy,2026-01-30T04:00:21Z
1866,doc_1a4f,doc_1a4f_sent_01601,"How job groups are created
Job groups can be created explicitly or implicitly:
A job group is created explicitly with the bgadd command.",A job group,2576,job group,create with,create_with,the bgadd command,3925,bgadd command,openie_spacy,2026-01-30T04:00:21Z
1867,doc_1a4f,doc_1a4f_sent_01604,"Job groups that are created when jobs are attached to an SLA service class at submission are implicit job groups (bsub -sla
service_class_name",jobs,2369,jobs,attach to,attach_to,an SLA service class,6466,sla service class,openie_spacy,2026-01-30T04:00:21Z
1868,doc_1a4f,doc_1a4f_sent_01616,"Job groups are created
independently of jobs, and can have dependency conditions which control when jobs within the group are considered for scheduling.",jobs,2369,jobs,consider for,consider_for,scheduling,1729,scheduling,openie_spacy,2026-01-30T04:00:21Z
1869,doc_1a4f,doc_1a4f_sent_01619,A job group can contain jobs and sub-groups.,A job group,2576,job group,contain,contain,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1870,doc_1a4f,doc_1a4f_sent_01628,"Users can add job
groups into a group that are owned by other users, and they can submit jobs to groups owned by other users. Child job groups are owned by the
creator of the job group and the creators of any parent groups.",Users,175,user,add,add,"job
groups",2576,job group,openie_spacy,2026-01-30T04:00:21Z
1871,doc_1a4f,doc_1a4f_sent_01632,"For jobs submitted by other users:
user1 can control jobs that are submitted by other users in all three job groups: /A, /A/B, and /A/B/C
user2 can control jobs that are submitted by other users only in two job groups: /A/B and /A/B/C
user3 can control jobs that are submitted by other users only in job group /A/B/C
The LSF administrator can control jobs in any job group.",user1,28519,user1#0 user user,control,control,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1872,doc_1a4f,doc_1a4f_sent_01632,"For jobs submitted by other users:
user1 can control jobs that are submitted by other users in all three job groups: /A, /A/B, and /A/B/C
user2 can control jobs that are submitted by other users only in two job groups: /A/B and /A/B/C
user3 can control jobs that are submitted by other users only in job group /A/B/C
The LSF administrator can control jobs in any job group.",The LSF administrator,358,lsf administrator,control,control,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1873,doc_1a4f,doc_1a4f_sent_01635,The LSB_DEFAULT_JOBGROUP environment variable overrides the setting of DEFAULT_JOBGROUP.,The LSB_DEFAULT_JOBGROUP environment variable,9882,lsb_default_jobgroup environment variable,override,override,the setting,401,setting,openie_spacy,2026-01-30T04:00:21Z
1874,doc_1a4f,doc_1a4f_sent_01658,"Viewing jobs for a speciﬁc job group (bjobs)
 Job groups and time-based SLAs
 Job groups provide a method for assigning arbitrary labels to groups of jobs.",jobs,2369,jobs,provide,provide,a method,103,method,openie_spacy,2026-01-30T04:00:21Z
1875,doc_1a4f,doc_1a4f_sent_01659,"Typically, job groups represent a project hierarchy.",job groups,2576,job group,represent,represent,a project hierarchy,9894,project hierarchy,openie_spacy,2026-01-30T04:00:21Z
1876,doc_1a4f,doc_1a4f_sent_01671,"Job groups added with no limits speciﬁed inherit any limits of
existing parent job groups. The -L option only limits the lowest level job group created. The maximum number of running and suspended jobs
(including USUSP and SSUSP) in a job group cannot exceed the limit deﬁned on the job group and its parent job group.",The maximum number,610,maximum number,exceed,exceed,the limit,847,limit,openie_spacy,2026-01-30T04:00:21Z
1877,doc_1a4f,doc_1a4f_sent_01672,The job group limit is based on the number of running and suspended jobs in the job group.,The job group limit,3937,job group limit,base on,base_on,the number,1336,number,openie_spacy,2026-01-30T04:00:21Z
1878,doc_1a4f,doc_1a4f_sent_01674,"If the currently available job slots is zero, even if the job group job
limit is not exceeded, LSF cannot dispatch a job to the job group.",LSF,27,lsf,dispatch,dispatch,a job,17,job,openie_spacy,2026-01-30T04:00:21Z
1879,doc_1a4f,doc_1a4f_sent_01674,"If the currently available job slots is zero, even if the job group job
limit is not exceeded, LSF cannot dispatch a job to the job group.",LSF,27,lsf,dispatch to,dispatch_to,the job group,2576,job group,openie_spacy,2026-01-30T04:00:21Z
1880,doc_1a4f,doc_1a4f_sent_01682,"Example job group hierarchy with limits
In this conﬁguration:
Every node is a job group, including the root (/) job group
The root (/) job group cannot have any limit deﬁnition
By default, child groups have the same limit deﬁnition as their direct parent group, so /asia, /asia/projects, and /asia/projects/test
all have no limit
The number of running and suspended jobs in a job group (including all of its child groups) cannot exceed the deﬁned limit
If there are 7 running or suspended jobs in job group /canada/projects/test1, even though the job limit of group /canada/qa/auto is 6,
/canada/qa/auto can only have a maximum of 5 running and suspended (12-7=5)
When a job is submitted to a job group, LSF checks the limits for the entire job group.",a job,17,job,submit to,submit_to,a job group,2576,job group,openie_spacy,2026-01-30T04:00:21Z
1881,doc_1a4f,doc_1a4f_sent_01683,"For example, for a job is submitted to job group
/canada/qa/auto, LSF checks the limits on groups /canada/qa/auto, /canada/qa and /canada.",a job,17,job,submit to,submit_to,job group,2576,job group,openie_spacy,2026-01-30T04:00:21Z
1882,doc_1a4f,doc_1a4f_sent_01696,"bsub -g /risk_group/portfolio1/current myjob
Job <105> is submitted to default queue.",Job,17,job,submit to,submit_to,default queue,375,queue,openie_spacy,2026-01-30T04:00:21Z
1883,doc_1a4f,doc_1a4f_sent_01698,"If group /risk_group/portfolio1/current exists, job 105 is attached to the job group.",job,17,job,attach to,attach_to,the job group,2576,job group,openie_spacy,2026-01-30T04:00:21Z
1884,doc_1a4f,doc_1a4f_sent_01699,"If group /risk_group/portfolio1/current does not exist, LSF checks its parent recursively, and if no groups in the hierarchy exist, all three job
groups are created with the speciﬁed hierarchy and the job is attached to group.",the job,17,job,attach to,attach_to,group,524,group,openie_spacy,2026-01-30T04:00:21Z
1885,doc_1a4f,doc_1a4f_sent_01704,"LSF treats the execution
cluster as execution engine, and only enforces job group policies at the submission cluster.",LSF,27,lsf,treat,treat,"the execution
cluster",1481,execution cluster,openie_spacy,2026-01-30T04:00:21Z
1886,doc_1a4f,doc_1a4f_sent_01729,"NSLOTS, PEND, RUN, SSUSP, USUSP, RSV are all
counted in slots rather than number of jobs:
bjgroup -N
GROUP_NAME",RSV,194,rsv,count in,count_in,slots,8831,slot keyword,openie_spacy,2026-01-30T04:00:21Z
1887,doc_1a4f,doc_1a4f_sent_01745,"Tue Jun 17 16:21:49 2009: Submitted from host <hostA>, CWD </home/user1;
Tue Jun 17 16:22:01 2009: Started on <hostA>;
Job groups and time-based SLAs
Job groups provide a method for assigning arbitrary labels to groups of jobs.",Tue Jun,4584,tue jun,start on,start_on,hostA,891,hosta,openie_spacy,2026-01-30T04:00:21Z
1888,doc_1a4f,doc_1a4f_sent_01745,"Tue Jun 17 16:21:49 2009: Submitted from host <hostA>, CWD </home/user1;
Tue Jun 17 16:22:01 2009: Started on <hostA>;
Job groups and time-based SLAs
Job groups provide a method for assigning arbitrary labels to groups of jobs.",Job groups,2576,job group,provide,provide,a method,103,method,openie_spacy,2026-01-30T04:00:21Z
1889,doc_1a4f,doc_1a4f_sent_01746,"Typically, job groups represent a project hierarchy.",job groups,2576,job group,represent,represent,a project hierarchy,9894,project hierarchy,openie_spacy,2026-01-30T04:00:21Z
1890,doc_1a4f,doc_1a4f_sent_01784,"The LSF administrator can modify job groups of all
users.",The LSF administrator,358,lsf administrator,modify,modify,job groups,2576,job group,openie_spacy,2026-01-30T04:00:21Z
1891,doc_1a4f,doc_1a4f_sent_01788,"bhist -l shows job group modiﬁcation information:
bhist -l 105
Job <105>, User <user1>, Project <default>, Job Group </risk_group>, Command <myjob>",bhist -l,1824,bhist l,show,show,user1,28519,user1#0 user user,openie_spacy,2026-01-30T04:00:21Z
1892,doc_1a4f,doc_1a4f_sent_01797,"For example, jobs are attached to job
groups /risk_group",jobs,2369,jobs,attach to,attach_to,"job
groups",2576,job group,openie_spacy,2026-01-30T04:00:21Z
1893,doc_1a4f,doc_1a4f_sent_01799,"myjob
Job <115> is submitted to default queue <normal>.",myjob,1808,myjob,submit to,submit_to,default queue,375,queue,openie_spacy,2026-01-30T04:00:21Z
1894,doc_1a4f,doc_1a4f_sent_01809,LSF administrators can use bgdel -u user_name 0 to delete all empty job groups that are created by speciﬁc users.,LSF administrators,358,lsf administrator,use,use,bgdel,2577,bgdel,openie_spacy,2026-01-30T04:00:21Z
1895,doc_1a4f,doc_1a4f_sent_01819,"Similarly, if the job group has child job groups, the new value must be greater than any limits on the lower-
level job groups.",the job group,2576,job group,have,have,child job groups,9929,child job group,openie_spacy,2026-01-30T04:00:21Z
1896,doc_1a4f,doc_1a4f_sent_01829,"For example, for the following job groups:
When automatic job group deletion is enabled, LSF only deletes job groups /X/Y/Z/W and /X/Y/Z. Job group /X/",LSF,27,lsf,delete,delete,job groups,2576,job group,openie_spacy,2026-01-30T04:00:21Z
1897,doc_1a4f,doc_1a4f_sent_01861,"The tilde can be used in conjunction with the other special characters listed
below.",The tilde,7274,tilde,use in,use_in,conjunction,10060,conjunction,openie_spacy,2026-01-30T04:00:21Z
1898,doc_1a4f,doc_1a4f_sent_01885,"When the membership of a host group changes frequently, or when the group contains a large number of members, you can use an external
executable called egroup to retrieve a list of members rather than having to conﬁgure the group membership manually.",the group,524,group,contain,contain,a large number,5319,large number,openie_spacy,2026-01-30T04:00:21Z
1899,doc_1a4f,doc_1a4f_sent_01889,"Each job has its resource requirements and hosts that match the resource
requirements are the candidate hosts. When LSF schedules a job, it uses the load index values of all the candidate hosts.",LSF,27,lsf,schedule,schedule,a job,17,job,openie_spacy,2026-01-30T04:00:21Z
1900,doc_1a4f,doc_1a4f_sent_01891,"Jobs are only dispatched to a host if all load values are within the scheduling
thresholds.",Jobs,2369,jobs,dispatch to,dispatch_to,a host,47,host,openie_spacy,2026-01-30T04:00:21Z
1901,doc_1a4f,doc_1a4f_sent_01897,The exact behavior depends on the command.,The exact behavior,9974,exact behavior,depend on,depend_on,the command,45,command,openie_spacy,2026-01-30T04:00:21Z
1902,doc_1a4f,doc_1a4f_sent_01898,"LSF uses resource requirements to select hosts for remote
execution and job execution.",LSF,27,lsf,use,use,resource requirements,1688,resource requirement,openie_spacy,2026-01-30T04:00:21Z
1903,doc_1a4f,doc_1a4f_sent_01901,"mode=shared:mps=no:j_exclusive=no"".",mode,1650,mode,share,share,mps,1670,mps,openie_spacy,2026-01-30T04:00:21Z
1904,doc_1a4f,doc_1a4f_sent_01902,"Use the option bsub –gpu to submit jobs that require GPU resources. Specify how LSF
manages GPU mode (exclusive or shared), and whether to enable the NVIDIA Multi-Process Service (MPS) for the GPUs used by the job.",gpu,1554,gpu,submit,submit,jobs,2369,jobs,openie_spacy,2026-01-30T04:00:21Z
1905,doc_1a4f,doc_1a4f_sent_01902,"Use the option bsub –gpu to submit jobs that require GPU resources. Specify how LSF
manages GPU mode (exclusive or shared), and whether to enable the NVIDIA Multi-Process Service (MPS) for the GPUs used by the job.",LSF,27,lsf,manage,manage,GPU mode,6949,gpu mode,openie_spacy,2026-01-30T04:00:21Z
1906,doc_1a4f,doc_1a4f_sent_01904,"Each job has its resource requirements and hosts that match the resource requirements
are the candidate hosts. When LSF schedules a job, it uses the load index values of all the candidate hosts.",LSF,27,lsf,schedule,schedule,a job,17,job,openie_spacy,2026-01-30T04:00:21Z
1907,doc_1a4f,doc_1a4f_sent_01906,Jobs are only dispatched to a host if all load values are within the scheduling thresholds.,Jobs,2369,jobs,dispatch to,dispatch_to,a host,47,host,openie_spacy,2026-01-30T04:00:21Z
1908,doc_1a4f,doc_1a4f_sent_01907,"By default, if a job has no resource requirements, LSF places it on a host of the same type as the submission host (that is, type==local).",LSF,27,lsf,place on,place_on,a host,47,host,openie_spacy,2026-01-30T04:00:21Z
1909,doc_1a4f,doc_1a4f_sent_01908,"However, if a
job has string or Boolean resource requirements speciﬁed and the host type has not been speciﬁed, LSF places the job on any host (that is,
type==any) that satisﬁes the resource requirements.","a
job",17,job,have,have,string,1106,string,openie_spacy,2026-01-30T04:00:21Z
1910,doc_1a4f,doc_1a4f_sent_01908,"However, if a
job has string or Boolean resource requirements speciﬁed and the host type has not been speciﬁed, LSF places the job on any host (that is,
type==any) that satisﬁes the resource requirements.",LSF,27,lsf,place,place,the job,17,job,openie_spacy,2026-01-30T04:00:21Z
1911,doc_1a4f,doc_1a4f_sent_01914,The bsub command automatically uses the resource requirements of the job from the remote task lists.,The bsub command,196,bsub command,use,use,the resource requirements,1688,resource requirement,openie_spacy,2026-01-30T04:00:21Z
1912,doc_1a4f,doc_1a4f_sent_01921,"Special rules take effect when compound resource requirements are merged with resource requirements deﬁned at more than one level. If a
compound resource requirement is used at any level (job, application, or queue) the compound multi-level resource requirement combinations
described later in this chapter apply.",compound resource requirements,1644,compound resource requirement,merge with,merge_with,resource requirements,1688,resource requirement,openie_spacy,2026-01-30T04:00:21Z
1913,doc_1a4f,doc_1a4f_sent_01939,"Compound resource requirements cannot contain the compute unit (cu) keywords balance or excl, but works normally with other cu keywords
(including pref, type, maxcus, and usablecuslots).",Compound resource requirements,1644,compound resource requirement,contain,contain,the compute unit,3095,compute unit,openie_spacy,2026-01-30T04:00:21Z
1914,doc_1a4f,doc_1a4f_sent_01944,"Compound resource requirements were introduced in LSF Version 7 Update 5, and are not compatible with earlier versions of LSF.
Alternative resource requirements
In some circumstances more than one set of resource requirements may be acceptable for a job to be able to run.",Compound resource requirements,1644,compound resource requirement,introduce,introduce,Alternative resource requirements,6155,alternative resource requirement,openie_spacy,2026-01-30T04:00:21Z
1915,doc_1a4f,doc_1a4f_sent_01945,"LSF provides the ability to specify
alternative resource requirements.",LSF,27,lsf,provide,provide,the ability,7371,ability,openie_spacy,2026-01-30T04:00:21Z
1916,doc_1a4f,doc_1a4f_sent_01948,"When a job is submitted with alternative resource requirements, the alternative resource picked must satisfy
the mandatory ﬁrst execution host. If none of the alternatives can satisfy the mandatory ﬁrst execution host, the job will PEND.",a job,17,job,submit with,submit_with,alternative resource requirements,6155,alternative resource requirement,openie_spacy,2026-01-30T04:00:21Z
1917,doc_1a4f,doc_1a4f_sent_01956,"For a restart job, @D delay time
starts from the restart job submission time.",@D delay time,7379,d delay time,start for,start_for,a restart job,25467,rerun job,openie_spacy,2026-01-30T04:00:21Z
1918,doc_1a4f,doc_1a4f_sent_01958,"Re-sizable jobs and resource requirements
In general, resize allocation requests for re-sizable jobs use the resource requirements of the running job. When the resource requirement string for
a job is modiﬁed with bmod -R, the new string takes effects for a job resize request. The resource requirement of the allocation request is merged
from resource requirements speciﬁed at the queue, job, and application levels.",resize allocation requests,10133,resize allocation request,use,use,the resource requirements,1688,resource requirement,openie_spacy,2026-01-30T04:00:21Z
1919,doc_1a4f,doc_1a4f_sent_01961,"Resource requirements determined by the queue no longer apply to a running job after running badmin reconﬁg, For example, if you change the
RES_REQ parameter in a queue and reconﬁgure the cluster, the previous queue-level resource requirements for running jobs are lost.",Resource requirements,1688,resource requirement,apply to,apply_to,a running job,3200,running job,openie_spacy,2026-01-30T04:00:21Z
1920,doc_1a4f,doc_1a4f_sent_01969,"If a host’s load is beyond any deﬁned loadSched, a job is
not started on the host.",a job,17,job,start on,start_on,the host,47,host,openie_spacy,2026-01-30T04:00:21Z
1921,doc_1a4f,doc_1a4f_sent_01970,This threshold is also used as the condition for resuming suspended jobs.,This threshold,903,threshold,use as,use_as,the condition,3467,condition,openie_spacy,2026-01-30T04:00:21Z
1922,doc_1a4f,doc_1a4f_sent_01980,"Syntax
To specify resource requirements for your job, use bsub -R and specify the resource requirement string as usual.",Syntax,6276,syntax,use,use,bsub -R,6616,bsub r,openie_spacy,2026-01-30T04:00:21Z
1923,doc_1a4f,doc_1a4f_sent_01990,The exact behavior depends on the command.,The exact behavior,9974,exact behavior,depend on,depend_on,the command,45,command,openie_spacy,2026-01-30T04:00:21Z
1924,doc_1a4f,doc_1a4f_sent_01991,LSF uses resource requirements to select hosts for remote execution and job execution.,LSF,27,lsf,use,use,resource requirements,1688,resource requirement,openie_spacy,2026-01-30T04:00:21Z
1925,doc_1a4f,doc_1a4f_sent_01994,"Specifying resource requirements for the lsrun command causes LSF to select the best host out of the set of hosts that have the requested
resources.",LSF,27,lsf,select,select,the best host,8728,good host,openie_spacy,2026-01-30T04:00:21Z
1926,doc_1a4f,doc_1a4f_sent_01999,"The values of r15s, r1m, and r15m used for
sorting are the normalized load indices that are returned by lsload -N.
Usage string
 This string deﬁnes the expected resource usage of the job. It is used to specify resource reservations for jobs, or for mapping jobs on to hosts
and adjusting the load when running interactive jobs.",r15,5885,r15,use for,use_for,sorting,7290,ordering section,openie_spacy,2026-01-30T04:00:21Z
1927,doc_1a4f,doc_1a4f_sent_02024,The brsvadd command uses the information in the select and same sections to select an appropriate host for an advance reservation.,The brsvadd command,2819,brsvadd command,use,use,the information,11,information,openie_spacy,2026-01-30T04:00:21Z
1928,doc_1a4f,doc_1a4f_sent_02027,The lsloadadj command uses the rusage section to determine how the load information is adjusted on a host.,The lsloadadj command,8128,lsloadadj command,use,use,the rusage section,1800,rusage section,openie_spacy,2026-01-30T04:00:21Z
1929,doc_1a4f,doc_1a4f_sent_02028,"The lsplace command uses the information in the select, order, and rusage sections to select an appropriate host for a task.",The lsplace command,8236,lsplace command,use,use,the information,11,information,openie_spacy,2026-01-30T04:00:21Z
1930,doc_1a4f,doc_1a4f_sent_02056,"For jobs with the total number of slots that are speciﬁed with the bsub -n num_slots option, the total number of slots must match the number of
slots in the resource requirement:
num_slots=(num1+num2+num3+...)",the total number,1907,total number,match,match,the number,1336,number,openie_spacy,2026-01-30T04:00:21Z
