canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,representative_original,original_terms_json,generic_score,is_generic,generic_reasons_json,freq_total,freq_docs,created_at,updated_at
7119,information syntax key,,[],[],[7119],information syntax key,"[""information syntax key""]",2.0,0,"[""no domain anchor in variants""]",2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7120,job submission command,,[],[],[7120],job submission command,"[""job submission command""]",2.0,0,"[""no domain anchor in variants""]",9,6,2026-01-29T16:31:24,2026-01-29T16:31:24
7121,output c,,"[""output -C""]",[],[7121],output -C,"[""output -C""]",2.0,0,"[""no domain anchor in variants""]",6,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7122,normal g,,"[""normal -G""]",[],[7122],normal -G,"[""normal -G""]",2.0,0,"[""no domain anchor in variants""]",6,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7123,inputfile tmp input,,"[""inputFile /tmp input""]",[],[7123],inputFile /tmp input,"[""inputFile /tmp input""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7124,outputdir tmp output,,"[""outputDir /tmp output""]",[],[7124],outputDir /tmp output,"[""outputDir /tmp output""]",2.0,0,"[""no domain anchor in variants""]",6,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7125,computenodemem,,[],[],[7125],computeNodeMem,"[""computeNodeMem""]",2.0,0,"[""no domain anchor in variants""]",6,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7126,usergroup myusergroup,,[],[],[7126],userGroup myUserGroup,"[""userGroup myUserGroup""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7127,notifyjobdone,,[],[],[7127],notifyJobDone,"[""notifyJobDone""]",2.0,0,"[""no domain anchor in variants""]",6,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7128,mailuser user@example com,,"[""mailUser user@example.com""]",[],[7128],mailUser user@example.com,"[""mailUser user@example.com""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7131,lsb_subk_show_exec_host,config,[],"[""LSB_SUBK_SHOW_EXEC_HOST""]",[7131],LSB_SUBK_SHOW_EXEC_HOST,"[""LSB_SUBK_SHOW_EXEC_HOST""]",0.0,0,[],3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7133,completion job,,[],[],[7133],completion job,"[""completion job""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7136,quote,,"[""quotes""]",[],[7136],quotes,"[""quotes""]",2.0,0,"[""no domain anchor in variants""]",8,6,2026-01-29T16:31:24,2026-01-29T16:31:24
7137,checkpoint file,,[],[],[7137],checkpoint file,"[""checkpoint file""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",5,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7143,lsf invoke,,"[""LSF invokes""]",[],[7143],LSF invokes,"[""LSF invokes""]",0.0,0,[],2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7147,application level checkpointing,,[],[],[7147],application level checkpointing,"[""application level checkpointing""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7149,bsub ln_mem,,"[""bsub -ln_mem""]",[],[7149],bsub -ln_mem,"[""bsub -ln_mem""]",0.0,0,[],2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7150,ln_slots,,"[""-ln_slots""]",[],[7150],-ln_slots,"[""-ln_slots""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7151,hard memory limit,,[],[],[7151],hard memory limit,"[""hard memory limit""]",2.0,0,"[""no domain anchor in variants""]",10,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7152,exclamation,,[],[],[7152],exclamation,"[""exclamation""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7153,memory limit job,,[],[],[7153],memory limit job,"[""memory limit job""]",2.0,0,"[""no domain anchor in variants""]",6,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7154,large unit limit,,"[""larger unit limit""]",[],[7154],larger unit limit,"[""larger unit limit""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7155,unit limit,,"[""units limits""]",[],[7155],units limits,"[""units limits""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7156,kb k kilobyte,,"[""KB K kilobytes""]",[],[7156],KB K kilobytes,"[""KB K kilobytes""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7157,mb m megabyte,,"[""MB M megabytes""]",[],[7157],MB M megabytes,"[""MB M megabytes""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7158,gb g gigabyte,,"[""GB G gigabytes""]",[],[7158],GB G gigabytes,"[""GB G gigabytes""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7159,tb t terabyte,,"[""TB T terabytes""]",[],[7159],TB T terabytes,"[""TB T terabytes""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7160,pb p petabyte,,"[""PB P petabytes""]",[],[7160],PB P petabytes,"[""PB P petabytes""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7161,eb e exabyte,,"[""EB E exabytes""]",[],[7161],EB E exabytes,"[""EB E exabytes""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7162,zb z,,[],[],[7162],ZB Z,"[""ZB Z""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7164,exclamation point lsf,,[],[],[7164],exclamation point LSF,"[""exclamation point LSF""]",0.0,0,[],1,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7165,unix operating system,,"[""UNIX operating systems""]",[],[7165],UNIX operating systems,"[""UNIX operating systems""]",4.0,1,"[""headword='system' is generic-ish"", ""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7166,rusage_rss setrlimit function,,[],[],[7166],RUSAGE_RSS setrlimit function,"[""RUSAGE_RSS setrlimit function""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7168,pref_level,,[],[],[7168],pref_level,"[""pref_level""]",2.0,0,"[""no domain anchor in variants""]",5,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7169,host_name@cluster_name,,[],[],[7169],host_name@cluster_name,"[""host_name@cluster_name""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7171,compute unit requirement,,[],[],[7171],compute unit requirement,"[""compute unit requirement""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7172,preference compute unit,,[],[],[7172],preference compute unit,"[""preference compute unit""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7174,addition job,,[],[],[7174],addition job,"[""addition job""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7175,preference level,,[],[],[7175],preference level,"[""preference level""]",2.0,0,"[""no domain anchor in variants""]",4,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7178,groupb preferred hosta,,[],[],[7178],groupB preferred hostA,"[""groupB preferred hostA""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7179,bqueue l,,"[""bqueues -l""]",[],[7179],bqueues -l,"[""bqueues -l""]",0.0,0,[],10,7,2026-01-29T16:31:24,2026-01-29T16:31:24
7180,keyword lsf,,[],[],[7180],keyword LSF,"[""keyword LSF""]",0.0,0,[],2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7182,execution host candidate,,"[""execution host candidates""]",[],[7182],execution host candidates,"[""execution host candidates""]",2.0,0,"[""no domain anchor in variants""]",14,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7183,resource runtime environment,,"[""resources runtime environment""]",[],[7183],resources runtime environment,"[""resources runtime environment""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7184,exclamation point,,[],[],[7184],exclamation point,"[""exclamation point""]",2.0,0,"[""no domain anchor in variants""]",7,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7186,queue level lsb queue,,"[""queue level lsb.queues""]",[],[7186],queue level lsb.queues,"[""queue level lsb.queues""]",2.0,0,"[""no domain anchor in variants""]",7,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7189,entire job lsf,,[],[],[7189],entire job LSF,"[""entire job LSF""]",0.0,0,[],2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7190,additional host,,"[""additional hosts""]",[],[7190],additional hosts,"[""additional hosts""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7191,guideline,,"[""guidelines""]",[],[7191],guidelines,"[""guidelines""]",2.0,0,"[""no domain anchor in variants""]",6,5,2026-01-29T16:31:24,2026-01-29T16:31:24
7192,regular host,,"[""regular hosts""]",[],[7192],regular hosts,"[""regular hosts""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7194,host2@cluster2 host3@cluster2 my_parallel_job,,[],[],[7194],host2@cluster2 host3@cluster2 my_parallel_job,"[""host2@cluster2 host3@cluster2 my_parallel_job""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7195,compute unit job,,"[""compute units job""]",[],[7195],compute units job,"[""compute units job""]",2.0,0,"[""no domain anchor in variants""]",6,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7196,host compute unit,,"[""hosts compute unit""]",[],[7196],hosts compute unit,"[""hosts compute unit""]",2.0,0,"[""no domain anchor in variants""]",6,5,2026-01-29T16:31:24,2026-01-29T16:31:24
7198,computeunit section lsb host,,"[""ComputeUnit section lsb.hosts""]",[],[7198],ComputeUnit section lsb.hosts,"[""ComputeUnit section lsb.hosts""]",2.0,0,"[""no domain anchor in variants""]",4,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7199,automatic job migration,,[],[],[7199],automatic job migration,"[""automatic job migration""]",2.0,0,"[""no domain anchor in variants""]",10,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7201,mail message job,,[],[],[7201],mail message job,"[""mail message job""]",2.0,0,"[""no domain anchor in variants""]",2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7202,email notification,,[],[],[7202],email notification,"[""email notification""]",2.0,0,"[""no domain anchor in variants""]",9,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7203,number slot job,,"[""number slots job""]",[],[7203],number slots job,"[""number slots job""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7204,out,,"[""-out"", ""a.out""]",[],"[7204, 15237]",-out,"[""-out"", ""a.out""]",2.0,0,"[""no domain anchor in variants""]",15,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7206,parallel_sched_by_slot,config,[],"[""PARALLEL_SCHED_BY_SLOT""]",[7206],PARALLEL_SCHED_BY_SLOT,"[""PARALLEL_SCHED_BY_SLOT""]",0.0,0,[],9,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7213,job size list,,[],[],[7213],job size list,"[""job size list""]",2.0,0,"[""no domain anchor in variants""]",11,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7214,job_size_list lsf,,[],[],[7214],JOB_SIZE_LIST LSF,"[""JOB_SIZE_LIST LSF""]",0.0,0,[],1,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7215,job submission job,,[],[],[7215],job submission job,"[""job submission job""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7216,job size job_size_list,,[],[],[7216],job size JOB_SIZE_LIST,"[""job size JOB_SIZE_LIST""]",2.0,0,"[""no domain anchor in variants""]",2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7217,job size request,,[],[],[7217],job size request,"[""job size request""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7218,process limit,,[],[],[7218],process limit,"[""process limit""]",2.0,0,"[""no domain anchor in variants""]",14,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7220,lsb_host lsb_mcpu_host,,"[""LSB_HOSTS LSB_MCPU_HOSTS""]",[],[7220],LSB_HOSTS LSB_MCPU_HOSTS,"[""LSB_HOSTS LSB_MCPU_HOSTS""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7222,communication,,[],[],[7222],communication,"[""communication""]",2.0,0,"[""no domain anchor in variants""]",11,8,2026-01-29T16:31:24,2026-01-29T16:31:24
7223,poe,,[],[],[7223],poe,"[""poe""]",2.0,0,"[""no domain anchor in variants""]",4,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7226,protocol,,"[""protocols""]",[],[7226],protocols,"[""protocols""]",2.0,0,"[""no domain anchor in variants""]",7,6,2026-01-29T16:31:24,2026-01-29T16:31:24
7229,notification request,,[],[],[7229],notification request,"[""notification request""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7230,bsub nnode,,"[""bsub -nnodes""]",[],[7230],bsub -nnodes,"[""bsub -nnodes""]",0.0,0,[],3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7232,system trouble,,[],[],[7232],system trouble,"[""system trouble""]",2.0,0,"[""no domain anchor in variants""]",2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7233,file specified lsf,,[],[],[7233],file specified LSF,"[""file specified LSF""]",0.0,0,[],3,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7234,mail job report,,[],[],[7234],mail job report,"[""mail job report""]",2.0,0,"[""no domain anchor in variants""]",2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7235,report,,[],[],[7235],report,"[""report""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7236,my_output_file pwd ls,,[],[],[7236],my_output_file pwd ls,"[""my_output_file pwd ls""]",2.0,0,"[""no domain anchor in variants""]",2,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7240,path output directory,,[],[],[7240],path output directory,"[""path output directory""]",4.0,1,"[""headword='directory' is generic-ish"", ""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7242,process_limit,,[],[],[7242],process_limit,"[""process_limit""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7243,bsub pack job_submission_file,,"[""bsub -pack job_submission_file""]",[],[7243],bsub -pack job_submission_file,"[""bsub -pack job_submission_file""]",0.0,0,[],2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7244,single file,,[],[],[7244],single file,"[""single file""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",4,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7246,job pack feature,,"[""job packs feature""]",[],[7246],job packs feature,"[""job packs feature""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7247,lsb_max_pack_job lsb.conf,file,"[""LSB_MAX_PACK_JOBS lsb.conf""]",[],[7247],LSB_MAX_PACK_JOBS lsb.conf,"[""LSB_MAX_PACK_JOBS lsb.conf""]",-1.5,0,"[""technical type reduces generic score""]",1,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7248,pack option,,[],[],[7248],pack option,"[""pack option""]",4.0,1,"[""headword='option' is generic-ish"", ""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7249,job submission file,,[],[],[7249],job submission file,"[""job submission file""]",4.0,1,"[""headword='file' is generic-ish"", ""no domain anchor in variants""]",11,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7252,minimize system,,"[""minimizes system""]",[],[7252],minimizes system,"[""minimizes system""]",4.0,1,"[""headword='system' is generic-ish"", ""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7253,job submission rate,,[],[],[7253],job submission rate,"[""job submission rate""]",2.0,0,"[""no domain anchor in variants""]",5,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7254,file content,,"[""file contents""]",[],[7254],file contents,"[""file contents""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7255,number job pack,,"[""number jobs pack""]",[],[7255],number jobs pack,"[""number jobs pack""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7256,job pack size,,[],[],[7256],job pack size,"[""job pack size""]",2.0,0,"[""no domain anchor in variants""]",4,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7257,bsub pack,,"[""bsub -pack""]",[],[7257],bsub -pack,"[""bsub -pack""]",0.0,0,[],2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7258,edit lsf conf,file,"[""Edit lsf.conf""]",[],[7258],Edit lsf.conf,"[""Edit lsf.conf""]",0.0,0,[],2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7259,initial pack size,,[],[],[7259],initial pack size,"[""initial pack size""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7260,request error,,"[""requests errors""]",[],[7260],requests errors,"[""requests errors""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7261,job1 sh,,"[""job1.sh""]",[],[7261],job1.sh,"[""job1.sh""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7262,terminal service job,,"[""Terminal Services jobs""]",[],[7262],Terminal Services jobs,"[""Terminal Services jobs""]",2.0,0,"[""no domain anchor in variants""]",7,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7263,o redirection,,[],[],[7263],O redirection,"[""O redirection""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7264,comment end line,,"[""Comments end line""]",[],[7264],Comments end line,"[""Comments end line""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7265,backslash,,[],[],[7265],Backslash,"[""Backslash""]",2.0,0,"[""no domain anchor in variants""]",7,5,2026-01-29T16:31:24,2026-01-29T16:31:24
7266,shell scripting character,,"[""Shell scripting characters""]",[],[7266],Shell scripting characters,"[""Shell scripting characters""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7267,plain text,,[],[],[7267],plain text,"[""plain text""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7268,bsub pack option,,"[""bsub -pack option""]",[],[7268],bsub -pack option,"[""bsub -pack option""]",2.0,0,"[""headword='option' is generic-ish""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7269,user notification,,[],[],[7269],user notification,"[""user notification""]",2.0,0,"[""no domain anchor in variants""]",4,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7270,alarm action parameter,,"[""alarm actions parameter""]",[],[7270],alarm actions parameter,"[""alarm actions parameter""]",4.0,1,"[""headword='parameter' is generic-ish"", ""no domain anchor in variants""]",5,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7273,reserved keyword,,[],[],[7273],reserved keyword,"[""reserved keyword""]",2.0,0,"[""no domain anchor in variants""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7274,tilde,,[],[],[7274],tilde,"[""tilde""]",2.0,0,"[""no domain anchor in variants""]",5,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7276,exit_code following form,,[],[],[7276],exit_code following form,"[""exit_code following form""]",2.0,0,"[""no domain anchor in variants""]",4,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7278,application queue job,,"[""application queue jobs""]",[],[7278],application queue jobs,"[""application queue jobs""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7279,previous host job,,"[""previous hosts job""]",[],[7279],previous hosts job,"[""previous hosts job""]",2.0,0,"[""no domain anchor in variants""]",4,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7280,exclusive exit code,,[],[],[7280],exclusive exit code,"[""exclusive exit code""]",2.0,0,"[""no domain anchor in variants""]",4,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7284,entire job compound,,[],[],[7284],entire job compound,"[""entire job compound""]",2.0,0,"[""no domain anchor in variants""]",5,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7286,section different syntax,,[],[],[7286],section different syntax,"[""section different syntax""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7287,selection section,,[],[],[7287],selection section,"[""selection section""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7289,ordering section order,,[],[],[7289],ordering section order,"[""ordering section order""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7290,ordering section,,[],[],[7290],ordering section,"[""ordering section""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7291,selection criterion,,"[""selection criteria""]",[],[7291],selection criteria,"[""selection criteria""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7292,resource usage section,,[],[],[7292],resource usage section,"[""resource usage section""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7293,resource consumption task,,[],[],[7293],resource consumption task,"[""resource consumption task""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7294,section span,,[],[],[7294],section span,"[""section span""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7295,resource section,,[],[],[7295],resource section,"[""resource section""]",2.0,0,"[""no domain anchor in variants""]",11,7,2026-01-29T16:31:24,2026-01-29T16:31:24
7296,process parallel job,,"[""processes parallel job""]",[],[7296],processes parallel job,"[""processes parallel job""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7297,type host,,[],[],[7297],type host,"[""type host""]",2.0,0,"[""no domain anchor in variants""]",9,6,2026-01-29T16:31:24,2026-01-29T16:31:24
7298,requirement task job,,"[""requirements tasks job""]",[],[7298],requirements tasks job,"[""requirements tasks job""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7299,usage_string,,[],[],[7299],usage_string,"[""usage_string""]",2.0,0,"[""no domain anchor in variants""]",5,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7300,blank space,,[],[],[7300],blank space,"[""blank space""]",2.0,0,"[""no domain anchor in variants""]",12,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7306,converted limit,,[],[],[7306],converted limit,"[""converted limit""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7307,tmp resource,,"[""default tmp resource""]",[],[7307],default tmp resource,"[""default tmp resource""]",2.0,0,"[""no domain anchor in variants""]",5,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7308,parameter lsf_enable_tmp_unit,,[],[],[7308],parameter LSF_ENABLE_TMP_UNIT,"[""parameter LSF_ENABLE_TMP_UNIT""]",0.0,0,[],6,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7309,limit tmp resource,,"[""limits tmp resource""]",[],[7309],limits tmp resource,"[""limits tmp resource""]",2.0,0,"[""no domain anchor in variants""]",7,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7310,conversion,,[],[],[7310],conversion,"[""conversion""]",2.0,0,"[""no domain anchor in variants""]",4,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7311,mb -m,,[],[],[7311],MB -M,"[""MB -M""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7312,g -s,,[],[],[7312],G -S,"[""G -S""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7313,tb -f,,[],[],[7313],TB -F,"[""TB -F""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7314,unit job submission,,"[""units job submission""]",[],[7314],units job submission,"[""units job submission""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7316,enclosure,,"[""enclosures""]",[],[7316],enclosures,"[""enclosures""]",2.0,0,"[""no domain anchor in variants""]",21,5,2026-01-29T16:31:24,2026-01-29T16:31:24
7317,bigmem,,[],[],[7317],bigmem,"[""bigmem""]",2.0,0,"[""no domain anchor in variants""]",6,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7318,verilog_lic,,[],[],[7318],verilog_lic,"[""verilog_lic""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7319,mb swap space,,[],[],[7319],MB swap space,"[""MB swap space""]",2.0,0,"[""no domain anchor in variants""]",8,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7320,mb memory duration,,[],[],[7320],MB memory duration,"[""MB memory duration""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7328,hardware topology information,,[],[],[7328],hardware topology information,"[""hardware topology information""]",6.5,1,"[""headword='information' is generic-ish"", ""no domain anchor in variants"", ""very common abstract concept (information/data)""]",3,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7329,lsf collect,,"[""LSF collects""]",[],[7329],LSF collects,"[""LSF collects""]",0.0,0,[],1,1,2026-01-29T16:31:24,2026-01-29T16:31:24
7330,resource reservation method,,[],[],[7330],Resource reservation method,"[""Resource reservation method""]",2.0,0,"[""no domain anchor in variants""]",9,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7331,reservation method,,[],[],[7331],reservation method,"[""reservation method""]",2.0,0,"[""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7332,resource string,,[],[],[7332],resource string,"[""resource string""]",2.0,0,"[""no domain anchor in variants""]",2,2,2026-01-29T16:31:24,2026-01-29T16:31:24
7333,global setting,,[],[],[7333],global setting,"[""global setting""]",4.0,1,"[""headword='setting' is generic-ish"", ""no domain anchor in variants""]",4,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7334,reservationusage section lsb resource,,"[""ReservationUsage section lsb.resources""]",[],[7334],ReservationUsage section lsb.resources,"[""ReservationUsage section lsb.resources""]",2.0,0,"[""no domain anchor in variants""]",4,3,2026-01-29T16:31:24,2026-01-29T16:31:24
7335,equivalent,,[],[],[7335],equivalent,"[""equivalent""]",2.0,0,"[""no domain anchor in variants""]",12,4,2026-01-29T16:31:24,2026-01-29T16:31:24
7336,method parameter,,[],[],[7336],METHOD parameter,"[""METHOD parameter""]",4.0,1,"[""headword='parameter' is generic-ish"", ""no domain anchor in variants""]",3,3,2026-01-29T16:31:24,2026-01-29T16:31:24
